Park_name,Park_id,Entrance,Start_time,Usage_class,Day_type
Bald Eagle-Otter Lake Regional Park,52,9,04:00 PM,Low,Weekend_holiday
Bald Eagle-Otter Lake Regional Park,52,9,06:00 PM,Low,Weekday
Bald Eagle-Otter Lake Regional Park,52,9,06:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,1,08:00 AM,High,Weekday
Birch Lake Regional Park,53,1,08:00 AM,High,Weekend_holiday
Birch Lake Regional Park,53,1,10:00 AM,Low,Weekday
Birch Lake Regional Park,53,1,10:00 AM,Medium,Weekend_holiday
Birch Lake Regional Park,53,1,12:00 PM,Low,Weekday
Birch Lake Regional Park,53,1,12:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,1,02:00 PM,Low,Weekday
Birch Lake Regional Park,53,1,02:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,1,04:00 PM,High,Weekday
Birch Lake Regional Park,53,1,04:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,1,06:00 PM,High,Weekday
Birch Lake Regional Park,53,1,06:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,3,08:00 AM,Low,Weekday
Birch Lake Regional Park,53,3,08:00 AM,Low,Weekend_holiday
Birch Lake Regional Park,53,3,10:00 AM,Low,Weekday
Birch Lake Regional Park,53,3,10:00 AM,Low,Weekend_holiday
Birch Lake Regional Park,53,3,12:00 PM,Low,Weekday
Birch Lake Regional Park,53,3,12:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,3,02:00 PM,Low,Weekday
Birch Lake Regional Park,53,3,02:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,3,04:00 PM,Low,Weekday
Birch Lake Regional Park,53,3,04:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,3,06:00 PM,Low,Weekday
Birch Lake Regional Park,53,3,06:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,4,08:00 AM,Low,Weekday
Birch Lake Regional Park,53,4,08:00 AM,Low,Weekend_holiday
Birch Lake Regional Park,53,4,10:00 AM,Low,Weekday
Birch Lake Regional Park,53,4,10:00 AM,Low,Weekend_holiday
Birch Lake Regional Park,53,4,12:00 PM,Low,Weekday
Birch Lake Regional Park,53,4,12:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,4,02:00 PM,Low,Weekday
Birch Lake Regional Park,53,4,02:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,4,04:00 PM,Low,Weekday
Birch Lake Regional Park,53,4,04:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,4,06:00 PM,Low,Weekday
Birch Lake Regional Park,53,4,06:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,5,08:00 AM,Low,Weekday
Birch Lake Regional Park,53,5,08:00 AM,Low,Weekend_holiday
Birch Lake Regional Park,53,5,10:00 AM,Low,Weekday
Birch Lake Regional Park,53,5,10:00 AM,Low,Weekend_holiday
Birch Lake Regional Park,53,5,12:00 PM,Low,Weekday
Birch Lake Regional Park,53,5,12:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,5,02:00 PM,Low,Weekday
Birch Lake Regional Park,53,5,02:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,5,04:00 PM,Low,Weekday
Birch Lake Regional Park,53,5,04:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,5,06:00 PM,Low,Weekday
Birch Lake Regional Park,53,5,06:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,6,08:00 AM,Medium,Weekday
Birch Lake Regional Park,53,6,08:00 AM,High,Weekend_holiday
Birch Lake Regional Park,53,6,10:00 AM,Low,Weekday
Birch Lake Regional Park,53,6,10:00 AM,Medium,Weekend_holiday
Birch Lake Regional Park,53,6,12:00 PM,Low,Weekday
Birch Lake Regional Park,53,6,12:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,6,02:00 PM,Low,Weekday
Birch Lake Regional Park,53,6,02:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,6,04:00 PM,Medium,Weekday
Birch Lake Regional Park,53,6,04:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,6,06:00 PM,Medium,Weekday
Birch Lake Regional Park,53,6,06:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,7,08:00 AM,Medium,Weekday
Birch Lake Regional Park,53,7,08:00 AM,High,Weekend_holiday
Birch Lake Regional Park,53,7,10:00 AM,Low,Weekday
Birch Lake Regional Park,53,7,10:00 AM,Medium,Weekend_holiday
Birch Lake Regional Park,53,7,12:00 PM,Low,Weekday
Birch Lake Regional Park,53,7,12:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,7,02:00 PM,Low,Weekday
Birch Lake Regional Park,53,7,02:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,7,04:00 PM,Medium,Weekday
Birch Lake Regional Park,53,7,04:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,7,06:00 PM,Medium,Weekday
Birch Lake Regional Park,53,7,06:00 PM,Medium,Weekend_holiday
Birch Lake Regional Park,53,8,08:00 AM,Low,Weekday
Birch Lake Regional Park,53,8,08:00 AM,Low,Weekend_holiday
Birch Lake Regional Park,53,8,10:00 AM,Low,Weekday
Birch Lake Regional Park,53,8,10:00 AM,Low,Weekend_holiday
Birch Lake Regional Park,53,8,12:00 PM,Low,Weekday
Birch Lake Regional Park,53,8,12:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,8,02:00 PM,Low,Weekday
Birch Lake Regional Park,53,8,02:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,8,04:00 PM,Low,Weekday
Birch Lake Regional Park,53,8,04:00 PM,Low,Weekend_holiday
Birch Lake Regional Park,53,8,06:00 PM,Low,Weekday
Birch Lake Regional Park,53,8,06:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,1,08:00 AM,High,Weekday
Bruce Vento Regional Trail,54,1,08:00 AM,High,Weekend_holiday
Bruce Vento Regional Trail,54,1,10:00 AM,Medium,Weekday
Bruce Vento Regional Trail,54,1,10:00 AM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,1,12:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,1,12:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,1,02:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,1,02:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,1,04:00 PM,High,Weekday
Bruce Vento Regional Trail,54,1,04:00 PM,High,Weekend_holiday
Bruce Vento Regional Trail,54,1,06:00 PM,High,Weekday
Bruce Vento Regional Trail,54,1,06:00 PM,High,Weekend_holiday
Bruce Vento Regional Trail,54,2,08:00 AM,High,Weekday
Bruce Vento Regional Trail,54,2,08:00 AM,High,Weekend_holiday
Bruce Vento Regional Trail,54,2,10:00 AM,Medium,Weekday
Bruce Vento Regional Trail,54,2,10:00 AM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,2,12:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,2,12:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,2,02:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,2,02:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,2,04:00 PM,High,Weekday
Bruce Vento Regional Trail,54,2,04:00 PM,High,Weekend_holiday
Bruce Vento Regional Trail,54,2,06:00 PM,High,Weekday
Bruce Vento Regional Trail,54,2,06:00 PM,High,Weekend_holiday
Bruce Vento Regional Trail,54,3,08:00 AM,Medium,Weekday
Bruce Vento Regional Trail,54,3,08:00 AM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,3,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,3,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,3,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,3,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,3,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,3,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,3,04:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,3,04:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,3,06:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,3,06:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,4,08:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,4,08:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,4,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,4,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,4,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,4,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,4,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,4,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,4,04:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,4,04:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,4,06:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,4,06:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,5,08:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,5,08:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,5,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,5,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,5,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,5,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,5,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,5,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,5,04:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,5,04:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,5,06:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,5,06:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,6,08:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,6,08:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,6,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,6,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,6,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,6,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,6,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,6,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,6,04:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,6,04:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,6,06:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,6,06:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,7,08:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,7,08:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,7,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,7,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,7,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,7,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,7,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,7,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,7,04:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,7,04:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,7,06:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,7,06:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,8,08:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,8,08:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,8,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,8,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,8,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,8,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,8,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,8,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,8,04:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,8,04:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,8,06:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,8,06:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,9,08:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,9,08:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,9,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,9,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,9,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,9,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,9,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,9,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,9,04:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,9,04:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,9,06:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,9,06:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,10,08:00 AM,Medium,Weekday
Bruce Vento Regional Trail,54,10,08:00 AM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,10,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,10,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,10,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,10,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,10,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,10,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,10,04:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,10,04:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,10,06:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,10,06:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,11,08:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,11,08:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,11,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,11,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,11,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,11,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,11,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,11,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,11,04:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,11,04:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,11,06:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,11,06:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,12,08:00 AM,Medium,Weekday
Bruce Vento Regional Trail,54,12,08:00 AM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,12,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,12,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,12,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,12,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,12,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,12,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,12,04:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,12,04:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,12,06:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,12,06:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,13,08:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,13,08:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,13,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,13,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,13,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,13,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,13,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,13,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,13,04:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,13,04:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,13,06:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,13,06:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,14,08:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,14,08:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,14,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,14,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,14,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,14,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,14,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,14,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,14,04:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,14,04:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,14,06:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,14,06:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,15,08:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,15,08:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,15,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,15,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,15,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,15,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,15,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,15,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,15,04:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,15,04:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,15,06:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,15,06:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,16,08:00 AM,Medium,Weekday
Bruce Vento Regional Trail,54,16,08:00 AM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,16,10:00 AM,Medium,Weekday
Bruce Vento Regional Trail,54,16,10:00 AM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,16,12:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,16,12:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,16,02:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,16,02:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,16,04:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,16,04:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,16,06:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,16,06:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,17,08:00 AM,Medium,Weekday
Bruce Vento Regional Trail,54,17,08:00 AM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,17,10:00 AM,Low,Weekday
Bruce Vento Regional Trail,54,17,10:00 AM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,17,12:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,17,12:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,17,02:00 PM,Low,Weekday
Bruce Vento Regional Trail,54,17,02:00 PM,Low,Weekend_holiday
Bruce Vento Regional Trail,54,17,04:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,17,04:00 PM,Medium,Weekend_holiday
Bruce Vento Regional Trail,54,17,06:00 PM,Medium,Weekday
Bruce Vento Regional Trail,54,17,06:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,1,08:00 AM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,1,08:00 AM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,1,10:00 AM,High,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,1,10:00 AM,High,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,1,12:00 PM,High,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,1,12:00 PM,High,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,1,02:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,1,02:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,1,04:00 PM,High,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,1,04:00 PM,High,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,1,06:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,1,06:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,2,08:00 AM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,2,08:00 AM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,2,10:00 AM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,2,10:00 AM,High,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,2,12:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,2,12:00 PM,High,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,2,02:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,2,02:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,2,04:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,2,04:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,2,06:00 PM,High,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,2,06:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,3,08:00 AM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,3,08:00 AM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,3,10:00 AM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,3,10:00 AM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,3,12:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,3,12:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,3,02:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,3,02:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,3,04:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,3,04:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,3,06:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,3,06:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,4,08:00 AM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,4,08:00 AM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,4,10:00 AM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,4,10:00 AM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,4,12:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,4,12:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,4,02:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,4,02:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,4,04:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,4,04:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,4,06:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,4,06:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,5,08:00 AM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,5,08:00 AM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,5,10:00 AM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,5,10:00 AM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,5,12:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,5,12:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,5,02:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,5,02:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,5,04:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,5,04:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,5,06:00 PM,Medium,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,5,06:00 PM,Medium,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,6,08:00 AM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,6,08:00 AM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,6,10:00 AM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,6,10:00 AM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,6,12:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,6,12:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,6,02:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,6,02:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,6,04:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,6,04:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,6,06:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,6,06:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,7,08:00 AM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,7,08:00 AM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,7,10:00 AM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,7,10:00 AM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,7,12:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,7,12:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,7,02:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,7,02:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,7,04:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,7,04:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,7,06:00 PM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,7,06:00 PM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,8,08:00 AM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,8,08:00 AM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,8,10:00 AM,Low,Weekday
Grass-Vadnais-Snail Lake Regional Park,55,8,10:00 AM,Low,Weekend_holiday
Grass-Vadnais-Snail Lake Regional Park,55,8,12:00 PM,Low,Weekday
