Indicate total number of people arriving at the park by boat, not those towing a boat (that's counted in the vehicle category).",Q29 - Topics
"{""ImportId"":""startDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""endDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID29_TEXT""}","{""ImportId"":""QID1""}","{""ImportId"":""QID11""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID41""}","{""ImportId"":""QID43""}","{""ImportId"":""QID45""}","{""ImportId"":""QID26""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28_TEXT""}","{""ImportId"":""QID30_TEXT""}","{""ImportId"":""QID48_TEXT""}","{""ImportId"":""QID35_TEXT""}","{""ImportId"":""QID36_TEXT""}","{""ImportId"":""QID38_TEXT""}","{""ImportId"":""QID39_TEXT""}","{""ImportId"":""QID29_TEXT_77540d44a0a84b7c96d62ef5Topics""}"
2018-06-09 18:00:43,2018-06-09 18:01:40,Offline,97.116.7.220,100,0,True,2018-06-09 18:04:59,R_4S7Zov38iDAZ68v,,,,,44.979988,-93.0797,,EN,GE,Ramsey County,Keller Regional Park,8,June,9,2018,12:00-2:00 PM,Yes,,11,6,0,0,0,0,Unknown
2018-06-09 17:59:23,2018-06-09 18:00:35,Offline,97.116.7.220,100,0,True,2018-06-09 18:05:01,R_k7bTLPhLwcmVfda,,,,,44.980064,-93.079803,,EN,GE,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,13,June,9,2018,10:00-12:00 PM,Yes,,0,0,5,0,0,0,Unknown
2018-06-09 17:58:09,2018-06-09 17:59:17,Offline,97.116.7.220,100,0,True,2018-06-09 18:05:02,R_00qMf3v6YFzDgqc,,,,,44.980158,-93.079906,,EN,GE,Ramsey County,Birch Lake Regional Park,3,June,8,2018,6:00-8:00 PM,Yes,,1,0,0,0,0,0,Unknown
2018-06-09 17:56:34,2018-06-09 17:58:02,Offline,97.116.7.220,100,0,True,2018-06-09 18:05:03,R_oLH99gXpO78hWHI,,,,,44.979958,-93.079875,,EN,GE,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,1,June,8,2018,4:00-6:00 PM,Yes,,12,11,23,0,0,0,Unknown
2018-06-09 20:42:02,2018-06-09 20:43:08,Offline,73.164.80.83,100,0,True,2018-06-09 20:44:23,R_ex5uEDUtMhchLPE,,,,,45.055557,-92.953342,,EN,LM,Ramsey County,Bald Eagle-Otter Lake Regional Park,9,June,9,2018,8:00-10:00 AM,Yes,,0,0,0,0,0,0,Unknown
2018-06-08 20:36:29,2018-06-08 20:37:54,Offline,73.164.80.83,100,0,True,2018-06-09 20:44:24,R_0HyOt1wiWAkOq4T,,,,,45.056096,-92.952066,,EN,LM,Ramsey County,Bald Eagle-Otter Lake Regional Park,3,June,8,2018,6:00-8:00 PM,Yes,,0,2,32,0,0,0,Unknown
2018-06-08 20:35:03,2018-06-08 20:36:23,Offline,73.164.80.83,100,0,True,2018-06-09 20:44:25,R_fA2iVkYCK2jrjdA,,,,,45.056004,-92.952109,,EN,LM,Ramsey County,Rice Creek North Regional Trail,1,June,8,2018,8:00-10:00 AM,Yes,,4,7,4,0,0,0,Unknown
2018-06-05 12:40:39,2018-06-05 12:41:34,Offline,73.164.80.83,100,0,True,2018-06-09 20:44:26,R_8cQrMndG95qej6z,,,,,45.056048,-92.952119,,EN,LM,Ramsey County,Long Lake Regional Park,4,June,5,2018,10:00-12:00 PM,Yes,,17,11,11,1,0,0,Unknown
2018-06-05 12:38:34,2018-06-05 12:39:56,Offline,73.164.80.83,100,0,True,2018-06-09 20:44:27,R_fCPd8Yskl6CbEHk,,,,,45.055928,-92.952377,,EN,LM,Ramsey County,Keller Regional Park,8,June,5,2018,8:00-10:00 AM,Yes,,15,9,0,0,0,0,Unknown
2018-06-15 00:59:33,2018-06-15 01:01:02,Offline,66.41.13.58,100,0,True,2018-06-15 01:02:43,R_37prd6JbdImSNuD,,,,,45.014099121094,-93.030502319336,,EN,EL,Ramsey County,Bruce Vento Regional Trail,12,June,7,2018,4:00-6:00 PM,No,5/31/18 4:00 pm,7,7,0,0,0,0,Unknown
2018-06-15 00:56:26,2018-06-15 00:59:28,Offline,66.41.13.58,100,0,True,2018-06-15 01:02:43,R_kl3bQhiFuiDcaAE,,,,,45.014099121094,-93.030502319336,,EN,EL,Ramsey County,Battle Creek Regional Park,3,June,7,2018,2:00-4:00 PM,No,5/31/18 2:00 pm,2,0,24,0,0,0,Unknown
2018-06-15 00:55:18,2018-06-15 00:56:23,Offline,66.41.13.58,100,0,True,2018-06-15 01:02:44,R_iG7YRh0NtAUimao,,,,,45.014099121094,-93.030502319336,,EN,EL,Ramsey County,Bruce Vento Regional Trail,1,June,6,2018,6:00-8:00 PM,Yes,,1,3,0,0,0,0,Unknown
2018-06-15 00:53:10,2018-06-15 00:55:15,Offline,66.41.13.58,100,0,True,2018-06-15 01:02:45,R_h1Otzn1J4HndvqG,,,,,45.014099121094,-93.030502319336,,EN,EL,Ramsey County,Battle Creek Regional Park,1,June,6,2018,4:00-6:00 PM,Yes,,1,3,41,1,0,0,Unknown
2018-06-15 00:46:17,2018-06-15 00:53:06,Offline,66.41.13.58,100,0,True,2018-06-15 01:02:45,R_aNWO650LdXs68Ai,,,,,45.014099121094,-93.030502319336,,EN,EL,Ramsey County,Trout Brook Regional Trail,2,May,28,2018,2:00-4:00 PM,Yes,,3,1,0,0,0,0,Unknown
2018-06-15 20:27:36,2018-06-15 20:29:27,Offline,71.34.31.7,100,0,True,2018-06-15 20:29:33,R_ljVAVaz2PxoQIBY,,,,,44.980033,-93.079852,,EN,GE,Ramsey County,Bruce Vento Regional Trail,9,June,15,2018,12:00-2:00 PM,Yes,,1,1,0,0,0,0,Unknown
2018-06-15 20:25:56,2018-06-15 20:27:25,Offline,71.34.31.7,100,0,True,2018-06-15 20:29:34,R_0G8ZOk7DegzoPG1,,,,,44.980052,-93.079857,,EN,GE,Ramsey County,Trout Brook Regional Trail,3,June,12,2018,10:00-12:00 PM,Yes,,3,4,0,0,0,0,Unknown
2018-06-15 20:24:16,2018-06-15 20:25:51,Offline,71.34.31.7,100,0,True,2018-06-15 20:29:35,R_mnnG5Uwto1bxiIP,,,,,44.980185,-93.079854,,EN,GE,Ramsey County,Keller Regional Park,7,June,10,,12:00-2:00 PM,Yes,,0,0,34,0,0,0,Unknown
2018-06-22 20:33:41,2018-06-22 20:34:40,Offline,71.34.23.86,100,0,True,2018-06-22 20:34:47,R_9ZwQFG8K5TOxMsZ,,,,,44.980061,-93.079881,,EN,GE,Ramsey County,Highway 96 Regional Trail,8,June,20,2018,4:00-6:00 PM,Yes,,2,4,0,0,0,0,Unknown
2018-06-22 20:31:34,2018-06-22 20:32:55,Offline,71.34.23.86,100,0,True,2018-06-22 20:34:48,R_ban4YjxjvUh1e4H,,,,,44.979954,-93.079757,,EN,GE,Ramsey County,Bruce Vento Regional Trail,2,June,19,2018,8:00-10:00 AM,Yes,,6,7,0,0,0,0,Unknown
2018-06-22 20:29:47,2018-06-22 20:31:21,Offline,71.34.23.86,100,0,True,2018-06-22 20:34:49,R_b505tQZUC3EFHMN,,,,,44.979918,-93.079728,,EN,GE,Ramsey County,Trout Brook Regional Trail,2,June,17,2018,10:00-12:00 PM,Yes,,6,0,0,0,0,0,Unknown
2018-06-22 20:28:26,2018-06-22 20:29:40,Offline,71.34.23.86,100,0,True,2018-06-22 20:34:50,R_atHKIcueZMJ6zgQ,,,,,44.979896,-93.079775,,EN,GE,Ramsey County,Bald Eagle-Otter Lake Regional Park,3,June,16,2018,2:00-4:00 PM,Yes,,0,0,30,0,0,0,Unknown
2018-06-22 20:26:14,2018-06-22 20:28:20,Offline,71.34.23.86,100,0,True,2018-06-22 20:34:51,R_lzN6LjgGlqrdk3D,,,,,44.979898,-93.07984,,EN,GE,Ramsey County,Trout Brook Regional Trail,1,June,16,2018,10:00-12:00 PM,No,6/23/2018  10:00-12:00,0,0,0,0,0,0,Unknown
2018-06-26 11:06:01,2018-06-26 11:07:25,Offline,73.164.80.83,100,0,True,2018-06-26 11:07:31,R_3DZV5EjgZoIYWko,,,,,45.055675,-92.952427,,EN,LM,Ramsey County,Lakes Link Regional Trail,1,June,25,2018,10:00-12:00 PM,Yes,,17,21,0,0,0,0,Unknown
2018-06-26 11:04:40,2018-06-26 11:05:56,Offline,73.164.80.83,100,0,True,2018-06-26 11:07:33,R_fT08xmyWT1iNHAm,,,,,45.055656,-92.952346,,EN,LM,Ramsey County,Bald Eagle-Otter Lake Regional Park,2,June,24,2018,8:00-10:00 AM,Yes,,0,4,25,0,0,0,Unknown
2018-06-26 11:03:39,2018-06-26 11:04:32,Offline,73.164.80.83,100,0,True,2018-06-26 11:07:34,R_9ybLSj1RwzfPZex,,,,,45.055778,-92.952221,,EN,LM,Ramsey County,Bald Eagle-Otter Lake Regional Park,1,June,20,2018,8:00-10:00 AM,Yes,,0,4,8,0,0,0,Unknown
2018-06-26 11:00:05,2018-06-26 11:01:19,Offline,73.164.80.83,100,0,True,2018-06-26 11:07:36,R_8nXiZz31V3kqypy,,,,,45.055933,-92.952204,,EN,LM,Ramsey County,Battle Creek Regional Park,10,June,19,2018,10:00-12:00 PM,Yes,,0,0,15,0,0,0,Unknown
2018-06-19 12:09:47,2018-06-19 12:10:39,Offline,73.164.80.83,100,0,True,2018-06-26 11:07:39,R_lJ8hYJSWqaDCqtU,,,,,45.055703,-92.952341,,EN,LM,Minneapolis Park and Recreation Board,Battle Creek Regional Park,10,June,10,2018,10:00-12:00 PM,Yes,,0,0,15,0,0,0,Unknown
2018-06-26 21:31:42,2018-06-26 21:32:56,Offline,71.34.23.86,100,0,True,2018-06-26 21:33:03,R_mwwjkhuK8n0aWrV,,,,,44.980009,-93.079781,,EN,GE,Ramsey County,Lakes Link Regional Trail,9,June,25,2018,4:00-6:00 PM,Yes,,18,49,0,0,0,0,Unknown
2018-06-26 21:29:47,2018-06-26 21:31:34,Offline,71.34.23.86,100,0,True,2018-06-26 21:33:04,R_5jcXAKxc1KzW6bR,,,,,44.980054,-93.079798,,EN,GE,Ramsey County,Bruce Vento Regional Trail,4,June,23,2018,4:00-6:00 PM,Yes,,3,0,0,0,0,0,Unknown
2018-06-26 21:28:22,2018-06-26 21:29:41,Offline,71.34.23.86,100,0,True,2018-06-26 21:33:06,R_mW3MNeewO5bVA6X,,,,,44.980007,-93.079744,,EN,GE,Ramsey County,Keller Regional Park,7,June,23,2018,12:00-2:00 PM,Yes,,0,0,67,0,0,0,Unknown
2018-06-26 21:26:39,2018-06-26 21:28:14,Offline,71.34.23.86,100,0,True,2018-06-26 21:33:07,R_gkv5jtzIhBck8Dv,,,,,44.980021,-93.079856,,EN,GE,Ramsey County,Rice Creek West Regional Trail,1,June,23,2018,10:00-12:00 PM,Yes,,2,1,0,0,0,0,Unknown
2018-06-26 23:45:19,2018-06-26 23:46:46,Offline,66.41.13.58,100,0,True,2018-06-26 23:46:56,R_lsaBTWEUDc3b2Wm,,,,,44.999075,-93.002261,,EN,EL,Ramsey County,Trout Brook Regional Trail,4,June,26,2018,6:00-8:00 PM,Yes,,0,0,0,0,0,0,Unknown
2018-06-26 23:44:05,2018-06-26 23:45:13,Offline,66.41.13.58,100,0,True,2018-06-26 23:46:57,R_oePbsDn3YivYVAk,,,,,44.999075,-93.002261,,EN,EL,Ramsey County,Bruce Vento Regional Trail,1,June,23,2018,6:00-8:00 PM,Yes,,2,0,0,0,0,0,Unknown
2018-06-26 23:41:38,2018-06-26 23:43:54,Offline,66.41.13.58,100,1,True,2018-06-26 23:46:59,R_arYDJMSXAMMq51s,,,,,44.999075,-93.002261,,EN,EL,Ramsey County,Battle Creek Regional Park,3,June,23,2018,4:00-6:00 PM,Yes,,1,3,11,0,0,0,Unknown
2018-06-26 23:39:37,2018-06-26 23:41:17,Offline,66.41.13.58,100,0,True,2018-06-26 23:47:00,R_axi3oTbSo7DTxjW,,,,,44.998928,-93.002352,,EN,EL,Ramsey County,Battle Creek Regional Park,22,June,23,2018,2:00-4:00 PM,Yes,,2,0,0,0,0,0,Unknown
2018-06-26 23:38:23,2018-06-26 23:39:34,Offline,66.41.13.58,100,0,True,2018-06-26 23:47:01,R_clKfIzLZbGdDgUL,,,,,44.999164,-93.002607,,EN,EL,Ramsey County,Trout Brook Regional Trail,2,June,20,2018,6:00-8:00 PM,Yes,,9,0,0,0,0,0,Unknown
2018-06-26 23:36:51,2018-06-26 23:38:19,Offline,66.41.13.58,100,0,True,2018-06-26 23:47:02,R_jUve8BHFCPkcmpe,,,,,44.999164,-93.002607,,EN,EL,Ramsey County,Trout Brook Regional Trail,2,June,19,2018,2:00-4:00 PM,Yes,,0,1,0,0,0,0,Unknown
2018-06-26 23:34:53,2018-06-26 23:36:47,Offline,66.41.13.58,100,0,True,2018-06-26 23:47:04,R_3t8q9SaMmQnoh7F,,,,,44.999008,-93.002484,,EN,EL,Ramsey County,Battle Creek Regional Park,24,June,15,2018,2:00-4:00 PM,Yes,,0,4,0,0,0,0,Unknown
2018-07-11 16:47:03,2018-07-11 16:48:00,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:27,R_avQ97ufUsKUyubr,,,,,44.980064,-93.079848,,EN,GE,Ramsey County,Trout Brook Regional Trail,2,July,11,2018,12:00-2:00 PM,Yes,,0,12,0,0,0,0,Unknown
2018-07-11 16:45:53,2018-07-11 16:46:54,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:28,R_6TEB2y88xbY2Bv7,,,,,44.980005,-93.079782,,EN,GE,Ramsey County,Lakes Link Regional Trail,5,July,11,2018,10:00-12:00 PM,Yes,,2,10,0,0,0,0,Unknown
2018-07-11 16:44:44,2018-07-11 16:45:44,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:29,R_bwdWTQNx4DygANE,,,,,44.98005,-93.079809,,EN,GE,Ramsey County,Bald Eagle-Otter Lake Regional Park,3,July,9,2018,6:00-8:00 PM,Yes,,0,0,19,0,0,0,Unknown
2018-07-11 16:43:14,2018-07-11 16:44:17,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:29,R_5cMPynINVHh3k1d,,,,,44.979992,-93.079782,,EN,GE,Ramsey County,Bald Eagle-Otter Lake Regional Park,8,July,9,2018,4:00-6:00 PM,Yes,,0,0,0,0,0,0,Unknown
2018-07-11 16:40:54,2018-07-11 16:42:38,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:30,R_3BMwWK6kM9Lfbl8,,,,,44.980017,-93.07982,,EN,GE,Ramsey County,Keller Regional Park,7,July,9,2018,12:00-2:00 PM,Yes,,0,0,13,0,0,0,Unknown
2018-07-11 16:38:57,2018-07-11 16:40:07,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:31,R_50SEGVWtMztaBJA,,,,,44.980049,-93.079809,,EN,GE,Ramsey County,Lakes Link Regional Trail,6,July,8,2018,6:00-8:00 PM,Yes,,10,16,0,0,0,0,Unknown
2018-07-11 16:37:17,2018-07-11 16:38:40,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:32,R_eNSnNtza4Ac6rl3,,,,,44.980017,-93.07982,,EN,GE,Ramsey County,Highway 96 Regional Trail,10,July,8,2018,4:00-6:00 PM,Yes,,2,0,0,0,0,0,Unknown
2018-07-11 16:35:52,2018-07-11 16:36:59,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:33,R_hukt5eQqBM5y6Zu,,,,,44.980059,-93.079852,,EN,GE,Ramsey County,Rice Creek North Regional Trail,1,July,7,,10:00-12:00 PM,Yes,,21,12,11,0,0,0,Unknown
2018-07-11 16:34:32,2018-07-11 16:35:44,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:34,R_kMhk3JsmPo3zWeZ,,,,,44.979947,-93.079747,,EN,GE,Ramsey County,Bald Eagle-Otter Lake Regional Park,3,July,5,2018,12:00-2:00 PM,Yes,,0,0,17,0,0,0,Unknown
2018-07-11 16:32:59,2018-07-11 16:34:11,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:35,R_otok0p4MriPbaWr,,,,,44.980017,-93.079812,,EN,GE,Ramsey County,Bruce Vento Regional Trail,16,July,1,2018,10:00-12:00 PM,Yes,,0,0,0.0,0,0,0,Unknown
2018-07-11 16:31:14,2018-07-11 16:32:50,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:36,R_9lf55MnF3i7w2N0,,,,,44.979946,-93.079748,,EN,GE,Ramsey County,Birch Lake Regional Park,3,June,30,,12:00-2:00 PM,Yes,,1,0,0,0,0,0,Unknown
2018-07-11 16:29:36,2018-07-11 16:31:08,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:36,R_8emcZku3OUCAWD4,,,,,44.979886,-93.079758,,EN,GE,Ramsey County,Lakes Link Regional Trail,3,June,28,2018,6:00-8:00 PM,Yes,,7,31,0,0,0,0,Unknown
2018-07-11 16:27:32,2018-07-11 16:29:29,Offline,71.34.25.151,100,0,True,2018-07-11 16:48:37,R_0kkeOxVbymF2PhU,,,,,44.980005,-93.079783,,EN,GE,Ramsey County,Bruce Vento Regional Trail,1,June,27,2018,8:00-10:00 AM,Yes,,8,2,0,0,0,0,Unknown
2018-07-12 11:58:51,2018-07-12 11:59:48,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:28,R_2DAiuzyziLi0msf,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,2,July,10,2018,4:00-6:00 PM,Yes,,14,18,22,0,0,0,Unknown
2018-07-12 11:56:29,2018-07-12 11:58:46,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:29,R_eMxBCqpYogH6hkN,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,7,July,10,2018,2:00-4:00 PM,Yes,,12,14,16,0,0,0,Unknown
2018-07-12 11:55:11,2018-07-12 11:56:25,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:31,R_8A9AJbZA3Xhw2QI,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,1,July,8,2018,4:00-6:00 PM,Yes,,14,15,12,0,0,0,Unknown
2018-07-12 11:53:45,2018-07-12 11:55:01,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:32,R_lQtpWavZEY2v8vl,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,2,July,8,2018,2:00-4:00 PM,Yes,,14,17,10,0,0,0,Unknown
2018-07-12 11:51:51,2018-07-12 11:53:10,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:33,R_bO2S42fPHv3gdTB,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,1,July,7,2018,12:00-2:00 PM,Yes,,12,16,10,0,0,0,Unknown
2018-07-12 11:49:50,2018-07-12 11:51:30,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:35,R_hO3eejubd6Q3vxE,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Highway 96 Regional Trail,3,July,7,2018,10:00-12:00 PM,Yes,,13,16,7,0,0,0,Unknown
2018-07-12 11:48:19,2018-07-12 11:49:18,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:36,R_euw8oeUOSsxiOOA,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,5,July,5,2018,2:00-4:00 PM,Yes,,13,12,8,0,0,0,Unknown
2018-07-12 11:45:53,2018-07-12 11:48:16,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:37,R_bczL2eM28YGEfun,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Tony Schmidt Regional Park,1,July,1,2018,6:00-8:00 PM,Yes,,15,16,10,0,0,0,Unknown
2018-07-12 11:44:18,2018-07-12 11:45:49,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:38,R_dDcoW0B9exSdz5A,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Highway 96 Regional Trail,4,July,1,2018,12:00-2:00 PM,Yes,,6,9,10,0,0,0,Unknown
2018-07-12 11:41:16,2018-07-12 11:44:15,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:39,R_mtEyJScAJAzspZY,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Highway 96 Regional Trail,13,June,30,2018,2:00-4:00 PM,Yes,,13,15,6,0,0,0,Unknown
2018-07-12 11:39:30,2018-07-12 11:41:11,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:40,R_jLPdkruTIsPoGCd,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Long Lake Regional Park,1,June,28,2018,4:00-6:00 PM,Yes,,20,25,98,2,0,0,Unknown
2018-07-12 11:37:30,2018-07-12 11:38:54,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:42,R_0RxGuCXAfv1vP85,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Tony Schmidt Regional Park,1,June,26,2018,4:00-6:00 PM,Yes,,18,20,7,0,0,0,Unknown
2018-07-11 22:00:09,2018-07-11 22:01:42,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:43,R_44vpEiY0MDbPfA1,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Long Lake Regional Park,1,June,24,2018,4:00-6:00 PM,Yes,,8,12,7,0,0,0,Unknown
2018-07-11 21:58:16,2018-07-11 21:59:50,Offline,24.118.212.246,100,0,True,2018-07-23 09:27:44,R_iZMTLvaQXAb6ncR,,,,,45.072402954102,-93.187400817871,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,2,June,24,2018,10:00-12:00 PM,Yes,,14,8,13,0,0,0,Unknown
