Park_total_for_summer,Park_id,Park_name,Estimate,Year
0.12961388209415353,78,Eagle Lake Regional Park,25918.11117901706,2018
0.8296534767702152,79,North Cedar Lake Regional Trail,165900.83333333334,2018
0.1613598394182712,80,Gale Woods Special Recreation Feature,32266.16,2018
0.42980302061543457,81,Hardwood Creek Regional Park,85945.13406593406,2018
0.40244599591279545,82,Big Marine Park Reserve,80474.71379679145,2018
0.22277063780097717,83,Pine Point Regional Park,44546.10929523809,2018
0.7713604089672721,84,Silverwood Special Recreation Feature,154244.317936432,2018
0.47756713671836415,88,Shingle Creek Regional Trail,95496.23809523809,2018
0.8674162027598732,89,Luce Line Regional Trail,173452.0193236715,2018
0.35396850814474945,90,St. Anthony Parkway Regional Trail,70780.96111111112,2018
0.12869077444939958,91,Columbia Parkway Regional Trail,25733.522875816994,2018
0.051015019012957734,92,Ridgway Parkway Regional Trail,10201.167600373483,2018
1.2666033001120747,93,Kenilworth Regional Trail,253275.0707070707,2018
0.25341544962829704,94,Luce Line Regional Trail,50673.96865079365,2018
0.3956791038495885,95,River to River Greenway Regional Trail,79121.57894736843,2018
0.8608765664419642,96,Dakota Rail Regional Trail,172144.327443609,2018
0.24289044051315295,97,Bassett Creek Regional Trail,48569.34565826331,2018
0.07807351167784923,98,Trout Brook Regional Trail,15611.892207139266,2018
0.5445275941160971,99,Tony Schmidt Regional Park,108885.91944257704,2018
0.26415308824362704,100,Northeast Diagonal Regional Trail,52821.10989010989,2018
0.11209073911709433,101,Northeast Diagonal Regional Trail,22414.11330049261,2018
0.11599260577357295,102,Cedar Lake Farm Regional Park,23194.34619047619,2018
0.2728615723011608,103,Shingle Creek Regional Trail,54562.493253968256,2018
0.25620410824037027,104,Dakota Rail Regional Trail,51231.600000000006,2018
0.36666760705334656,107,Coon Creek Regional Trail,73320.3238095238,2018
0.2328006702074153,108,East Anoka County Regional Trail,46551.75476190476,2018
0.25229807755332967,109,Rum River Regional Trail,50450.53445378151,2018
0.34783259832897484,110,Bunker Hills Regional Trail,69554,2018
0.3537813230374225,111,Twin Lakes Regional Trail,70743.53082706768,2018
0.07282561460580295,112,Mississippi West Regional Park,14562.501682206683,2018
0.10945001863951483,113,Minnesota River Bluffs Regional Trail,21886.064253393666,2018
0.15624415118167487,114,Spring Lake Regional Park,31243.206483516486,2018
0.4504281335504628,115,Nine Mile Creek Regional Trail,90069.41428571429,2018
0.1565867986110812,116,Southwest Regional Trail,31311.723636363637,2018
0.00443524391105842,117,Kingswood Special Recreation Feature,886.8891428571428,2018
0.13995833047566594,118,Whitetail Woods Regional Park,27986.628523809522,2018
0.11320587330179194,124,Minnesota River Greenway Regional Trail,22637.1,2018
0.25475816612456315,130,Trout Brook Regional Trail,50942.46362116145,2018
0.4359737286656539,131,Crystal Lake Regional Trail,87179.05357142857,2018
0.35931360608795115,132,Nokomis-Minnesota River Regional Trail,71849.78831168832,2018
0.05202440540219852,133,Point Douglas Regional Trail,10403.008547008547,2018
0.5816983595495939,135,Above the Falls Regional Park,116318.73462833554,2018
0.5947045270866165,137,Lakes Link Regional Trail,118919.5,2018
0.17107467737722107,140,Nokomis-Minnesota River Bluffs Regional Trail,34208.77792207792,2018
0.37330477984544225,1,Anoka County Riverfront Regional Park,73095.94,2017
0.9199176818976975,2,Bunker Hills Regional Park,180126.94,2017
1.0982830625273716,3,Coon Rapids Dam Regional Park,215052.25,2017
0.5551179314029362,4,Lake George Regional Park,108696.35,2017
0.3063198663028078,5,Martin-Island-Linwood Regional Park,59979.78,2017
0.30909212743856307,6,Mississippi River Regional Trail,60522.61,2017
0.5820931256737073,7,Rice Creek West Regional Trail,113978.3,2017
1.0172314376672154,8,Rice Creek Chain of Lakes Park Reserve,199181.72,2017
0.31408452629871747,9,Rice Creek North Regional Trail,61500.16,2017
0.21904494086568024,10,Rum River Central Regional Park,42890.68,2017
1.4415710410342282,11,Bush and Normandale Lakes Regional Park,282270.67,2017
0.09623999804832979,12,Baylor Regional Park,18844.53,2017
0.34525945386053186,13,Lake Minnewashta Regional Park,67604.45,2017
0.24216180828375028,14,Lake Waconia Regional Park,47417.14,2017
0.2724988217941243,15,Big Rivers Regional Trail,53357.36,2017
0.22937824382686356,16,Lake Byllesby Regional Park,44914.02,2017
1.4983618187876286,17,Lebanon Hills Regional Park,293390.74,2017
0.05640259071707477,18,Miesville Ravine Park Reserve,11044.06,2017
0.37197178815551446,19,Mississippi River Regional Trail,72834.93,2017
0.17916928171358482,20,Spring Lake Park Reserve,35082.72,2017
0.7018330200537296,21,Baker Park Reserve,137424.29,2017
1.023303416288045,22,Bryant Lake Regional Park,200370.66,2017
0.6205926385449402,23,Carver Park Reserve,121516.8,2017
1.0595886645448878,24,Clifton French Regional Park,207475.59,2017
0.6664247037269949,25,Cleary Lake Regional Park (Scott County),130491.07,2017
0.6380012515985565,26,Coon Rapids Dam Regional Park,124925.54,2017
0.17281871339624727,27,Crow-Hassan Park Reserve,33839.23,2017
2.277060417310318,28,Elm Creek Park Reserve,445865.9,2017
1.1174592774115726,29,Medicine Lake Regional Trail,218807.1,2017
0.6604809631864461,30,Fish Lake Regional Park,129327.24,2017
1.3968884200866931,31,Hyland Lake Park Reserve,273521.47,2017
0.3872588295918372,32,Lake Rebecca Park Reserve,75828.25,2017
0.5152276150110794,33,Lake Minnetonka Regional Park,100885.52,2017
0.1998211282551465,34,Murphy-Hanrehan Park Reserve (Scott County),39126.51,2017
0.4815891986884111,35,Rush Creek Regional Trail,94298.86,2017
0.1372768476549629,36,North Mississippi Regional Park,26879.86,2017
0.11555165195638761,37,Noerenberg Gardens Special Recreation Feature,22625.9,2017
0.37691219722445984,38,Scott County Regional Trail,73802.3,2017
1.0063582171493901,39,Lake Minnetonka LRT Regional Trail,197052.66,2017
0.47145297687091703,40,Minnesota River Bluffs Regional Trail,92314.11,2017
0.9002580845245051,41,Cedar Lake Regional Trail,176277.44,2017
4.3979315513266535,42,Central Mississippi Riverfront Regional Park,861148.74,2017
12.596332569752938,43,Minneapolis Chain of Lakes Regional Park,2466458.56,2017
2.131359027447057,44,Mississippi Gorge Regional Park,417336.45,2017
3.6986396472269387,45,Minnehaha Regional Park,724222.02,2017
2.495159021406742,46,Minnehaha Parkway Regional Trail,488571.28,2017
0.794897861619695,47,North Mississippi Regional Park,155647.1,2017
3.1977207156657466,48,Nokomis-Hiawatha Regional Park,626138.25,2017
1.1881798464135054,49,Theodore Wirth Regional Park,232654.73,2017
0.9311001344251206,50,Victory (Wirth) Memorial Parkway Regional Trail,182316.55,2017
1.1470125116236316,51,Battle Creek Regional Park,224593.85,2017
0.6012700044746918,52,Bald Eagle-Otter Lake Regional Park,117733.28,2017
0.12545514540596478,53,Birch Lake Regional Park,24565.08,2017
0.6863204511930658,54,Bruce Vento Regional Trail,134386.81,2017
1.098541275085675,55,Grass-Vadnais-Snail Lake Regional Park,215102.81,2017
0.6015872545562148,56,Highway 96 Regional Trail,117795.4,2017
1.14725765012835,58,Keller Regional Park,224641.85,2017
0.6384144631905723,59,Long Lake Regional Park,125006.45,2017
0.2207567226159197,60,Rice Creek West Regional Trail,43225.86,2017
0.23138373214806862,61,Rice Creek North Regional Trail,45306.71,2017
0.47389772275026426,62,Bruce Vento Regional Trail,92792.81,2017
0.8316071994897004,63,Cherokee Heights Regional Park,162835.07,2017
8.784273005220745,64,"Como Regional Park, Zoo, & Conservatory",1720028.05,2017
1.7374338605014916,65,Lilydale-Harriet Island Regional Park,340202.88,2017
0.9178158745723469,66,Hidden Falls-Crosby Farm Regional Park,179715.39,2017
0.8054629226088807,67,Indian Mounds Regional Park,157715.82,2017
2.76154546779728,68,Mississippi Gorge Regional Park,540731.79,2017
0.9027732055829152,69,Sam Morgan Regional Trail,176769.92,2017
2.2244271375264186,70,Phalen Regional Park,435559.9,2017
0.16748700198914523,71,Cottage Grove Ravine Regional Park,32795.24,2017
1.0788556317463562,72,Lake Elmo Park Reserve,211248.21,2017
0.22803442518631073,73,St. Croix Bluffs Regional Park,44650.89,2017
0.31626074337435445,74,Square Lake Special Recreation Feature,61926.28,2017
0.16332843153868593,75,Central Anoka County Regional Trail,31980.96,2017
1.1224487141814616,76,Cedar Lake LRT Regional Trail,219784.07,2017
0.1421989224065762,77,Lake Independence Regional Trail,27843.64,2017
0.14303106548905134,78,Eagle Lake Regional Park,28006.58,2017
0.9019596521703812,79,North Cedar Lake Regional Trail,176610.62,2017
0.18208152714963866,80,Gale Woods Special Recreation Feature,35652.96,2017
0.2354213165323451,81,Hardwood Creek Regional Park,46097.3,2017
0.4981617872998942,82,Big Marine Park Reserve,97543.9,2017
0.22364256459219445,83,Pine Point Regional Park,43790.93,2017
0.6828942320254526,84,Silverwood Special Recreation Feature,133715.93,2017
0.5335108107508002,88,Shingle Creek Regional Trail,104465.51,2017
0.9396271241001828,89,Luce Line Regional Trail,183986.2,2017
0.3776394414551242,90,St. Anthony Parkway Regional Trail,73944.7,2017
0.14025640403877065,91,Columbia Parkway Regional Trail,27463.28,2017
0.04843691714729607,92,Ridgway Parkway Regional Trail,9484.32,2017
1.3455554468587594,93,Kenilworth Regional Trail,263470.08,2017
0.2254026590560721,94,Luce Line Regional Trail,44135.57,2017
0.19977215162472464,95,River to River Greenway Regional Trail,39116.92,2017
0.9496080915313552,96,Dakota Rail Regional Trail,185940.55,2017
0.2106141169831985,97,Bassett Creek Regional Trail,41239.86,2017
0.08195889268022313,98,Trout Brook Regional Trail,16048.18,2017
0.4626389197927256,99,Tony Schmidt Regional Park,90588.25,2017
0.2824021620321361,100,Northeast Diagonal Regional Trail,55296.51,2017
0.11272704353577057,101,Northeast Diagonal Regional Trail,22072.82,2017
0.08476118328280643,102,Cedar Lake Farm Regional Park,16596.89,2017
0.2643536864106831,103,Shingle Creek Regional Trail,51762.48,2017
0.28993506400004326,104,Dakota Rail Regional Trail,56771.51,2017
0.34970795166334245,107,Coon Creek Regional Trail,68475.5,2017
0.21905765742561253,108,East Anoka County Regional Trail,42893.17,2017
0.15171902944887825,109,Rum River Regional Trail,29707.75,2017
0.2440335429083184,110,Bunker Hills Regional Trail,47783.64,2017
0.3664472855285559,111,Twin Lakes Regional Trail,71753.19,2017
0.06392487001644419,112,Mississippi West Regional Park,12516.98,2017
0.07322098175005985,113,Minnesota River Bluffs Regional Trail,14337.23,2017
0.17567891797057023,114,Spring Lake Regional Park,34399.28,2017
0.25468338096371923,115,Nine Mile Creek Regional Trail,49868.96,2017
0.13724886100900757,116,Southwest Regional Trail,26874.38,2017
0.003116578593840932,117,Kingswood Special Recreation Feature,610.25,2017
0.1385104050389143,118,Whitetail Woods Regional Park,27121.4,2017
0.1209349445905241,124,Minnesota River Greenway Regional Trail,23679.99,2017
0.29862839036466093,130,Trout Brook Regional Trail,58473.73,2017
0.352000252035068,131,Crystal Lake Regional Trail,68924.35,2017
0.3679017229193628,132,Nokomis-Minnesota River Regional Trail,72037.98,2017
0.5793887883319677,135,Above the Falls Regional Park,113448.77,2017
0.5708928495341701,137,Lakes Link Regional Trail,111785.2,2017
0.39677107076840584,1,Anoka County Riverfront Regional Park,77253.2,2016
0.8816318912503976,2,Bunker Hills Regional Park,171657.89,2016
0.9362751481410676,3,Coon Rapids Dam Regional Park,182297.19,2016
0.5219902235199749,4,Lake George Regional Park,101633.96,2016
0.3112895783254445,5,Martin-Island-Linwood Regional Park,60609.55,2016
0.3446682248216732,6,Mississippi River Regional Trail,67108.53,2016
0.5934466321929328,7,Rice Creek West Regional Trail,115546.86,2016
1.0373929333733447,8,Rice Creek Chain of Lakes Park Reserve,201985.3,2016
0.31468739016091873,9,Rice Creek North Regional Trail,61271.12,2016
0.17244564026731035,10,Rum River Central Regional Park,33575.98,2016
1.6506455569766736,11,Bush and Normandale Lakes Regional Park,321388.48,2016
0.08796479126329795,12,Baylor Regional Park,17127.16,2016
0.32914949466807836,13,Lake Minnewashta Regional Park,64086.96,2016
0.2118298422714041,14,Lake Waconia Regional Park,41244.27,2016
0.26534837038983455,15,Big Rivers Regional Trail,51664.58,2016
0.240007536252868,16,Lake Byllesby Regional Park,46730.6,2016
1.3873636490806087,17,Lebanon Hills Regional Park,270126.25,2016
0.06496514331537051,18,Miesville Ravine Park Reserve,12649.02,2016
0.2896226150746297,19,Mississippi River Regional Trail,56390.89,2016
0.17731414064532428,20,Spring Lake Park Reserve,34523.9,2016
0.681297147849206,21,Baker Park Reserve,132651.77,2016
1.0867540892283065,22,Bryant Lake Regional Park,211596.15,2016
0.5638593678587536,23,Carver Park Reserve,109786.08,2016
1.3744994000386823,24,Clifton French Regional Park,267621.52,2016
0.5856474889329262,25,Cleary Lake Regional Park (Scott County),114028.33,2016
0.4976460267557335,26,Coon Rapids Dam Regional Park,96894.03,2016
0.15393823063130127,27,Crow-Hassan Park Reserve,29972.5,2016
2.333899822255669,28,Elm Creek Park Reserve,454421.31,2016
1.1028706477260664,29,Medicine Lake Regional Trail,214734.12,2016
0.6193842161177733,30,Fish Lake Regional Park,120597.03,2016
1.4585808750560774,31,Hyland Lake Park Reserve,283992.58,2016
0.43651818128451586,32,Lake Rebecca Park Reserve,84992.15,2016
0.47400099126718953,33,Lake Minnetonka Regional Park,92290.23,2016
0.17123046684609533,34,Murphy-Hanrehan Park Reserve (Scott County),33339.38,2016
0.4620161251212075,35,Rush Creek Regional Trail,89956.72,2016
0.13474193168427123,36,North Mississippi Regional Park,26234.89,2016
0.10557751277599488,37,Noerenberg Gardens Special Recreation Feature,20556.44,2016
0.40069152016661386,38,Scott County Regional Trail,78016.53,2016
0.9132054453940472,39,Lake Minnetonka LRT Regional Trail,177805.41,2016
0.4853177688306203,40,Minnesota River Bluffs Regional Trail,94493.66,2016
0.891989524112172,41,Cedar Lake Regional Trail,173674.57,2016
4.299222035190175,42,Central Mississippi Riverfront Regional Park,837078.82,2016
12.39075214732571,43,Minneapolis Chain of Lakes Regional Park,2412537.92,2016
2.0792207361358903,44,Mississippi Gorge Regional Park,404834.09,2016
4.111390121753772,45,Minnehaha Regional Park,800507.06,2016
3.0278907045331738,46,Minnehaha Parkway Regional Trail,589544.61,2016
0.8596129077701236,47,North Mississippi Regional Park,167370.69,2016
3.2523532657626997,48,Nokomis-Hiawatha Regional Park,633248.53,2016
1.3410794088846312,49,Theodore Wirth Regional Park,261114.49,2016
1.2699601774521752,50,Victory (Wirth) Memorial Parkway Regional Trail,247267.24,2016
1.1546799722821715,51,Battle Creek Regional Park,224821.64,2016
0.5760304133644949,52,Bald Eagle-Otter Lake Regional Park,112155.84,2016
0.11924764880660618,53,Birch Lake Regional Park,23218.08,2016
0.6678510433681865,54,Bruce Vento Regional Trail,130033.75,2016
1.3777830389867785,55,Grass-Vadnais-Snail Lake Regional Park,268260.86,2016
0.5989415683367354,56,Highway 96 Regional Trail,116616.75,2016
1.3132387894240225,58,Keller Regional Park,255693.79,2016
0.7110759329647763,59,Long Lake Regional Park,138449.84,2016
0.1970856696142312,60,Rice Creek West Regional Trail,38373.51,2016
0.22015532100142818,61,Rice Creek North Regional Trail,42865.28,2016
0.46183179471508995,62,Bruce Vento Regional Trail,89920.83,2016
0.7992250032743684,63,Cherokee Heights Regional Park,155612.88,2016
8.9384544214597,64,"Como Regional Park, Zoo, & Conservatory",1740359.26,2016
1.0800120338531454,65,Lilydale-Harriet Island Regional Park,210283.44,2016
0.8180738530162203,66,Hidden Falls-Crosby Farm Regional Park,159282.84,2016
0.7732522378705113,67,Indian Mounds Regional Park,150555.86,2016
2.866056363295321,68,Mississippi Gorge Regional Park,558034.7,2016
0.8801717314716512,69,Sam Morgan Regional Trail,171373.59,2016
2.1875471293789297,70,Phalen Regional Park,425925.75,2016
0.16635025642835033,71,Cottage Grove Ravine Regional Park,32389.18,2016
1.1459237387134438,72,Lake Elmo Park Reserve,223116.76,2016
0.23738726078357192,73,St. Croix Bluffs Regional Park,46220.42,2016
0.2507721957149437,74,Square Lake Special Recreation Feature,48826.53,2016
0.18547691145487458,75,Central Anoka County Regional Trail,36113.23,2016
1.4109840832137528,76,Cedar Lake LRT Regional Trail,274725.26,2016
0.14159641371281523,77,Lake Independence Regional Trail,27569.49,2016
0.17161052953912115,78,Eagle Lake Regional Park,33413.38,2016
0.8463901158011683,79,North Cedar Lake Regional Trail,164796.15,2016
0.20548885575703205,80,Gale Woods Special Recreation Feature,40009.65,2016
0.3679308350653158,81,Hardwood Creek Regional Park,71637.87,2016
0.5784063701539635,82,Big Marine Park Reserve,112618.45,2016
0.225371476023914,83,Pine Point Regional Park,43880.89,2016
0.6108377360677371,84,Silverwood Special Recreation Feature,118932.99,2016
0.4989144089539722,88,Shingle Creek Regional Trail,97140.99,2016
0.8915130590306584,89,Luce Line Regional Trail,173581.8,2016
0.4164748561302721,90,St. Anthony Parkway Regional Trail,81089.62,2016
0.1738273735957527,91,Columbia Parkway Regional Trail,33845.01,2016
0.048518546592558866,92,Ridgway Parkway Regional Trail,9446.79,2016
1.2979197976235597,93,Kenilworth Regional Trail,252711.11,2016
0.2488241176140695,94,Luce Line Regional Trail,48447.23,2016
0.17147319337139805,95,River to River Greenway Regional Trail,33386.64,2016
0.9407504377112699,96,Dakota Rail Regional Trail,183168.55,2016
0.16186053474777765,97,Bassett Creek Regional Trail,31515.01,2016
0.0927902521093179,98,Trout Brook Regional Trail,18066.7,2016
0.5436225702498303,99,Tony Schmidt Regional Park,105845.88,2016
0.30598236233610265,100,Northeast Diagonal Regional Trail,59576.21,2016
0.1045396848249175,101,Northeast Diagonal Regional Trail,20354.37,2016
0.07945796099691253,102,Cedar Lake Farm Regional Park,15470.84,2016
0.30559603374462424,103,Shingle Creek Regional Trail,59500.99,2016
0.3214658596508575,104,Dakota Rail Regional Trail,62590.92,2016
0.4018308864885172,107,Coon Creek Regional Trail,78238.37,2016
0.24176501804917214,108,East Anoka County Regional Trail,47072.79,2016
0.13286205942884813,109,Rum River Regional Trail,25868.87,2016
0.24481163141236115,110,Bunker Hills Regional Trail,47665.98,2016
0.34384703260562055,111,Twin Lakes Regional Trail,66948.64,2016
0.06426634155843682,112,Mississippi West Regional Park,12512.96,2016
0.06624066452905918,113,Minnesota River Bluffs Regional Trail,12897.37,2016
0.15423308737733657,114,Spring Lake Regional Park,30029.91,2016
0.24650866269654478,115,Nine Mile Creek Regional Trail,47996.4,2016
0.13635519509651906,116,Southwest Regional Trail,26549,2016
0.002498655407527836,117,Kingswood Special Recreation Feature,486.5,2016
0.11676399046750584,118,Whitetail Woods Regional Park,22734.5,2016
0.2890982312779009,130,Trout Brook Regional Trail,56288.79,2016
0.403736130496691,131,Crystal Lake Regional Trail,78609.33,2016
0.33221937403125934,132,Nokomis-Minnesota River Regional Trail,64684.68,2016
0.4057988697370429,1,Anoka County Riverfront Regional Park,77935.08,2015
0.9481947004930774,2,Bunker Hills Regional Park,182104.08,2015
1.0087057662776673,3,Coon Rapids Dam Regional Park,193725.44,2015
0.4588411820572004,4,Lake George Regional Park,88122.04,2015
0.31615581234749424,5,Martin-Island-Linwood Regional Park,60718.82,2015
0.3190834345748449,6,Mississippi River Regional Trail,61281.08,2015
0.6519224656289648,7,Rice Creek West Regional Trail,125203.97,2015
0.8652290544377852,8,Rice Creek Chain of Lakes Park Reserve,166170.24,2015
0.33184524529964304,9,Rice Creek North Regional Trail,63732.03,2015
0.1602750547371789,10,Rum River Central Regional Park,30781.38,2015
1.4514173254650649,11,Bush and Normandale Lakes Regional Park,278749.73,2015
0.11047303798900328,12,Baylor Regional Park,21216.73,2015
0.3583430225535205,13,Lake Minnewashta Regional Park,68821.02,2015
0.2139362051424228,14,Lake Waconia Regional Park,41087.19,2015
0.23104925206885382,15,Big Rivers Regional Trail,44373.81,2015
0.24196678471424463,16,Lake Byllesby Regional Park,46470.56,2015
1.2419433672771067,17,Lebanon Hills Regional Park,238519.53,2015
0.0618612627037631,18,Miesville Ravine Park Reserve,11880.67,2015
0.21611778512466473,19,Mississippi River Regional Trail,41506.17,2015
0.19916427710380408,20,Spring Lake Park Reserve,38250.19,2015
0.8830586726496146,21,Baker Park Reserve,169594.48,2015
1.0301729652604024,22,Bryant Lake Regional Park,197848.29,2015
0.6080307300924056,23,Carver Park Reserve,116774.41,2015
1.3585841147901088,24,Clifton French Regional Park,260920.79,2015
0.5148438158320905,25,Cleary Lake Regional Park (Scott County),98877.54,2015
0.6048800970515569,26,Coon Rapids Dam Regional Park,116169.32,2015
0.12860392647094693,27,Crow-Hassan Park Reserve,24698.83,2015
2.1911131087446334,28,Elm Creek Park Reserve,420810.87,2015
1.250062095989005,29,Medicine Lake Regional Trail,240078.76,2015
0.7673746378817007,30,Fish Lake Regional Park,147376.96,2015
1.6338619877476892,31,Hyland Lake Park Reserve,313788.86,2015
0.415596610051103,32,Lake Rebecca Park Reserve,79816.77,2015
0.5042409872158341,33,Lake Minnetonka Regional Park,96841.23,2015
0.16979912126283225,34,Murphy-Hanrehan Park Reserve (Scott County),32610.51,2015
0.5645131091239023,35,Rush Creek Regional Trail,108416.7,2015
0.13896781121068166,36,North Mississippi Regional Park,26689.25,2015
0.11395014261533715,37,Noerenberg Gardens Special Recreation Feature,21884.52,2015
0.4729130446306121,38,Scott County Regional Trail,90824.59,2015
0.8720460623144157,39,Lake Minnetonka LRT Regional Trail,167479.47,2015
0.4832118953974169,40,Minnesota River Bluffs Regional Trail,92802.52,2015
0.978260911107091,41,Cedar Lake Regional Trail,187878.4,2015
4.4262886867305795,42,Central Mississippi Riverfront Regional Park,850084.09,2015
11.282596556754488,43,Minneapolis Chain of Lakes Regional Park,2166861.79,2015
2.3200219503040334,44,Mississippi Gorge Regional Park,445568.26,2015
4.1502593043003815,45,Minnehaha Regional Park,797071.69,2015
2.841559006395737,46,Minnehaha Parkway Regional Trail,545731.26,2015
0.7892157431571579,47,North Mississippi Regional Park,151571.62,2015
3.3005473870449893,48,Nokomis-Hiawatha Regional Park,633881.57,2015
1.2221638233228795,49,Theodore Wirth Regional Park,234720.8,2015
1.2715049267577037,50,Victory (Wirth) Memorial Parkway Regional Trail,244196.93,2015
1.1958933265268399,51,Battle Creek Regional Park,229675.46,2015
0.6127523839749223,52,Bald Eagle-Otter Lake Regional Park,117681.22,2015
0.20725993932250142,53,Birch Lake Regional Park,39804.99,2015
