Year,Park_id,Agency_id,Entrance,Expanded_total,Usage_class,Day_type,Total_visitors,Bikers,Peds_skaters,Vehicles,Buses,Horse_riders,Boaters,Start_time,Date,Half_of_summer,Expansion_factor,ppv_multiplier,ppb_multiplier,Total_days_by_type,Park_name,Agency_name,Date_year,Timeslot,Scheduled_count,Scheduled_date,Date_object
2016,15,4,1,20064,High,Weekend_holiday,38,32,6,0,0,0,0,02:00 PM,2016-08-13,2,16,1.72,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2016,15,4,1,25728,High,Weekday,24,9,15,0,0,0,0,04:00 PM,2016-08-01,2,16,1.72,1,67,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2016,15,4,3,30096,High,Weekend_holiday,57,52,5,0,0,0,0,04:00 PM,2016-07-30,2,16,1.72,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2016,15,4,3,48240,High,Weekday,45,32,13,0,0,0,0,02:00 PM,2016-06-16,1,16,1.72,1,67,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,2,0,High,Weekday,0,0,0,0,0,0,0,06:00 PM,2017-08-09,2,16,1.62,1,67,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,4,2112,High,Weekend_holiday,4,2,2,0,0,0,0,06:00 PM,2017-07-16,2,16,1.62,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,5,2904,Low,Weekend_holiday,11,11,0,0,0,0,0,10:00 AM,2017-08-19,2,8,1.62,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,5,2948,Medium,Weekday,4,3,1,0,0,0,0,02:00 PM,2017-06-29,1,11,1.62,1,67,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,5,4356,Medium,Weekend_holiday,12,10,2,0,0,0,0,12:00 PM,2017-08-19,2,11,1.62,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,2,6864,High,Weekend_holiday,13,5,8,0,0,0,0,04:00 PM,2017-07-29,2,16,1.62,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,3,6864,High,Weekend_holiday,13,11,2,0,0,0,0,06:00 PM,2017-07-15,2,16,1.62,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,4,7504,High,Weekday,7,2,5,0,0,0,0,06:00 PM,2017-07-24,2,16,1.62,1,67,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,3,8107,Medium,Weekday,11,6,5,0,0,0,0,12:00 PM,2017-07-26,2,11,1.62,1,67,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,5,10164,Medium,Weekend_holiday,28,24,4,0,0,0,0,12:00 PM,2017-09-03,2,11,1.62,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,6,10720,Low,Weekday,20,18,2,0,0,0,0,08:00 AM,2017-07-24,2,8,1.62,1,67,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,5,12144,High,Weekend_holiday,23,14,9,0,0,0,0,04:00 PM,2017-07-08,1,16,1.62,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,6,12936,Low,Weekend_holiday,49,27,22,0,0,0,0,08:00 AM,2017-06-25,1,8,1.62,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,1,13794,Medium,Weekend_holiday,38,32,6,0,0,0,0,08:00 AM,2017-06-10,1,11,1.62,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,4,16080,High,Weekday,15,9,6,0,0,0,0,04:00 PM,2017-07-05,1,16,1.62,1,67,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,3,20064,High,Weekend_holiday,38,31,7,0,0,0,0,06:00 PM,2017-06-18,1,16,1.62,1,33,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,2,20368,Low,Weekday,38,16,22,0,0,0,0,08:00 AM,2017-06-20,1,8,1.62,1,67,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2017,15,4,1,24656,High,Weekday,23,13,10,0,0,0,0,06:00 PM,2017-06-01,1,16,1.62,1,67,Big Rivers Regional Trail,Dakota County,NA,NA,NA,NA,NA
2015,16,4,2,2611.2,Low,Weekday,1.92,0,0,1,0,0,0,10:00 AM,2015-08-31,2,20,1.92,1,68,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,2,3394.56,High,Weekday,3.84,0,0,2,0,0,0,04:00 PM,2015-08-25,2,13,1.92,1,68,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,2,4032,Medium,Weekend_holiday,7.68,0,0,4,0,0,0,02:00 PM,2015-08-23,2,15,1.92,1,35,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,2,4896,High,Weekday,12,5,7,0,0,0,0,04:00 PM,2015-07-29,2,6,0,0,68,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,2,5376,Low,Weekend_holiday,7.68,0,0,4,0,0,0,10:00 AM,2015-07-05,1,20,1.92,1,35,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,1,5565,Medium,Weekend_holiday,10.6,0,1,5,0,0,0,12:00 PM,2015-05-25,1,15,1.92,1,35,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,2,5875.2,Medium,Weekday,5.76,0,0,3,0,0,0,02:00 PM,2015-07-10,1,15,1.92,1,68,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,1,12096,Medium,Weekend_holiday,23.04,0,0,12,0,0,0,12:00 PM,2015-06-13,1,15,1.92,1,35,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,2,13056,Low,Weekday,9.6,0,0,5,0,0,0,10:00 AM,2015-06-09,1,20,1.92,1,68,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,1,14014,High,Weekend_holiday,30.8,0,2,15,0,0,0,04:00 PM,2015-07-26,2,13,1.92,1,35,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,1,14728.8,Medium,Weekday,14.44,1,0,7,0,0,0,12:00 PM,2015-06-23,1,15,1.92,1,68,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,16,4,2,20438.08,High,Weekday,23.12,2,0,11,0,0,0,04:00 PM,2015-08-21,2,13,1.92,1,68,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,1,0,High,Weekday,0,0,0,0,0,0,0,10:00 AM,2016-05-31,1,4,2.94,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,2,536,Medium,Weekday,1,0,1,0,0,0,0,02:00 PM,2016-06-06,1,8,2.94,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,1,2379.84,High,Weekday,8.88,3,0,2,0,0,0,02:00 PM,2016-08-18,2,4,2.94,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,2,4160.64,Medium,Weekend_holiday,15.76,0,4,4,0,0,0,08:00 AM,2016-07-17,2,8,2.94,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,1,5783.44,High,Weekday,21.58,0,1,7,0,0,0,02:00 PM,2016-07-08,1,4,2.94,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,2,6303.36,Medium,Weekday,11.76,0,0,4,0,0,0,02:00 PM,2016-06-30,1,8,2.94,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,2,6303.36,Medium,Weekday,11.76,0,0,4,0,0,0,10:00 AM,2016-07-18,2,8,2.94,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,1,6489.12,Medium,Weekend_holiday,24.58,0,4,7,0,0,0,08:00 AM,2016-07-30,2,8,2.94,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,1,6504.96,Medium,Weekend_holiday,24.64,5,2,6,0,0,0,08:00 AM,2016-07-23,2,8,2.94,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,2,12102.88,Medium,Weekday,22.58,0,2,7,0,0,0,10:00 AM,2016-07-19,2,8,2.94,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,1,12125.52,High,Weekend_holiday,91.86,1,35,19,0,0,0,04:00 PM,2016-07-24,2,4,2.94,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,1,13582.8,High,Weekend_holiday,102.9,0,0,35,0,0,0,04:00 PM,2016-07-09,1,4,2.94,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,1,13978.88,High,Weekday,52.16,0,11,14,0,0,0,02:00 PM,2016-07-25,2,4,2.94,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,1,14446.08,High,Weekend_holiday,109.44,5,28,26,0,0,0,10:00 AM,2016-06-18,1,4,2.94,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,16,4,2,16563.36,Medium,Weekend_holiday,62.74,0,1,21,0,0,0,12:00 PM,2016-06-25,1,8,2.94,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,1,720.92,High,Weekday,2.69,0,0,1,0,0,0,10:00 AM,2017-06-22,1,4,2.69,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,1,1065.24,High,Weekend_holiday,8.07,0,0,3,0,0,0,12:00 PM,2017-08-13,2,4,2.69,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,2,1977.84,Medium,Weekday,3.69,1,0,1,0,0,0,10:00 AM,2017-08-10,2,8,2.69,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,1,2060.92,High,Weekday,7.69,5,0,1,0,0,0,10:00 AM,2017-07-28,2,4,2.69,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,2,2513.84,Medium,Weekday,4.69,0,2,1,0,0,0,10:00 AM,2017-05-30,1,8,2.69,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,1,3318.48,High,Weekend_holiday,25.14,6,3,6,0,0,0,04:00 PM,2017-06-17,1,4,2.69,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,1,3723.72,High,Weekend_holiday,28.21,0,4,9,0,0,0,02:00 PM,2017-06-11,1,4,2.69,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,1,4971.12,High,Weekend_holiday,37.66,0,0,14,0,0,0,10:00 AM,2017-07-16,2,4,2.69,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,1,5110.76,High,Weekday,19.07,11,0,3,0,0,0,10:00 AM,2017-06-27,1,4,2.69,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,2,7347.12,Medium,Weekend_holiday,27.83,4,5,7,0,0,0,06:00 PM,2017-06-03,1,8,2.69,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,1,8364.28,High,Weekday,31.21,4,3,9,0,0,0,04:00 PM,2017-08-04,2,4,2.69,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,2,15995.76,Medium,Weekend_holiday,60.59,17,14,11,0,0,0,10:00 AM,2017-09-02,2,8,2.69,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,2,21658.56,Medium,Weekend_holiday,82.04,6,33,16,0,0,0,10:00 AM,2017-06-10,1,8,2.69,60,33,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,16,4,2,25009.76,Medium,Weekday,46.66,2,7,14,0,0,0,02:00 PM,2017-08-30,2,8,2.69,60,67,Lake Byllesby Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,5,0,Medium,Weekday,0,0,0,0,0,0,0,08:00 AM,2015-06-02,1,26,2.94,60,68,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,1654.8,High,Weekend_holiday,11.82,0,3,3,0,0,0,12:00 PM,2015-05-23,1,4,2.94,60,35,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,5,1820,Medium,Weekend_holiday,2,1,1,0,0,0,0,08:00 AM,2015-08-23,2,26,2.94,60,35,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,6160,High,Weekend_holiday,44,2,42,0,0,0,0,02:00 PM,2015-06-13,1,4,2.94,60,35,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,5,7225.4,Medium,Weekend_holiday,7.94,0,1,1,0,4,0,12:00 PM,2015-07-04,1,26,2.94,60,35,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,9596.16,High,Weekday,35.28,0,0,12,0,0,0,04:00 PM,2015-08-18,2,4,2.94,60,68,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,20613.6,High,Weekend_holiday,147.24,0,12,46,0,0,0,04:00 PM,2015-08-02,2,4,2.94,60,35,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,26622.4,High,Weekend_holiday,190.16,0,2,64,0,0,0,04:00 PM,2015-08-16,2,4,2.94,60,35,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,2,43351.36,Medium,Weekday,24.52,0,1,8,0,0,0,12:00 PM,2015-08-19,2,26,2.94,60,68,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,57049.28,High,Weekday,209.74,1,0,71,0,0,0,12:00 PM,2015-06-30,1,4,2.94,60,68,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,65046.08,High,Weekday,239.14,1,0,81,0,0,0,12:00 PM,2015-07-22,2,4,2.94,60,68,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,88502.4,High,Weekend_holiday,632.16,3,0,214,0,0,0,12:00 PM,2015-06-14,1,4,2.94,60,35,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,6,90272,Medium,Weekend_holiday,99.2,11,0,30,0,0,0,04:00 PM,2015-09-07,2,26,2.94,60,35,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,96636.4,High,Weekend_holiday,690.26,5,12,229,0,0,0,10:00 AM,2015-09-07,2,4,2.94,60,35,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,98687.04,High,Weekday,362.82,0,0,103,1,0,0,12:00 PM,2015-07-15,2,4,2.94,60,68,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,1,123978.4,Medium,Weekend_holiday,136.24,1,0,46,0,0,0,08:00 AM,2015-06-28,1,26,2.94,60,35,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,3,150845.76,Medium,Weekday,85.32,0,3,28,0,0,0,12:00 PM,2015-06-01,1,26,2.94,60,68,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,17,4,3,265129.28,Medium,Weekday,149.96,3,47,34,0,0,0,10:00 AM,2015-07-30,2,26,2.94,60,68,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,7,0,High,Weekday,0,0,0,0,0,0,0,04:00 PM,2016-06-14,1,8,2.94,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,7,0,Low,Weekday,0,0,0,0,0,0,0,12:00 PM,2016-08-12,2,20,2.94,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,10,0,Low,Weekend_holiday,0,0,0,0,0,0,0,08:00 AM,2016-07-10,1,20,2.94,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,11,2680,Low,Weekday,2,0,2,0,0,0,0,02:00 PM,2016-05-31,1,20,2.94,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,11,5280,Low,Weekend_holiday,8,2,6,0,0,0,0,02:00 PM,2016-08-06,2,20,2.94,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,7,5360,High,Weekday,10,6,4,0,0,0,0,04:00 PM,2016-06-21,1,8,2.94,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,7,6335.52,High,Weekday,11.82,0,3,3,0,0,0,06:00 PM,2016-07-28,2,8,2.94,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,8,6336,Medium,Weekend_holiday,6,0,6,0,0,0,0,08:00 AM,2016-07-02,1,32,2.94,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,6,21976,High,Weekday,41,28,13,0,0,0,0,02:00 PM,2016-07-19,2,8,2.94,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,1,42176.64,High,Weekend_holiday,159.76,1,0,54,0,0,0,12:00 PM,2016-05-28,1,8,2.94,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,1,61068.48,High,Weekend_holiday,231.32,1,1,78,0,0,0,04:00 PM,2016-07-24,2,8,2.94,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,6,67450.24,Medium,Weekday,31.46,5,0,9,0,0,0,08:00 AM,2016-06-07,1,32,2.94,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,1,73502.88,High,Weekend_holiday,278.42,4,1,93,0,0,0,04:00 PM,2016-08-06,2,8,2.94,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,2,97363.2,Medium,Weekend_holiday,92.2,3,1,30,0,0,0,08:00 AM,2016-07-24,2,32,2.94,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,1,100716,High,Weekend_holiday,381.5,3,11,125,0,0,0,02:00 PM,2016-08-07,2,8,2.94,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,1,117744,High,Weekend_holiday,446,1,4,150,0,0,0,04:00 PM,2016-06-19,1,8,2.94,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,6,134911.2,High,Weekday,251.7,84,6,55,0,0,0,04:00 PM,2016-06-16,1,8,2.94,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,1,143540.8,High,Weekday,267.8,0,2,70,1,0,0,10:00 AM,2016-08-23,2,8,2.94,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2016,17,4,6,235002.24,High,Weekend_holiday,890.16,9,0,14,14,0,0,06:00 PM,2016-06-12,1,8,2.94,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,6,0,High,Weekday,0,0,0,0,0,0,0,02:00 PM,2017-06-22,1,8,2.69,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,9,0,Low,Weekday,0,0,0,0,0,0,0,10:00 AM,2017-06-02,1,20,2.69,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,7,264,High,Weekend_holiday,1,0,1,0,0,0,0,04:00 PM,2017-07-09,1,8,2.69,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,11,1320,Low,Weekend_holiday,2,0,2,0,0,0,0,10:00 AM,2017-08-12,2,20,2.69,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,7,4620,Low,Weekend_holiday,7,4,3,0,0,0,0,12:00 PM,2017-06-24,1,20,2.69,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,11,6700,Low,Weekday,5,0,5,0,0,0,0,12:00 PM,2017-08-01,2,20,2.69,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,7,7260,Low,Weekend_holiday,11,4,7,0,0,0,0,12:00 PM,2017-07-16,2,20,2.69,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,1,11626.56,High,Weekend_holiday,44.04,1,0,16,0,0,0,04:00 PM,2017-09-04,2,8,2.69,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,6,18527.52,High,Weekend_holiday,70.18,11,0,22,0,0,0,04:00 PM,2017-06-03,1,8,2.69,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,6,26439.6,High,Weekend_holiday,100.15,6,0,35,0,0,0,04:00 PM,2017-06-04,1,8,2.69,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,6,29335.28,High,Weekday,54.73,9,0,17,0,0,0,02:00 PM,2017-08-25,2,8,2.69,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,7,35175,Medium,Weekday,15,5,10,0,0,0,0,08:00 AM,2017-06-12,1,35,2.69,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,6,48781.92,High,Weekend_holiday,184.78,15,3,62,0,0,0,02:00 PM,2017-08-20,2,8,2.69,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,1,53884.08,High,Weekday,100.53,0,1,37,0,0,0,02:00 PM,2017-08-16,2,8,2.69,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,1,80248.08,High,Weekend_holiday,303.97,0,0,113,0,0,0,10:00 AM,2017-05-27,1,8,2.69,60,33,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,6,152534.88,High,Weekday,284.58,60,4,82,0,0,0,04:00 PM,2017-06-06,1,8,2.69,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2017,17,4,5,160116.6,Medium,Weekday,68.28,13,23,12,0,0,0,10:00 AM,2017-07-25,2,35,2.69,60,67,Lebanon Hills Regional Park,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,0,Medium,Weekday,0,0,0,0,0,0,0,08:00 AM,2015-06-09,1,3,2.94,25,68,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,0,High,Weekend_holiday,0,0,0,0,0,0,0,10:00 AM,2015-06-13,1,3,2.94,25,35,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,0,Medium,Weekday,0,0,0,0,0,0,0,04:00 PM,2015-07-10,1,3,2.94,25,68,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,0,High,Weekend_holiday,0,0,0,0,0,0,0,12:00 PM,2015-07-26,2,3,2.94,25,35,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,0,High,Weekend_holiday,0,0,0,0,0,0,0,02:00 PM,2015-07-26,2,3,2.94,25,35,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,0,Medium,Weekday,0,0,0,0,0,0,0,06:00 PM,2015-08-25,2,3,2.94,25,68,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,0,Medium,Weekday,0,0,0,0,0,0,0,08:00 AM,2015-08-31,2,3,2.94,25,68,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,308.7,Medium,Weekend_holiday,2.94,0,0,1,0,0,0,08:00 AM,2015-07-05,1,3,2.94,25,35,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,599.76,High,Weekday,2.94,0,0,1,0,0,0,10:00 AM,2015-06-23,1,3,2.94,25,68,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,599.76,High,Weekday,2.94,0,0,1,0,0,0,12:00 PM,2015-07-28,2,3,2.94,25,68,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,1234.8,Medium,Weekend_holiday,11.76,0,0,4,0,0,0,04:00 PM,2015-08-23,2,3,2.94,25,35,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,1339.8,High,Weekend_holiday,12.76,0,1,4,0,0,0,02:00 PM,2015-05-25,1,3,2.94,25,35,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,1799.28,Medium,Weekday,8.82,0,0,3,0,0,0,06:00 PM,2015-08-21,2,3,2.94,25,68,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,1852.2,Medium,Weekend_holiday,17.64,0,0,6,0,0,0,08:00 AM,2015-05-23,1,3,2.94,25,35,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,13211.04,High,Weekday,64.76,1,2,4,2,0,0,02:00 PM,2015-08-04,2,3,2.94,25,68,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2015,18,4,1,16499.52,High,Weekday,80.88,0,0,2,3,0,0,10:00 AM,2015-09-03,2,3,2.94,25,68,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2016,18,4,1,0,High,Weekday,0,0,0,0,0,0,0,12:00 PM,2016-05-31,1,3,2.94,25,67,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2016,18,4,1,0,Medium,Weekday,0,0,0,0,0,0,0,04:00 PM,2016-06-30,1,3,2.94,25,67,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2016,18,4,1,402,Medium,Weekday,2,0,2,0,0,0,0,08:00 AM,2016-06-06,1,3,2.94,25,67,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2016,18,4,1,590.94,High,Weekday,2.94,0,0,1,0,0,0,10:00 AM,2016-07-08,1,3,2.94,25,67,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2016,18,4,1,1164.24,Medium,Weekend_holiday,11.76,0,0,4,0,0,0,04:00 PM,2016-06-26,1,3,2.94,25,33,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
2016,18,4,1,1181.88,Medium,Weekday,5.88,0,0,2,0,0,0,04:00 PM,2016-07-19,2,3,2.94,25,67,Miesville Ravine Park Reserve,Dakota County,NA,NA,NA,NA,NA
