Year,Park_id,Agency_id,Entrance,Expanded_total,Usage_class,Day_type,Total_visitors,Bikers,Peds_skaters,Vehicles,Buses,Horse_riders,Boaters,Start_time,Date,Half_of_summer,Expansion_factor,ppv_multiplier,ppb_multiplier,Total_days_by_type,Park_name,Agency_name,Date_year,Timeslot,Scheduled_count,Scheduled_date,Date_object
2016,90,5,7,4752,High,Weekend_holiday,9,5,4,0,0,0,0,04:00 PM,2016-06-12,1,16,1.95,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,2,5280,High,Weekend_holiday,10,1,9,0,0,0,0,04:00 PM,2016-06-05,1,16,1.95,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,1,6336,High,Weekend_holiday,12,1,11,0,0,0,0,06:00 PM,2016-08-27,2,16,1.95,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,6,6336,High,Weekend_holiday,12,0,12,0,0,0,0,06:00 PM,2016-05-30,1,16,1.95,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,2,7504,High,Weekday,7,1,6,0,0,0,0,04:00 PM,2016-08-03,2,16,1.95,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,4,8442,Low,Weekday,3,0,3,0,0,0,0,10:00 AM,2016-08-08,2,42,1.95,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,10,8710,Medium,Weekday,5,1,4,0,0,0,0,10:00 AM,2016-07-21,2,26,1.95,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,10,9438,Medium,Weekend_holiday,11,0,11,0,0,0,0,02:00 PM,2016-07-03,1,26,1.95,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,11,9702,Low,Weekend_holiday,7,3,4,0,0,0,0,12:00 PM,2016-07-09,1,42,1.95,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,1,11088,High,Weekend_holiday,21,4,17,0,0,0,0,06:00 PM,2016-08-07,2,16,1.95,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,6,12864,High,Weekday,12,0,12,0,0,0,0,02:00 PM,2016-06-08,1,16,1.95,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,7,13936,Medium,Weekday,8,1,7,0,0,0,0,08:00 AM,2016-07-20,2,26,1.95,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,12,15246,Low,Weekend_holiday,11,2,9,0,0,0,0,06:00 PM,2016-08-27,2,42,1.95,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,4,15678,Medium,Weekday,9,5,4,0,0,0,0,04:00 PM,2016-07-01,1,26,1.95,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,90,5,13,33768,Low,Weekday,12,4,8,0,0,0,0,12:00 PM,2016-06-17,1,42,1.95,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,3,0,Low,Weekday,0,0,0,0,0,0,0,10:00 AM,2017-07-24,2,39,2.19,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,6,1056,High,Weekend_holiday,2,0,2,0,0,0,0,12:00 PM,2017-07-09,1,16,2.19,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,7,2640,High,Weekend_holiday,5,1,4,0,0,0,0,02:00 PM,2017-07-02,1,16,2.19,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,6,3216,High,Weekday,3,0,3,0,0,0,0,04:00 PM,2017-08-17,2,16,2.19,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,7,3216,High,Weekday,3,1,2,0,0,0,0,02:00 PM,2017-07-28,2,16,2.19,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,6,3795,Medium,Weekend_holiday,5,3,2,0,0,0,0,10:00 AM,2017-07-15,2,23,2.19,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,2,4752,High,Weekend_holiday,9,3,6,0,0,0,0,04:00 PM,2017-08-12,2,16,2.19,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,7,5313,Medium,Weekend_holiday,7,1,6,0,0,0,0,08:00 AM,2017-05-29,1,23,2.19,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,7,6432,High,Weekday,6,2,4,0,0,0,0,02:00 PM,2017-06-27,1,16,2.19,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,3,6435,Low,Weekend_holiday,5,5,0,0,0,0,0,02:00 PM,2017-06-04,1,39,2.19,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,1,7504,High,Weekday,7,2,5,0,0,0,0,04:00 PM,2017-07-07,1,16,2.19,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,7,9246,Medium,Weekday,6,3,3,0,0,0,0,10:00 AM,2017-06-21,1,23,2.19,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,1,9648,High,Weekday,9,3,6,0,0,0,0,06:00 PM,2017-06-07,1,16,2.19,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,6,10560,High,Weekend_holiday,20,5,15,0,0,0,0,04:00 PM,2017-07-30,2,16,2.19,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,8,13065,Low,Weekday,5,0,5,0,0,0,0,04:00 PM,2017-08-25,2,39,2.19,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,14,13065,Low,Weekday,5,5,0,0,0,0,0,02:00 PM,2017-06-14,1,39,2.19,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,1,16368,High,Weekend_holiday,31,9,22,0,0,0,0,06:00 PM,2017-05-28,1,16,2.19,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,5,17457,Medium,Weekend_holiday,23,0,23,0,0,0,0,08:00 AM,2017-08-19,2,23,2.19,1,33,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,90,5,10,53935,Medium,Weekday,35,18,17,0,0,0,0,12:00 PM,2017-07-17,2,23,2.19,1,67,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,1,0,High,Weekday,0,0,0,0,0,0,0,02:00 PM,2015-06-03,1,8,0,0,68,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,6,816,Low,Weekday,1,0,1,0,0,0,0,12:00 PM,2015-07-27,2,12,0,0,68,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,1,2520,High,Weekend_holiday,9,4,5,0,0,0,0,04:00 PM,2015-08-30,2,8,0,0,35,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,4,2800,High,Weekend_holiday,10,8,2,0,0,0,0,12:00 PM,2015-08-09,2,8,0,0,35,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,1,3808,High,Weekday,7,1,6,0,0,0,0,06:00 PM,2015-08-11,2,8,0,0,68,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,4,3808,High,Weekday,7,0,7,7,0,0,0,02:00 PM,2015-09-04,2,8,0,0,68,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,5,4352,Medium,Weekday,4,4,0,0,0,0,0,08:00 AM,2015-06-23,1,16,0,0,68,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,5,4480,Medium,Weekend_holiday,8,6,2,0,0,0,0,08:00 AM,2015-06-20,1,16,0,0,35,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,5,5460,Low,Weekend_holiday,13,6,7,0,0,0,0,10:00 AM,2015-07-04,1,12,0,0,35,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,4,6528,Medium,Weekday,6,0,6,0,0,0,0,10:00 AM,2015-08-10,2,16,0,0,68,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,5,6528,Low,Weekday,8,1,7,0,0,0,0,12:00 PM,2015-06-30,1,12,0,0,68,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,91,5,2,15120,Low,Weekend_holiday,36,22,14,0,0,0,0,10:00 AM,2015-08-30,2,12,0,0,35,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,1,0,High,Weekday,0,0,0,0,0,0,0,12:00 PM,2016-08-04,2,8,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,4,0,High,Weekend_holiday,0,0,0,0,0,0,0,12:00 PM,2016-07-23,2,8,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,1,528,High,Weekend_holiday,2,0,2,0,0,0,0,04:00 PM,2016-07-31,2,8,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,4,536,High,Weekday,1,1,0,0,0,0,0,02:00 PM,2016-06-08,1,8,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,2,792,Low,Weekend_holiday,2,0,2,0,0,0,0,10:00 AM,2016-06-25,1,12,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,1,1320,High,Weekend_holiday,5,0,5,0,0,0,0,02:00 PM,2016-07-02,1,8,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,1,1608,High,Weekday,3,0,3,0,0,0,0,12:00 PM,2016-08-11,2,8,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,1,2680,High,Weekday,5,1,4,0,0,0,0,02:00 PM,2016-07-01,1,8,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,4,3168,High,Weekend_holiday,12,9,3,0,0,0,0,04:00 PM,2016-07-09,1,8,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,6,3168,Low,Weekend_holiday,8,0,8,0,0,0,0,10:00 AM,2016-08-28,2,12,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,1,3216,High,Weekday,6,1,5,0,0,0,0,04:00 PM,2016-06-02,1,8,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,2,3216,Low,Weekday,4,2,2,0,0,0,0,12:00 PM,2016-08-02,2,12,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,4,3696,High,Weekend_holiday,14,4,10,0,0,0,0,06:00 PM,2016-06-26,1,8,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,1,8448,Medium,Weekend_holiday,16,6,10,0,0,0,0,10:00 AM,2016-06-18,1,16,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,2,13936,Medium,Weekday,13,1,12,0,0,0,0,06:00 PM,2016-06-28,1,16,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,91,5,2,17152,Medium,Weekday,16,1,15,0,0,0,0,04:00 PM,2016-08-22,2,16,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,1,264,High,Weekend_holiday,1,1,0,0,0,0,0,02:00 PM,2017-06-10,1,8,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,1,528,High,Weekend_holiday,2,0,2,0,0,0,0,04:00 PM,2017-08-05,2,8,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,3,528,Medium,Weekend_holiday,1,0,1,0,0,0,0,08:00 AM,2017-08-06,2,16,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,5,528,Medium,Weekend_holiday,1,0,1,0,0,0,0,04:00 PM,2017-06-18,1,16,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,2,792,Low,Weekend_holiday,2,0,2,0,0,0,0,12:00 PM,2017-07-30,2,12,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,6,804,Low,Weekday,1,0,1,0,0,0,0,12:00 PM,2017-08-03,2,12,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,1,1056,High,Weekend_holiday,4,0,4,0,0,0,0,06:00 PM,2017-05-28,1,8,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,4,1072,High,Weekday,2,0,2,0,0,0,0,02:00 PM,2017-08-10,2,8,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,1,1320,High,Weekend_holiday,5,3,2,0,0,0,0,04:00 PM,2017-07-04,1,8,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,4,1320,High,Weekend_holiday,5,0,5,0,0,0,0,04:00 PM,2017-07-23,2,8,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,2,2376,Low,Weekend_holiday,6,1,5,0,0,0,0,12:00 PM,2017-06-03,1,12,0,0,33,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,1,3752,High,Weekday,7,3,4,0,0,0,0,04:00 PM,2017-08-04,2,8,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,2,4020,Low,Weekday,5,0,5,0,0,0,0,02:00 PM,2017-06-16,1,12,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,4,4288,High,Weekday,8,0,8,0,0,0,0,04:00 PM,2017-06-23,1,8,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,1,5360,Medium,Weekday,5,0,5,0,0,0,0,08:00 AM,2017-07-05,1,16,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,4,7504,Medium,Weekday,7,0,7,0,0,0,0,08:00 AM,2017-08-11,2,16,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,4,8040,High,Weekday,15,0,15,0,0,0,0,04:00 PM,2017-06-29,1,8,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,91,5,1,11792,Medium,Weekday,11,1,10,0,0,0,0,10:00 AM,2017-06-06,1,16,0,0,67,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,92,5,1,408,Low,Weekday,2,0,2,0,0,0,0,02:00 PM,2015-08-03,2,3,0,0,68,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,92,5,3,544,High,Weekday,1,0,1,0,0,0,0,12:00 PM,2015-06-03,1,8,0,0,68,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,92,5,2,2176,High,Weekday,4,0,4,0,0,0,0,12:00 PM,2015-09-04,2,8,0,0,68,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,92,5,1,2205,Low,Weekend_holiday,21,13,8,0,0,0,0,12:00 PM,2015-08-30,2,3,0,0,35,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,92,5,2,2800,High,Weekend_holiday,10,7,3,0,0,0,0,02:00 PM,2015-09-06,2,8,0,0,35,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,92,5,1,3808,Medium,Weekday,8,2,6,0,0,0,0,06:00 PM,2015-09-03,2,7,0,0,68,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,92,5,2,4352,High,Weekday,8,0,8,0,0,0,0,04:00 PM,2015-09-01,2,8,0,0,68,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,92,5,3,4352,High,Weekday,8,2,6,0,0,0,0,06:00 PM,2015-09-03,2,8,0,0,68,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,92,5,3,4760,High,Weekend_holiday,17,6,11,0,0,0,0,02:00 PM,2015-08-30,2,8,0,0,35,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,2,0,Medium,Weekday,0,0,0,0,0,0,0,08:00 AM,2016-06-28,1,7,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,2,0,High,Weekend_holiday,0,0,0,1,0,0,0,02:00 PM,2016-07-02,1,8,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,3,0,Medium,Weekend_holiday,0,0,0,0,0,0,0,10:00 AM,2016-08-27,2,7,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,1,201,Low,Weekday,1,0,1,0,0,0,0,12:00 PM,2016-06-01,1,3,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,3,264,High,Weekend_holiday,1,0,1,0,0,0,0,12:00 PM,2016-07-02,1,8,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,3,528,High,Weekend_holiday,2,0,2,0,0,0,0,02:00 PM,2016-07-23,2,8,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,1,594,Low,Weekend_holiday,6,0,6,0,0,0,0,12:00 PM,2016-06-25,1,3,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,1,603,Low,Weekday,3,1,2,0,0,0,0,02:00 PM,2016-08-02,2,3,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,1,693,Low,Weekend_holiday,7,3,4,0,0,0,0,12:00 PM,2016-08-28,2,3,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,2,792,High,Weekend_holiday,3,0,3,0,0,0,0,04:00 PM,2016-06-26,1,8,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,3,1320,High,Weekend_holiday,5,5,0,0,0,0,0,02:00 PM,2016-07-31,2,8,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,2,1407,Medium,Weekday,3,0,3,0,0,0,0,10:00 AM,2016-08-04,2,7,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,3,1608,High,Weekday,3,1,2,0,0,0,0,02:00 PM,2016-08-11,2,8,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,3,2541,Medium,Weekend_holiday,11,6,5,0,0,0,0,08:00 AM,2016-06-18,1,7,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,2,3283,Medium,Weekday,7,0,7,0,0,0,0,10:00 AM,2016-08-22,2,7,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,3,4824,High,Weekday,9,4,5,0,0,0,0,06:00 PM,2016-06-02,1,8,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2016,92,5,3,5360,High,Weekday,10,6,4,0,0,0,0,04:00 PM,2016-07-01,1,8,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,2,0,Medium,Weekday,0,0,0,0,0,0,0,10:00 AM,2017-06-28,1,7,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,2,0,High,Weekend_holiday,0,0,0,8,0,0,0,06:00 PM,2017-07-04,1,8,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,2,0,High,Weekend_holiday,0,0,0,8,0,0,0,06:00 PM,2017-07-23,2,8,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,1,495,Low,Weekend_holiday,5,0,5,0,0,0,0,10:00 AM,2017-07-29,2,3,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,1,603,Low,Weekday,3,0,3,0,0,0,0,10:00 AM,2017-08-03,2,3,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,1,693,Low,Weekend_holiday,7,1,6,0,0,0,0,10:00 AM,2017-06-03,1,3,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,3,792,High,Weekend_holiday,3,1,2,0,0,0,0,04:00 PM,2017-06-10,1,8,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,3,1584,High,Weekend_holiday,6,2,4,0,0,0,0,04:00 PM,2017-05-28,1,8,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,1,1617,Medium,Weekend_holiday,7,2,5,0,0,0,0,08:00 AM,2017-06-18,1,7,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,2,1848,Medium,Weekend_holiday,8,2,6,0,0,0,0,10:00 AM,2017-08-06,2,7,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,3,2112,High,Weekend_holiday,8,2,6,0,0,0,0,02:00 PM,2017-08-19,2,8,0,0,33,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,3,2144,High,Weekday,4,1,3,0,0,0,0,06:00 PM,2017-08-04,2,8,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,3,2680,High,Weekday,5,1,4,0,0,0,0,02:00 PM,2017-06-23,1,8,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,1,3015,Low,Weekday,15,1,14,0,0,0,0,12:00 PM,2017-06-16,1,3,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,3,3752,Medium,Weekday,8,0,8,0,0,0,0,08:00 AM,2017-06-06,1,7,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,3,3752,Medium,Weekday,8,4,4,0,0,0,0,10:00 AM,2017-08-11,2,7,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2017,92,5,3,5360,High,Weekday,10,0,10,0,0,0,0,02:00 PM,2017-08-10,2,8,0,0,67,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,93,5,3,4624,Low,Weekday,17,12,5,0,0,0,0,12:00 PM,2015-07-08,1,4,0,0,68,Kenilworth Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,93,5,4,4760,High,Weekend_holiday,17,11,6,0,0,0,0,04:00 PM,2015-06-07,1,8,0,0,35,Kenilworth Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,93,5,4,5040,High,Weekend_holiday,18,6,12,0,0,0,0,10:00 AM,2015-05-24,1,8,0,0,35,Kenilworth Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,93,5,3,7980,Medium,Weekend_holiday,19,15,4,0,0,0,0,08:00 AM,2015-08-30,2,12,0,0,35,Kenilworth Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,93,5,3,10608,Medium,Weekday,13,9,4,0,0,0,0,10:00 AM,2015-07-30,2,12,0,0,68,Kenilworth Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
2015,93,5,3,11900,Low,Weekend_holiday,85,73,12,0,0,0,0,12:00 PM,2015-06-14,1,4,0,0,35,Kenilworth Regional Trail,Minneapolis Park and Recreation Board,NA,NA,NA,NA,NA
