Agency_name,Park_name,Entrance,Date_year,Timeslot,Scheduled_count,Scheduled_date,Bikers,Peds_skaters,Vehicles,Buses,Horse_riders,Boaters,Start_time,Date,Half_of_summer,Date_object,Day_type,Total_days_by_type,Park_id,Agency_id,Usage_class,ppb_multiplier,ppv_multiplier,Expansion_factor,Expanded_total,Year
Anoka County,Rice Creek Chain of Lakes Park Reserve,5,May-27-2018,2:00-4:00 PM,Yes,NA,0,2,0,0,0,0,02:00 PM,2018-05-27,1,2018-05-27,Weekend_holiday,33,8,1,Low,26.3,2.67,18,1188,2018
Anoka County,Rice Creek North Regional Trail,6,May-27-2018,12:00-2:00 PM,Yes,NA,1,4,0,0,0,0,12:00 PM,2018-05-27,1,2018-05-27,Weekend_holiday,33,9,1,Low,0,0,12,1980,2018
Anoka County,Mississippi West Regional Park,2,June-3-2018,8:00-10:00 AM,Yes,NA,1,1,0,0,0,0,08:00 AM,2018-06-03,1,2018-06-03,Weekend_holiday,33,112,1,Medium,26.3,2.67,6,396,2018
Anoka County,Coon Creek Regional Trail,8,June-2-2018,12:00-2:00 PM,Yes,NA,0,2,0,0,0,0,12:00 PM,2018-06-02,1,2018-06-02,Weekend_holiday,33,107,1,Medium,0,0,24,1584,2018
Anoka County,Bunker Hills Regional Park,3,June-2-2018,10:00-12:00 PM,Yes,NA,3,5,0,0,0,0,10:00 AM,2018-06-02,1,2018-06-02,Weekend_holiday,33,2,1,Medium,22,2.67,18,4752,2018
Anoka County,Coon Rapids Dam Regional Park,1,June-3-2018,6:00-8:00 PM,Yes,NA,46,63,78,0,0,0,06:00 PM,2018-06-03,1,2018-06-03,Weekend_holiday,33,3,1,High,26.3,2.67,12,125634.95999999999,2018
Anoka County,Mississippi River Regional Trail,5,June-3-2018,4:00-6:00 PM,Yes,NA,10,42,0,0,0,0,04:00 PM,2018-06-03,1,2018-06-03,Weekend_holiday,33,6,1,Medium,1,1.76,30,51480,2018
Anoka County,Central Anoka County Regional Trail,1,June-2-2018,4:00-6:00 PM,Yes,NA,8,7,0,0,0,0,04:00 PM,2018-06-02,1,2018-06-02,Weekend_holiday,33,75,1,High,0,0,6,2970,2018
Anoka County,Rum River Regional Trail,4,June-2-2018,2:00-4:00 PM,Yes,NA,0,47,0,0,0,0,02:00 PM,2018-06-02,1,2018-06-02,Weekend_holiday,33,109,1,Medium,0,0,18,27918,2018
Anoka County,Martin-Island-Linwood Regional Park,2,May-28-2018,8:00-10:00 AM,Yes,NA,9,9,28,0,0,0,08:00 AM,2018-05-28,1,2018-05-28,Weekend_holiday,33,5,1,High,26.3,2.67,12,36732.96,2018
Anoka County,Coon Creek Regional Trail,5,May-26-2018,4:00-6:00 PM,Yes,NA,14,4,0,0,0,0,04:00 PM,2018-05-26,1,2018-05-26,Weekend_holiday,33,107,1,High,0,0,20,11880,2018
Anoka County,Bunker Hills Regional Park,6,May-26-2018,2:00-4:00 PM,Yes,NA,0,18,13,0,0,0,02:00 PM,2018-05-26,1,2018-05-26,Weekend_holiday,33,2,1,High,22,2.67,6,10436.58,2018
Anoka County,Coon Rapids Dam Regional Park,4,May-26-2018,4:00-6:00 PM,Yes,NA,28,61,0,0,0,0,04:00 PM,2018-05-26,1,2018-05-26,Weekend_holiday,33,3,1,High,26.3,2.67,12,35244,2018
Anoka County,Mississippi River Regional Trail,4,May-26-2018,2:00-4:00 PM,Yes,NA,9,27,0,0,0,0,02:00 PM,2018-05-26,1,2018-05-26,Weekend_holiday,33,6,1,Medium,1,1.76,30,35640,2018
Anoka County,Rum River Central Regional Park,1,May-26-2018,10:00-12:00 PM,Yes,NA,2,14,25,0,0,0,10:00 AM,2018-05-26,1,2018-05-26,Weekend_holiday,33,10,1,High,26.3,2.67,6,16384.5,2018
Anoka County,Lake George Regional Park,5,May-26-2018,8:00-10:00 AM,Yes,NA,3,3,0,0,0,0,08:00 AM,2018-05-26,1,2018-05-26,Weekend_holiday,33,4,1,Low,60,2.67,12,2376,2018
Anoka County,Rice Creek West Regional Trail,1,June-5-2018,6:00-8:00 PM,Yes,NA,6,10,0,0,0,0,06:00 PM,2018-06-05,1,2018-06-05,Weekday,68,7,1,High,1,1.76,6,6528,2018
Anoka County,Lake George Regional Park,4,June-6-2018,2:00-4:00 PM,Yes,NA,6,9,0,0,0,0,02:00 PM,2018-06-06,1,2018-06-06,Weekday,68,4,1,Medium,60,2.67,12,12240,2018
Anoka County,Rum River Central Regional Park,1,June-6-2018,12:00-2:00 PM,Yes,NA,0,1,16,0,0,0,12:00 PM,2018-06-06,1,2018-06-06,Weekday,68,10,1,High,26.3,2.67,6,17837.760000000002,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,12,June-1-2018,4:00-6:00 PM,Yes,NA,0,0,40,0,0,0,04:00 PM,2018-06-01,1,2018-06-01,Weekday,68,8,1,High,26.3,2.67,24,174297.59999999998,2018
Anoka County,Rice Creek North Regional Trail,3,June-1-2018,2:00-4:00 PM,Yes,NA,26,15,0,0,0,0,02:00 PM,2018-06-01,1,2018-06-01,Weekday,68,9,1,High,0,0,12,33456,2018
Anoka County,Rice Creek West Regional Trail,14,June-7-2018,2:00-4:00 PM,Yes,NA,2,1,0,0,0,0,02:00 PM,2018-06-07,1,2018-06-07,Weekday,68,7,1,Medium,1,1.76,30,6120,2018
Anoka County,Bunker Hills Regional Trail,2,June-8-2018,10:00-12:00 PM,Yes,NA,2,3,0,0,0,0,10:00 AM,2018-06-08,1,2018-06-08,Weekday,68,110,1,Low,0,0,4,1360,2018
Anoka County,East Anoka County Regional Trail,1,June-8-2018,8:00-10:00 AM,Yes,NA,5,2,0,0,0,0,08:00 AM,2018-06-08,1,2018-06-08,Weekday,68,108,1,Low,0,0,22,10472,2018
Anoka County,Bunker Hills Regional Park,6,June-9-2018,6:00-8:00 PM,Yes,NA,0,2,0,0,0,0,06:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,2,1,High,22,2.67,6,396,2018
Anoka County,Coon Creek Regional Trail,5,June-9-2018,4:00-6:00 PM,Yes,NA,0,0,0,0,0,0,04:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,107,1,High,0,0,20,0,2018
Anoka County,Coon Rapids Dam Regional Park,5,June-9-2018,8:00-10:00 AM,Yes,NA,0,5,0,0,0,0,08:00 AM,2018-06-09,1,2018-06-09,Weekend_holiday,33,3,1,Medium,26.3,2.67,12,1980,2018
Anoka County,Bunker Hills Regional Trail,3,June-10-2018,10:00-12:00 PM,Yes,NA,5,7,0,0,0,0,10:00 AM,2018-06-10,1,2018-06-10,Weekend_holiday,33,110,1,High,0,0,8,3168,2018
Anoka County,East Anoka County Regional Trail,4,June-10-2018,8:00-10:00 AM,Yes,NA,6,4,0,0,0,0,08:00 AM,2018-06-10,1,2018-06-10,Weekend_holiday,33,108,1,High,0,0,10,3300,2018
Anoka County,Martin-Island-Linwood Regional Park,2,June-7-2018,6:00-8:00 PM,Yes,NA,0,0,14,0,0,0,06:00 PM,2018-06-07,1,2018-06-07,Weekday,68,5,1,High,26.3,2.67,12,30502.079999999994,2018
Anoka County,Mississippi River Regional Trail,9,June-9-2018,10:00-12:00 PM,Yes,NA,9,5,0,0,0,0,10:00 AM,2018-06-09,1,2018-06-09,Weekend_holiday,33,6,1,Low,1,1.76,36,16632,2018
Anoka County,Central Anoka County Regional Trail,5,June-9-2018,4:00-6:00 PM,Yes,NA,0,0,0,0,0,0,04:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,75,1,Low,0,0,18,0,2018
Anoka County,Rum River Regional Trail,4,June-9-2018,2:00-4:00 PM,Yes,NA,13,4,0,0,0,0,02:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,109,1,Medium,0,0,18,10098,2018
Anoka County,Bunker Hills Regional Park,1,June-8-2018,2:00-4:00 PM,Yes,NA,2,23,0,0,0,0,02:00 PM,2018-06-08,1,2018-06-08,Weekday,68,2,1,Low,22,2.67,30,51e3,2018
Anoka County,Coon Creek Regional Trail,9,June-8-2018,12:00-2:00 PM,Yes,NA,7,9,0,0,0,0,12:00 PM,2018-06-08,1,2018-06-08,Weekday,68,107,1,Low,0,0,10,10880,2018
Anoka County,Rum River Central Regional Park,1,June-9-2018,12:00-2:00 PM,Yes,NA,0,3,15,0,0,0,12:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,10,1,High,26.3,2.67,6,8523.9,2018
Anoka County,Lake George Regional Park,1,June-9-2018,10:00-12:00 PM,Yes,NA,1,2,67,0,0,0,10:00 AM,2018-06-09,1,2018-06-09,Weekend_holiday,33,4,1,High,60,2.67,6,36014.22,2018
Anoka County,Mississippi River Regional Trail,9,June-11-2018,2:00-4:00 PM,Yes,NA,0,0,0,0,0,0,02:00 PM,2018-06-11,1,2018-06-11,Weekday,68,6,1,Low,1,1.76,36,0,2018
Anoka County,Coon Rapids Dam Regional Park,3,June-11-2018,12:00-2:00 PM,Yes,NA,2,1,0,0,0,0,12:00 PM,2018-06-11,1,2018-06-11,Weekday,68,3,1,Medium,26.3,2.67,12,2448,2018
Anoka County,Mississippi West Regional Park,1,June-11-2018,4:00-6:00 PM,Yes,NA,0,0,11,0,0,0,04:00 PM,2018-06-11,1,2018-06-11,Weekday,68,112,1,High,26.3,2.67,6,11982.96,2018
Anoka County,Rice Creek West Regional Trail,4,June-15-2018,2:00-4:00 PM,Yes,NA,0,15,0,0,0,0,02:00 PM,2018-06-15,1,2018-06-15,Weekday,68,7,1,Low,1,1.76,42,42840,2018
Anoka County,Martin-Island-Linwood Regional Park,3,June-15-2018,10:00-12:00 PM,Yes,NA,0,0,15,0,0,0,10:00 AM,2018-06-15,1,2018-06-15,Weekday,68,5,1,High,26.3,2.67,12,32680.799999999996,2018
Anoka County,East Anoka County Regional Trail,6,June-16-2018,12:00-2:00 PM,Yes,NA,8,8,0,0,0,0,12:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,108,1,Low,0,0,22,11616,2018
Anoka County,Bunker Hills Regional Trail,2,June-16-2018,10:00-12:00 PM,Yes,NA,0,2,0,0,0,0,10:00 AM,2018-06-16,1,2018-06-16,Weekend_holiday,33,110,1,Low,0,0,4,264,2018
Anoka County,Lake George Regional Park,4,June-16-2018,12:00-2:00 PM,Yes,NA,0,6,0,0,0,0,12:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,4,1,Medium,60,2.67,12,2376,2018
Anoka County,Rum River Central Regional Park,1,June-16-2018,10:00-12:00 PM,Yes,NA,0,0,13,0,0,0,10:00 AM,2018-06-16,1,2018-06-16,Weekend_holiday,33,10,1,High,26.3,2.67,6,6872.58,2018
Anoka County,Bunker Hills Regional Trail,1,June-14-2018,4:00-6:00 PM,Yes,NA,50,120,0,0,0,0,04:00 PM,2018-06-14,1,2018-06-14,Weekday,68,110,1,High,0,0,8,92480,2018
Anoka County,East Anoka County Regional Trail,4,June-14-2018,2:00-4:00 PM,Yes,NA,28,24,0,0,0,0,02:00 PM,2018-06-14,1,2018-06-14,Weekday,68,108,1,High,0,0,10,35360,2018
Anoka County,Coon Creek Regional Trail,2,June-20-2018,10:00-12:00 PM,Yes,NA,21,21,0,0,0,0,10:00 AM,2018-06-20,1,2018-06-20,Weekday,68,107,1,High,0,0,20,57120,2018
Anoka County,Bunker Hills Regional Park,6,June-20-2018,8:00-10:00 AM,Yes,NA,1,25,22,0,0,0,08:00 AM,2018-06-20,1,2018-06-20,Weekday,68,2,1,High,22,2.67,6,34573.92,2018
Anoka County,East Anoka County Regional Trail,3,June-18-2018,10:00-12:00 PM,Yes,NA,3,0,0,0,0,0,10:00 AM,2018-06-18,1,2018-06-18,Weekday,68,108,1,High,0,0,10,2040,2018
Anoka County,Bunker Hills Regional Trail,3,June-18-2018,8:00-10:00 AM,Yes,NA,0,5,0,0,0,0,08:00 AM,2018-06-18,1,2018-06-18,Weekday,68,110,1,High,0,0,8,2720,2018
Anoka County,Coon Rapids Dam Regional Park,1,June-18-2018,6:00-8:00 PM,Yes,NA,36,43,71,0,0,0,06:00 PM,2018-06-18,1,2018-06-18,Weekday,68,3,1,High,26.3,2.67,12,219153.12,2018
Anoka County,Mississippi River Regional Trail,2,June-18-2018,4:00-6:00 PM,Yes,NA,2,37,0,0,0,0,04:00 PM,2018-06-18,1,2018-06-18,Weekday,68,6,1,Medium,1,1.76,30,79560,2018
Anoka County,East Anoka County Regional Trail,5,June-18-2018,2:00-4:00 PM,Yes,NA,11,14,0,0,0,0,02:00 PM,2018-06-18,1,2018-06-18,Weekday,68,108,1,Medium,0,0,10,17e3,2018
Anoka County,Bunker Hills Regional Trail,4,June-18-2018,2:00-4:00 PM,Yes,NA,10,2,0,0,0,0,02:00 PM,2018-06-18,1,2018-06-18,Weekday,68,110,1,Medium,0,0,12,9792,2018
Anoka County,Coon Rapids Dam Regional Park,4,June-17-2018,2:00-4:00 PM,Yes,NA,58,37,0,0,0,0,02:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,3,1,High,26.3,2.67,12,37620,2018
Anoka County,Mississippi River Regional Trail,5,June-17-2018,12:00-2:00 PM,Yes,NA,5,4,0,0,0,0,12:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,6,1,Medium,1,1.76,30,8910,2018
Anoka County,Coon Rapids Dam Regional Park,4,June-14-2018,4:00-6:00 PM,Yes,NA,73,58,0,0,0,0,04:00 PM,2018-06-14,1,2018-06-14,Weekday,68,3,1,High,26.3,2.67,12,106896,2018
Anoka County,Mississippi River Regional Trail,5,June-14-2018,2:00-4:00 PM,Yes,NA,7,4,0,0,0,0,02:00 PM,2018-06-14,1,2018-06-14,Weekday,68,6,1,Medium,1,1.76,30,22440,2018
Anoka County,Rum River Central Regional Park,1,June-13-2018,10:00-12:00 PM,Yes,NA,4,1,13,0,0,0,10:00 AM,2018-06-13,1,2018-06-13,Weekday,68,10,1,High,26.3,2.67,6,16201.68,2018
Anoka County,Lake George Regional Park,3,June-13-2018,8:00-10:00 AM,Yes,NA,3,6,0,0,0,0,08:00 AM,2018-06-13,1,2018-06-13,Weekday,68,4,1,Low,60,2.67,12,7344,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,1,June-25-2018,2:00-4:00 PM,Yes,NA,8,1,4,0,0,0,02:00 PM,2018-06-25,1,2018-06-25,Weekday,68,8,1,High,26.3,2.67,24,32117.760000000002,2018
Anoka County,Rice Creek North Regional Trail,3,June-25-2018,12:00-2:00 PM,Yes,NA,1,1,0,0,0,0,12:00 PM,2018-06-25,1,2018-06-25,Weekday,68,9,1,High,0,0,12,1632,2018
Anoka County,Rum River Regional Trail,5,June-18-2018,10:00-12:00 PM,Yes,NA,3,2,0,0,0,0,10:00 AM,2018-06-18,1,2018-06-18,Weekday,68,109,1,Low,0,0,12,4080,2018
Anoka County,Central Anoka County Regional Trail,4,June-18-2018,8:00-10:00 AM,Yes,NA,0,0,0,0,0,0,08:00 AM,2018-06-18,1,2018-06-18,Weekday,68,75,1,Low,0,0,18,0,2018
Anoka County,Coon Rapids Dam Regional Park,4,June-25-2018,8:00-10:00 AM,Yes,NA,29,49,0,0,0,0,08:00 AM,2018-06-25,1,2018-06-25,Weekday,68,3,1,High,26.3,2.67,12,63648,2018
Anoka County,Rice Creek West Regional Trail,1,June-19-2018,10:00-12:00 PM,Yes,NA,3,5,0,0,0,0,10:00 AM,2018-06-19,1,2018-06-19,Weekday,68,7,1,High,1,1.76,6,3264,2018
Anoka County,Rum River Central Regional Park,1,June-18-2018,4:00-6:00 PM,Yes,NA,1,4,12,0,0,0,04:00 PM,2018-06-18,1,2018-06-18,Weekday,68,10,1,High,26.3,2.67,6,15112.32,2018
Anoka County,Lake George Regional Park,1,June-18-2018,4:00-6:00 PM,Yes,NA,1,9,57,0,0,0,04:00 PM,2018-06-18,1,2018-06-18,Weekday,68,4,1,High,60,2.67,6,66173.52,2018
Anoka County,Rice Creek North Regional Trail,3,June-27-2018,4:00-6:00 PM,Yes,NA,17,16,0,0,0,0,04:00 PM,2018-06-27,1,2018-06-27,Weekday,68,9,1,High,0,0,12,26928,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,2,June-27-2018,2:00-4:00 PM,Yes,NA,0,32,19,0,0,0,02:00 PM,2018-06-27,1,2018-06-27,Weekday,68,8,1,High,26.3,2.67,24,135015.36,2018
Anoka County,Martin-Island-Linwood Regional Park,2,June-26-2018,12:00-2:00 PM,Yes,NA,0,0,9,0,0,0,12:00 PM,2018-06-26,1,2018-06-26,Weekday,68,5,1,High,26.3,2.67,12,19608.48,2018
Anoka County,Lake George Regional Park,1,June-24-2018,12:00-2:00 PM,Yes,NA,2,11,134,0,0,0,12:00 PM,2018-06-24,1,2018-06-24,Weekend_holiday,33,4,1,High,60,2.67,6,73414.44,2018
Anoka County,Rum River Central Regional Park,1,June-24-2018,10:00-12:00 PM,Yes,NA,8,0,32,0,0,0,10:00 AM,2018-06-24,1,2018-06-24,Weekend_holiday,33,10,1,High,26.3,2.67,6,18501.12,2018
Anoka County,Mississippi West Regional Park,2,June-23-2018,4:00-6:00 PM,Yes,NA,8,1,0,0,0,0,04:00 PM,2018-06-23,1,2018-06-23,Weekend_holiday,33,112,1,Medium,26.3,2.67,6,1782,2018
Anoka County,Coon Rapids Dam Regional Park,6,June-23-2018,10:00-12:00 PM,Yes,NA,44,17,0,0,0,0,10:00 AM,2018-06-23,1,2018-06-23,Weekend_holiday,33,3,1,Low,26.3,2.67,6,12078,2018
Anoka County,Mississippi River Regional Trail,3,June-23-2018,8:00-10:00 AM,Yes,NA,8,17,0,0,0,0,08:00 AM,2018-06-23,1,2018-06-23,Weekend_holiday,33,6,1,Low,1,1.76,36,29700,2018
Anoka County,Mississippi West Regional Park,1,June-22-2018,8:00-10:00 AM,Yes,NA,0,1,1,0,0,0,08:00 AM,2018-06-22,1,2018-06-22,Weekday,68,112,1,High,26.3,2.67,6,1497.3600000000001,2018
Anoka County,Rice Creek North Regional Trail,6,June-22-2018,10:00-12:00 PM,Yes,NA,15,21,0,0,0,0,10:00 AM,2018-06-22,1,2018-06-22,Weekday,68,9,1,Low,0,0,12,29376,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,10,June-22-2018,8:00-10:00 AM,Yes,NA,8,14,0,0,0,0,08:00 AM,2018-06-22,1,2018-06-22,Weekday,68,8,1,Low,26.3,2.67,18,26928,2018
Anoka County,Martin-Island-Linwood Regional Park,4,June-21-2018,4:00-6:00 PM,Yes,NA,0,5,13,0,0,0,04:00 PM,2018-06-21,1,2018-06-21,Weekday,68,5,1,Medium,26.3,2.67,6,16201.68,2018
Anoka County,Central Anoka County Regional Trail,3,June-21-2018,4:00-6:00 PM,Yes,NA,19,24,0,0,0,0,04:00 PM,2018-06-21,1,2018-06-21,Weekday,68,75,1,High,0,0,6,17544,2018
Anoka County,Rum River Regional Trail,4,June-21-2018,2:00-4:00 PM,Yes,NA,19,90,0,0,0,0,02:00 PM,2018-06-21,1,2018-06-21,Weekday,68,109,1,Medium,0,0,18,133416,2018
Anoka County,Mississippi West Regional Park,1,June-21-2018,12:00-2:00 PM,Yes,NA,0,6,0,0,0,0,12:00 PM,2018-06-21,1,2018-06-21,Weekday,68,112,1,High,26.3,2.67,6,2448,2018
Anoka County,Coon Rapids Dam Regional Park,6,June-28-2018,4:00-6:00 PM,Yes,NA,1,4,0,0,0,0,04:00 PM,2018-06-28,1,2018-06-28,Weekday,68,3,1,Low,26.3,2.67,6,2040,2018
Anoka County,Mississippi River Regional Trail,7,June-28-2018,2:00-4:00 PM,Yes,NA,0,1,0,0,0,0,02:00 PM,2018-06-28,1,2018-06-28,Weekday,68,6,1,Low,1,1.76,36,2448,2018
Anoka County,Mississippi West Regional Park,1,July-1-2018,12:00-2:00 PM,Yes,NA,0,0,0,0,0,0,12:00 PM,2018-07-01,1,2018-07-01,Weekend_holiday,33,112,1,High,26.3,2.67,6,0,2018
Anoka County,Rum River Regional Trail,3,June-29-2018,4:00-6:00 PM,Yes,NA,1,0,0,0,0,0,04:00 PM,2018-06-29,1,2018-06-29,Weekday,68,109,1,Low,0,0,12,816,2018
Anoka County,Central Anoka County Regional Trail,2,June-29-2018,2:00-4:00 PM,Yes,NA,2,1,0,0,0,0,02:00 PM,2018-06-29,1,2018-06-29,Weekday,68,75,1,Medium,0,0,6,1224,2018
Anoka County,Mississippi West Regional Park,1,June-30-2018,8:00-10:00 AM,Yes,NA,0,0,8,0,0,0,08:00 AM,2018-06-30,1,2018-06-30,Weekend_holiday,33,112,1,High,26.3,2.67,6,4229.28,2018
Anoka County,Mississippi West Regional Park,2,June-28-2018,6:00-8:00 PM,Yes,NA,9,3,0,0,0,0,06:00 PM,2018-06-28,1,2018-06-28,Weekday,68,112,1,Medium,26.3,2.67,6,4896,2018
Anoka County,Rum River Regional Trail,2,June-27-2018,2:00-4:00 PM,Yes,NA,20,13,0,0,0,0,02:00 PM,2018-06-27,1,2018-06-27,Weekday,68,109,1,Medium,0,0,18,40392,2018
Anoka County,Central Anoka County Regional Trail,3,June-27-2018,4:00-6:00 PM,Yes,NA,4,1,0,0,0,0,04:00 PM,2018-06-27,1,2018-06-27,Weekday,68,75,1,High,0,0,6,2040,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,11,July-4-2018,2:00-4:00 PM,Yes,NA,0,0,30,0,0,0,02:00 PM,2018-07-04,1,2018-07-04,Weekend_holiday,33,8,1,High,26.3,2.67,24,63439.2,2018
Anoka County,Rice Creek North Regional Trail,3,July-4-2018,12:00-2:00 PM,Yes,NA,10,11,0,0,0,0,12:00 PM,2018-07-04,1,2018-07-04,Weekend_holiday,33,9,1,High,0,0,12,8316,2018
Anoka County,Rum River Regional Trail,4,July-4-2018,8:00-10:00 AM,Yes,NA,25,40,0,0,0,0,08:00 AM,2018-07-04,1,2018-07-04,Weekend_holiday,33,109,1,Medium,0,0,18,38610,2018
Anoka County,Central Anoka County Regional Trail,1,July-4-2018,6:00-8:00 PM,Yes,NA,10,5,0,0,0,0,06:00 PM,2018-07-04,1,2018-07-04,Weekend_holiday,33,75,1,High,0,0,6,2970,2018
Anoka County,Anoka County Riverfront Regional Park,2,July-4-2018,6:00-8:00 PM,Yes,NA,7,31,89,0,0,0,06:00 PM,2018-07-04,1,2018-07-04,Weekend_holiday,33,1,1,Medium,26.3,2.67,14,127341.05999999998,2018
Anoka County,Rice Creek West Regional Trail,11,July-4-2018,4:00-6:00 PM,Yes,NA,6,44,0,0,0,0,04:00 PM,2018-07-04,1,2018-07-04,Weekend_holiday,33,7,1,Medium,1,1.76,30,49500,2018
Anoka County,Central Anoka County Regional Trail,3,July-3-2018,6:00-8:00 PM,Yes,NA,45,71,0,0,0,0,06:00 PM,2018-07-03,1,2018-07-03,Weekday,68,75,1,High,0,0,6,47328,2018
Anoka County,Rum River Regional Trail,4,July-3-2018,4:00-6:00 PM,Yes,NA,14,88,0,0,0,0,04:00 PM,2018-07-03,1,2018-07-03,Weekday,68,109,1,Medium,0,0,18,124848,2018
Anoka County,Bunker Hills Regional Park,4,July-1-2018,10:00-12:00 PM,Yes,NA,0,0,0,0,0,0,10:00 AM,2018-07-01,1,2018-07-01,Weekend_holiday,33,2,1,Medium,22,2.67,18,0,2018
Anoka County,Coon Creek Regional Trail,4,July-1-2018,8:00-10:00 AM,Yes,NA,5,28,0,0,0,0,08:00 AM,2018-07-01,1,2018-07-01,Weekend_holiday,33,107,1,Medium,0,0,24,26136,2018
Anoka County,Rice Creek North Regional Trail,2,June-30-2018,12:00-2:00 PM,Yes,NA,12,1,0,0,0,0,12:00 PM,2018-06-30,1,2018-06-30,Weekend_holiday,33,9,1,High,0,0,12,5148,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,11,June-30-2018,10:00-12:00 PM,Yes,NA,0,0,13,0,0,0,10:00 AM,2018-06-30,1,2018-06-30,Weekend_holiday,33,8,1,High,26.3,2.67,24,27490.32,2018
Anoka County,East Anoka County Regional Trail,4,June-30-2018,12:00-2:00 PM,Yes,NA,19,8,0,0,0,0,12:00 PM,2018-06-30,1,2018-06-30,Weekend_holiday,33,108,1,High,0,0,10,8910,2018
Anoka County,Bunker Hills Regional Trail,1,June-30-2018,10:00-12:00 PM,Yes,NA,49,96,0,0,0,0,10:00 AM,2018-06-30,1,2018-06-30,Weekend_holiday,33,110,1,High,0,0,8,38280,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,6,June-28-2018,12:00-2:00 PM,Yes,NA,37,7,0,0,0,0,12:00 PM,2018-06-28,1,2018-06-28,Weekday,68,8,1,Medium,26.3,2.67,12,35904,2018
Anoka County,Rice Creek North Regional Trail,4,June-28-2018,10:00-12:00 PM,Yes,NA,31,39,0,0,0,0,10:00 AM,2018-06-28,1,2018-06-28,Weekday,68,9,1,Medium,0,0,12,57120,2018
Anoka County,Lake George Regional Park,1,June-28-2018,6:00-8:00 PM,Yes,NA,1,9,59,0,0,0,06:00 PM,2018-06-28,1,2018-06-28,Weekday,68,4,1,High,60,2.67,6,68352.24,2018
Anoka County,Rum River Central Regional Park,1,June-28-2018,4:00-6:00 PM,Yes,NA,8,0,10,0,0,0,04:00 PM,2018-06-28,1,2018-06-28,Weekday,68,10,1,High,26.3,2.67,6,14157.600000000002,2018
Anoka County,Martin-Island-Linwood Regional Park,3,July-5-2018,6:00-8:00 PM,Yes,NA,2,3,37,0,0,0,06:00 PM,2018-07-05,1,2018-07-05,Weekday,68,5,1,High,26.3,2.67,12,84692.63999999998,2018
Anoka County,Anoka County Riverfront Regional Park,3,July-5-2018,6:00-8:00 PM,Yes,NA,41,2,0,0,0,0,06:00 PM,2018-07-05,1,2018-07-05,Weekday,68,1,1,High,26.3,2.67,10,29240,2018
Anoka County,Rice Creek West Regional Trail,1,July-5-2018,4:00-6:00 PM,Yes,NA,28,28,0,0,0,0,04:00 PM,2018-07-05,1,2018-07-05,Weekday,68,7,1,High,1,1.76,6,22848,2018
Anoka County,Rice Creek West Regional Trail,1,July-8-2018,10:00-12:00 PM,Yes,NA,4,11,0,0,0,0,10:00 AM,2018-07-08,1,2018-07-08,Weekend_holiday,33,7,1,High,1,1.76,6,2970,2018
Anoka County,Anoka County Riverfront Regional Park,3,July-8-2018,8:00-10:00 AM,Yes,NA,5,0,0,0,0,0,08:00 AM,2018-07-08,1,2018-07-08,Weekend_holiday,33,1,1,High,26.3,2.67,10,1650,2018
Anoka County,Anoka County Riverfront Regional Park,1,July-8-2018,12:00-2:00 PM,No,6/7 12:00-2:00,2,0,3,0,0,0,12:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,1,1,Medium,26.3,2.67,14,4624.62,2018
Anoka County,Coon Creek Regional Trail,5,July-9-2018,2:00-4:00 PM,Yes,NA,7,5,0,0,0,0,02:00 PM,2018-07-09,1,2018-07-09,Weekday,68,107,1,High,0,0,20,16320,2018
Anoka County,Bunker Hills Regional Park,6,July-9-2018,12:00-2:00 PM,Yes,NA,4,1,18,0,0,0,12:00 PM,2018-07-09,1,2018-07-09,Weekday,68,2,1,High,22,2.67,6,21648.48,2018
Anoka County,Rice Creek North Regional Trail,4,July-8-2018,2:00-4:00 PM,Yes,NA,66,7,0,0,0,0,02:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,9,1,Medium,0,0,12,28908,2018
Anoka County,Rice Creek Chain of Lakes Park Reserve,6,July-8-2018,10:00-12:00 PM,Yes,NA,46,38,0,0,0,0,10:00 AM,2018-07-08,1,2018-07-08,Weekend_holiday,33,8,1,Medium,26.3,2.67,12,33264,2018
Anoka County,Martin-Island-Linwood Regional Park,4,July-8-2018,8:00-10:00 AM,Yes,NA,0,4,2,0,0,0,08:00 AM,2018-07-08,1,2018-07-08,Weekend_holiday,33,5,1,Medium,26.3,2.67,6,1849.3199999999997,2018
