Agency_name,Park_name,Entrance,Date_year,Timeslot,Scheduled_count,Scheduled_date,Bikers,Peds_skaters,Vehicles,Buses,Horse_riders,Boaters,Start_time,Date,Half_of_summer,Date_object,Day_type,Total_days_by_type,Park_id,Agency_id,Usage_class,ppb_multiplier,ppv_multiplier,Expansion_factor,Expanded_total,Year
Carver County,Dakota Rail Regional Trail,8,July-30-2018,8:00-10:00 AM,Yes,NA,16,5,0,0,0,0,08:00 AM,2018-07-30,2,2018-07-30,Weekday,68,104,3,High,0,0,30,42840,2018
Carver County,Dakota Rail Regional Trail,8,August-11-2018,6:00-8:00 PM,Yes,NA,2,5,0,0,0,0,06:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,104,3,High,0,0,30,6930,2018
Carver County,Dakota Rail Regional Trail,12,August-25-2018,8:00-10:00 AM,No,August 18.  8-10am,0,0,0,0,0,0,08:00 AM,2018-08-25,2,2018-08-25,Weekend_holiday,33,104,3,Medium,0,0,24,0,2018
Carver County,Dakota Rail Regional Trail,6,August-30-2018,8:00-10:00 AM,No,August 23. 8-10am,0,0,0,0,0,0,08:00 AM,2018-08-30,2,2018-08-30,Weekday,68,104,3,Medium,0,0,24,0,2018
Carver County,Dakota Rail Regional Trail,10,August-27-2018,8:00-10:00 AM,Yes,NA,0,0,0,0,0,0,08:00 AM,2018-08-27,2,2018-08-27,Weekday,68,104,3,High,0,0,30,0,2018
Carver County,Lake Minnewashta Regional Park,1,July-2-2018,8:00-10:00 AM,Yes,NA,0,0,45,0,0,0,08:00 AM,2018-07-02,1,2018-07-02,Weekday,68,13,3,High,59.42,2.99,4,36597.600000000006,2018
Carver County,Lake Minnewashta Regional Park,1,July-26-2018,6:00-8:00 PM,Yes,NA,0,0,97,0,0,0,06:00 PM,2018-07-26,2,2018-07-26,Weekday,68,13,3,High,59.42,2.99,4,78888.16,2018
Carver County,Lake Minnewashta Regional Park,2,August-17-2018,4:00-6:00 PM,Yes,NA,6,0,0,0,0,0,04:00 PM,2018-08-17,2,2018-08-17,Weekday,68,13,3,Low,59.42,2.99,12,4896,2018
Carver County,Lake Minnewashta Regional Park,2,August-18-2018,2:00-4:00 PM,Yes,NA,11,4,0,0,0,0,02:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,13,3,Low,59.42,2.99,12,5940,2018
Carver County,Lake Minnewashta Regional Park,1,August-25-2018,2:00-4:00 PM,Yes,NA,0,0,74,0,0,0,02:00 PM,2018-08-25,2,2018-08-25,Weekend_holiday,33,13,3,High,59.42,2.99,4,29206.320000000003,2018
Carver County,Lake Minnewashta Regional Park,1,August-31-2018,6:00-8:00 PM,Yes,NA,0,0,36,0,0,0,06:00 PM,2018-08-31,2,2018-08-31,Weekday,68,13,3,High,59.42,2.99,4,29278.080000000005,2018
Carver County,Lake Minnewashta Regional Park,1,September-3-2018,10:00-12:00 PM,Yes,NA,0,0,27,0,0,0,10:00 AM,2018-09-03,2,2018-09-03,Weekend_holiday,33,13,3,Medium,59.42,2.99,2,5328.18,2018
Carver County,Lake Waconia Regional Park,3,August-26-2018,4:00-6:00 PM,No,8/19 4-6,0,0,0,0,0,0,04:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,14,3,Low,59.42,2.99,6,0,2018
Carver County,Baylor Regional Park,1,August-26-2018,8:00-10:00 AM,No,8/19 8-10,0,0,0,0,0,0,08:00 AM,2018-08-26,2,2018-08-26,Weekend_holiday,33,12,3,Medium,59.42,2.99,2,0,2018
Carver County,Dakota Rail Regional Trail,12,August-25-2018,8:00-10:00 AM,No,8/18 8-10,0,0,0,0,0,0,08:00 AM,2018-08-25,2,2018-08-25,Weekend_holiday,33,104,3,Medium,0,0,24,0,2018
Carver County,Dakota Rail Regional Trail,6,August-9-2018,8:00-10:00 AM,No,8/23 8-10,0,0,0,0,0,0,08:00 AM,2018-08-09,2,2018-08-09,Weekday,68,104,3,Medium,0,0,24,0,2018
Carver County,Dakota Rail Regional Trail,5,July-14-2018,12:00-2:00 PM,No,7-7-18 12-2,5,0,0,0,0,0,12:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,104,3,High,0,0,30,4950,2018
Dakota County,Minnesota River Greenway Regional Trail,1,June-18-2018,10:00-12:00 PM,No,"6-25-18, 10-12pm",2,11,0,0,0,0,10:00 AM,2018-06-18,1,2018-06-18,Weekday,68,124,4,Medium,0,0,4,3536,2018
Dakota County,Lebanon Hills Regional Park,9,June-18-2018,10:00-12:00 PM,No,"6-25-18, 10-12pm",0,0,0,0,0,0,10:00 AM,2018-06-18,1,2018-06-18,Weekday,68,17,4,Low,60,2.69,20,0,2018
Dakota County,Spring Lake Park Reserve,2,June-18-2018,8:00-10:00 AM,No,"6-25-18, 8-10am",0,0,0,1,0,0,08:00 AM,2018-06-18,1,2018-06-18,Weekday,68,20,4,Medium,60,2.69,8,32640,2018
Dakota County,Big Rivers Regional Trail,3,June-17-2018,6:00-8:00 PM,No,"6-24-18, 6-8pm",1,0,0,0,0,0,06:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,15,4,High,1,1.62,16,528,2018
Dakota County,Minnesota River Greenway Regional Trail,1,June-17-2018,2:00-4:00 PM,No,"6-24-18, 2-4pm",5,5,0,0,0,0,02:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,124,4,High,0,0,5,1650,2018
Dakota County,Big Rivers Regional Trail,2,June-16-2018,6:00-8:00 PM,No,"6-23-18, 6-8pm",2,7,0,0,0,0,06:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,15,4,High,1,1.62,16,4752,2018
Dakota County,Spring Lake Park Reserve,1,June-16-2018,4:00-6:00 PM,No,"6-23-18, 4-6pm",0,0,17,0,0,0,04:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,20,4,High,60,2.69,4,6036.36,2018
Dakota County,River to River Greenway Regional Trail,19,June-14-2018,6:00-8:00 PM,No,"6-21-18, 6-8pm",2,8,0,0,0,0,06:00 PM,2018-06-14,1,2018-06-14,Weekday,68,95,4,High,0,0,16,10880,2018
Dakota County,Mississippi River Regional Trail,12,June-14-2018,4:00-6:00 PM,No,"6-21-18, 4-6pm",13,17,0,0,0,0,04:00 PM,2018-06-14,1,2018-06-14,Weekday,68,19,4,Medium,0,0,30,61200,2018
Dakota County,Minnesota River Greenway Regional Trail,1,June-17-2018,12:00-2:00 PM,Yes,NA,31,13,0,0,0,0,12:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,124,4,High,0,0,5,7260,2018
Dakota County,River to River Greenway Regional Trail,19,June-16-2018,12:00-2:00 PM,Yes,NA,0,0,0,0,0,0,12:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,95,4,Medium,0,0,31,0,2018
Dakota County,Mississippi River Regional Trail,11,June-9-2018,10:00-12:00 PM,No,"6-16-18, 10-12pm",5,1,0,0,0,0,10:00 AM,2018-06-09,1,2018-06-09,Weekend_holiday,33,19,4,Medium,0,0,30,5940,2018
Dakota County,River to River Greenway Regional Trail,1,June-15-2018,6:00-8:00 PM,Yes,NA,0,1,0,0,0,0,06:00 PM,2018-06-15,1,2018-06-15,Weekday,68,95,4,High,0,0,16,1088,2018
Dakota County,Mississippi River Regional Trail,2,June-15-2018,4:00-6:00 PM,Yes,NA,0,7,0,0,0,0,04:00 PM,2018-06-15,1,2018-06-15,Weekday,68,19,4,High,0,0,17,8092,2018
Dakota County,Whitetail Woods Regional Park,1,June-13-2018,8:00-10:00 AM,Yes,NA,0,2,4,0,0,0,08:00 AM,2018-06-13,1,2018-06-13,Weekday,68,118,4,Medium,60,2.69,7,6073.759999999999,2018
Dakota County,Big Rivers Regional Trail,2,June-12-2018,6:00-8:00 PM,Yes,NA,28,13,0,0,0,0,06:00 PM,2018-06-12,1,2018-06-12,Weekday,68,15,4,High,1,1.62,16,44608,2018
Dakota County,Miesville Ravine Park Reserve,1,June-12-2018,4:00-6:00 PM,Yes,NA,0,0,2,0,0,0,04:00 PM,2018-06-12,1,2018-06-12,Weekday,68,18,4,Medium,25,2.69,3,1097.52,2018
Dakota County,Lake Byllesby Regional Park,1,June-12-2018,8:00-10:00 AM,Yes,NA,7,1,10,0,0,0,08:00 AM,2018-06-12,1,2018-06-12,Weekday,68,16,4,Medium,60,2.69,8,18985.6,2018
Dakota County,Whitetail Woods Regional Park,1,June-4-2018,6:00-8:00 PM,No,"6-11-18, 6-8pm",0,0,34,0,0,0,06:00 PM,2018-06-04,1,2018-06-04,Weekday,68,118,4,High,60,2.69,5,31096.399999999998,2018
Dakota County,River to River Greenway Regional Trail,1,June-16-2018,2:00-4:00 PM,No,"6-9-18, 2-4pm",0,2,0,0,0,0,02:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,95,4,High,0,0,16,1056,2018
Dakota County,Whitetail Woods Regional Park,1,June-9-2018,12:00-2:00 PM,Yes,NA,0,0,27,0,0,0,12:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,118,4,High,60,2.69,5,11983.95,2018
Dakota County,Mississippi River Regional Trail,11,June-9-2018,12:00-2:00 PM,Yes,NA,2,0,0,0,0,0,12:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,19,4,High,0,0,17,1122,2018
Dakota County,Lake Byllesby Regional Park,1,June-8-2018,4:00-6:00 PM,Yes,NA,1,13,7,0,0,0,04:00 PM,2018-06-08,1,2018-06-08,Weekday,68,16,4,High,60,2.69,4,8929.76,2018
Dakota County,Miesville Ravine Park Reserve,1,June-8-2018,2:00-4:00 PM,Yes,NA,0,0,1,0,0,0,02:00 PM,2018-06-08,1,2018-06-08,Weekday,68,18,4,High,25,2.69,3,548.76,2018
Dakota County,Spring Lake Park Reserve,1,June-8-2018,12:00-2:00 PM,Yes,NA,5,0,20,0,0,0,12:00 PM,2018-06-08,1,2018-06-08,Weekday,68,20,4,High,60,2.69,4,15993.599999999999,2018
Dakota County,Lebanon Hills Regional Park,1,June-8-2018,10:00-12:00 PM,Yes,NA,0,0,39,0,0,0,10:00 AM,2018-06-08,1,2018-06-08,Weekday,68,17,4,High,60,2.69,8,57071.04,2018
Dakota County,Lebanon Hills Regional Park,5,June-7-2018,2:00-4:00 PM,Yes,NA,0,3,2,0,0,0,02:00 PM,2018-06-07,1,2018-06-07,Weekday,68,17,4,Medium,60,2.69,32,18234.879999999997,2018
Dakota County,Spring Lake Park Reserve,2,June-7-2018,12:00-2:00 PM,Yes,NA,7,0,3,0,0,0,12:00 PM,2018-06-07,1,2018-06-07,Weekday,68,20,4,Medium,60,2.69,8,8198.08,2018
Dakota County,Lake Byllesby Regional Park,1,June-7-2018,12:00-2:00 PM,Yes,NA,5,10,21,2,0,0,12:00 PM,2018-06-07,1,2018-06-07,Weekday,68,16,4,High,60,2.69,4,52085.28,2018
Dakota County,Miesville Ravine Park Reserve,1,June-7-2018,10:00-12:00 PM,Yes,NA,0,1,1,0,0,0,10:00 AM,2018-06-07,1,2018-06-07,Weekday,68,18,4,High,25,2.69,3,752.76,2018
Dakota County,Minnesota River Greenway Regional Trail,2,June-5-2018,4:00-6:00 PM,Yes,NA,13,15,0,0,0,0,04:00 PM,2018-06-05,1,2018-06-05,Weekday,68,124,4,High,0,0,5,9520,2018
Dakota County,Big Rivers Regional Trail,4,June-5-2018,4:00-6:00 PM,Yes,NA,12,2,0,0,0,0,04:00 PM,2018-06-05,1,2018-06-05,Weekday,68,15,4,High,1,1.62,16,15232,2018
Dakota County,Whitetail Woods Regional Park,3,June-5-2018,12:00-2:00 PM,Yes,NA,0,0,0,0,0,0,12:00 PM,2018-06-05,1,2018-06-05,Weekday,68,118,4,Low,60,2.69,6,0,2018
Dakota County,Spring Lake Park Reserve,1,June-10-2018,6:00-8:00 PM,No,"6-3-18, 6-8pm",1,0,28,0,0,0,06:00 PM,2018-06-10,1,2018-06-10,Weekend_holiday,33,20,4,Medium,60,2.69,8,20148.48,2018
Dakota County,Lebanon Hills Regional Park,2,June-3-2018,4:00-6:00 PM,Yes,NA,4,8,61,0,0,0,04:00 PM,2018-06-03,1,2018-06-03,Weekend_holiday,33,17,4,Medium,60,2.69,32,185951.04,2018
Dakota County,Whitetail Woods Regional Park,3,June-3-2018,10:00-12:00 PM,Yes,NA,0,1,0,0,0,0,10:00 AM,2018-06-03,1,2018-06-03,Weekend_holiday,33,118,4,Low,60,2.69,6,198,2018
Dakota County,Mississippi River Regional Trail,4,June-2-2018,4:00-6:00 PM,Yes,NA,0,2,0,0,0,0,04:00 PM,2018-06-02,1,2018-06-02,Weekend_holiday,33,19,4,High,0,0,17,1122,2018
Dakota County,River to River Greenway Regional Trail,4,June-16-2018,2:00-4:00 PM,No,"6-2-18, 2-4pm",0,2,0,0,0,0,02:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,95,4,High,0,0,16,1056,2018
Dakota County,Minnesota River Greenway Regional Trail,2,May-30-2018,10:00-12:00 PM,Yes,NA,0,0,0,0,0,0,10:00 AM,2018-05-30,1,2018-05-30,Weekday,68,124,4,Low,0,0,3,0,2018
Dakota County,Lake Byllesby Regional Park,1,June-5-2018,6:00-8:00 PM,No,"5-29-18, 6-8pm",0,3,12,0,0,0,06:00 PM,2018-06-05,1,2018-06-05,Weekday,68,16,4,Medium,60,2.69,8,19192.32,2018
Dakota County,Miesville Ravine Park Reserve,1,June-5-2018,4:00-6:00 PM,No,"5-29-18, 4-6pm",0,0,0,0,0,0,04:00 PM,2018-06-05,1,2018-06-05,Weekday,68,18,4,Medium,25,2.69,3,0,2018
Dakota County,Minnesota River Greenway Regional Trail,1,May-29-2018,12:00-2:00 PM,Yes,NA,2,8,0,0,0,0,12:00 PM,2018-05-29,1,2018-05-29,Weekday,68,124,4,High,0,0,5,3400,2018
Dakota County,Whitetail Woods Regional Park,1,May-28-2018,2:00-4:00 PM,Yes,NA,0,0,8,0,0,0,02:00 PM,2018-05-28,1,2018-05-28,Weekend_holiday,33,118,4,High,60,2.69,5,3550.7999999999997,2018
Dakota County,Mississippi River Regional Trail,4,July-21-2018,4:00-6:00 PM,Yes,NA,3,2,0,0,0,0,04:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,19,4,High,0,0,17,2805,2018
Dakota County,Lake Byllesby Regional Park,1,July-21-2018,2:00-4:00 PM,Yes,NA,3,41,23,0,0,0,02:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,16,4,High,60,2.69,4,13974.84,2018
Dakota County,Miesville Ravine Park Reserve,1,July-21-2018,12:00-2:00 PM,Yes,NA,0,0,6,0,0,0,12:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,18,4,High,25,2.69,3,1597.8600000000001,2018
Dakota County,Lebanon Hills Regional Park,6,July-15-2018,4:00-6:00 PM,Yes,NA,10,3,36,0,0,0,04:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,17,4,High,60,2.69,8,28997.760000000002,2018
Dakota County,Spring Lake Park Reserve,1,July-15-2018,2:00-4:00 PM,Yes,NA,4,0,75,0,0,0,02:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,20,4,High,60,2.69,4,27159,2018
Dakota County,Lake Byllesby Regional Park,1,July-8-2018,2:00-4:00 PM,No,7-15-18 2-4,7,0,24,0,0,0,02:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,16,4,High,60,2.69,4,9445.92,2018
Dakota County,Miesville Ravine Park Reserve,1,July-8-2018,12:00-2:00 PM,No,7-15-18. 12-2,0,0,5,0,0,0,12:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,18,4,High,25,2.69,3,1331.55,2018
Dakota County,Miesville Ravine Park Reserve,1,July-14-2018,4:00-6:00 PM,Yes,NA,0,0,4,0,0,0,04:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,18,4,Medium,25,2.69,3,1065.24,2018
Dakota County,Lake Byllesby Regional Park,1,July-14-2018,8:00-10:00 AM,Yes,NA,7,8,6,0,0,0,08:00 AM,2018-07-14,1,2018-07-14,Weekend_holiday,33,16,4,Medium,60,2.69,8,8220.960000000001,2018
Dakota County,Whitetail Woods Regional Park,1,July-10-2018,6:00-8:00 PM,Yes,NA,4,0,18,0,0,0,06:00 PM,2018-07-10,1,2018-07-10,Weekday,68,118,4,High,60,2.69,5,17822.8,2018
Dakota County,River to River Greenway Regional Trail,10,July-3-2018,4:00-6:00 PM,No,7-10-18. 4-6,1,16,0,0,0,0,04:00 PM,2018-07-03,1,2018-07-03,Weekday,68,95,4,High,0,0,16,18496,2018
Dakota County,Mississippi River Regional Trail,11,July-3-2018,2:00-4:00 PM,No,7-10-18. 2-4,1,0,0,0,0,0,02:00 PM,2018-07-03,1,2018-07-03,Weekday,68,19,4,High,0,0,17,1156,2018
Dakota County,River to River Greenway Regional Trail,7,July-9-2018,6:00-8:00 PM,Yes,NA,3,8,0,0,0,0,06:00 PM,2018-07-09,1,2018-07-09,Weekday,68,95,4,Medium,0,0,31,23188,2018
Dakota County,Mississippi River Regional Trail,2,July-9-2018,8:00-10:00 AM,Yes,NA,2,8,0,0,0,0,08:00 AM,2018-07-09,1,2018-07-09,Weekday,68,19,4,Medium,0,0,30,20400,2018
Dakota County,Lake Byllesby Regional Park,2,July-7-2018,2:00-4:00 PM,Yes,NA,0,0,27,0,0,0,02:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,16,4,Medium,60,2.69,8,19174.32,2018
Dakota County,Big Rivers Regional Trail,4,July-7-2018,2:00-4:00 PM,Yes,NA,5,2,0,0,0,0,02:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,15,4,High,1,1.62,16,3696,2018
Dakota County,Lebanon Hills Regional Park,11,June-30-2018,10:00-12:00 PM,No,7-7-18 10-12,0,10,0,0,0,0,10:00 AM,2018-06-30,1,2018-06-30,Weekend_holiday,33,17,4,Low,60,2.69,20,6600,2018
Dakota County,Spring Lake Park Reserve,2,June-30-2018,8:00-10:00 AM,No,7-7-18. 8-10,8,0,4,0,0,0,08:00 AM,2018-06-30,1,2018-06-30,Weekend_holiday,33,20,4,Medium,60,2.69,8,4952.639999999999,2018
Dakota County,Miesville Ravine Park Reserve,1,July-4-2018,6:00-8:00 PM,Yes,NA,0,0,4,1,0,0,06:00 PM,2018-07-04,1,2018-07-04,Weekend_holiday,33,18,4,Medium,25,2.69,3,3540.24,2018
Dakota County,Big Rivers Regional Trail,3,July-4-2018,6:00-8:00 PM,Yes,NA,20,10,0,0,0,0,06:00 PM,2018-07-04,1,2018-07-04,Weekend_holiday,33,15,4,High,1,1.62,16,15840,2018
Dakota County,Lake Byllesby Regional Park,2,July-14-2018,2:00-4:00 PM,No,7-4-18. 2-4,6,0,15,0,0,0,02:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,16,4,Medium,60,2.69,8,12236.4,2018
Dakota County,Lebanon Hills Regional Park,6,June-25-2018,4:00-6:00 PM,No,7-2-18. 4-6,6,2,53,0,0,0,04:00 PM,2018-06-25,1,2018-06-25,Weekday,68,17,4,High,60,2.69,8,81910.08,2018
Dakota County,Spring Lake Park Reserve,1,July-2-2018,2:00-4:00 PM,Yes,NA,0,0,12,0,0,0,02:00 PM,2018-07-02,1,2018-07-02,Weekday,68,20,4,High,60,2.69,4,8780.16,2018
Dakota County,Miesville Ravine Park Reserve,1,June-29-2018,4:00-6:00 PM,No,7-1-18. 4-6,0,2,4,0,0,0,04:00 PM,2018-06-29,1,2018-06-29,Weekday,68,18,4,Medium,25,2.69,3,2603.04,2018
Dakota County,Whitetail Woods Regional Park,1,June-23-2018,4:00-6:00 PM,No,6-30-18. 4-6,1,0,19,0,0,0,04:00 PM,2018-06-23,1,2018-06-23,Weekend_holiday,33,118,4,High,60,2.69,5,8598.15,2018
Dakota County,Big Rivers Regional Trail,5,June-23-2018,2:00-4:00 PM,No,6-30-18. 2-4,7,0,0,0,0,0,02:00 PM,2018-06-23,1,2018-06-23,Weekend_holiday,33,15,4,Medium,1,1.62,11,2541,2018
Dakota County,Spring Lake Park Reserve,1,June-23-2018,12:00-2:00 PM,No,6-30-18. 12-2,4,0,37,0,0,0,12:00 PM,2018-06-23,1,2018-06-23,Weekend_holiday,33,20,4,High,60,2.69,4,13665.960000000001,2018
Dakota County,Miesville Ravine Park Reserve,1,June-30-2018,12:00-2:00 PM,Yes,NA,0,0,3,0,0,0,12:00 PM,2018-06-30,1,2018-06-30,Weekend_holiday,33,18,4,High,25,2.69,3,798.9300000000001,2018
Dakota County,Lebanon Hills Regional Park,1,June-30-2018,10:00-12:00 PM,Yes,NA,6,3,167,0,0,0,10:00 AM,2018-06-30,1,2018-06-30,Weekend_holiday,33,17,4,High,60,2.69,8,120972.72,2018
Dakota County,Lake Byllesby Regional Park,1,June-30-2018,10:00-12:00 PM,Yes,NA,3,24,19,0,0,0,10:00 AM,2018-06-30,1,2018-06-30,Weekend_holiday,33,16,4,High,60,2.69,4,10310.52,2018
Dakota County,Big Rivers Regional Trail,4,June-28-2018,8:00-10:00 AM,Yes,NA,4,1,0,0,0,0,08:00 AM,2018-06-28,1,2018-06-28,Weekday,68,15,4,Medium,1,1.62,11,3740,2018
Dakota County,Big Rivers Regional Trail,5,June-27-2018,10:00-12:00 PM,Yes,NA,1,4,0,0,0,0,10:00 AM,2018-06-27,1,2018-06-27,Weekday,68,15,4,Low,1,1.62,8,2720,2018
Dakota County,Whitetail Woods Regional Park,2,May-28-2018,8:00-10:00 AM,Yes,NA,1,0,0,0,0,0,08:00 AM,2018-05-28,1,2018-05-28,Weekend_holiday,33,118,4,Medium,60,2.69,7,231,2018
Dakota County,Minnesota River Greenway Regional Trail,2,May-26-2018,4:00-6:00 PM,Yes,NA,5,15,0,0,0,0,04:00 PM,2018-05-26,1,2018-05-26,Weekend_holiday,33,124,4,High,0,0,5,3300,2018
Dakota County,River to River Greenway Regional Trail,1,May-26-2018,2:00-4:00 PM,Yes,NA,1,2,0,0,0,0,02:00 PM,2018-05-26,1,2018-05-26,Weekend_holiday,33,95,4,High,0,0,16,1584,2018
Dakota County,Mississippi River Regional Trail,11,May-26-2018,12:00-2:00 PM,Yes,NA,2,3,0,0,0,0,12:00 PM,2018-05-26,1,2018-05-26,Weekend_holiday,33,19,4,High,0,0,17,2805,2018
Dakota County,Big Rivers Regional Trail,1,August-16-2018,8:00-10:00 AM,No,8-23-18. 8-10am,5,0,9,0,0,0,08:00 AM,2018-08-16,2,2018-08-16,Weekday,68,15,4,Medium,1,1.62,11,14645.84,2018
Dakota County,Minnesota River Greenway Regional Trail,2,August-15-2018,12:00-2:00 PM,No,8-22-18. 12-2pm,7,3,3,0,0,0,12:00 PM,2018-08-15,2,2018-08-15,Weekday,68,124,4,Medium,0,0,4,2720,2018
Dakota County,Lake Byllesby Regional Park,1,August-13-2018,6:00-8:00 PM,No,8-20-18. 6-8pm,2,7,4,0,0,0,06:00 PM,2018-08-13,2,2018-08-13,Weekday,68,16,4,Medium,60,2.69,8,10749.439999999999,2018
Dakota County,Miesville Ravine Park Reserve,1,August-13-2018,4:00-6:00 PM,No,8-20-18. 4-6pm,0,2,1,0,0,0,04:00 PM,2018-08-13,2,2018-08-13,Weekday,68,18,4,Medium,25,2.69,3,956.7599999999999,2018
Dakota County,Spring Lake Park Reserve,2,August-12-2018,4:00-6:00 PM,No,8-19-18. 4-6pm,0,2,0,0,0,0,04:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,20,4,Medium,60,2.69,8,528,2018
Dakota County,Lebanon Hills Regional Park,3,August-12-2018,2:00-4:00 PM,No,8-19-18. 2-4pm,1,10,71,0,0,0,02:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,17,4,Medium,60,2.69,32,213301.44,2018
Dakota County,Whitetail Woods Regional Park,2,August-18-2018,6:00-8:00 PM,Yes,NA,0,0,3,0,0,0,06:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,118,4,Medium,60,2.69,7,1864.17,2018
Dakota County,Big Rivers Regional Trail,5,August-18-2018,4:00-6:00 PM,Yes,NA,0,0,0,0,0,0,04:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,15,4,High,1,1.62,16,0,2018
Dakota County,Spring Lake Park Reserve,2,August-11-2018,2:00-4:00 PM,No,8-18-18. 2-4pm,2,0,0,0,0,0,02:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,20,4,Medium,60,2.69,8,528,2018
Dakota County,Miesville Ravine Park Reserve,1,August-18-2018,2:00-4:00 PM,Yes,NA,2,2,7,0,0,0,02:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,18,4,High,25,2.69,3,2260.17,2018
Dakota County,Lebanon Hills Regional Park,11,August-11-2018,12:00-2:00 PM,No,8-18-18. 12-2pm,0,3,0,0,0,0,12:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,17,4,Low,60,2.69,20,1980,2018
Dakota County,Lake Byllesby Regional Park,1,August-18-2018,12:00-2:00 PM,Yes,NA,5,11,7,0,0,0,12:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,16,4,High,60,2.69,4,4597.5599999999995,2018
Dakota County,Spring Lake Park Reserve,2,August-10-2018,10:00-12:00 PM,No,8-17-18. 10-12pm,0,0,3,0,0,0,10:00 AM,2018-08-10,2,2018-08-10,Weekday,68,20,4,Medium,60,2.69,8,4390.08,2018
Dakota County,Lebanon Hills Regional Park,2,August-10-2018,8:00-10:00 AM,No,8-17-18. 8-10am,0,1,16,0,0,0,08:00 AM,2018-08-10,2,2018-08-10,Weekday,68,17,4,Medium,60,2.69,32,95831.04,2018
Dakota County,Whitetail Woods Regional Park,1,August-9-2018,6:00-8:00 PM,No,8-16-18 6-8pm,0,0,9,0,0,0,06:00 PM,2018-08-09,2,2018-08-09,Weekday,68,118,4,High,60,2.69,5,8231.4,2018
Dakota County,River to River Greenway Regional Trail,10,August-7-2018,2:00-4:00 PM,No,8-14-18. 2-4pm,0,4,0,0,0,0,02:00 PM,2018-08-07,2,2018-08-07,Weekday,68,95,4,Medium,0,0,31,8432,2018
Dakota County,Minnesota River Greenway Regional Trail,2,August-14-2018,10:00-12:00 PM,Yes,NA,1,2,0,0,0,0,10:00 AM,2018-08-14,2,2018-08-14,Weekday,68,124,4,Low,0,0,3,612,2018
Dakota County,Mississippi River Regional Trail,3,August-5-2018,6:00-8:00 PM,No,8-12-18. 6-8pm,2,0,0,0,0,0,06:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,19,4,High,0,0,17,1122,2018
Dakota County,Minnesota River Greenway Regional Trail,1,August-12-2018,4:00-6:00 PM,Yes,NA,7,8,0,0,0,0,04:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,124,4,High,0,0,5,2475,2018
Dakota County,Whitetail Woods Regional Park,1,August-5-2018,4:00-6:00 PM,No,8-12-18. 4-6pm,2,0,23,0,0,0,04:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,118,4,High,60,2.69,5,10538.55,2018
Dakota County,River to River Greenway Regional Trail,3,August-5-2018,4:00-6:00 PM,No,8-12-18. 4-6pm,5,12,0,0,0,0,04:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,95,4,High,0,0,16,8976,2018
Dakota County,Big Rivers Regional Trail,4,August-11-2018,12:00-2:00 PM,Yes,NA,4,9,0,0,0,0,12:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,15,4,High,1,1.62,16,6864,2018
Dakota County,Lebanon Hills Regional Park,6,August-10-2018,6:00-8:00 PM,Yes,NA,12,4,7,0,0,0,06:00 PM,2018-08-10,2,2018-08-10,Weekday,68,17,4,High,60,2.69,8,18947.52,2018
