Park_or_trail_name,Park_trail_id,Entrance_name,Entrance_id,Start_time,Day_type,Usage_class
Battle Creek Regional Park,51,White Bear Avenue and C Street,23,12:00 PM,Weekday,Low
Battle Creek Regional Park,51,White Bear Avenue and C Street,23,12:00 PM,Weekend_holiday,Low
Battle Creek Regional Park,51,White Bear Avenue and C Street,23,02:00 PM,Weekday,Low
Battle Creek Regional Park,51,White Bear Avenue and C Street,23,02:00 PM,Weekend_holiday,Low
Battle Creek Regional Park,51,White Bear Avenue and C Street,23,04:00 PM,Weekday,Low
Battle Creek Regional Park,51,White Bear Avenue and C Street,23,04:00 PM,Weekend_holiday,Low
Battle Creek Regional Park,51,White Bear Avenue and C Street,23,06:00 PM,Weekday,Low
Battle Creek Regional Park,51,White Bear Avenue and C Street,23,06:00 PM,Weekend_holiday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,08:00 AM,Weekday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,08:00 AM,Weekend_holiday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,10:00 AM,Weekday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,10:00 AM,Weekend_holiday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,12:00 PM,Weekday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,12:00 PM,Weekend_holiday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,02:00 PM,Weekday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,02:00 PM,Weekend_holiday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,04:00 PM,Weekday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,04:00 PM,Weekend_holiday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,06:00 PM,Weekday,Low
Battle Creek Regional Park,51,Battle Creek Trail at McKnight and North Park Drive,24,06:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,08:00 AM,Weekday,High
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,08:00 AM,Weekend_holiday,High
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,10:00 AM,Weekday,Medium
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,10:00 AM,Weekend_holiday,Medium
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,12:00 PM,Weekday,Medium
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,12:00 PM,Weekend_holiday,Medium
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,02:00 PM,Weekday,Medium
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,02:00 PM,Weekend_holiday,Medium
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,04:00 PM,Weekday,High
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,04:00 PM,Weekend_holiday,Medium
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,06:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Bald Eagle Boat Launch and Picnic Area,1,06:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,08:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,08:00 AM,Weekend_holiday,High
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,10:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,10:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,12:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,12:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,02:00 PM,Weekday,Medium
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,02:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,04:00 PM,Weekday,Medium
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,04:00 PM,Weekend_holiday,Medium
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,06:00 PM,Weekday,Medium
Bald Eagle-Otter Lake Regional Park,52,Tamarack Nature Center,2,06:00 PM,Weekend_holiday,Medium
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,08:00 AM,Weekday,High
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,08:00 AM,Weekend_holiday,High
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,10:00 AM,Weekday,Medium
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,10:00 AM,Weekend_holiday,Medium
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,12:00 PM,Weekday,Medium
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,12:00 PM,Weekend_holiday,Medium
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,02:00 PM,Weekday,High
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,02:00 PM,Weekend_holiday,High
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,04:00 PM,Weekday,High
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,04:00 PM,Weekend_holiday,High
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,06:00 PM,Weekday,High
Bald Eagle-Otter Lake Regional Park,52,Otter Lake Boat Launch/Dog Park,3,06:00 PM,Weekend_holiday,High
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,08:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,08:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,10:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,10:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,12:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,12:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,02:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,02:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,04:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,04:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,06:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Normandy Court,4,06:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,08:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,08:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,10:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,10:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,12:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,12:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,02:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,02:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,04:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,04:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,06:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack North by Feather Court,5,06:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,08:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,08:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,10:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,10:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,12:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,12:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,02:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,02:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,04:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,04:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,06:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack Northeast Corner,6,06:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,08:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,08:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,10:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,10:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,12:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,12:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,02:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,02:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,04:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,04:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,06:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East Side,7,06:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,08:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,08:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,10:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,10:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,12:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,12:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,02:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,02:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,04:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,04:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,06:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack East side by Seneca,8,06:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,08:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,08:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,10:00 AM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,10:00 AM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,12:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,12:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,02:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,02:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,04:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,04:00 PM,Weekend_holiday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,06:00 PM,Weekday,Low
Bald Eagle-Otter Lake Regional Park,52,Tamarack South Side,9,06:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,08:00 AM,Weekday,High
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,08:00 AM,Weekend_holiday,High
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,10:00 AM,Weekday,Low
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,10:00 AM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,12:00 PM,Weekday,Low
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,12:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,02:00 PM,Weekday,Low
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,02:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,04:00 PM,Weekday,High
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,04:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,06:00 PM,Weekday,High
Birch Lake Regional Park,53,Highway 96/White Bear Parkway,1,06:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,08:00 AM,Weekday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,08:00 AM,Weekend_holiday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,10:00 AM,Weekday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,10:00 AM,Weekend_holiday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,12:00 PM,Weekday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,12:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,02:00 PM,Weekday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,02:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,04:00 PM,Weekday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,04:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,06:00 PM,Weekday,Low
Birch Lake Regional Park,53,9th Street (White Bear Parkway) and Township Parkway,3,06:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,08:00 AM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,08:00 AM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,10:00 AM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,10:00 AM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,12:00 PM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,12:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,02:00 PM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,02:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,04:00 PM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,04:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,06:00 PM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Otter Lake Road,4,06:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,08:00 AM,Weekday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,08:00 AM,Weekend_holiday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,10:00 AM,Weekday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,10:00 AM,Weekend_holiday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,12:00 PM,Weekday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,12:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,02:00 PM,Weekday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,02:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,04:00 PM,Weekday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,04:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,06:00 PM,Weekday,Low
Birch Lake Regional Park,53,White Bear Parkway and Birch Lake Boulevard,5,06:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,08:00 AM,Weekday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,08:00 AM,Weekend_holiday,High
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,10:00 AM,Weekday,Low
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,10:00 AM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,12:00 PM,Weekday,Low
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,12:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,02:00 PM,Weekday,Low
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,02:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,04:00 PM,Weekday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,04:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,06:00 PM,Weekday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot North,6,06:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,08:00 AM,Weekday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,08:00 AM,Weekend_holiday,High
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,10:00 AM,Weekday,Low
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,10:00 AM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,12:00 PM,Weekday,Low
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,12:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,02:00 PM,Weekday,Low
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,02:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,04:00 PM,Weekday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,04:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,06:00 PM,Weekday,Medium
Birch Lake Regional Park,53,Tamarack Parking Lot South,7,06:00 PM,Weekend_holiday,Medium
Birch Lake Regional Park,53,Hammond and Township Parkway,8,08:00 AM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,08:00 AM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,10:00 AM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,10:00 AM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,12:00 PM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,12:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,02:00 PM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,02:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,04:00 PM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,04:00 PM,Weekend_holiday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,06:00 PM,Weekday,Low
Birch Lake Regional Park,53,Hammond and Township Parkway,8,06:00 PM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,08:00 AM,Weekday,High
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,08:00 AM,Weekend_holiday,High
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,10:00 AM,Weekday,Medium
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,10:00 AM,Weekend_holiday,Medium
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,12:00 PM,Weekday,Medium
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,12:00 PM,Weekend_holiday,Medium
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,02:00 PM,Weekday,Medium
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,02:00 PM,Weekend_holiday,Medium
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,04:00 PM,Weekday,High
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,04:00 PM,Weekend_holiday,High
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,06:00 PM,Weekday,High
Bruce Vento Regional Trail,54,South Trail Entrance (Northeast of the intersection of Maryland Avenue and Johnson Parkway),1,06:00 PM,Weekend_holiday,High
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,08:00 AM,Weekday,High
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,08:00 AM,Weekend_holiday,High
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,10:00 AM,Weekday,Medium
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,10:00 AM,Weekend_holiday,Medium
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,12:00 PM,Weekday,Medium
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,12:00 PM,Weekend_holiday,Medium
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,02:00 PM,Weekday,Medium
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,02:00 PM,Weekend_holiday,Medium
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,04:00 PM,Weekday,High
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,04:00 PM,Weekend_holiday,High
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,06:00 PM,Weekday,High
Bruce Vento Regional Trail,54,Gateway Intersection and Frost Avenue Entrance,2,06:00 PM,Weekend_holiday,High
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,08:00 AM,Weekday,Medium
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,08:00 AM,Weekend_holiday,Medium
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,10:00 AM,Weekday,Low
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,10:00 AM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,12:00 PM,Weekday,Low
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,12:00 PM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,02:00 PM,Weekday,Low
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,02:00 PM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,04:00 PM,Weekday,Medium
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,04:00 PM,Weekend_holiday,Medium
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,06:00 PM,Weekday,Medium
Bruce Vento Regional Trail,54,Beam Avenue Trail Entrance,3,06:00 PM,Weekend_holiday,Medium
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,08:00 AM,Weekday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,08:00 AM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,10:00 AM,Weekday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,10:00 AM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,12:00 PM,Weekday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,12:00 PM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,02:00 PM,Weekday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,02:00 PM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,04:00 PM,Weekday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,04:00 PM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,06:00 PM,Weekday,Low
Bruce Vento Regional Trail,54,Burkle Road Trail Entrance,4,06:00 PM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,City Road D and Hazelwood,5,08:00 AM,Weekday,Low
Bruce Vento Regional Trail,54,City Road D and Hazelwood,5,08:00 AM,Weekend_holiday,Low
Bruce Vento Regional Trail,54,City Road D and Hazelwood,5,10:00 AM,Weekday,Low
Bruce Vento Regional Trail,54,City Road D and Hazelwood,5,10:00 AM,Weekend_holiday,Low
