Park_trail,Entrance,Usage_class,Start_time,Day_type
65,5,Low,1800,Weekday
65,7,Low,1800,Weekend_holiday
65,7,Low,1800,Weekday
64,5,Low,1800,Weekend_holiday
64,5,Low,1800,Weekday
64,6,Low,1800,Weekend_holiday
64,6,Low,1800,Weekday
64,7,Low,1800,Weekend_holiday
64,7,Low,1800,Weekday
130,3,Low,1800,Weekend_holiday
130,3,Low,1800,Weekday
38,8,High,800,Weekend_holiday
38,8,High,800,Weekday
38,9,High,800,Weekend_holiday
38,9,High,800,Weekday
114,1,High,800,Weekend_holiday
114,1,High,800,Weekday
102,1,High,800,Weekend_holiday
102,1,High,800,Weekday
38,8,High,1000,Weekend_holiday
38,8,High,1000,Weekday
38,9,High,1000,Weekend_holiday
38,9,High,1000,Weekday
114,1,High,1000,Weekend_holiday
114,1,High,1000,Weekday
102,1,High,1000,Weekend_holiday
102,1,High,1000,Weekday
38,8,High,1200,Weekend_holiday
38,8,High,1200,Weekday
38,9,High,1200,Weekend_holiday
38,9,High,1200,Weekday
114,1,High,1200,Weekend_holiday
114,1,High,1200,Weekday
102,1,High,1200,Weekend_holiday
102,1,High,1200,Weekday
38,8,High,1400,Weekend_holiday
38,8,High,1400,Weekday
38,9,High,1400,Weekend_holiday
38,9,High,1400,Weekday
114,1,High,1400,Weekend_holiday
114,1,High,1400,Weekday
102,1,High,1400,Weekend_holiday
102,1,High,1400,Weekday
38,8,High,1600,Weekend_holiday
38,8,High,1600,Weekday
38,9,High,1600,Weekend_holiday
38,9,High,1600,Weekday
114,1,High,1600,Weekend_holiday
114,1,High,1600,Weekday
102,1,High,1600,Weekend_holiday
102,1,High,1600,Weekday
38,8,High,1800,Weekend_holiday
38,8,High,1800,Weekday
38,9,High,1800,Weekend_holiday
38,9,High,1800,Weekday
114,1,High,1800,Weekend_holiday
114,1,High,1800,Weekday
102,1,High,1800,Weekend_holiday
102,1,High,1800,Weekday
38,1,Medium,800,Weekend_holiday
38,1,Medium,800,Weekday
38,4,Medium,800,Weekend_holiday
38,4,Medium,800,Weekday
38,5,Medium,800,Weekend_holiday
38,5,Medium,800,Weekday
38,6,Medium,800,Weekend_holiday
38,6,Medium,800,Weekday
38,7,Medium,800,Weekend_holiday
38,7,Medium,800,Weekday
38,11,Medium,800,Weekend_holiday
38,11,Medium,800,Weekday
38,15,Medium,800,Weekend_holiday
38,15,Medium,800,Weekday
38,18,Medium,800,Weekend_holiday
38,18,Medium,800,Weekday
38,19,Medium,800,Weekend_holiday
38,19,Medium,800,Weekday
38,25,Medium,800,Weekend_holiday
38,25,Medium,800,Weekday
114,2,Medium,800,Weekend_holiday
114,2,Medium,800,Weekday
114,4,Medium,800,Weekend_holiday
114,4,Medium,800,Weekday
114,6,Medium,800,Weekend_holiday
114,6,Medium,800,Weekday
114,7,Medium,800,Weekend_holiday
114,7,Medium,800,Weekday
38,1,Medium,1000,Weekend_holiday
38,1,Medium,1000,Weekday
38,4,Medium,1000,Weekend_holiday
38,4,Medium,1000,Weekday
38,5,Medium,1000,Weekend_holiday
38,5,Medium,1000,Weekday
38,6,Medium,1000,Weekend_holiday
38,6,Medium,1000,Weekday
38,7,Medium,1000,Weekend_holiday
38,7,Medium,1000,Weekday
38,11,Medium,1000,Weekend_holiday
38,11,Medium,1000,Weekday
38,15,Medium,1000,Weekend_holiday
38,15,Medium,1000,Weekday
38,18,Medium,1000,Weekend_holiday
38,18,Medium,1000,Weekday
38,19,Medium,1000,Weekend_holiday
38,19,Medium,1000,Weekday
38,25,Medium,1000,Weekend_holiday
38,25,Medium,1000,Weekday
114,2,Medium,1000,Weekend_holiday
114,2,Medium,1000,Weekday
114,4,Medium,1000,Weekend_holiday
114,4,Medium,1000,Weekday
114,6,Medium,1000,Weekend_holiday
114,6,Medium,1000,Weekday
114,7,Medium,1000,Weekend_holiday
114,7,Medium,1000,Weekday
38,1,Medium,1200,Weekend_holiday
38,1,Medium,1200,Weekday
38,4,Medium,1200,Weekend_holiday
38,4,Medium,1200,Weekday
38,5,Medium,1200,Weekend_holiday
38,5,Medium,1200,Weekday
38,6,Medium,1200,Weekend_holiday
38,6,Medium,1200,Weekday
38,7,Medium,1200,Weekend_holiday
38,7,Medium,1200,Weekday
38,11,Medium,1200,Weekend_holiday
38,11,Medium,1200,Weekday
38,15,Medium,1200,Weekend_holiday
38,15,Medium,1200,Weekday
38,18,Medium,1200,Weekend_holiday
38,18,Medium,1200,Weekday
38,19,Medium,1200,Weekend_holiday
38,19,Medium,1200,Weekday
38,25,Medium,1200,Weekend_holiday
38,25,Medium,1200,Weekday
114,2,Medium,1200,Weekend_holiday
114,2,Medium,1200,Weekday
114,4,Medium,1200,Weekend_holiday
114,4,Medium,1200,Weekday
114,6,Medium,1200,Weekend_holiday
114,6,Medium,1200,Weekday
114,7,Medium,1200,Weekend_holiday
114,7,Medium,1200,Weekday
38,1,Medium,1400,Weekend_holiday
38,1,Medium,1400,Weekday
38,4,Medium,1400,Weekend_holiday
38,4,Medium,1400,Weekday
38,5,Medium,1400,Weekend_holiday
38,5,Medium,1400,Weekday
38,6,Medium,1400,Weekend_holiday
38,6,Medium,1400,Weekday
38,7,Medium,1400,Weekend_holiday
38,7,Medium,1400,Weekday
38,11,Medium,1400,Weekend_holiday
38,11,Medium,1400,Weekday
38,15,Medium,1400,Weekend_holiday
38,15,Medium,1400,Weekday
38,18,Medium,1400,Weekend_holiday
38,18,Medium,1400,Weekday
38,19,Medium,1400,Weekend_holiday
38,19,Medium,1400,Weekday
38,25,Medium,1400,Weekend_holiday
38,25,Medium,1400,Weekday
114,2,Medium,1400,Weekend_holiday
114,2,Medium,1400,Weekday
114,4,Medium,1400,Weekend_holiday
114,4,Medium,1400,Weekday
114,6,Medium,1400,Weekend_holiday
114,6,Medium,1400,Weekday
114,7,Medium,1400,Weekend_holiday
114,7,Medium,1400,Weekday
38,1,Medium,1600,Weekend_holiday
38,1,Medium,1600,Weekday
38,4,Medium,1600,Weekend_holiday
38,4,Medium,1600,Weekday
38,5,Medium,1600,Weekend_holiday
38,5,Medium,1600,Weekday
38,6,Medium,1600,Weekend_holiday
38,6,Medium,1600,Weekday
38,7,Medium,1600,Weekend_holiday
38,7,Medium,1600,Weekday
38,11,Medium,1600,Weekend_holiday
38,11,Medium,1600,Weekday
38,15,Medium,1600,Weekend_holiday
38,15,Medium,1600,Weekday
38,18,Medium,1600,Weekend_holiday
38,18,Medium,1600,Weekday
38,19,Medium,1600,Weekend_holiday
38,19,Medium,1600,Weekday
38,25,Medium,1600,Weekend_holiday
38,25,Medium,1600,Weekday
114,2,Medium,1600,Weekend_holiday
114,2,Medium,1600,Weekday
114,4,Medium,1600,Weekend_holiday
114,4,Medium,1600,Weekday
114,6,Medium,1600,Weekend_holiday
114,6,Medium,1600,Weekday
114,7,Medium,1600,Weekend_holiday
114,7,Medium,1600,Weekday
38,1,Medium,1800,Weekend_holiday
38,1,Medium,1800,Weekday
38,4,Medium,1800,Weekend_holiday
38,4,Medium,1800,Weekday
38,5,Medium,1800,Weekend_holiday
38,5,Medium,1800,Weekday
38,6,Medium,1800,Weekend_holiday
38,6,Medium,1800,Weekday
38,7,Medium,1800,Weekend_holiday
38,7,Medium,1800,Weekday
38,11,Medium,1800,Weekend_holiday
38,11,Medium,1800,Weekday
38,15,Medium,1800,Weekend_holiday
38,15,Medium,1800,Weekday
38,18,Medium,1800,Weekend_holiday
38,18,Medium,1800,Weekday
38,19,Medium,1800,Weekend_holiday
38,19,Medium,1800,Weekday
38,25,Medium,1800,Weekend_holiday
38,25,Medium,1800,Weekday
114,2,Medium,1800,Weekend_holiday
114,2,Medium,1800,Weekday
114,4,Medium,1800,Weekend_holiday
114,4,Medium,1800,Weekday
114,6,Medium,1800,Weekend_holiday
114,6,Medium,1800,Weekday
114,7,Medium,1800,Weekend_holiday
114,7,Medium,1800,Weekday
38,2,Low,800,Weekend_holiday
38,2,Low,800,Weekday
38,3,Low,800,Weekend_holiday
38,3,Low,800,Weekday
38,10,Low,800,Weekend_holiday
38,10,Low,800,Weekday
38,12,Low,800,Weekend_holiday
38,12,Low,800,Weekday
38,13,Low,800,Weekend_holiday
38,13,Low,800,Weekday
38,14,Low,800,Weekend_holiday
38,14,Low,800,Weekday
38,16,Low,800,Weekend_holiday
38,16,Low,800,Weekday
38,17,Low,800,Weekend_holiday
38,17,Low,800,Weekday
38,20,Low,800,Weekend_holiday
38,20,Low,800,Weekday
38,21,Low,800,Weekend_holiday
38,21,Low,800,Weekday
38,22,Low,800,Weekend_holiday
38,22,Low,800,Weekday
38,23,Low,800,Weekend_holiday
38,23,Low,800,Weekday
38,24,Low,800,Weekend_holiday
38,24,Low,800,Weekday
114,3,Low,800,Weekend_holiday
114,3,Low,800,Weekday
114,8,Low,800,Weekend_holiday
114,8,Low,800,Weekday
102,2,Low,800,Weekend_holiday
102,2,Low,800,Weekday
38,2,Low,1000,Weekend_holiday
38,2,Low,1000,Weekday
38,3,Low,1000,Weekend_holiday
38,3,Low,1000,Weekday
38,10,Low,1000,Weekend_holiday
38,10,Low,1000,Weekday
38,12,Low,1000,Weekend_holiday
38,12,Low,1000,Weekday
38,13,Low,1000,Weekend_holiday
38,13,Low,1000,Weekday
38,14,Low,1000,Weekend_holiday
38,14,Low,1000,Weekday
38,16,Low,1000,Weekend_holiday
38,16,Low,1000,Weekday
38,17,Low,1000,Weekend_holiday
38,17,Low,1000,Weekday
38,20,Low,1000,Weekend_holiday
38,20,Low,1000,Weekday
38,21,Low,1000,Weekend_holiday
38,21,Low,1000,Weekday
38,22,Low,1000,Weekend_holiday
38,22,Low,1000,Weekday
38,23,Low,1000,Weekend_holiday
38,23,Low,1000,Weekday
38,24,Low,1000,Weekend_holiday
38,24,Low,1000,Weekday
114,3,Low,1000,Weekend_holiday
114,3,Low,1000,Weekday
114,8,Low,1000,Weekend_holiday
114,8,Low,1000,Weekday
102,2,Low,1000,Weekend_holiday
102,2,Low,1000,Weekday
38,2,Low,1200,Weekend_holiday
38,2,Low,1200,Weekday
38,3,Low,1200,Weekend_holiday
38,3,Low,1200,Weekday
38,10,Low,1200,Weekend_holiday
38,10,Low,1200,Weekday
38,12,Low,1200,Weekend_holiday
38,12,Low,1200,Weekday
38,13,Low,1200,Weekend_holiday
38,13,Low,1200,Weekday
38,14,Low,1200,Weekend_holiday
38,14,Low,1200,Weekday
38,16,Low,1200,Weekend_holiday
38,16,Low,1200,Weekday
38,17,Low,1200,Weekend_holiday
38,17,Low,1200,Weekday
38,20,Low,1200,Weekend_holiday
38,20,Low,1200,Weekday
38,21,Low,1200,Weekend_holiday
38,21,Low,1200,Weekday
38,22,Low,1200,Weekend_holiday
38,22,Low,1200,Weekday
38,23,Low,1200,Weekend_holiday
38,23,Low,1200,Weekday
38,24,Low,1200,Weekend_holiday
38,24,Low,1200,Weekday
114,3,Low,1200,Weekend_holiday
114,3,Low,1200,Weekday
114,8,Low,1200,Weekend_holiday
114,8,Low,1200,Weekday
102,2,Low,1200,Weekend_holiday
102,2,Low,1200,Weekday
38,2,Low,1400,Weekend_holiday
38,2,Low,1400,Weekday
38,3,Low,1400,Weekend_holiday
38,3,Low,1400,Weekday
38,10,Low,1400,Weekend_holiday
38,10,Low,1400,Weekday
38,12,Low,1400,Weekend_holiday
38,12,Low,1400,Weekday
38,13,Low,1400,Weekend_holiday
38,13,Low,1400,Weekday
38,14,Low,1400,Weekend_holiday
38,14,Low,1400,Weekday
38,16,Low,1400,Weekend_holiday
38,16,Low,1400,Weekday
38,17,Low,1400,Weekend_holiday
38,17,Low,1400,Weekday
38,20,Low,1400,Weekend_holiday
38,20,Low,1400,Weekday
38,21,Low,1400,Weekend_holiday
38,21,Low,1400,Weekday
38,22,Low,1400,Weekend_holiday
38,22,Low,1400,Weekday
38,23,Low,1400,Weekend_holiday
38,23,Low,1400,Weekday
38,24,Low,1400,Weekend_holiday
38,24,Low,1400,Weekday
114,3,Low,1400,Weekend_holiday
114,3,Low,1400,Weekday
114,8,Low,1400,Weekend_holiday
114,8,Low,1400,Weekday
102,2,Low,1400,Weekend_holiday
102,2,Low,1400,Weekday
38,2,Low,1600,Weekend_holiday
38,2,Low,1600,Weekday
38,3,Low,1600,Weekend_holiday
38,3,Low,1600,Weekday
38,10,Low,1600,Weekend_holiday
38,10,Low,1600,Weekday
38,12,Low,1600,Weekend_holiday
38,12,Low,1600,Weekday
38,13,Low,1600,Weekend_holiday
38,13,Low,1600,Weekday
38,14,Low,1600,Weekend_holiday
38,14,Low,1600,Weekday
38,16,Low,1600,Weekend_holiday
38,16,Low,1600,Weekday
38,17,Low,1600,Weekend_holiday
38,17,Low,1600,Weekday
38,20,Low,1600,Weekend_holiday
38,20,Low,1600,Weekday
38,21,Low,1600,Weekend_holiday
38,21,Low,1600,Weekday
38,22,Low,1600,Weekend_holiday
38,22,Low,1600,Weekday
38,23,Low,1600,Weekend_holiday
38,23,Low,1600,Weekday
38,24,Low,1600,Weekend_holiday
38,24,Low,1600,Weekday
114,3,Low,1600,Weekend_holiday
114,3,Low,1600,Weekday
114,8,Low,1600,Weekend_holiday
114,8,Low,1600,Weekday
102,2,Low,1600,Weekend_holiday
102,2,Low,1600,Weekday
38,2,Low,1800,Weekend_holiday
38,2,Low,1800,Weekday
38,3,Low,1800,Weekend_holiday
38,3,Low,1800,Weekday
38,10,Low,1800,Weekend_holiday
38,10,Low,1800,Weekday
38,12,Low,1800,Weekend_holiday
38,12,Low,1800,Weekday
38,13,Low,1800,Weekend_holiday
38,13,Low,1800,Weekday
38,14,Low,1800,Weekend_holiday
38,14,Low,1800,Weekday
38,16,Low,1800,Weekend_holiday
38,16,Low,1800,Weekday
38,17,Low,1800,Weekend_holiday
38,17,Low,1800,Weekday
38,20,Low,1800,Weekend_holiday
38,20,Low,1800,Weekday
38,21,Low,1800,Weekend_holiday
38,21,Low,1800,Weekday
38,22,Low,1800,Weekend_holiday
38,22,Low,1800,Weekday
38,23,Low,1800,Weekend_holiday
38,23,Low,1800,Weekday
38,24,Low,1800,Weekend_holiday
38,24,Low,1800,Weekday
114,3,Low,1800,Weekend_holiday
114,3,Low,1800,Weekday
114,8,Low,1800,Weekend_holiday
114,8,Low,1800,Weekday
102,2,Low,1800,Weekend_holiday
102,2,Low,1800,Weekday
21,1,High,800,Weekend_holiday
21,1,High,800,Weekday
77,3,High,800,Weekend_holiday
77,3,High,800,Weekday
77,6,High,800,Weekend_holiday
77,6,High,800,Weekday
77,7,High,800,Weekend_holiday
77,7,High,800,Weekday
97,1,High,800,Weekend_holiday
97,1,High,800,Weekday
78,3,High,800,Weekend_holiday
78,3,High,800,Weekday
22,1,High,800,Weekend_holiday
22,1,High,800,Weekday
40,1,High,800,Weekend_holiday
40,1,High,800,Weekday
40,7,High,800,Weekend_holiday
40,7,High,800,Weekday
40,8,High,800,Weekend_holiday
40,8,High,800,Weekday
24,1,High,800,Weekend_holiday
24,1,High,800,Weekday
89,11,High,800,Weekend_holiday
89,11,High,800,Weekday
89,16,High,800,Weekend_holiday
89,16,High,800,Weekday
89,19,High,800,Weekend_holiday
89,19,High,800,Weekday
89,29,High,800,Weekend_holiday
89,29,High,800,Weekday
23,1,High,800,Weekend_holiday
23,1,High,800,Weekday
23,8,High,800,Weekend_holiday
23,8,High,800,Weekday
39,6,High,800,Weekend_holiday
39,6,High,800,Weekday
39,20,High,800,Weekend_holiday
39,20,High,800,Weekday
39,28,High,800,Weekend_holiday
39,28,High,800,Weekday
76,3,High,800,Weekend_holiday
76,3,High,800,Weekday
76,7,High,800,Weekend_holiday
76,7,High,800,Weekday
79,1,High,800,Weekend_holiday
79,1,High,800,Weekday
79,9,High,800,Weekend_holiday
79,9,High,800,Weekday
25,1,High,800,Weekend_holiday
25,1,High,800,Weekday
34,1,High,800,Weekend_holiday
34,1,High,800,Weekday
26,2,High,800,Weekend_holiday
26,2,High,800,Weekday
26,3,High,800,Weekend_holiday
26,3,High,800,Weekday
88,13,High,800,Weekend_holiday
88,13,High,800,Weekday
88,41,High,800,Weekend_holiday
88,41,High,800,Weekday
88,43,High,800,Weekend_holiday
88,43,High,800,Weekday
88,44,High,800,Weekend_holiday
88,44,High,800,Weekday
88,55,High,800,Weekend_holiday
88,55,High,800,Weekday
88,56,High,800,Weekend_holiday
88,56,High,800,Weekday
88,57,High,800,Weekend_holiday
88,57,High,800,Weekday
27,2,High,800,Weekend_holiday
27,2,High,800,Weekday
32,1,High,800,Weekend_holiday
32,1,High,800,Weekday
96,1,High,800,Weekend_holiday
96,1,High,800,Weekday
96,22,High,800,Weekend_holiday
96,22,High,800,Weekday
33,1,High,800,Weekend_holiday
33,1,High,800,Weekday
28,1,High,800,Weekend_holiday
28,1,High,800,Weekday
35,1,High,800,Weekend_holiday
35,1,High,800,Weekday
35,9,High,800,Weekend_holiday
35,9,High,800,Weekday
30,1,High,800,Weekend_holiday
30,1,High,800,Weekday
29,2,High,800,Weekend_holiday
29,2,High,800,Weekday
29,10,High,800,Weekend_holiday
29,10,High,800,Weekday
29,25,High,800,Weekend_holiday
29,25,High,800,Weekday
29,30,High,800,Weekend_holiday
29,30,High,800,Weekday
29,37,High,800,Weekend_holiday
29,37,High,800,Weekday
29,44,High,800,Weekend_holiday
29,44,High,800,Weekday
117,1,High,800,Weekend_holiday
117,1,High,800,Weekday
80,1,High,800,Weekend_holiday
80,1,High,800,Weekday
31,1,High,800,Weekend_holiday
31,1,High,800,Weekday
115,1,High,800,Weekend_holiday
115,1,High,800,Weekday
115,10,High,800,Weekend_holiday
115,10,High,800,Weekday
115,11,High,800,Weekend_holiday
115,11,High,800,Weekday
36,1,High,800,Weekend_holiday
36,1,High,800,Weekday
111,11,High,800,Weekend_holiday
111,11,High,800,Weekday
101,1,High,800,Weekend_holiday
101,1,High,800,Weekday
101,2,High,800,Weekend_holiday
101,2,High,800,Weekday
84,1,High,800,Weekend_holiday
84,1,High,800,Weekday
37,1,High,800,Weekend_holiday
37,1,High,800,Weekday
132,5,High,800,Weekend_holiday
132,5,High,800,Weekday
132,14,High,800,Weekend_holiday
132,14,High,800,Weekday
131,1,High,800,Weekend_holiday
131,1,High,800,Weekday
131,4,High,800,Weekend_holiday
131,4,High,800,Weekday
131,5,High,800,Weekend_holiday
131,5,High,800,Weekday
131,6,High,800,Weekend_holiday
131,6,High,800,Weekday
131,7,High,800,Weekend_holiday
131,7,High,800,Weekday
21,1,High,1000,Weekend_holiday
21,1,High,1000,Weekday
77,3,High,1000,Weekend_holiday
77,3,High,1000,Weekday
77,6,High,1000,Weekend_holiday
77,6,High,1000,Weekday
77,7,High,1000,Weekend_holiday
77,7,High,1000,Weekday
97,1,High,1000,Weekend_holiday
97,1,High,1000,Weekday
78,3,High,1000,Weekend_holiday
78,3,High,1000,Weekday
22,1,High,1000,Weekend_holiday
22,1,High,1000,Weekday
40,1,High,1000,Weekend_holiday
40,1,High,1000,Weekday
40,7,High,1000,Weekend_holiday
40,7,High,1000,Weekday
40,8,High,1000,Weekend_holiday
40,8,High,1000,Weekday
24,1,High,1000,Weekend_holiday
24,1,High,1000,Weekday
89,11,High,1000,Weekend_holiday
89,11,High,1000,Weekday
89,16,High,1000,Weekend_holiday
89,16,High,1000,Weekday
89,19,High,1000,Weekend_holiday
89,19,High,1000,Weekday
89,29,High,1000,Weekend_holiday
89,29,High,1000,Weekday
23,1,High,1000,Weekend_holiday
23,1,High,1000,Weekday
23,8,High,1000,Weekend_holiday
23,8,High,1000,Weekday
39,6,High,1000,Weekend_holiday
39,6,High,1000,Weekday
39,20,High,1000,Weekend_holiday
39,20,High,1000,Weekday
39,28,High,1000,Weekend_holiday
39,28,High,1000,Weekday
76,3,High,1000,Weekend_holiday
76,3,High,1000,Weekday
76,7,High,1000,Weekend_holiday
76,7,High,1000,Weekday
79,1,High,1000,Weekend_holiday
79,1,High,1000,Weekday
79,9,High,1000,Weekend_holiday
79,9,High,1000,Weekday
25,1,High,1000,Weekend_holiday
25,1,High,1000,Weekday
34,1,High,1000,Weekend_holiday
34,1,High,1000,Weekday
26,2,High,1000,Weekend_holiday
26,2,High,1000,Weekday
26,3,High,1000,Weekend_holiday
26,3,High,1000,Weekday
88,13,High,1000,Weekend_holiday
88,13,High,1000,Weekday
88,41,High,1000,Weekend_holiday
88,41,High,1000,Weekday
88,43,High,1000,Weekend_holiday
88,43,High,1000,Weekday
88,44,High,1000,Weekend_holiday
88,44,High,1000,Weekday
88,55,High,1000,Weekend_holiday
88,55,High,1000,Weekday
88,56,High,1000,Weekend_holiday
88,56,High,1000,Weekday
88,57,High,1000,Weekend_holiday
88,57,High,1000,Weekday
27,2,High,1000,Weekend_holiday
27,2,High,1000,Weekday
32,1,High,1000,Weekend_holiday
32,1,High,1000,Weekday
96,1,High,1000,Weekend_holiday
96,1,High,1000,Weekday
96,22,High,1000,Weekend_holiday
96,22,High,1000,Weekday
33,1,High,1000,Weekend_holiday
33,1,High,1000,Weekday
28,1,High,1000,Weekend_holiday
28,1,High,1000,Weekday
35,1,High,1000,Weekend_holiday
35,1,High,1000,Weekday
35,9,High,1000,Weekend_holiday
35,9,High,1000,Weekday
30,1,High,1000,Weekend_holiday
30,1,High,1000,Weekday
29,2,High,1000,Weekend_holiday
29,2,High,1000,Weekday
29,10,High,1000,Weekend_holiday
29,10,High,1000,Weekday
29,25,High,1000,Weekend_holiday
29,25,High,1000,Weekday
29,30,High,1000,Weekend_holiday
29,30,High,1000,Weekday
29,37,High,1000,Weekend_holiday
29,37,High,1000,Weekday
29,44,High,1000,Weekend_holiday
29,44,High,1000,Weekday
117,1,High,1000,Weekend_holiday
117,1,High,1000,Weekday
80,1,High,1000,Weekend_holiday
80,1,High,1000,Weekday
31,1,High,1000,Weekend_holiday
31,1,High,1000,Weekday
115,1,High,1000,Weekend_holiday
115,1,High,1000,Weekday
115,10,High,1000,Weekend_holiday
115,10,High,1000,Weekday
115,11,High,1000,Weekend_holiday
115,11,High,1000,Weekday
36,1,High,1000,Weekend_holiday
36,1,High,1000,Weekday
111,11,High,1000,Weekend_holiday
111,11,High,1000,Weekday
101,1,High,1000,Weekend_holiday
101,1,High,1000,Weekday
101,2,High,1000,Weekend_holiday
101,2,High,1000,Weekday
84,1,High,1000,Weekend_holiday
84,1,High,1000,Weekday
37,1,High,1000,Weekend_holiday
37,1,High,1000,Weekday
132,5,High,1000,Weekend_holiday
132,5,High,1000,Weekday
132,14,High,1000,Weekend_holiday
132,14,High,1000,Weekday
131,1,High,1000,Weekend_holiday
131,1,High,1000,Weekday
131,4,High,1000,Weekend_holiday
131,4,High,1000,Weekday
131,5,High,1000,Weekend_holiday
131,5,High,1000,Weekday
131,6,High,1000,Weekend_holiday
131,6,High,1000,Weekday
131,7,High,1000,Weekend_holiday
131,7,High,1000,Weekday
21,1,High,1200,Weekend_holiday
21,1,High,1200,Weekday
77,3,High,1200,Weekend_holiday
77,3,High,1200,Weekday
77,6,High,1200,Weekend_holiday
77,6,High,1200,Weekday
77,7,High,1200,Weekend_holiday
77,7,High,1200,Weekday
97,1,High,1200,Weekend_holiday
97,1,High,1200,Weekday
78,3,High,1200,Weekend_holiday
78,3,High,1200,Weekday
22,1,High,1200,Weekend_holiday
22,1,High,1200,Weekday
40,1,High,1200,Weekend_holiday
40,1,High,1200,Weekday
40,7,High,1200,Weekend_holiday
40,7,High,1200,Weekday
40,8,High,1200,Weekend_holiday
40,8,High,1200,Weekday
24,1,High,1200,Weekend_holiday
24,1,High,1200,Weekday
89,11,High,1200,Weekend_holiday
89,11,High,1200,Weekday
89,16,High,1200,Weekend_holiday
89,16,High,1200,Weekday
89,19,High,1200,Weekend_holiday
89,19,High,1200,Weekday
89,29,High,1200,Weekend_holiday
89,29,High,1200,Weekday
23,1,High,1200,Weekend_holiday
23,1,High,1200,Weekday
23,8,High,1200,Weekend_holiday
23,8,High,1200,Weekday
39,6,High,1200,Weekend_holiday
39,6,High,1200,Weekday
39,20,High,1200,Weekend_holiday
39,20,High,1200,Weekday
39,28,High,1200,Weekend_holiday
39,28,High,1200,Weekday
76,3,High,1200,Weekend_holiday
76,3,High,1200,Weekday
76,7,High,1200,Weekend_holiday
76,7,High,1200,Weekday
79,1,High,1200,Weekend_holiday
79,1,High,1200,Weekday
79,9,High,1200,Weekend_holiday
79,9,High,1200,Weekday
25,1,High,1200,Weekend_holiday
25,1,High,1200,Weekday
34,1,High,1200,Weekend_holiday
34,1,High,1200,Weekday
26,2,High,1200,Weekend_holiday
26,2,High,1200,Weekday
26,3,High,1200,Weekend_holiday
26,3,High,1200,Weekday
88,13,High,1200,Weekend_holiday
88,13,High,1200,Weekday
88,41,High,1200,Weekend_holiday
88,41,High,1200,Weekday
88,43,High,1200,Weekend_holiday
88,43,High,1200,Weekday
88,44,High,1200,Weekend_holiday
88,44,High,1200,Weekday
88,55,High,1200,Weekend_holiday
88,55,High,1200,Weekday
88,56,High,1200,Weekend_holiday
88,56,High,1200,Weekday
88,57,High,1200,Weekend_holiday
88,57,High,1200,Weekday
27,2,High,1200,Weekend_holiday
27,2,High,1200,Weekday
32,1,High,1200,Weekend_holiday
32,1,High,1200,Weekday
96,1,High,1200,Weekend_holiday
96,1,High,1200,Weekday
96,22,High,1200,Weekend_holiday
96,22,High,1200,Weekday
33,1,High,1200,Weekend_holiday
33,1,High,1200,Weekday
28,1,High,1200,Weekend_holiday
28,1,High,1200,Weekday
35,1,High,1200,Weekend_holiday
35,1,High,1200,Weekday
35,9,High,1200,Weekend_holiday
35,9,High,1200,Weekday
30,1,High,1200,Weekend_holiday
30,1,High,1200,Weekday
29,2,High,1200,Weekend_holiday
29,2,High,1200,Weekday
29,10,High,1200,Weekend_holiday
29,10,High,1200,Weekday
29,25,High,1200,Weekend_holiday
29,25,High,1200,Weekday
29,30,High,1200,Weekend_holiday
29,30,High,1200,Weekday
29,37,High,1200,Weekend_holiday
29,37,High,1200,Weekday
29,44,High,1200,Weekend_holiday
29,44,High,1200,Weekday
117,1,High,1200,Weekend_holiday
117,1,High,1200,Weekday
80,1,High,1200,Weekend_holiday
80,1,High,1200,Weekday
31,1,High,1200,Weekend_holiday
31,1,High,1200,Weekday
115,1,High,1200,Weekend_holiday
115,1,High,1200,Weekday
115,10,High,1200,Weekend_holiday
115,10,High,1200,Weekday
115,11,High,1200,Weekend_holiday
115,11,High,1200,Weekday
36,1,High,1200,Weekend_holiday
36,1,High,1200,Weekday
111,11,High,1200,Weekend_holiday
111,11,High,1200,Weekday
101,1,High,1200,Weekend_holiday
101,1,High,1200,Weekday
101,2,High,1200,Weekend_holiday
101,2,High,1200,Weekday
84,1,High,1200,Weekend_holiday
84,1,High,1200,Weekday
37,1,High,1200,Weekend_holiday
37,1,High,1200,Weekday
132,5,High,1200,Weekend_holiday
132,5,High,1200,Weekday
132,14,High,1200,Weekend_holiday
132,14,High,1200,Weekday
131,1,High,1200,Weekend_holiday
131,1,High,1200,Weekday
131,4,High,1200,Weekend_holiday
131,4,High,1200,Weekday
131,5,High,1200,Weekend_holiday
131,5,High,1200,Weekday
131,6,High,1200,Weekend_holiday
131,6,High,1200,Weekday
131,7,High,1200,Weekend_holiday
131,7,High,1200,Weekday
21,1,High,1400,Weekend_holiday
21,1,High,1400,Weekday
77,3,High,1400,Weekend_holiday
77,3,High,1400,Weekday
77,6,High,1400,Weekend_holiday
77,6,High,1400,Weekday
77,7,High,1400,Weekend_holiday
77,7,High,1400,Weekday
97,1,High,1400,Weekend_holiday
97,1,High,1400,Weekday
78,3,High,1400,Weekend_holiday
78,3,High,1400,Weekday
22,1,High,1400,Weekend_holiday
22,1,High,1400,Weekday
40,1,High,1400,Weekend_holiday
40,1,High,1400,Weekday
40,7,High,1400,Weekend_holiday
40,7,High,1400,Weekday
40,8,High,1400,Weekend_holiday
