Park_trail,Entrance,Usage_class,Start_time,Day_type
43,47,Medium,1600,Weekend_holiday
43,47,Medium,1600,Weekday
43,50,Medium,1600,Weekend_holiday
43,50,Medium,1600,Weekday
43,51,Medium,1600,Weekend_holiday
43,51,Medium,1600,Weekday
43,52,Medium,1600,Weekend_holiday
43,52,Medium,1600,Weekday
43,57,Medium,1600,Weekend_holiday
43,57,Medium,1600,Weekday
42,3,Medium,1600,Weekend_holiday
42,3,Medium,1600,Weekday
42,6,Medium,1600,Weekend_holiday
42,6,Medium,1600,Weekday
42,7,Medium,1600,Weekend_holiday
42,7,Medium,1600,Weekday
42,10,Medium,1600,Weekend_holiday
42,10,Medium,1600,Weekday
42,11,Medium,1600,Weekend_holiday
42,11,Medium,1600,Weekday
42,12,Medium,1600,Weekend_holiday
42,12,Medium,1600,Weekday
42,21,Medium,1600,Weekend_holiday
42,21,Medium,1600,Weekday
42,25,Medium,1600,Weekend_holiday
42,25,Medium,1600,Weekday
42,27,Medium,1600,Weekend_holiday
42,27,Medium,1600,Weekday
49,1,Medium,1600,Weekend_holiday
49,1,Medium,1600,Weekday
49,2,Medium,1600,Weekend_holiday
49,2,Medium,1600,Weekday
49,7,Medium,1600,Weekend_holiday
49,7,Medium,1600,Weekday
49,11,Medium,1600,Weekend_holiday
49,11,Medium,1600,Weekday
50,2,Medium,1600,Weekend_holiday
50,2,Medium,1600,Weekday
50,3,Medium,1600,Weekend_holiday
50,3,Medium,1600,Weekday
50,4,Medium,1600,Weekend_holiday
50,4,Medium,1600,Weekday
50,5,Medium,1600,Weekend_holiday
50,5,Medium,1600,Weekday
50,7,Medium,1600,Weekend_holiday
50,7,Medium,1600,Weekday
50,8,Medium,1600,Weekend_holiday
50,8,Medium,1600,Weekday
50,9,Medium,1600,Weekend_holiday
50,9,Medium,1600,Weekday
50,10,Medium,1600,Weekend_holiday
50,10,Medium,1600,Weekday
50,12,Medium,1600,Weekend_holiday
50,12,Medium,1600,Weekday
50,13,Medium,1600,Weekend_holiday
50,13,Medium,1600,Weekday
50,14,Medium,1600,Weekend_holiday
50,14,Medium,1600,Weekday
50,15,Medium,1600,Weekend_holiday
50,15,Medium,1600,Weekday
50,16,Medium,1600,Weekend_holiday
50,16,Medium,1600,Weekday
50,17,Medium,1600,Weekend_holiday
50,17,Medium,1600,Weekday
50,18,Medium,1600,Weekend_holiday
50,18,Medium,1600,Weekday
50,19,Medium,1600,Weekend_holiday
50,19,Medium,1600,Weekday
50,20,Medium,1600,Weekend_holiday
50,20,Medium,1600,Weekday
50,21,Medium,1600,Weekend_holiday
50,21,Medium,1600,Weekday
50,22,Medium,1600,Weekend_holiday
50,22,Medium,1600,Weekday
50,25,Medium,1600,Weekend_holiday
50,25,Medium,1600,Weekday
50,26,Medium,1600,Weekend_holiday
50,26,Medium,1600,Weekday
50,27,Medium,1600,Weekend_holiday
50,27,Medium,1600,Weekday
50,28,Medium,1600,Weekend_holiday
50,28,Medium,1600,Weekday
50,29,Medium,1600,Weekend_holiday
50,29,Medium,1600,Weekday
50,30,Medium,1600,Weekend_holiday
50,30,Medium,1600,Weekday
50,31,Medium,1600,Weekend_holiday
50,31,Medium,1600,Weekday
50,32,Medium,1600,Weekend_holiday
50,32,Medium,1600,Weekday
92,1,Medium,1600,Weekend_holiday
92,1,Medium,1600,Weekday
91,2,Medium,1600,Weekend_holiday
91,2,Medium,1600,Weekday
91,3,Medium,1600,Weekend_holiday
91,3,Medium,1600,Weekday
91,5,Medium,1600,Weekend_holiday
91,5,Medium,1600,Weekday
91,6,Medium,1600,Weekend_holiday
91,6,Medium,1600,Weekday
90,3,Medium,1600,Weekend_holiday
90,3,Medium,1600,Weekday
90,5,Medium,1600,Weekend_holiday
90,5,Medium,1600,Weekday
90,9,Medium,1600,Weekend_holiday
90,9,Medium,1600,Weekday
90,10,Medium,1600,Weekend_holiday
90,10,Medium,1600,Weekday
100,2,Medium,1600,Weekend_holiday
100,2,Medium,1600,Weekday
100,3,Medium,1600,Weekend_holiday
100,3,Medium,1600,Weekday
100,4,Medium,1600,Weekend_holiday
100,4,Medium,1600,Weekday
100,6,Medium,1600,Weekend_holiday
100,6,Medium,1600,Weekday
100,7,Medium,1600,Weekend_holiday
100,7,Medium,1600,Weekday
103,1,Medium,1600,Weekend_holiday
103,1,Medium,1600,Weekday
103,4,Medium,1600,Weekend_holiday
103,4,Medium,1600,Weekday
103,6,Medium,1600,Weekend_holiday
103,6,Medium,1600,Weekday
103,7,Medium,1600,Weekend_holiday
103,7,Medium,1600,Weekday
47,2,Medium,1600,Weekend_holiday
47,2,Medium,1600,Weekday
47,8,Medium,1600,Weekend_holiday
47,8,Medium,1600,Weekday
47,9,Medium,1600,Weekend_holiday
47,9,Medium,1600,Weekday
94,1,Medium,1600,Weekend_holiday
94,1,Medium,1600,Weekday
94,3,Medium,1600,Weekend_holiday
94,3,Medium,1600,Weekday
94,5,Medium,1600,Weekend_holiday
94,5,Medium,1600,Weekday
94,7,Medium,1600,Weekend_holiday
94,7,Medium,1600,Weekday
94,8,Medium,1600,Weekend_holiday
94,8,Medium,1600,Weekday
94,9,Medium,1600,Weekend_holiday
94,9,Medium,1600,Weekday
135,4,Medium,1600,Weekend_holiday
135,4,Medium,1600,Weekday
135,5,Medium,1600,Weekend_holiday
135,5,Medium,1600,Weekday
41,1,Medium,1800,Weekend_holiday
41,1,Medium,1800,Weekday
41,8,Medium,1800,Weekend_holiday
41,8,Medium,1800,Weekday
41,10,Medium,1800,Weekend_holiday
41,10,Medium,1800,Weekday
93,2,Medium,1800,Weekend_holiday
93,2,Medium,1800,Weekday
93,3,Medium,1800,Weekend_holiday
93,3,Medium,1800,Weekday
45,3,Medium,1800,Weekend_holiday
45,3,Medium,1800,Weekday
45,4,Medium,1800,Weekend_holiday
45,4,Medium,1800,Weekday
45,5,Medium,1800,Weekend_holiday
45,5,Medium,1800,Weekday
45,6,Medium,1800,Weekend_holiday
45,6,Medium,1800,Weekday
45,11,Medium,1800,Weekend_holiday
45,11,Medium,1800,Weekday
45,12,Medium,1800,Weekend_holiday
45,12,Medium,1800,Weekday
45,14,Medium,1800,Weekend_holiday
45,14,Medium,1800,Weekday
45,15,Medium,1800,Weekend_holiday
45,15,Medium,1800,Weekday
45,16,Medium,1800,Weekend_holiday
45,16,Medium,1800,Weekday
45,17,Medium,1800,Weekend_holiday
45,17,Medium,1800,Weekday
44,4,Medium,1800,Weekend_holiday
44,4,Medium,1800,Weekday
44,9,Medium,1800,Weekend_holiday
44,9,Medium,1800,Weekday
44,15,Medium,1800,Weekend_holiday
44,15,Medium,1800,Weekday
44,27,Medium,1800,Weekend_holiday
44,27,Medium,1800,Weekday
48,5,Medium,1800,Weekend_holiday
48,5,Medium,1800,Weekday
48,7,Medium,1800,Weekend_holiday
48,7,Medium,1800,Weekday
48,8,Medium,1800,Weekend_holiday
48,8,Medium,1800,Weekday
48,9,Medium,1800,Weekend_holiday
48,9,Medium,1800,Weekday
48,10,Medium,1800,Weekend_holiday
48,10,Medium,1800,Weekday
48,11,Medium,1800,Weekend_holiday
48,11,Medium,1800,Weekday
48,16,Medium,1800,Weekend_holiday
48,16,Medium,1800,Weekday
48,17,Medium,1800,Weekend_holiday
48,17,Medium,1800,Weekday
48,18,Medium,1800,Weekend_holiday
48,18,Medium,1800,Weekday
48,19,Medium,1800,Weekend_holiday
48,19,Medium,1800,Weekday
48,20,Medium,1800,Weekend_holiday
48,20,Medium,1800,Weekday
48,22,Medium,1800,Weekend_holiday
48,22,Medium,1800,Weekday
46,1,Medium,1800,Weekend_holiday
46,1,Medium,1800,Weekday
46,2,Medium,1800,Weekend_holiday
46,2,Medium,1800,Weekday
46,3,Medium,1800,Weekend_holiday
46,3,Medium,1800,Weekday
46,7,Medium,1800,Weekend_holiday
46,7,Medium,1800,Weekday
46,8,Medium,1800,Weekend_holiday
46,8,Medium,1800,Weekday
46,16,Medium,1800,Weekend_holiday
46,16,Medium,1800,Weekday
46,19,Medium,1800,Weekend_holiday
46,19,Medium,1800,Weekday
46,25,Medium,1800,Weekend_holiday
46,25,Medium,1800,Weekday
46,27,Medium,1800,Weekend_holiday
46,27,Medium,1800,Weekday
46,31,Medium,1800,Weekend_holiday
46,31,Medium,1800,Weekday
46,34,Medium,1800,Weekend_holiday
46,34,Medium,1800,Weekday
46,35,Medium,1800,Weekend_holiday
46,35,Medium,1800,Weekday
46,37,Medium,1800,Weekend_holiday
46,37,Medium,1800,Weekday
46,38,Medium,1800,Weekend_holiday
46,38,Medium,1800,Weekday
46,40,Medium,1800,Weekend_holiday
46,40,Medium,1800,Weekday
46,42,Medium,1800,Weekend_holiday
46,42,Medium,1800,Weekday
46,43,Medium,1800,Weekend_holiday
46,43,Medium,1800,Weekday
43,1,Medium,1800,Weekend_holiday
43,1,Medium,1800,Weekday
43,2,Medium,1800,Weekend_holiday
43,2,Medium,1800,Weekday
43,3,Medium,1800,Weekend_holiday
43,3,Medium,1800,Weekday
43,11,Medium,1800,Weekend_holiday
43,11,Medium,1800,Weekday
43,18,Medium,1800,Weekend_holiday
43,18,Medium,1800,Weekday
43,26,Medium,1800,Weekend_holiday
43,26,Medium,1800,Weekday
43,29,Medium,1800,Weekend_holiday
43,29,Medium,1800,Weekday
43,34,Medium,1800,Weekend_holiday
43,34,Medium,1800,Weekday
43,38,Medium,1800,Weekend_holiday
43,38,Medium,1800,Weekday
43,44,Medium,1800,Weekend_holiday
43,44,Medium,1800,Weekday
43,45,Medium,1800,Weekend_holiday
43,45,Medium,1800,Weekday
43,47,Medium,1800,Weekend_holiday
43,47,Medium,1800,Weekday
43,50,Medium,1800,Weekend_holiday
43,50,Medium,1800,Weekday
43,51,Medium,1800,Weekend_holiday
43,51,Medium,1800,Weekday
43,52,Medium,1800,Weekend_holiday
43,52,Medium,1800,Weekday
42,7,Medium,1800,Weekend_holiday
42,7,Medium,1800,Weekday
42,11,Medium,1800,Weekend_holiday
42,11,Medium,1800,Weekday
42,21,Medium,1800,Weekend_holiday
42,21,Medium,1800,Weekday
42,25,Medium,1800,Weekend_holiday
42,25,Medium,1800,Weekday
42,27,Medium,1800,Weekend_holiday
42,27,Medium,1800,Weekday
49,1,Medium,1800,Weekend_holiday
49,1,Medium,1800,Weekday
49,2,Medium,1800,Weekend_holiday
49,2,Medium,1800,Weekday
49,7,Medium,1800,Weekend_holiday
49,7,Medium,1800,Weekday
50,2,Medium,1800,Weekend_holiday
50,2,Medium,1800,Weekday
50,3,Medium,1800,Weekend_holiday
50,3,Medium,1800,Weekday
50,4,Medium,1800,Weekend_holiday
50,4,Medium,1800,Weekday
50,5,Medium,1800,Weekend_holiday
50,5,Medium,1800,Weekday
50,7,Medium,1800,Weekend_holiday
50,7,Medium,1800,Weekday
50,8,Medium,1800,Weekend_holiday
50,8,Medium,1800,Weekday
50,9,Medium,1800,Weekend_holiday
50,9,Medium,1800,Weekday
50,10,Medium,1800,Weekend_holiday
50,10,Medium,1800,Weekday
50,12,Medium,1800,Weekend_holiday
50,12,Medium,1800,Weekday
50,13,Medium,1800,Weekend_holiday
50,13,Medium,1800,Weekday
50,14,Medium,1800,Weekend_holiday
50,14,Medium,1800,Weekday
50,15,Medium,1800,Weekend_holiday
50,15,Medium,1800,Weekday
50,16,Medium,1800,Weekend_holiday
50,16,Medium,1800,Weekday
50,17,Medium,1800,Weekend_holiday
50,17,Medium,1800,Weekday
50,18,Medium,1800,Weekend_holiday
50,18,Medium,1800,Weekday
50,19,Medium,1800,Weekend_holiday
50,19,Medium,1800,Weekday
50,20,Medium,1800,Weekend_holiday
50,20,Medium,1800,Weekday
50,21,Medium,1800,Weekend_holiday
50,21,Medium,1800,Weekday
50,22,Medium,1800,Weekend_holiday
50,22,Medium,1800,Weekday
50,25,Medium,1800,Weekend_holiday
50,25,Medium,1800,Weekday
50,26,Medium,1800,Weekend_holiday
50,26,Medium,1800,Weekday
50,27,Medium,1800,Weekend_holiday
50,27,Medium,1800,Weekday
50,28,Medium,1800,Weekend_holiday
50,28,Medium,1800,Weekday
50,29,Medium,1800,Weekend_holiday
50,29,Medium,1800,Weekday
50,30,Medium,1800,Weekend_holiday
50,30,Medium,1800,Weekday
50,31,Medium,1800,Weekend_holiday
50,31,Medium,1800,Weekday
50,32,Medium,1800,Weekend_holiday
50,32,Medium,1800,Weekday
92,1,Medium,1800,Weekend_holiday
92,1,Medium,1800,Weekday
91,2,Medium,1800,Weekend_holiday
91,2,Medium,1800,Weekday
91,3,Medium,1800,Weekend_holiday
91,3,Medium,1800,Weekday
91,5,Medium,1800,Weekend_holiday
91,5,Medium,1800,Weekday
91,6,Medium,1800,Weekend_holiday
91,6,Medium,1800,Weekday
90,3,Medium,1800,Weekend_holiday
90,3,Medium,1800,Weekday
90,5,Medium,1800,Weekend_holiday
90,5,Medium,1800,Weekday
90,9,Medium,1800,Weekend_holiday
90,9,Medium,1800,Weekday
90,10,Medium,1800,Weekend_holiday
90,10,Medium,1800,Weekday
100,2,Medium,1800,Weekend_holiday
100,2,Medium,1800,Weekday
100,3,Medium,1800,Weekend_holiday
100,3,Medium,1800,Weekday
100,6,Medium,1800,Weekend_holiday
100,6,Medium,1800,Weekday
100,7,Medium,1800,Weekend_holiday
100,7,Medium,1800,Weekday
100,9,Medium,1800,Weekend_holiday
100,9,Medium,1800,Weekday
103,1,Medium,1800,Weekend_holiday
103,1,Medium,1800,Weekday
103,4,Medium,1800,Weekend_holiday
103,4,Medium,1800,Weekday
103,6,Medium,1800,Weekend_holiday
103,6,Medium,1800,Weekday
103,7,Medium,1800,Weekend_holiday
103,7,Medium,1800,Weekday
47,2,Medium,1800,Weekend_holiday
47,2,Medium,1800,Weekday
47,8,Medium,1800,Weekend_holiday
47,8,Medium,1800,Weekday
47,9,Medium,1800,Weekend_holiday
47,9,Medium,1800,Weekday
94,1,Medium,1800,Weekend_holiday
94,1,Medium,1800,Weekday
94,4,Medium,1800,Weekend_holiday
94,4,Medium,1800,Weekday
94,5,Medium,1800,Weekend_holiday
94,5,Medium,1800,Weekday
94,7,Medium,1800,Weekend_holiday
94,7,Medium,1800,Weekday
94,8,Medium,1800,Weekend_holiday
94,8,Medium,1800,Weekday
94,9,Medium,1800,Weekend_holiday
94,9,Medium,1800,Weekday
135,5,Medium,1800,Weekend_holiday
135,5,Medium,1800,Weekday
135,7,Medium,1800,Weekend_holiday
135,7,Medium,1800,Weekday
41,2,Low,800,Weekend_holiday
41,2,Low,800,Weekday
41,4,Low,800,Weekend_holiday
41,4,Low,800,Weekday
41,11,Low,800,Weekend_holiday
41,11,Low,800,Weekday
45,1,Low,800,Weekend_holiday
45,1,Low,800,Weekday
45,3,Low,800,Weekend_holiday
45,3,Low,800,Weekday
45,7,Low,800,Weekend_holiday
45,7,Low,800,Weekday
45,13,Low,800,Weekend_holiday
45,13,Low,800,Weekday
44,3,Low,800,Weekend_holiday
44,3,Low,800,Weekday
44,4,Low,800,Weekend_holiday
44,4,Low,800,Weekday
44,5,Low,800,Weekend_holiday
44,5,Low,800,Weekday
44,6,Low,800,Weekend_holiday
44,6,Low,800,Weekday
44,9,Low,800,Weekend_holiday
44,9,Low,800,Weekday
44,10,Low,800,Weekend_holiday
44,10,Low,800,Weekday
44,11,Low,800,Weekend_holiday
44,11,Low,800,Weekday
44,12,Low,800,Weekend_holiday
44,12,Low,800,Weekday
44,14,Low,800,Weekend_holiday
44,14,Low,800,Weekday
44,15,Low,800,Weekend_holiday
44,15,Low,800,Weekday
44,18,Low,800,Weekend_holiday
44,18,Low,800,Weekday
44,20,Low,800,Weekend_holiday
44,20,Low,800,Weekday
48,1,Low,800,Weekend_holiday
48,1,Low,800,Weekday
48,2,Low,800,Weekend_holiday
48,2,Low,800,Weekday
48,3,Low,800,Weekend_holiday
48,3,Low,800,Weekday
48,4,Low,800,Weekend_holiday
48,4,Low,800,Weekday
48,5,Low,800,Weekend_holiday
48,5,Low,800,Weekday
48,6,Low,800,Weekend_holiday
48,6,Low,800,Weekday
48,7,Low,800,Weekend_holiday
48,7,Low,800,Weekday
48,8,Low,800,Weekend_holiday
48,8,Low,800,Weekday
48,9,Low,800,Weekend_holiday
48,9,Low,800,Weekday
48,10,Low,800,Weekend_holiday
48,10,Low,800,Weekday
48,11,Low,800,Weekend_holiday
48,11,Low,800,Weekday
48,12,Low,800,Weekend_holiday
48,12,Low,800,Weekday
48,13,Low,800,Weekend_holiday
48,13,Low,800,Weekday
48,14,Low,800,Weekend_holiday
48,14,Low,800,Weekday
48,15,Low,800,Weekend_holiday
48,15,Low,800,Weekday
48,16,Low,800,Weekend_holiday
48,16,Low,800,Weekday
48,21,Low,800,Weekend_holiday
48,21,Low,800,Weekday
48,22,Low,800,Weekend_holiday
48,22,Low,800,Weekday
48,23,Low,800,Weekend_holiday
48,23,Low,800,Weekday
46,4,Low,800,Weekend_holiday
46,4,Low,800,Weekday
46,5,Low,800,Weekend_holiday
46,5,Low,800,Weekday
46,6,Low,800,Weekend_holiday
46,6,Low,800,Weekday
46,9,Low,800,Weekend_holiday
46,9,Low,800,Weekday
46,10,Low,800,Weekend_holiday
46,10,Low,800,Weekday
46,11,Low,800,Weekend_holiday
46,11,Low,800,Weekday
46,12,Low,800,Weekend_holiday
46,12,Low,800,Weekday
46,13,Low,800,Weekend_holiday
46,13,Low,800,Weekday
46,14,Low,800,Weekend_holiday
46,14,Low,800,Weekday
46,15,Low,800,Weekend_holiday
46,15,Low,800,Weekday
46,17,Low,800,Weekend_holiday
46,17,Low,800,Weekday
46,18,Low,800,Weekend_holiday
46,18,Low,800,Weekday
46,20,Low,800,Weekend_holiday
46,20,Low,800,Weekday
46,21,Low,800,Weekend_holiday
46,21,Low,800,Weekday
46,22,Low,800,Weekend_holiday
46,22,Low,800,Weekday
46,24,Low,800,Weekend_holiday
46,24,Low,800,Weekday
46,26,Low,800,Weekend_holiday
46,26,Low,800,Weekday
46,29,Low,800,Weekend_holiday
46,29,Low,800,Weekday
46,32,Low,800,Weekend_holiday
46,32,Low,800,Weekday
46,33,Low,800,Weekend_holiday
46,33,Low,800,Weekday
46,39,Low,800,Weekend_holiday
46,39,Low,800,Weekday
46,41,Low,800,Weekend_holiday
46,41,Low,800,Weekday
43,1,Low,800,Weekend_holiday
43,1,Low,800,Weekday
43,2,Low,800,Weekend_holiday
43,2,Low,800,Weekday
43,3,Low,800,Weekend_holiday
43,3,Low,800,Weekday
43,5,Low,800,Weekend_holiday
43,5,Low,800,Weekday
43,7,Low,800,Weekend_holiday
43,7,Low,800,Weekday
43,8,Low,800,Weekend_holiday
43,8,Low,800,Weekday
43,11,Low,800,Weekend_holiday
43,11,Low,800,Weekday
43,12,Low,800,Weekend_holiday
43,12,Low,800,Weekday
43,13,Low,800,Weekend_holiday
43,13,Low,800,Weekday
43,14,Low,800,Weekend_holiday
43,14,Low,800,Weekday
43,15,Low,800,Weekend_holiday
43,15,Low,800,Weekday
43,16,Low,800,Weekend_holiday
43,16,Low,800,Weekday
43,18,Low,800,Weekend_holiday
43,18,Low,800,Weekday
43,19,Low,800,Weekend_holiday
43,19,Low,800,Weekday
43,22,Low,800,Weekend_holiday
43,22,Low,800,Weekday
43,23,Low,800,Weekend_holiday
43,23,Low,800,Weekday
43,26,Low,800,Weekend_holiday
43,26,Low,800,Weekday
43,27,Low,800,Weekend_holiday
43,27,Low,800,Weekday
43,28,Low,800,Weekend_holiday
43,28,Low,800,Weekday
43,29,Low,800,Weekend_holiday
43,29,Low,800,Weekday
43,32,Low,800,Weekend_holiday
43,32,Low,800,Weekday
43,34,Low,800,Weekend_holiday
43,34,Low,800,Weekday
43,36,Low,800,Weekend_holiday
43,36,Low,800,Weekday
43,37,Low,800,Weekend_holiday
43,37,Low,800,Weekday
43,38,Low,800,Weekend_holiday
43,38,Low,800,Weekday
43,39,Low,800,Weekend_holiday
43,39,Low,800,Weekday
43,40,Low,800,Weekend_holiday
43,40,Low,800,Weekday
43,41,Low,800,Weekend_holiday
43,41,Low,800,Weekday
43,42,Low,800,Weekend_holiday
43,42,Low,800,Weekday
43,44,Low,800,Weekend_holiday
43,44,Low,800,Weekday
43,45,Low,800,Weekend_holiday
43,45,Low,800,Weekday
43,47,Low,800,Weekend_holiday
43,47,Low,800,Weekday
43,50,Low,800,Weekend_holiday
43,50,Low,800,Weekday
43,51,Low,800,Weekend_holiday
43,51,Low,800,Weekday
43,52,Low,800,Weekend_holiday
43,52,Low,800,Weekday
43,56,Low,800,Weekend_holiday
43,56,Low,800,Weekday
43,58,Low,800,Weekend_holiday
43,58,Low,800,Weekday
42,22,Low,800,Weekend_holiday
42,22,Low,800,Weekday
42,23,Low,800,Weekend_holiday
42,23,Low,800,Weekday
42,24,Low,800,Weekend_holiday
42,24,Low,800,Weekday
42,25,Low,800,Weekend_holiday
42,25,Low,800,Weekday
49,1,Low,800,Weekend_holiday
49,1,Low,800,Weekday
49,2,Low,800,Weekend_holiday
49,2,Low,800,Weekday
49,3,Low,800,Weekend_holiday
49,3,Low,800,Weekday
49,4,Low,800,Weekend_holiday
49,4,Low,800,Weekday
49,6,Low,800,Weekend_holiday
49,6,Low,800,Weekday
49,7,Low,800,Weekend_holiday
49,7,Low,800,Weekday
49,8,Low,800,Weekend_holiday
49,8,Low,800,Weekday
49,10,Low,800,Weekend_holiday
49,10,Low,800,Weekday
90,8,Low,800,Weekend_holiday
90,8,Low,800,Weekday
90,11,Low,800,Weekend_holiday
90,11,Low,800,Weekday
90,13,Low,800,Weekend_holiday
90,13,Low,800,Weekday
90,14,Low,800,Weekend_holiday
90,14,Low,800,Weekday
100,8,Low,800,Weekend_holiday
100,8,Low,800,Weekday
103,2,Low,800,Weekend_holiday
103,2,Low,800,Weekday
103,3,Low,800,Weekend_holiday
103,3,Low,800,Weekday
103,4,Low,800,Weekend_holiday
103,4,Low,800,Weekday
103,6,Low,800,Weekend_holiday
103,6,Low,800,Weekday
103,7,Low,800,Weekend_holiday
103,7,Low,800,Weekday
47,2,Low,800,Weekend_holiday
47,2,Low,800,Weekday
47,8,Low,800,Weekend_holiday
47,8,Low,800,Weekday
47,9,Low,800,Weekend_holiday
47,9,Low,800,Weekday
47,10,Low,800,Weekend_holiday
47,10,Low,800,Weekday
47,11,Low,800,Weekend_holiday
47,11,Low,800,Weekday
47,12,Low,800,Weekend_holiday
47,12,Low,800,Weekday
94,3,Low,800,Weekend_holiday
94,3,Low,800,Weekday
94,6,Low,800,Weekend_holiday
94,6,Low,800,Weekday
94,10,Low,800,Weekend_holiday
94,10,Low,800,Weekday
135,1,Low,800,Weekend_holiday
135,1,Low,800,Weekday
135,2,Low,800,Weekend_holiday
135,2,Low,800,Weekday
135,3,Low,800,Weekend_holiday
135,3,Low,800,Weekday
135,4,Low,800,Weekend_holiday
135,4,Low,800,Weekday
135,7,Low,800,Weekend_holiday
135,7,Low,800,Weekday
135,12,Low,800,Weekend_holiday
135,12,Low,800,Weekday
41,2,Low,1000,Weekend_holiday
41,2,Low,1000,Weekday
41,4,Low,1000,Weekend_holiday
41,4,Low,1000,Weekday
41,11,Low,1000,Weekend_holiday
41,11,Low,1000,Weekday
45,1,Low,1000,Weekend_holiday
45,1,Low,1000,Weekday
45,2,Low,1000,Weekend_holiday
45,2,Low,1000,Weekday
45,7,Low,1000,Weekend_holiday
45,7,Low,1000,Weekday
45,13,Low,1000,Weekend_holiday
45,13,Low,1000,Weekday
44,3,Low,1000,Weekend_holiday
44,3,Low,1000,Weekday
44,4,Low,1000,Weekend_holiday
44,4,Low,1000,Weekday
44,5,Low,1000,Weekend_holiday
44,5,Low,1000,Weekday
44,6,Low,1000,Weekend_holiday
44,6,Low,1000,Weekday
44,9,Low,1000,Weekend_holiday
44,9,Low,1000,Weekday
44,10,Low,1000,Weekend_holiday
44,10,Low,1000,Weekday
44,11,Low,1000,Weekend_holiday
44,11,Low,1000,Weekday
44,12,Low,1000,Weekend_holiday
44,12,Low,1000,Weekday
44,14,Low,1000,Weekend_holiday
44,14,Low,1000,Weekday
44,15,Low,1000,Weekend_holiday
44,15,Low,1000,Weekday
44,18,Low,1000,Weekend_holiday
44,18,Low,1000,Weekday
44,20,Low,1000,Weekend_holiday
44,20,Low,1000,Weekday
48,1,Low,1000,Weekend_holiday
48,1,Low,1000,Weekday
48,2,Low,1000,Weekend_holiday
48,2,Low,1000,Weekday
48,3,Low,1000,Weekend_holiday
48,3,Low,1000,Weekday
48,4,Low,1000,Weekend_holiday
48,4,Low,1000,Weekday
48,5,Low,1000,Weekend_holiday
48,5,Low,1000,Weekday
48,7,Low,1000,Weekend_holiday
48,7,Low,1000,Weekday
48,12,Low,1000,Weekend_holiday
48,12,Low,1000,Weekday
48,13,Low,1000,Weekend_holiday
48,13,Low,1000,Weekday
48,14,Low,1000,Weekend_holiday
48,14,Low,1000,Weekday
48,15,Low,1000,Weekend_holiday
48,15,Low,1000,Weekday
48,16,Low,1000,Weekend_holiday
48,16,Low,1000,Weekday
48,21,Low,1000,Weekend_holiday
48,21,Low,1000,Weekday
48,22,Low,1000,Weekend_holiday
48,22,Low,1000,Weekday
48,23,Low,1000,Weekend_holiday
48,23,Low,1000,Weekday
46,4,Low,1000,Weekend_holiday
46,4,Low,1000,Weekday
46,5,Low,1000,Weekend_holiday
46,5,Low,1000,Weekday
46,6,Low,1000,Weekend_holiday
46,6,Low,1000,Weekday
46,9,Low,1000,Weekend_holiday
46,9,Low,1000,Weekday
46,10,Low,1000,Weekend_holiday
46,10,Low,1000,Weekday
46,11,Low,1000,Weekend_holiday
46,11,Low,1000,Weekday
46,12,Low,1000,Weekend_holiday
46,12,Low,1000,Weekday
46,13,Low,1000,Weekend_holiday
46,13,Low,1000,Weekday
46,14,Low,1000,Weekend_holiday
46,14,Low,1000,Weekday
46,15,Low,1000,Weekend_holiday
46,15,Low,1000,Weekday
46,17,Low,1000,Weekend_holiday
46,17,Low,1000,Weekday
46,18,Low,1000,Weekend_holiday
46,18,Low,1000,Weekday
46,20,Low,1000,Weekend_holiday
46,20,Low,1000,Weekday
46,21,Low,1000,Weekend_holiday
46,21,Low,1000,Weekday
46,22,Low,1000,Weekend_holiday
46,22,Low,1000,Weekday
46,24,Low,1000,Weekend_holiday
46,24,Low,1000,Weekday
46,26,Low,1000,Weekend_holiday
46,26,Low,1000,Weekday
46,29,Low,1000,Weekend_holiday
46,29,Low,1000,Weekday
46,32,Low,1000,Weekend_holiday
46,32,Low,1000,Weekday
46,33,Low,1000,Weekend_holiday
46,33,Low,1000,Weekday
46,39,Low,1000,Weekend_holiday
46,39,Low,1000,Weekday
46,41,Low,1000,Weekend_holiday
46,41,Low,1000,Weekday
46,43,Low,1000,Weekend_holiday
46,43,Low,1000,Weekday
43,1,Low,1000,Weekend_holiday
43,1,Low,1000,Weekday
43,2,Low,1000,Weekend_holiday
43,2,Low,1000,Weekday
43,3,Low,1000,Weekend_holiday
43,3,Low,1000,Weekday
43,5,Low,1000,Weekend_holiday
43,5,Low,1000,Weekday
43,7,Low,1000,Weekend_holiday
43,7,Low,1000,Weekday
43,8,Low,1000,Weekend_holiday
43,8,Low,1000,Weekday
43,11,Low,1000,Weekend_holiday
43,11,Low,1000,Weekday
43,12,Low,1000,Weekend_holiday
43,12,Low,1000,Weekday
43,13,Low,1000,Weekend_holiday
43,13,Low,1000,Weekday
43,14,Low,1000,Weekend_holiday
43,14,Low,1000,Weekday
43,15,Low,1000,Weekend_holiday
43,15,Low,1000,Weekday
43,16,Low,1000,Weekend_holiday
43,16,Low,1000,Weekday
43,18,Low,1000,Weekend_holiday
43,18,Low,1000,Weekday
43,19,Low,1000,Weekend_holiday
43,19,Low,1000,Weekday
43,22,Low,1000,Weekend_holiday
43,22,Low,1000,Weekday
43,23,Low,1000,Weekend_holiday
43,23,Low,1000,Weekday
