Agency_name,Agency_id,Park_name,Park_trail_id,Entrance_id,Start_time,Day_type,Usage_class
Anoka County,1,Anoka County Riverfront Regional Park,1,1,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,8:00 AM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,10:00 AM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,10:00 AM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,12:00 PM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,12:00 PM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,2:00 PM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,2:00 PM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,4:00 PM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,4:00 PM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,6:00 PM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,1,6:00 PM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,2,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,2,8:00 AM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,2,10:00 AM,Weekend_holiday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,2,10:00 AM,Weekday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,2,12:00 PM,Weekend_holiday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,2,12:00 PM,Weekday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,2,2:00 PM,Weekend_holiday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,2,2:00 PM,Weekday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,2,4:00 PM,Weekend_holiday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,2,4:00 PM,Weekday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,2,6:00 PM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,2,6:00 PM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,3,8:00 AM,Weekend_holiday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,8:00 AM,Weekday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,10:00 AM,Weekend_holiday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,10:00 AM,Weekday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,12:00 PM,Weekend_holiday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,12:00 PM,Weekday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,2:00 PM,Weekend_holiday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,2:00 PM,Weekday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,4:00 PM,Weekend_holiday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,4:00 PM,Weekday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,6:00 PM,Weekend_holiday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,3,6:00 PM,Weekday,High
Anoka County,1,Anoka County Riverfront Regional Park,1,4,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,8:00 AM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,10:00 AM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,10:00 AM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,12:00 PM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,12:00 PM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,2:00 PM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,2:00 PM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,4:00 PM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,4:00 PM,Weekday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,6:00 PM,Weekend_holiday,Medium
Anoka County,1,Anoka County Riverfront Regional Park,1,4,6:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,1,8:00 AM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,8:00 AM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,10:00 AM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,10:00 AM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,12:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,12:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,2:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,2:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,4:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,4:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,6:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,1,6:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,8:00 AM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,8:00 AM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,10:00 AM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,10:00 AM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,12:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,12:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,2:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,2:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,4:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,4:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,6:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,2,6:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,3,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,8:00 AM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,10:00 AM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,10:00 AM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,12:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,12:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,2:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,2:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,4:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,4:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,6:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,3,6:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,8:00 AM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,10:00 AM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,10:00 AM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,12:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,12:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,2:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,2:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,4:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,4:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,6:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,4,6:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,5,8:00 AM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,8:00 AM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,10:00 AM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,10:00 AM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,12:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,12:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,2:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,2:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,4:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,4:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,6:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,5,6:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,6,8:00 AM,Weekend_holiday,High
Anoka County,1,Bunker Hills Regional Park,2,6,8:00 AM,Weekday,High
Anoka County,1,Bunker Hills Regional Park,2,6,10:00 AM,Weekend_holiday,High
Anoka County,1,Bunker Hills Regional Park,2,6,10:00 AM,Weekday,High
Anoka County,1,Bunker Hills Regional Park,2,6,12:00 PM,Weekend_holiday,High
Anoka County,1,Bunker Hills Regional Park,2,6,12:00 PM,Weekday,High
Anoka County,1,Bunker Hills Regional Park,2,6,2:00 PM,Weekend_holiday,High
Anoka County,1,Bunker Hills Regional Park,2,6,2:00 PM,Weekday,High
Anoka County,1,Bunker Hills Regional Park,2,6,4:00 PM,Weekend_holiday,High
Anoka County,1,Bunker Hills Regional Park,2,6,4:00 PM,Weekday,High
Anoka County,1,Bunker Hills Regional Park,2,6,6:00 PM,Weekend_holiday,High
Anoka County,1,Bunker Hills Regional Park,2,6,6:00 PM,Weekday,High
Anoka County,1,Bunker Hills Regional Park,2,7,8:00 AM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,8:00 AM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,10:00 AM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,10:00 AM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,12:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,12:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,2:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,2:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,4:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,4:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,6:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,7,6:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,8:00 AM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,8:00 AM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,10:00 AM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,10:00 AM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,12:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,12:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,2:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,2:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,4:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,4:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,6:00 PM,Weekend_holiday,Low
Anoka County,1,Bunker Hills Regional Park,2,8,6:00 PM,Weekday,Low
Anoka County,1,Bunker Hills Regional Park,2,9,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,8:00 AM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,10:00 AM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,10:00 AM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,12:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,12:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,2:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,2:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,4:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,4:00 PM,Weekday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,6:00 PM,Weekend_holiday,Medium
Anoka County,1,Bunker Hills Regional Park,2,9,6:00 PM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,1,8:00 AM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,8:00 AM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,10:00 AM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,10:00 AM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,12:00 PM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,12:00 PM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,2:00 PM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,2:00 PM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,4:00 PM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,4:00 PM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,6:00 PM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,1,6:00 PM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,3,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,8:00 AM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,10:00 AM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,10:00 AM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,12:00 PM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,12:00 PM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,2:00 PM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,2:00 PM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,4:00 PM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,4:00 PM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,6:00 PM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,3,6:00 PM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,4,8:00 AM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,8:00 AM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,10:00 AM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,10:00 AM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,12:00 PM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,12:00 PM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,2:00 PM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,2:00 PM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,4:00 PM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,4:00 PM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,6:00 PM,Weekend_holiday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,4,6:00 PM,Weekday,High
Anoka County,1,Coon Rapids Dam Regional Park,3,5,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,8:00 AM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,10:00 AM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,10:00 AM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,12:00 PM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,12:00 PM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,2:00 PM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,2:00 PM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,4:00 PM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,4:00 PM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,6:00 PM,Weekend_holiday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,5,6:00 PM,Weekday,Medium
Anoka County,1,Coon Rapids Dam Regional Park,3,6,8:00 AM,Weekend_holiday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,8:00 AM,Weekday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,10:00 AM,Weekend_holiday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,10:00 AM,Weekday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,12:00 PM,Weekend_holiday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,12:00 PM,Weekday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,2:00 PM,Weekend_holiday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,2:00 PM,Weekday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,4:00 PM,Weekend_holiday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,4:00 PM,Weekday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,6:00 PM,Weekend_holiday,Low
Anoka County,1,Coon Rapids Dam Regional Park,3,6,6:00 PM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,1,8:00 AM,Weekend_holiday,High
Anoka County,1,Lake George Regional Park,4,1,8:00 AM,Weekday,High
Anoka County,1,Lake George Regional Park,4,1,10:00 AM,Weekend_holiday,High
Anoka County,1,Lake George Regional Park,4,1,10:00 AM,Weekday,High
Anoka County,1,Lake George Regional Park,4,1,12:00 PM,Weekend_holiday,High
Anoka County,1,Lake George Regional Park,4,1,12:00 PM,Weekday,High
Anoka County,1,Lake George Regional Park,4,1,2:00 PM,Weekend_holiday,High
Anoka County,1,Lake George Regional Park,4,1,2:00 PM,Weekday,High
Anoka County,1,Lake George Regional Park,4,1,4:00 PM,Weekend_holiday,High
Anoka County,1,Lake George Regional Park,4,1,4:00 PM,Weekday,High
Anoka County,1,Lake George Regional Park,4,1,6:00 PM,Weekend_holiday,High
Anoka County,1,Lake George Regional Park,4,1,6:00 PM,Weekday,High
Anoka County,1,Lake George Regional Park,4,2,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,2,8:00 AM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,2,10:00 AM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,2,10:00 AM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,2,12:00 PM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,2,12:00 PM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,2,2:00 PM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,2,2:00 PM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,2,4:00 PM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,2,4:00 PM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,2,6:00 PM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,2,6:00 PM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,3,8:00 AM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,3,8:00 AM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,3,10:00 AM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,3,10:00 AM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,3,12:00 PM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,3,12:00 PM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,3,2:00 PM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,3,2:00 PM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,3,4:00 PM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,3,4:00 PM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,3,6:00 PM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,3,6:00 PM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,4,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,4,8:00 AM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,4,10:00 AM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,4,10:00 AM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,4,12:00 PM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,4,12:00 PM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,4,2:00 PM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,4,2:00 PM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,4,4:00 PM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,4,4:00 PM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,4,6:00 PM,Weekend_holiday,Medium
Anoka County,1,Lake George Regional Park,4,4,6:00 PM,Weekday,Medium
Anoka County,1,Lake George Regional Park,4,5,8:00 AM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,5,8:00 AM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,5,10:00 AM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,5,10:00 AM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,5,12:00 PM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,5,12:00 PM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,5,2:00 PM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,5,2:00 PM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,5,4:00 PM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,5,4:00 PM,Weekday,Low
Anoka County,1,Lake George Regional Park,4,5,6:00 PM,Weekend_holiday,Low
Anoka County,1,Lake George Regional Park,4,5,6:00 PM,Weekday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,8:00 AM,Weekend_holiday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,8:00 AM,Weekday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,10:00 AM,Weekend_holiday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,10:00 AM,Weekday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,12:00 PM,Weekend_holiday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,12:00 PM,Weekday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,2:00 PM,Weekend_holiday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,2:00 PM,Weekday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,4:00 PM,Weekend_holiday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,4:00 PM,Weekday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,6:00 PM,Weekend_holiday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,1,6:00 PM,Weekday,Low
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,8:00 AM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,8:00 AM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,10:00 AM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,10:00 AM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,12:00 PM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,12:00 PM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,2:00 PM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,2:00 PM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,4:00 PM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,4:00 PM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,6:00 PM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,2,6:00 PM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,8:00 AM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,8:00 AM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,10:00 AM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,10:00 AM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,12:00 PM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,12:00 PM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,2:00 PM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,2:00 PM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,4:00 PM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,4:00 PM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,6:00 PM,Weekend_holiday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,3,6:00 PM,Weekday,High
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,8:00 AM,Weekend_holiday,Medium
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,8:00 AM,Weekday,Medium
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,10:00 AM,Weekend_holiday,Medium
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,10:00 AM,Weekday,Medium
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,12:00 PM,Weekend_holiday,Medium
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,12:00 PM,Weekday,Medium
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,2:00 PM,Weekend_holiday,Medium
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,2:00 PM,Weekday,Medium
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,4:00 PM,Weekend_holiday,Medium
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,4:00 PM,Weekday,Medium
Anoka County,1,Martin-Island-Linwood Regional Park,5,4,6:00 PM,Weekend_holiday,Medium
