Year,Park,agency,Entrance,totalsum,samclass,daytype,totalall,Biker,Pedskat,Vehicle,Bus,Horse,Boat,orgstart,gooddate,half,expfact,new2008ppv,newppb,day#s,carpeop,buspeop
2016,29,9,25,36582,1,2,13,8,5,0,0,0,0,1400,808,2,42,0,0,67,0,0
2016,29,9,46,47838,2,2,17,11,6,0,0,0,0,1600,701,1,42,0,0,67,0,0
2016,29,9,2,53466,1,2,19,9,10,0,0,0,0,1000,729,2,42,0,0,67,0,0
2016,29,9,17,56280,3,2,4,1,3,0,0,0,0,1000,824,2,210,0,0,67,0,0
2016,29,9,52,70350,3,2,5,3,2,0,0,0,0,1800,711,1,210,0,0,67,0,0
2016,29,9,44,72072,1,1,52,32,20,0,0,0,0,1400,605,1,42,0,0,33,0,0
2016,29,9,1,98490,1,2,35,23,12,0,0,0,0,1800,809,2,42,0,0,67,0,0
2017,29,9,45,0,3,2,0,0,0,0,0,0,0,1400,612,1,210,0,0,67,0,0
2017,29,9,2,10692,1,1,9,4,5,0,0,0,0,1600,704,1,36,0,0,33,0,0
2017,29,9,36,13860,3,1,2,0,2,0,0,0,0,1800,820,2,210,0,0,33,0,0
2017,29,9,2,26136,1,1,22,10,12,0,0,0,0,1400,701,1,36,0,0,33,0,0
2017,29,9,44,26136,1,1,22,8,14,0,0,0,0,1400,812,2,36,0,0,33,0,0
2017,29,9,30,26532,1,2,11,8,3,0,0,0,0,1000,721,2,36,0,0,67,0,0
2017,29,9,9,28512,2,1,18,2,16,0,0,0,0,1400,805,2,48,0,0,33,0,0
2017,29,9,1,32076,1,1,27,4,23,0,0,0,0,1600,625,1,36,0,0,33,0,0
2017,29,9,30,33768,1,2,14,8,6,0,0,0,0,1000,620,1,36,0,0,67,0,0
2017,29,9,44,41004,1,2,17,10,7,0,0,0,0,1400,804,2,36,0,0,67,0,0
2017,29,9,46,45024,2,2,14,6,8,0,0,0,0,1000,607,1,48,0,0,67,0,0
2017,29,9,44,45828,1,2,19,10,9,0,0,0,0,1000,831,2,36,0,0,67,0,0
2017,29,9,2,60300,1,2,25,13,12,0,0,0,0,1000,703,1,36,0,0,67,0,0
2017,29,9,54,61104,2,2,19,9,10,0,0,0,0,1200,808,2,48,0,0,67,0,0
2017,29,9,10,74772,1,2,31,22,9,0,0,0,0,1200,705,1,36,0,0,67,0,0
2017,29,9,10,86724,1,1,73,59,14,0,0,0,0,1600,716,2,36,0,0,33,0,0
2017,29,9,55,103950,3,1,15,1,14,0,0,0,0,800,527,1,210,0,0,33,0,0
2014,30,9,4,1848,1,1,7,6,1,0,0,0,0,1400,824,2,8,3.31,39.73,33,0,0
2014,30,9,4,1904,2,2,2,2,0,0,0,0,0,800,625,1,14,3.31,39.73,68,0,0
2014,30,9,4,2772,2,1,6,0,6,0,0,0,0,800,712,1,14,3.31,39.73,33,0,0
2014,30,9,4,3168,1,1,12,3,9,0,0,0,0,1000,831,2,8,3.31,39.73,33,0,0
2014,30,9,4,3264,1,2,6,3,3,0,0,0,0,1400,828,2,8,3.31,39.73,68,0,0
2014,30,9,4,3432,1,1,13,8,5,0,0,0,0,1400,705,1,8,3.31,39.73,33,0,0
2014,30,9,4,4488,1,1,17,9,8,0,0,0,0,1000,525,1,8,3.31,39.73,33,0,0
2014,30,9,4,5016,1,1,19,7,12,0,0,0,0,1200,622,1,8,3.31,39.73,33,0,0
2014,30,9,4,7616,1,2,14,6,8,0,0,0,0,1400,606,1,8,3.31,39.73,68,0,0
2014,30,9,2,8778,3,1,19,3,16,0,0,0,0,1800,526,1,14,3.31,39.73,33,0,0
2014,30,9,5,9240,2,1,20,11,9,0,0,0,0,1000,817,2,14,3.31,39.73,33,0,0
2014,30,9,5,13328,2,2,14,9,5,0,0,0,0,1200,703,1,14,3.31,39.73,68,0,0
2014,30,9,5,13328,2,2,14,5,9,0,0,0,0,1000,714,1,14,3.31,39.73,68,0,0
2014,30,9,3,13860,3,1,30,16,14,0,0,0,0,1000,803,2,14,3.31,39.73,33,0,0
2014,30,9,2,18088,3,2,19,0,19,0,0,0,0,1800,826,2,14,3.31,39.73,68,0,0
2014,30,9,1,95640.64,1,2,175.81,7,0,51,0,0,0,1000,805,2,8,3.31,39.73,68,168.81,0
2014,30,9,1,136136,1,2,250.25,1,1,75,0,0,0,1200,620,1,8,3.31,39.73,68,248.25,0
2015,30,9,6,0,3,2,0,0,0,0,0,0,0,800,713,1,14,3.31,39.73,68,0,0
2015,30,9,6,0,3,1,0,0,0,0,0,0,0,1400,808,2,14,3.31,39.73,35,0,0
2015,30,9,4,2176,1,2,4,3,1,0,0,0,0,1600,611,1,8,3.31,39.73,68,0,0
2015,30,9,4,2720,1,2,5,2,3,0,0,0,0,1600,727,2,8,3.31,39.73,68,0,0
2015,30,9,2,2856,2,2,3,0,3,0,0,0,0,1400,720,2,14,3.31,39.73,68,0,0
2015,30,9,4,4352,1,2,8,4,4,0,0,0,0,1000,827,2,8,3.31,39.73,68,0,0
2015,30,9,2,4760,2,2,5,0,5,0,0,0,0,1200,831,2,14,3.31,39.73,68,0,0
2015,30,9,4,6528,1,2,12,5,7,0,0,0,0,1600,731,2,8,3.31,39.73,68,0,0
2015,30,9,4,8400,1,1,30,17,13,0,0,0,0,1200,704,1,8,3.31,39.73,35,0,0
2015,30,9,4,9248,1,2,17,5,12,0,0,0,0,1400,527,1,8,3.31,39.73,68,0,0
2015,30,9,5,10290,2,1,21,8,13,0,0,0,0,1600,523,1,14,3.31,39.73,35,0,0
2015,30,9,3,13328,3,2,14,5,9,0,0,0,0,1200,729,2,14,3.31,39.73,68,0,0
2015,30,9,3,16170,3,1,33,20,13,0,0,0,0,1600,525,1,14,3.31,39.73,35,0,0
2015,30,9,5,33320,2,2,35,20,15,0,0,0,0,1800,624,1,14,3.31,39.73,68,0,0
2015,30,9,1,59965.12,1,2,110.23,0,1,33,0,0,0,1600,629,1,8,3.31,39.73,68,109.23,0
2015,30,9,1,61642,1,1,220.15,4,1,65,0,0,0,1000,531,1,8,3.31,39.73,35,215.15,0
2015,30,9,1,80544.8,1,1,287.66,1,2,86,0,0,0,1000,703,1,8,3.31,39.73,35,284.66,0
2015,30,9,1,87312.4,1,1,311.83,4,0,93,0,0,0,1600,830,2,8,3.31,39.73,35,307.83,0
2016,30,9,6,792,3,1,2,0,2,0,0,0,0,1600,904,2,12,3.31,39.73,33,0,0
2016,30,9,6,804,3,2,1,0,1,0,0,0,0,800,824,2,12,3.31,39.73,67,0,0
2016,30,9,4,2376,2,1,4,3,1,0,0,0,0,1600,827,2,18,3.31,39.73,33,0,0
2016,30,9,2,2772,3,1,7,0,7,0,0,0,0,1600,625,1,12,3.31,39.73,33,0,0
2016,30,9,2,8844,3,2,11,3,8,0,0,0,0,1600,711,1,12,3.31,39.73,67,0,0
2016,30,9,4,17226,2,1,29,8,21,0,0,0,0,800,611,1,18,3.31,39.73,33,0,0
2016,30,9,1,17700.06,1,2,44.03,1,0,13,0,0,0,1200,614,1,6,3.31,39.73,67,43.03,0
2016,30,9,3,19296,2,2,16,6,10,0,0,0,0,1800,701,1,18,3.31,39.73,67,0,0
2016,30,9,5,24120,2,2,20,8,12,0,0,0,0,1600,809,2,18,3.31,39.73,67,0,0
2016,30,9,1,49945.5,1,1,252.25,3,1,75,0,0,0,1200,618,1,6,3.31,39.73,33,248.25,0
2016,30,9,1,51256.26,1,1,258.87,2,2,77,0,0,0,1000,717,2,6,3.31,39.73,33,254.87,0
2016,30,9,1,73539.18,1,1,371.41,4,0,111,0,0,0,1600,704,1,6,3.31,39.73,33,367.41,0
2016,30,9,1,82653.12,1,1,417.44,3,4,124,0,0,0,1200,716,2,6,3.31,39.73,33,410.44,0
2016,30,9,1,85035.06,1,2,211.53,0,3,63,0,0,0,1600,808,2,6,3.31,39.73,67,208.53,0
2016,30,9,1,90634.92,1,2,225.46,1,6,66,0,0,0,1800,607,1,6,3.31,39.73,67,218.46,0
2016,30,9,1,91820.82,1,2,228.41,0,0,45,2,0,0,1400,602,1,6,3.31,39.73,67,148.95,79.46
2016,30,9,1,94349.4,1,2,234.7,1,2,70,0,0,0,1800,722,2,6,3.31,39.73,67,231.7,0
2017,30,9,5,4020,2,2,5,1,4,0,0,0,0,800,831,2,12,2.75,39.73,67,0,0
2017,30,9,5,4752,2,1,12,3,9,0,0,0,0,1600,805,2,12,2.75,39.73,33,0,0
2017,30,9,4,10854,3,2,9,0,9,0,0,0,0,1600,612,1,18,2.75,39.73,67,0,0
2017,30,9,5,11088,2,1,28,7,21,0,0,0,0,1800,625,1,12,2.75,39.73,33,0,0
2017,30,9,2,13662,3,1,23,2,21,0,0,0,0,1600,820,2,18,2.75,39.73,33,0,0
2017,30,9,5,16884,2,2,21,4,17,0,0,0,0,800,607,1,12,2.75,39.73,67,0,0
2017,30,9,1,41406,1,2,103,0,4,36,0,0,0,800,620,1,6,2.75,39.73,67,99,0
2017,30,9,1,42669,1,1,215.5,0,1,78,0,0,0,1600,701,1,6,2.75,39.73,33,214.5,0
2017,30,9,1,45589.5,1,1,230.25,0,2,83,0,0,0,1800,716,2,6,2.75,39.73,33,228.25,0
2017,30,9,1,52668,1,1,266,2,0,96,0,0,0,1200,812,2,6,2.75,39.73,33,264,0
2017,30,9,1,53466,1,2,133,0,1,48,0,0,0,800,721,2,6,2.75,39.73,67,132,0
2017,30,9,1,53566.5,1,2,133.25,0,4,47,0,0,0,800,703,1,6,2.75,39.73,67,129.25,0
2017,30,9,1,71857.5,1,2,178.75,0,0,65,0,0,0,1400,705,1,6,2.75,39.73,67,178.75,0
2017,30,9,1,75576,1,2,188,0,1,68,0,0,0,1200,804,2,6,2.75,39.73,67,187,0
2014,31,9,4,5610,2,1,17,9,8,0,0,0,0,1200,809,2,10,3.31,72,33,0,0
2014,31,9,4,8580,2,1,26,12,14,0,0,0,0,1200,608,1,10,3.31,72,33,0,0
2014,31,9,4,10200,2,2,15,11,4,0,0,0,0,1200,606,1,10,3.31,72,68,0,0
2014,31,9,6,15640,3,2,5,1,4,0,0,0,0,1000,820,2,46,3.31,72,68,0,0
2014,31,9,1,26381.28,1,2,96.99,1,0,29,0,0,0,1400,721,2,4,3.31,72,68,95.99,0
2014,31,9,1,35531.76,1,1,269.18,6,5,78,0,0,0,1400,601,1,4,3.31,72,33,258.18,0
2014,31,9,9,50352.06,3,1,33.17,1,9,7,0,0,0,1200,706,1,46,3.31,72,33,23.17,0
2014,31,9,1,60687,1,1,459.75,24,22,125,0,0,0,1600,720,2,4,3.31,72,33,413.75,0
2014,31,9,1,66267.36,1,2,243.63,1,1,73,0,0,0,1600,819,2,4,3.31,72,68,241.63,0
2014,31,9,1,73266.6,1,1,555.05,33,9,155,0,0,0,1600,705,1,4,3.31,72,33,513.05,0
2014,31,9,1,95714.08,1,2,351.89,0,1,19,4,0,0,1400,527,1,4,3.31,72,68,62.89,288
2014,31,9,1,101923.84,1,2,374.72,1,3,112,0,0,0,1600,620,1,4,3.31,72,68,370.72,0
2014,31,9,1,102354.12,1,1,775.41,5,0,211,1,0,0,1400,816,2,4,3.31,72,33,698.41,72
2014,31,9,3,107102.72,3,2,34.24,17,4,4,0,0,0,1200,616,1,46,3.31,72,68,13.24,0
2014,31,9,1,110026.72,1,2,404.51,3,1,121,0,0,0,1400,708,1,4,3.31,72,68,400.51,0
2014,31,9,1,160596.48,1,1,1216.64,4,2,344,1,0,0,1400,525,1,4,3.31,72,33,1138.64,72
2015,31,9,8,0,3,1,0,0,0,0,0,0,0,1000,801,2,46,3.31,72,35,0,0
2015,31,9,2,6120,2,2,9,4,5,0,0,0,0,1200,819,2,10,3.31,72,68,0,0
2015,31,9,4,6800,2,2,10,7,3,0,0,0,0,1200,602,1,10,3.31,72,68,0,0
2015,31,9,9,13878.2,3,1,8.62,0,2,2,0,0,0,1800,628,1,46,3.31,72,35,6.62,0
2015,31,9,5,14490,3,1,9,2,7,0,0,0,0,1400,704,1,46,3.31,72,35,0,0
2015,31,9,7,15640,3,2,5,3,2,0,0,0,0,800,529,1,46,3.31,72,68,0,0
2015,31,9,9,30091.36,3,2,9.62,1,2,2,0,0,0,1000,730,2,46,3.31,72,68,6.62,0
2015,31,9,1,78831.2,1,1,563.08,3,4,168,0,0,0,1000,816,2,4,3.31,72,35,556.08,0
2015,31,9,1,105033.6,1,1,750.24,2,1,204,1,0,0,1400,613,1,4,3.31,72,35,675.24,72
2015,31,9,1,107508.8,1,1,767.92,0,0,232,0,0,0,1600,523,1,4,3.31,72,35,767.92,0
2015,31,9,1,112842.8,1,1,806.02,3,2,242,0,0,0,1400,802,2,4,3.31,72,35,801.02,0
2015,31,9,1,163920.8,1,2,602.65,5,1,115,3,0,0,1400,630,1,4,3.31,72,68,380.65,216
2016,31,9,8,0,3,1,0,0,0,0,0,0,0,800,710,1,36,3.31,72,33,0,0
2016,31,9,9,4824,3,2,2,0,2,0,0,0,0,800,615,1,36,3.31,72,67,0,0
2016,31,9,10,5940,3,1,5,3,2,0,0,0,0,800,724,2,36,3.31,72,33,0,0
2016,31,9,2,7236,2,2,6,1,5,0,0,0,0,1200,531,1,18,3.31,72,67,0,0
2016,31,9,4,14256,2,1,24,7,17,0,0,0,0,1800,702,1,18,3.31,72,33,0,0
2016,31,9,6,21708,3,2,9,7,2,0,0,0,0,1200,819,2,36,3.31,72,67,0,0
2016,31,9,2,29700,2,1,50,26,24,0,0,0,0,800,814,2,18,3.31,72,33,0,0
2016,31,9,1,38712.96,1,1,293.28,0,2,88,0,0,0,800,731,2,4,3.31,72,33,291.28,0
2016,31,9,1,47278.44,1,1,358.17,3,1,107,0,0,0,1600,619,1,4,3.31,72,33,354.17,0
2016,31,9,1,49923.72,1,1,378.21,2,3,91,1,0,0,1000,528,1,4,3.31,72,33,301.21,72
2016,31,9,1,53760.8,1,2,200.6,2,0,60,0,0,0,1400,726,2,4,3.31,72,67,198.6,0
2016,31,9,1,83302.44,1,2,310.83,3,0,93,0,0,0,1600,607,1,4,3.31,72,67,307.83,0
2016,31,9,1,83328.96,1,1,631.28,8,1,188,0,0,0,1200,619,1,4,3.31,72,33,622.28,0
2016,31,9,1,84457.56,1,1,639.83,1,0,193,0,0,0,1000,806,2,4,3.31,72,33,638.83,0
2016,31,9,3,139715.1,2,2,115.85,0,0,35,0,0,0,800,804,2,18,3.31,72,67,115.85,0
2016,31,9,1,177209.64,1,2,661.23,1,4,133,3,0,0,1000,830,2,4,3.31,72,67,440.23,216
2017,31,9,10,2412,3,2,1,0,1,0,0,0,0,1000,707,1,36,2.75,72,67,0,0
2017,31,9,10,4752,3,1,4,4,0,0,0,0,0,1800,624,1,36,2.75,72,33,0,0
2017,31,9,7,4824,3,2,2,1,1,0,0,0,0,1200,830,2,36,2.75,72,67,0,0
2017,31,9,4,10296,2,1,13,6,7,0,0,0,0,1800,715,2,24,2.75,72,33,0,0
2017,31,9,5,13068,3,1,11,6,5,0,0,0,0,1800,805,2,36,2.75,72,33,0,0
2017,31,9,1,24205.5,1,1,122.25,3,1,43,0,0,0,800,820,2,6,2.75,72,33,118.25,0
2017,31,9,4,30552,2,2,19,7,1,4,0,0,0,1000,801,2,24,2.75,72,67,11,0
2017,31,9,1,31581,1,1,159.5,0,0,58,0,0,0,1800,709,1,6,2.75,72,33,159.5,0
2017,31,9,11,31680,2,1,40,2,5,12,0,0,0,1200,604,1,24,2.75,72,33,33,0
2017,31,9,1,32461.5,1,2,80.75,1,0,29,0,0,0,1600,825,2,6,2.75,72,67,79.75,0
2017,31,9,1,51456,1,2,128,1,0,20,1,0,0,1200,622,1,6,2.75,72,67,55,72
2017,31,9,1,72171,1,1,364.5,0,1,106,1,0,0,1800,603,1,6,2.75,72,33,291.5,72
2017,31,9,1,90733.5,1,1,458.25,18,9,155,0,0,5,1200,904,2,6,2.75,72,33,426.25,0
2017,31,9,11,114168,2,2,71,2,3,24,0,0,0,1000,602,1,24,2.75,72,67,66,0
2017,31,9,1,156880.5,1,2,390.25,4,3,87,2,0,0,1000,612,1,6,2.75,72,67,239.25,144
2017,31,9,1,170428.5,1,1,860.75,4,1,285,1,0,0,1000,527,1,6,2.75,72,33,783.75,72
2014,32,9,2,0,3,2,0,0,0,0,0,0,0,800,827,2,22,3.31,46,68,0,0
2014,32,9,4,0,3,1,0,0,0,0,0,0,0,1400,830,2,22,3.31,46,33,0,0
2014,32,9,7,0,2,1,0,0,0,0,0,0,0,1600,524,1,22,3.31,46,33,0,0
2014,32,9,4,2178,3,1,3,3,0,0,0,0,0,1400,705,1,22,3.31,46,33,0,0
2014,32,9,3,14855.28,2,2,9.93,0,0,3,0,0,0,1600,825,2,22,3.31,46,68,9.93,0
2014,32,9,1,14855.28,1,1,112.54,0,0,34,0,0,0,1600,817,2,4,3.31,46,33,112.54,0
2014,32,9,3,24758.8,2,2,16.55,0,0,5,0,0,0,1600,611,1,22,3.31,46,68,16.55,0
2014,32,9,9,24758.8,2,2,16.55,0,0,5,0,0,0,1600,620,1,22,3.31,46,68,16.55,0
2014,32,9,1,26652.12,1,1,201.91,0,0,61,0,0,0,1600,706,1,4,3.31,46,33,201.91,0
2014,32,9,1,27909.92,1,2,102.61,0,0,31,0,0,0,1400,807,2,4,3.31,46,68,102.61,0
2014,32,9,1,28354.92,1,1,214.81,0,0,51,1,0,0,1400,823,2,4,3.31,46,33,168.81,46
2014,32,9,1,29261.76,1,2,107.58,2,0,18,1,0,0,1000,602,1,4,3.31,46,68,59.58,46
2014,32,9,1,45288,1,2,166.5,1,0,50,0,0,0,1600,725,2,4,3.31,46,68,165.5,0
2014,32,9,1,51301.8,1,1,388.65,6,0,115,0,2,0,1200,526,1,4,3.31,46,33,380.65,0
2014,32,9,1,67439.68,1,2,247.94,3,0,74,0,0,0,1200,606,1,4,3.31,46,68,244.94,0
2015,32,9,3,0,2,1,0,0,0,0,0,0,0,1200,607,1,22,3.31,46,35,0,0
2015,32,9,4,0,3,2,0,0,0,0,0,0,0,1800,817,2,22,3.31,46,68,0,0
2015,32,9,7,0,2,2,0,0,0,0,0,0,0,800,622,1,22,3.31,46,68,0,0
2015,32,9,7,0,2,2,0,0,0,0,0,0,0,1200,730,2,22,3.31,46,68,0,0
2015,32,9,7,0,2,1,0,0,0,0,0,0,0,1600,906,2,22,3.31,46,35,0,0
2015,32,9,4,1496,3,2,1,1,0,0,0,0,0,1200,617,1,22,3.31,46,68,0,0
2015,32,9,4,1540,3,1,2,1,1,0,0,0,0,800,906,2,22,3.31,46,35,0,0
2015,32,9,10,3850,3,1,5,3,2,0,0,0,0,1200,712,1,22,3.31,46,35,0,0
2015,32,9,7,4951.76,2,2,3.31,0,0,1,0,0,0,800,612,1,22,3.31,46,68,3.31,0
2015,32,9,1,6302.24,1,2,23.17,0,0,7,0,0,0,1600,818,2,4,3.31,46,68,23.17,0
2015,32,9,1,14405.12,1,2,52.96,0,0,16,0,0,0,1200,728,2,4,3.31,46,68,52.96,0
2015,32,9,1,15292.2,1,1,109.23,0,0,33,0,0,0,1600,726,2,4,3.31,46,35,109.23,0
2015,32,9,1,21316.4,1,1,152.26,0,0,46,0,0,0,1200,815,2,4,3.31,46,35,152.26,0
2015,32,9,1,30882.88,1,2,113.54,1,0,34,0,0,0,1600,708,1,4,3.31,46,68,112.54,0
2015,32,9,1,31511.2,1,1,225.08,0,0,68,0,0,0,1600,627,1,4,3.31,46,35,225.08,0
2015,32,9,1,36012.8,1,2,132.4,0,0,40,0,0,0,1400,720,2,4,3.31,46,68,132.4,0
2015,32,9,1,41199.2,1,1,294.28,3,0,88,0,0,0,1000,523,1,4,3.31,46,35,291.28,0
2016,32,9,2,0,3,2,0,0,0,0,0,0,0,1200,629,1,36,3.31,46,67,0,0
2016,32,9,7,0,3,2,0,0,0,0,0,0,0,1000,504,1,36,3.31,46,67,0,0
2016,32,9,9,1966.14,2,1,9.93,0,0,3,0,0,0,1200,625,1,6,3.31,46,33,9.93,0
2016,32,9,9,7983.72,2,2,19.86,0,0,6,0,0,0,1400,725,2,6,3.31,46,67,19.86,0
2016,32,9,1,8717.94,1,1,44.03,1,0,13,0,0,0,800,717,2,6,3.31,46,33,43.03,0
2016,32,9,9,9314.34,2,2,23.17,0,0,7,0,0,0,1200,622,1,6,3.31,46,67,23.17,0
2016,32,9,10,9504,3,1,8,6,2,0,0,0,0,1600,821,2,36,3.31,46,33,0,0
2016,32,9,9,11141.46,2,1,56.27,0,0,17,0,0,0,1000,903,2,6,3.31,46,33,56.27,0
2016,32,9,1,20514.78,1,1,103.61,1,0,31,0,0,0,800,709,1,6,3.31,46,33,102.61,0
2016,32,9,1,26085.78,1,2,64.89,2,0,19,0,0,0,1200,613,1,6,3.31,46,67,62.89,0
2016,32,9,1,34079.76,1,1,172.12,0,0,52,0,0,0,1600,828,2,6,3.31,46,33,172.12,0
2016,32,9,1,36243.9,1,1,183.05,1,0,55,0,0,0,1000,529,1,6,3.31,46,33,182.05,0
2016,32,9,1,39916.8,1,1,201.6,0,3,60,0,0,0,1600,619,1,6,3.31,46,33,198.6,0
2016,32,9,1,41651.22,1,2,103.61,1,0,31,0,0,0,1000,812,2,6,3.31,46,67,102.61,0
2016,32,9,1,55886.04,1,2,139.02,0,0,42,0,0,0,1600,713,1,6,3.31,46,67,139.02,0
2017,32,9,2,0,3,2,0,0,0,0,0,0,0,1000,828,2,30,2.75,46,67,0,0
2017,32,9,6,0,3,1,0,0,0,0,0,0,0,1800,604,1,30,2.75,46,33,0,0
2017,32,9,6,0,3,2,0,0,0,0,0,0,0,1600,628,1,30,2.75,46,67,0,0
2017,32,9,6,0,3,1,0,0,0,0,0,0,0,1000,723,2,30,2.75,46,33,0,0
2017,32,9,9,1105.5,2,2,2.75,0,0,1,0,0,0,1200,622,1,6,2.75,46,67,2.75,0
2017,32,9,9,2722.5,2,1,13.75,0,0,5,0,0,0,1600,704,1,6,2.75,46,33,13.75,0
2017,32,9,9,2722.5,2,1,13.75,0,0,5,0,0,0,1600,722,2,6,2.75,46,33,13.75,0
2017,32,9,9,4422,2,2,11,0,0,4,0,0,0,1000,823,2,6,2.75,46,67,11,0
2017,32,9,1,5445,1,1,27.5,0,0,10,0,0,0,1000,826,2,6,2.75,46,33,27.5,0
2017,32,9,1,14503.5,1,1,73.25,0,10,23,0,0,0,800,529,1,6,2.75,46,33,63.25,0
2017,32,9,1,16582.5,1,2,41.25,0,0,15,0,0,0,1400,816,2,6,2.75,46,67,41.25,0
2017,32,9,1,21004.5,1,2,52.25,0,0,19,0,0,0,1000,629,1,6,2.75,46,67,52.25,0
2017,32,9,1,33165,1,1,167.5,0,2,58,0,4,2,1200,805,2,6,2.75,46,33,159.5,0
2017,32,9,1,35376,1,2,88,0,0,32,0,0,0,1200,705,1,6,2.75,46,67,88,0
2017,32,9,1,41926.5,1,1,211.75,0,0,77,0,0,0,1200,709,1,6,2.75,46,33,211.75,0
2017,32,9,1,55275,1,2,137.5,0,0,50,0,0,0,1200,804,2,6,2.75,46,67,137.5,0
2014,33,9,4,0,2,2,0,0,0,0,0,0,0,1600,606,1,5,3.31,39.73,68,0,0
2014,33,9,4,0,3,1,0,0,0,0,0,0,0,1000,608,1,27,3.31,39.73,33,0,0
2014,33,9,4,0,2,1,0,0,0,0,0,0,0,1200,712,1,5,3.31,39.73,33,0,0
2014,33,9,4,0,3,1,0,0,0,0,0,0,0,1000,802,2,27,3.31,39.73,33,0,0
2014,33,9,5,0,3,1,0,0,0,0,0,0,0,1600,810,2,27,3.31,39.73,33,0,0
2014,33,9,6,0,3,2,0,0,0,0,0,0,0,1000,828,2,27,3.31,39.73,68,0,0
2014,33,9,4,1020,2,2,3,0,0,0,0,0,3,1600,729,2,5,3.31,39.73,68,0,0
2014,33,9,5,3672,3,2,2,0,2,0,0,0,0,1000,630,1,27,3.31,39.73,68,0,0
2014,33,9,1,22508,1,2,66.2,0,0,20,0,0,0,1200,528,1,5,3.31,39.73,68,66.2,0
2014,33,9,1,24313.4,1,2,71.51,0,2,21,0,0,0,1600,624,1,5,3.31,39.73,68,69.51,0
2014,33,9,1,24313.4,1,2,71.51,1,1,21,0,0,0,1600,811,2,5,3.31,39.73,68,69.51,0
2014,33,9,1,28399.8,1,1,172.12,0,0,52,0,0,0,1400,830,2,5,3.31,39.73,33,172.12,0
2014,33,9,1,29110.95,1,1,176.43,1,0,53,0,0,0,1000,531,1,5,3.31,39.73,33,175.43,0
2014,33,9,1,29260.4,1,2,86.06,0,0,26,0,0,0,1400,604,1,5,3.31,39.73,68,86.06,0
2014,33,9,1,34026.3,1,1,206.22,1,0,62,0,0,0,1400,704,1,5,3.31,39.73,33,205.22,0
2014,33,9,1,38230.5,1,1,231.7,0,0,70,0,0,0,1600,706,1,5,3.31,39.73,33,231.7,0
2014,33,9,1,45016,1,2,132.4,0,0,40,0,0,0,1600,805,2,5,3.31,39.73,68,132.4,0
2014,33,9,1,79191.75,1,1,479.95,0,0,145,0,0,0,1200,803,2,5,3.31,39.73,33,479.95,0
2015,33,9,6,0,3,2,0,0,0,0,0,0,0,1200,608,1,27,3.31,39.73,68,0,0
2015,33,9,3,945,3,1,1,0,1,0,0,0,0,1000,524,1,27,3.31,39.73,35,0,0
2015,33,9,4,1225,2,1,7,0,0,0,0,0,7,1200,907,2,5,3.31,39.73,35,0,0
2015,33,9,2,1890,3,1,2,0,2,0,0,0,0,1800,905,2,27,3.31,39.73,35,0,0
2015,33,9,4,3400,2,2,10,0,0,0,0,0,10,1600,810,2,5,3.31,39.73,68,0,0
2015,33,9,4,5670,3,1,6,0,0,0,0,0,6,1000,607,1,27,3.31,39.73,35,0,0
2015,33,9,3,11016,3,2,6,0,6,0,0,0,0,1600,811,2,27,3.31,39.73,68,0,0
2015,33,9,4,12240,2,2,36,0,0,0,0,0,36,1600,619,1,5,3.31,39.73,68,0,0
2015,33,9,1,19131.8,1,2,56.27,0,0,17,0,0,0,1600,824,2,5,3.31,39.73,68,56.27,0
2015,33,9,1,20853,1,1,119.16,0,0,36,0,0,0,1200,530,1,5,3.31,39.73,35,119.16,0
2015,33,9,1,22508,1,2,66.2,0,0,20,0,0,0,1000,622,1,5,3.31,39.73,68,66.2,0
2015,33,9,1,24758.8,1,2,72.82,0,0,22,0,0,0,1400,527,1,5,3.31,39.73,68,72.82,0
2015,33,9,1,25662,1,1,146.64,1,0,44,0,0,0,1400,829,2,5,3.31,39.73,35,145.64,0
2015,33,9,1,32636.6,1,2,95.99,0,0,29,0,0,0,1600,803,2,5,3.31,39.73,68,95.99,0
2015,33,9,1,65455.25,1,1,374.03,0,0,113,0,0,0,1000,711,1,5,3.31,39.73,35,374.03,0
2015,33,9,1,78198.75,1,1,446.85,0,0,135,0,0,0,1200,621,1,5,3.31,39.73,35,446.85,0
2015,33,9,1,127170.2,1,2,374.03,0,0,113,0,0,0,1000,811,2,5,3.31,39.73,68,374.03,0
2016,33,9,4,0,2,1,0,0,0,0,0,0,0,1200,723,2,6,3.31,39.73,33,0,0
2016,33,9,6,0,3,1,0,0,0,0,0,0,0,1000,710,1,24,3.31,39.73,33,0,0
2016,33,9,6,0,3,2,0,0,0,0,0,0,0,1000,714,1,24,3.31,39.73,67,0,0
2016,33,9,5,792,3,1,1,1,0,0,0,0,0,1600,905,2,24,3.31,39.73,33,0,0
2016,33,9,4,804,2,2,2,0,0,0,0,0,2,1600,607,1,6,3.31,39.73,67,0,0
2016,33,9,4,2010,2,2,5,0,0,0,0,0,5,1200,726,2,6,3.31,39.73,67,0,0
2016,33,9,4,7326,2,1,37,0,0,0,0,0,37,1600,605,1,6,3.31,39.73,33,0,0
2016,33,9,3,9648,3,2,6,3,3,0,0,0,0,1600,729,2,24,3.31,39.73,67,0,0
2016,33,9,1,23951.16,1,2,59.58,0,0,18,0,0,0,1400,601,1,6,3.31,39.73,67,59.58,0
