Year,Park,agency,Entrance,totalsum,samclass,daytype,totalall,Biker,Pedskat,Vehicle,Bus,Horse,Boat,orgstart,gooddate,half,expfact,new2008ppv,newppb,day#s,carpeop,buspeop
2015,96,9,1,28560,1,2,35,32,3,0,0,0,0,1800,824,2,12,0,0,68,0,0
2015,96,9,1,34020,1,1,81,71,10,0,0,0,0,1000,621,1,12,0,0,35,0,0
2015,96,9,1,40800,1,2,50,36,14,0,0,0,0,800,610,1,12,0,0,68,0,0
2015,96,9,7,45150,2,1,43,25,18,0,0,0,0,800,607,1,30,0,0,35,0,0
2015,96,9,20,55650,2,1,53,46,7,0,0,0,0,1600,907,2,30,0,0,35,0,0
2015,96,9,20,167280,2,2,82,47,35,0,0,0,0,1800,810,2,30,0,0,68,0,0
2016,96,9,19,0,3,1,0,0,0,0,0,0,0,1800,905,2,90,0,0,33,0,0
2016,96,9,23,594,1,1,1,0,1,0,0,0,0,800,710,1,18,0,0,33,0,0
2016,96,9,22,4824,1,2,4,3,1,0,0,0,0,1400,706,1,18,0,0,67,0,0
2016,96,9,21,6030,3,2,1,0,1,0,0,0,0,800,714,1,90,0,0,67,0,0
2016,96,9,22,7236,1,2,6,3,3,0,0,0,0,1000,701,1,18,0,0,67,0,0
2016,96,9,20,8316,1,1,14,7,7,0,0,0,0,1800,611,1,18,0,0,33,0,0
2016,96,9,12,10692,2,1,9,9,0,0,0,0,0,1800,605,1,36,0,0,33,0,0
2016,96,9,1,11880,1,1,20,8,12,0,0,0,0,1800,813,2,18,0,0,33,0,0
2016,96,9,7,12060,2,2,5,3,2,0,0,0,0,1800,707,1,36,0,0,67,0,0
2016,96,9,7,12060,2,2,5,3,2,0,0,0,0,1400,726,2,36,0,0,67,0,0
2016,96,9,8,14256,2,1,12,9,3,0,0,0,0,1400,723,2,36,0,0,33,0,0
2016,96,9,22,14256,1,1,24,12,12,0,0,0,0,1600,821,2,18,0,0,33,0,0
2016,96,9,22,14850,1,1,25,8,17,0,0,0,0,800,626,1,18,0,0,33,0,0
2016,96,9,20,16632,1,1,28,25,3,0,0,0,0,1200,625,1,18,0,0,33,0,0
2016,96,9,22,18090,1,2,15,9,6,0,0,0,0,1800,808,2,18,0,0,67,0,0
2016,96,9,1,27738,1,2,23,22,1,0,0,0,0,1600,803,2,18,0,0,67,0,0
2016,96,9,20,42210,1,2,35,12,23,0,0,0,0,1600,601,1,18,0,0,67,0,0
2016,96,9,10,60300,3,2,10,5,5,0,0,0,0,1400,729,2,90,0,0,67,0,0
2017,96,9,1,1206,1,2,1,1,0,0,0,0,0,1000,622,1,18,0,0,67,0,0
2017,96,9,23,5544,3,1,2,2,0,0,0,0,0,1000,625,1,84,0,0,33,0,0
2017,96,9,22,6030,1,2,5,1,4,0,0,0,0,1800,821,2,18,0,0,67,0,0
2017,96,9,11,8316,3,1,3,1,2,0,0,0,0,1800,819,2,84,0,0,33,0,0
2017,96,9,1,10692,1,1,18,5,13,0,0,0,0,1000,611,1,18,0,0,33,0,0
2017,96,9,20,15444,1,1,26,15,11,0,0,0,0,800,702,1,18,0,0,33,0,0
2017,96,9,22,16884,1,2,14,11,3,0,0,0,0,1800,901,2,18,0,0,67,0,0
2017,96,9,20,22914,1,2,19,16,3,0,0,0,0,1600,711,1,18,0,0,67,0,0
2017,96,9,1,23166,1,1,39,38,1,0,0,0,0,1400,715,2,18,0,0,33,0,0
2017,96,9,22,24120,1,2,20,16,4,0,0,0,0,1200,621,1,18,0,0,67,0,0
2017,96,9,7,26532,2,2,11,3,8,0,0,0,0,1200,620,1,36,0,0,67,0,0
2017,96,9,8,28944,2,2,12,6,6,0,0,0,0,1400,815,2,36,0,0,67,0,0
2017,96,9,7,33264,2,1,28,23,5,0,0,0,0,1000,729,2,36,0,0,33,0,0
2017,96,9,5,50652,3,2,9,5,4,0,0,0,0,1200,727,2,84,0,0,67,0,0
2017,96,9,1,60588,1,1,102,87,15,0,0,0,0,1400,708,1,18,0,0,33,0,0
2017,96,9,19,67536,3,2,12,7,5,0,0,0,0,1200,623,1,84,0,0,67,0,0
2017,96,9,20,81378,1,1,137,111,26,0,0,0,0,1200,527,1,18,0,0,33,0,0
2014,97,9,2,0,3,1,0,0,0,0,0,0,0,800,712,1,12,0,0,33,0,0
2014,97,9,1,594,1,1,3,0,3,0,0,0,0,1800,802,2,6,0,0,33,0,0
2014,97,9,1,1584,1,1,8,3,5,0,0,0,0,1400,720,2,6,0,0,33,0,0
2014,97,9,1,1980,1,1,10,2,8,0,0,0,0,1200,614,1,6,0,0,33,0,0
2014,97,9,1,1980,1,1,10,1,9,0,0,0,0,1200,817,2,6,0,0,33,0,0
2014,97,9,2,1980,3,1,5,2,3,0,0,0,0,1800,726,2,12,0,0,33,0,0
2014,97,9,1,2574,1,1,13,6,7,0,0,0,0,1600,622,1,6,0,0,33,0,0
2014,97,9,5,3264,2,2,4,0,4,0,0,0,0,1000,801,2,12,0,0,68,0,0
2014,97,9,1,3960,1,1,20,4,16,0,0,0,0,1400,524,1,6,0,0,33,0,0
2014,97,9,1,5304,1,2,13,4,9,0,0,0,0,1800,808,2,6,0,0,68,0,0
2014,97,9,1,6120,1,2,15,6,9,0,0,0,0,1800,711,1,6,0,0,68,0,0
2014,97,9,1,11424,1,2,28,4,24,0,0,0,0,1400,603,1,6,0,0,68,0,0
2014,97,9,5,12240,2,2,15,5,10,0,0,0,0,1200,618,1,12,0,0,68,0,0
2014,97,9,5,12672,2,1,32,3,29,0,0,0,0,800,526,1,12,0,0,33,0,0
2014,97,9,1,24072,1,2,59,3,56,0,0,0,0,800,818,2,6,0,0,68,0,0
2014,97,9,1,30192,1,2,74,9,65,0,0,0,0,800,611,1,6,0,0,68,0,0
2015,97,9,1,816,1,2,2,0,2,0,0,0,0,1200,818,2,6,0,0,68,0,0
2015,97,9,1,1050,1,1,5,2,3,0,0,0,0,1800,705,1,6,0,0,35,0,0
2015,97,9,1,1050,1,1,5,2,3,0,0,0,0,1600,726,2,6,0,0,35,0,0
2015,97,9,3,1680,3,1,4,1,3,0,0,0,0,800,525,1,12,0,0,35,0,0
2015,97,9,1,1890,1,1,9,0,9,0,0,0,0,1200,823,2,6,0,0,35,0,0
2015,97,9,1,2448,1,2,6,2,4,0,0,0,0,1200,702,1,6,0,0,68,0,0
2015,97,9,4,2940,2,1,7,1,6,0,0,0,0,1200,705,1,12,0,0,35,0,0
2015,97,9,1,3264,1,2,8,3,5,0,0,0,0,1200,611,1,6,0,0,68,0,0
2015,97,9,1,3360,1,1,16,8,8,0,0,0,0,1000,614,1,6,0,0,35,0,0
2015,97,9,4,3360,2,1,8,1,7,0,0,0,0,800,726,2,12,0,0,35,0,0
2015,97,9,4,4896,2,2,6,4,2,0,0,0,0,1400,630,1,12,0,0,68,0,0
2015,97,9,1,5460,1,1,26,7,19,0,0,0,0,1400,531,1,6,0,0,35,0,0
2015,97,9,3,6528,3,2,8,2,6,0,0,0,0,1800,819,2,12,0,0,68,0,0
2015,97,9,5,7344,2,2,9,0,9,0,0,0,0,800,903,2,12,0,0,68,0,0
2015,97,9,1,8976,1,2,22,6,16,0,0,0,0,1800,826,2,6,0,0,68,0,0
2015,97,9,1,10608,1,2,26,11,15,0,0,0,0,1600,605,1,6,0,0,68,0,0
2015,97,9,2,24480,3,2,30,8,22,0,0,0,0,800,713,1,12,0,0,68,0,0
2016,97,9,4,0,2,2,0,0,0,4,0,0,0,1600,809,2,6,0,0,67,0,0
2016,97,9,4,792,2,1,4,4,0,0,0,0,0,800,903,2,6,0,0,33,0,0
2016,97,9,1,1188,1,1,6,1,5,0,0,0,0,800,710,1,6,0,0,33,0,0
2016,97,9,2,1188,3,1,3,0,3,0,0,0,0,1200,605,1,12,0,0,33,0,0
2016,97,9,1,1584,1,1,8,3,5,0,0,0,0,1200,806,2,6,0,0,33,0,0
2016,97,9,4,1584,2,1,8,5,3,0,0,0,0,1200,703,1,6,0,0,33,0,0
2016,97,9,4,1608,2,2,4,3,1,0,0,0,0,1000,727,2,6,0,0,67,0,0
2016,97,9,1,1782,1,1,9,4,5,0,0,0,0,1800,730,2,6,0,0,33,0,0
2016,97,9,1,1980,1,1,10,6,4,0,0,0,0,1000,612,1,6,0,0,33,0,0
2016,97,9,3,3216,3,2,4,3,1,0,0,0,0,800,815,2,12,0,0,67,0,0
2016,97,9,1,3960,1,1,20,10,10,0,0,0,0,1800,529,1,6,0,0,33,0,0
2016,97,9,1,4824,1,2,12,4,8,0,0,0,0,1200,729,2,6,0,0,67,0,0
2016,97,9,2,5628,3,2,7,4,3,0,0,0,0,1600,609,1,12,0,0,67,0,0
2016,97,9,4,5628,2,2,14,9,5,0,0,0,0,1400,713,1,6,0,0,67,0,0
2016,97,9,1,9246,1,2,23,3,20,0,0,0,0,800,706,1,6,0,0,67,0,0
2016,97,9,1,14070,1,2,35,3,32,0,0,0,0,800,720,2,6,0,0,67,0,0
2016,97,9,1,14874,1,2,37,3,34,0,0,0,0,1400,606,1,6,0,0,67,0,0
2017,97,9,1,1188,1,1,6,1,5,0,0,0,0,1400,903,2,6,0,0,33,0,0
2017,97,9,1,1980,1,1,10,3,7,0,0,0,0,1200,701,1,6,0,0,33,0,0
2017,97,9,1,2178,1,1,11,2,9,0,0,0,0,1000,722,2,6,0,0,33,0,0
2017,97,9,1,3366,1,1,17,4,13,0,0,0,0,1000,603,1,6,0,0,33,0,0
2017,97,9,1,3564,1,1,18,6,12,0,0,0,0,1800,704,1,6,0,0,33,0,0
2017,97,9,1,3618,1,2,9,5,4,0,0,0,0,1600,712,1,6,0,0,67,0,0
2017,97,9,1,4422,1,2,11,8,3,0,0,0,0,1400,815,2,6,0,0,67,0,0
2017,97,9,1,6432,1,2,16,10,6,0,0,0,0,1000,621,1,6,0,0,67,0,0
2017,97,9,4,6432,2,2,2,2,0,0,0,0,0,1000,622,1,48,0,0,67,0,0
2017,97,9,1,8844,1,2,22,13,9,0,0,0,0,1400,816,2,6,0,0,67,0,0
2017,97,9,4,9648,2,2,3,1,2,0,0,0,0,1000,719,2,48,0,0,67,0,0
2017,97,9,3,9900,3,1,10,7,3,0,0,0,0,1600,624,1,30,0,0,33,0,0
2017,97,9,3,12060,3,2,6,3,3,0,0,0,0,1400,707,1,30,0,0,67,0,0
2017,97,9,10,25344,2,1,16,3,13,0,0,0,0,1200,611,1,48,0,0,33,0,0
2017,97,9,10,26928,2,1,17,0,17,0,0,0,0,1400,827,2,48,0,0,33,0,0
2014,98,6,2,0,1,2,0,0,0,0,0,0,0,1800,815,2,2,0,0,68,0,0
2014,98,6,2,272,1,2,2,2,0,0,0,0,0,1800,813,2,2,0,0,68,0,0
2014,98,6,2,408,2,2,1,0,1,0,0,0,0,1400,730,2,6,0,0,68,0,0
2014,98,6,2,408,2,2,1,1,0,0,0,0,0,1400,804,2,6,0,0,68,0,0
2014,98,6,2,816,1,2,6,0,6,0,0,0,0,1800,806,2,2,0,0,68,0,0
2014,98,6,2,3465,2,1,15,2,13,0,0,0,0,1400,726,2,7,0,0,33,0,0
2014,98,6,3,3630,3,1,10,3,7,0,0,0,0,1200,803,2,11,0,0,33,0,0
2014,98,6,2,3927,2,1,17,8,9,0,0,0,0,1400,719,2,7,0,0,33,0,0
2014,98,6,3,3993,3,1,11,7,4,0,0,0,0,1000,727,2,11,0,0,33,0,0
2015,98,6,2,0,2,2,0,0,0,0,0,0,0,1200,826,2,6,0,0,68,0,0
2015,98,6,2,272,1,2,2,0,2,0,0,0,0,1800,612,1,2,0,0,68,0,0
2015,98,6,2,544,1,2,4,1,3,0,0,0,0,1800,609,1,2,0,0,68,0,0
2015,98,6,2,735,2,1,3,2,1,0,0,0,0,1400,524,1,7,0,0,35,0,0
2015,98,6,2,816,2,2,2,0,2,0,0,0,0,1400,625,1,6,0,0,68,0,0
2015,98,6,3,1470,2,1,6,4,2,0,0,0,0,800,705,1,7,0,0,35,0,0
2015,98,6,2,1768,1,2,13,3,10,0,0,0,0,1800,810,2,2,0,0,68,0,0
2015,98,6,3,1925,3,1,5,5,0,0,0,0,0,1000,525,1,11,0,0,35,0,0
2015,98,6,2,1960,2,1,8,1,7,0,0,0,0,1000,816,2,7,0,0,35,0,0
2015,98,6,1,2040,3,2,3,1,2,0,0,0,0,1000,903,2,10,0,0,68,0,0
2015,98,6,2,2450,2,1,10,0,10,0,0,0,0,1000,823,2,7,0,0,35,0,0
2015,98,6,1,2695,3,1,7,4,3,0,0,0,0,1600,523,1,11,0,0,35,0,0
2015,98,6,1,3264,2,2,8,1,7,0,0,0,0,1600,810,2,6,0,0,68,0,0
2015,98,6,2,4624,1,2,34,21,13,0,0,0,0,1800,806,2,2,0,0,68,0,0
2015,98,6,1,5304,2,2,13,4,9,0,0,0,0,1600,625,1,6,0,0,68,0,0
2015,98,6,1,7315,3,1,19,11,8,0,0,0,0,1200,816,2,11,0,0,35,0,0
2015,98,6,3,12320,3,1,32,12,20,0,0,0,0,1000,703,1,11,0,0,35,0,0
2015,98,6,3,14960,3,2,22,8,14,0,0,0,0,1000,615,1,10,0,0,68,0,0
2016,98,6,2,134,1,2,1,1,0,0,0,0,0,1800,818,2,2,0,0,67,0,0
2016,98,6,2,693,2,1,3,1,2,0,0,0,0,1200,612,1,7,0,0,33,0,0
2016,98,6,2,804,2,2,2,2,0,0,0,0,0,1200,902,2,6,0,0,67,0,0
2016,98,6,1,1340,3,2,2,2,0,0,0,0,0,1800,819,2,10,0,0,67,0,0
2016,98,6,2,1848,2,1,8,4,4,0,0,0,0,1000,604,1,7,0,0,33,0,0
2016,98,6,2,2144,1,2,16,4,12,0,0,0,0,1600,721,2,2,0,0,67,0,0
2016,98,6,2,2412,1,2,18,4,14,0,0,0,0,1800,708,1,2,0,0,67,0,0
2016,98,6,3,2541,2,1,11,4,7,0,0,0,0,800,605,1,7,0,0,33,0,0
2016,98,6,3,3216,2,2,8,3,5,0,0,0,0,1600,602,1,6,0,0,67,0,0
2016,98,6,3,3350,3,2,5,1,4,0,0,0,0,1400,609,1,10,0,0,67,0,0
2016,98,6,2,3886,1,2,29,7,22,0,0,0,0,1800,711,1,2,0,0,67,0,0
2016,98,6,2,3886,1,2,29,27,2,0,0,0,0,1600,713,1,2,0,0,67,0,0
2016,98,6,3,5082,3,1,14,2,12,0,0,0,0,1600,618,1,11,0,0,33,0,0
2016,98,6,2,5226,2,2,13,2,11,0,0,0,0,800,801,2,6,0,0,67,0,0
2016,98,6,3,5808,3,1,16,0,16,0,0,0,0,1800,723,2,11,0,0,33,0,0
2016,98,6,1,7623,3,1,21,5,16,0,0,0,0,1000,716,2,11,0,0,33,0,0
2016,98,6,2,8778,2,1,38,11,27,0,0,0,0,1000,730,2,7,0,0,33,0,0
2016,98,6,3,9438,3,1,26,9,17,0,0,0,0,1000,619,1,11,0,0,33,0,0
2017,98,6,2,0,1,2,0,0,0,0,0,0,0,1800,712,1,2,0,0,67,0,0
2017,98,6,2,231,2,1,1,1,0,0,0,0,0,1000,702,1,7,0,0,33,0,0
2017,98,6,2,268,1,2,2,2,0,0,0,0,0,1800,822,2,2,0,0,67,0,0
2017,98,6,3,363,3,1,1,1,0,0,0,0,0,1400,604,1,11,0,0,33,0,0
2017,98,6,1,804,2,2,2,0,2,0,0,0,0,1600,718,2,6,0,0,67,0,0
2017,98,6,3,1089,3,1,3,2,1,0,0,0,0,1600,904,2,11,0,0,33,0,0
2017,98,6,3,1206,2,2,3,1,2,0,0,0,0,1600,630,1,6,0,0,67,0,0
2017,98,6,3,1340,3,2,2,2,0,0,0,0,0,1400,612,1,10,0,0,67,0,0
2017,98,6,3,1815,3,1,5,1,4,0,0,0,0,1800,903,2,11,0,0,33,0,0
2017,98,6,3,2541,3,1,7,4,3,0,0,0,0,1600,723,2,11,0,0,33,0,0
2017,98,6,3,3350,3,2,5,2,3,0,0,0,0,800,623,1,10,0,0,67,0,0
2017,98,6,2,3465,2,1,15,6,9,0,0,0,0,1600,528,1,7,0,0,33,0,0
2017,98,6,2,4389,2,1,19,7,12,0,0,0,0,1400,904,2,7,0,0,33,0,0
2017,98,6,2,5762,1,2,43,16,27,0,0,0,0,1800,814,2,2,0,0,67,0,0
2017,98,6,1,6897,3,1,19,17,2,0,0,0,0,1600,625,1,11,0,0,33,0,0
2017,98,6,2,7161,2,1,31,9,22,0,0,0,0,1000,709,1,7,0,0,33,0,0
2014,99,6,1,3105.96,2,1,94.12,11,12,28,0,0,0,1800,524,1,1,2.54,59.42,33,71.12,0
2014,99,6,1,3346.2,2,1,101.4,0,76,10,0,0,0,1800,823,2,1,2.54,59.42,33,25.4,0
2014,99,6,1,3456.42,2,1,104.74,15,11,31,0,0,0,1800,629,1,1,2.54,59.42,33,78.74,0
2014,99,6,1,5955.44,1,2,87.58,7,12,27,0,0,0,1600,815,2,1,2.54,59.42,68,68.58,0
2014,99,6,1,6295.44,1,2,92.58,13,11,27,0,0,0,1600,701,1,1,2.54,59.42,68,68.58,0
2014,99,6,1,6436.88,1,2,94.66,3,18,29,0,0,0,1600,527,1,1,2.54,59.42,68,73.66,0
2014,99,6,3,7524,3,1,19,8,11,0,0,0,0,1400,803,2,12,2.54,59.42,33,0,0
2014,99,6,1,8457.9,1,1,51.26,0,3,19,0,0,0,1400,712,1,5,2.54,59.42,33,48.26,0
2014,99,6,1,9498.24,1,2,139.68,7,26,42,0,0,0,1600,611,1,1,2.54,59.42,68,106.68,0
2014,99,6,1,11226.6,1,1,68.04,0,2,26,0,0,0,1200,601,1,5,2.54,59.42,33,66.04,0
2014,99,6,1,15137.1,1,1,91.74,1,12,31,0,0,0,1600,719,2,5,2.54,59.42,33,78.74,0
2014,99,6,1,20889,1,1,126.6,9,16,40,0,0,0,1200,726,2,5,2.54,59.42,33,101.6,0
2014,99,6,1,34618.8,2,2,101.82,4,14,33,0,0,0,1000,818,2,5,2.54,59.42,68,83.82,0
2014,99,6,1,36713.2,2,2,107.98,8,6,37,0,0,0,1800,730,2,5,2.54,59.42,68,93.98,0
2014,99,6,2,42419.52,1,1,107.12,17,19,28,0,0,0,1000,615,1,12,2.54,59.42,33,71.12,0
2014,99,6,1,53094.4,2,2,156.16,4,15,54,0,0,0,1200,613,1,5,2.54,59.42,68,137.16,0
2014,99,6,2,63370.56,1,2,77.66,1,3,29,0,0,0,1200,618,1,12,2.54,59.42,68,73.66,0
2015,99,6,1,371.7,2,1,10.62,1,2,3,0,0,0,1800,523,1,1,2.54,59.42,35,7.62,0
2015,99,6,1,962.88,1,2,14.16,0,1,4,0,0,3,1600,612,1,1,2.54,59.42,68,10.16,0
2015,99,6,1,1690.48,1,2,24.86,2,0,9,0,0,0,1600,609,1,1,2.54,59.42,68,22.86,0
2015,99,6,1,3178,1,1,18.16,3,4,4,0,0,1,1200,524,1,5,2.54,59.42,35,10.16,0
2015,99,6,3,3360,3,1,8,3,5,0,0,0,0,800,525,1,12,2.54,59.42,35,0,0
2015,99,6,1,4040.56,1,2,59.42,1,0,23,0,0,0,1600,625,1,1,2.54,59.42,68,58.42,0
2015,99,6,2,4687.2,3,1,11.16,0,1,4,0,0,0,1400,816,2,12,2.54,59.42,35,10.16,0
2015,99,6,1,6363.44,1,2,93.58,13,12,27,0,0,0,1600,810,2,1,2.54,59.42,68,68.58,0
2015,99,6,1,6881.6,2,2,20.24,2,3,6,0,0,0,1800,625,1,5,2.54,59.42,68,15.24,0
2015,99,6,1,14045.5,1,1,80.26,10,20,19,0,0,2,800,816,2,5,2.54,59.42,35,48.26,0
2015,99,6,1,14609,1,1,83.48,12,41,12,0,0,0,1000,705,1,5,2.54,59.42,35,30.48,0
2015,99,6,1,17090.5,1,1,97.66,14,10,29,0,0,0,1600,816,2,5,2.54,59.42,35,73.66,0
2015,99,6,1,17244.8,2,2,50.72,0,4,18,0,0,1,1400,826,2,5,2.54,59.42,68,45.72,0
2015,99,6,1,21902.8,2,2,64.42,5,1,23,0,0,0,1800,810,2,5,2.54,59.42,68,58.42,0
2015,99,6,1,23516.5,1,1,134.38,6,7,47,0,0,2,1200,823,2,5,2.54,59.42,35,119.38,0
2015,99,6,2,29767.68,3,2,36.48,2,4,12,0,0,0,1200,903,2,12,2.54,59.42,68,30.48,0
2015,99,6,2,66699.84,3,2,81.74,0,3,31,0,0,0,1200,615,1,12,2.54,59.42,68,78.74,0
2016,99,6,1,599.28,2,1,18.16,2,6,4,0,0,0,1800,618,1,1,2.54,59.42,33,10.16,0
2016,99,6,1,850.74,2,1,25.78,4,4,7,0,0,0,1800,716,2,1,2.54,59.42,33,17.78,0
2016,99,6,1,1051.9,1,2,15.7,3,0,5,0,0,0,1600,818,2,1,2.54,59.42,67,12.7,0
2016,99,6,1,1892.08,1,2,28.24,2,11,6,0,0,0,1600,711,1,1,2.54,59.42,67,15.24,0
2016,99,6,1,5083.96,1,2,75.88,9,11,22,0,0,0,1600,708,1,1,2.54,59.42,67,55.88,0
2016,99,6,1,5089.32,1,2,75.96,6,9,24,0,0,0,1600,713,1,1,2.54,59.42,67,60.96,0
2016,99,6,1,6982.8,1,1,42.32,4,18,8,0,0,0,800,611,1,5,2.54,59.42,33,20.32,0
2016,99,6,2,7832.88,3,1,19.78,0,2,7,0,0,0,1600,723,2,12,2.54,59.42,33,17.78,0
2016,99,6,3,8104.32,3,2,10.08,0,5,2,0,0,0,800,812,2,12,2.54,59.42,67,5.08,0
2016,99,6,1,8279.7,1,1,50.18,1,6,17,0,0,0,800,605,1,5,2.54,59.42,33,43.18,0
2016,99,6,3,8844,3,2,11,4,7,0,0,0,0,800,812,2,12,2.54,59.42,67,0,0
2016,99,6,1,8989.2,1,1,54.48,3,21,12,0,0,0,1600,612,1,5,2.54,59.42,33,30.48,0
2016,99,6,1,9028.8,1,1,54.72,4,5,18,0,0,0,1000,807,2,5,2.54,59.42,33,45.72,0
2016,99,6,1,11147.4,1,1,67.56,13,19,14,0,0,0,1000,730,2,5,2.54,59.42,33,35.56,0
2016,99,6,1,11481.12,1,2,171.36,27,58,34,0,0,0,1600,707,1,1,2.54,59.42,67,86.36,0
2016,99,6,1,18719.8,2,2,55.88,0,0,22,0,0,0,1800,721,2,5,2.54,59.42,67,55.88,0
2016,99,6,3,31632.48,3,1,79.88,10,14,22,0,0,0,1000,619,1,12,2.54,59.42,33,55.88,0
2016,99,6,1,54940,2,2,164,13,24,50,0,0,0,1400,602,1,5,2.54,59.42,67,127,0
2016,99,6,2,71459.52,3,2,88.88,8,25,22,0,0,0,1200,609,1,12,2.54,59.42,67,55.88,0
2017,99,6,3,792,3,1,2,0,2,0,0,0,0,1200,604,1,12,2.47,59.42,33,0,0
2017,99,6,1,1158.43,1,2,17.29,0,0,7,0,0,0,1600,612,1,1,2.47,59.42,67,17.29,0
2017,99,6,1,1209.12,2,1,36.64,3,4,12,0,0,0,1800,723,2,1,2.47,59.42,33,29.64,0
2017,99,6,2,1608,3,2,2,0,2,0,0,0,0,800,726,2,12,2.47,59.42,67,0,0
2017,99,6,1,2453.22,2,1,74.34,1,12,22,0,0,7,1800,625,1,1,2.47,59.42,33,54.34,0
2017,99,6,1,3711.8,1,2,55.4,2,4,20,0,0,0,1600,712,1,1,2.47,59.42,67,49.4,0
2017,99,6,3,4020,3,2,5,1,4,0,0,0,0,1000,623,1,12,2.47,59.42,67,0,0
2017,99,6,3,4356,3,1,11,4,7,0,0,0,0,1600,903,2,12,2.47,59.42,33,0,0
2017,99,6,1,8629.6,2,2,25.76,0,6,8,0,0,0,1800,630,1,5,2.47,59.42,67,19.76,0
2017,99,6,1,9238.35,1,1,55.99,2,11,17,0,0,1,800,709,1,5,2.47,59.42,33,41.99,0
2017,99,6,1,9832.25,1,2,146.75,27,58,25,0,0,0,1600,814,2,1,2.47,59.42,67,61.75,0
2017,99,6,1,10868.55,1,1,65.87,6,4,21,0,0,4,800,702,1,5,2.47,59.42,33,51.87,0
2017,99,6,1,20001.3,1,1,121.22,16,40,26,0,0,1,1000,819,2,5,2.47,59.42,33,64.22,0
2017,99,6,1,26324.3,2,2,78.58,17,27,14,0,0,0,1800,822,2,5,2.47,59.42,67,34.58,0
2017,99,6,1,34662.45,2,2,103.47,2,5,15,1,0,0,1400,718,2,5,2.47,59.42,67,37.05,59.42
2017,99,6,1,46328.7,1,1,280.78,23,75,74,0,0,0,1400,528,1,5,2.47,59.42,33,182.78,0
2014,100,5,6,0,2,2,0,0,0,0,0,0,0,1400,822,2,30,0,0,68,0,0
2014,100,5,8,792,3,1,2,1,1,0,0,0,0,1000,705,1,12,0,0,33,0,0
2014,100,5,3,2772,3,1,7,4,3,0,0,0,0,1400,830,2,12,0,0,33,0,0
2014,100,5,3,3264,3,2,4,1,3,0,0,0,0,1000,627,1,12,0,0,68,0,0
2014,100,5,5,5712,1,2,7,0,7,0,0,0,0,1200,811,2,12,0,0,68,0,0
2014,100,5,4,5940,2,1,6,6,0,0,0,0,0,1000,810,2,30,0,0,33,0,0
2014,100,5,8,6528,3,2,8,3,5,0,0,0,0,1200,812,2,12,0,0,68,0,0
2014,100,5,5,8316,1,1,21,11,10,0,0,0,0,1600,531,1,12,0,0,33,0,0
2014,100,5,5,8976,1,2,11,5,6,0,0,0,0,1600,709,1,12,0,0,68,0,0
2014,100,5,5,9900,1,1,25,20,5,0,0,0,0,1200,817,2,12,0,0,33,0,0
2014,100,5,5,10692,1,1,27,19,8,0,0,0,0,1200,704,1,12,0,0,33,0,0
2014,100,5,9,10890,2,1,11,6,5,0,0,0,0,1200,720,2,30,0,0,33,0,0
2014,100,5,1,11484,1,1,29,29,0,0,0,0,0,1400,622,1,12,0,0,33,0,0
2014,100,5,1,11880,1,1,30,23,7,0,0,0,0,1600,726,2,12,0,0,33,0,0
2014,100,5,2,11880,2,1,12,8,4,0,0,0,0,1400,526,1,30,0,0,33,0,0
2014,100,5,5,13056,1,2,16,5,11,0,0,0,0,1200,611,1,12,0,0,68,0,0
2014,100,5,4,16320,2,2,8,2,6,0,0,0,0,1000,825,2,30,0,0,68,0,0
2014,100,5,5,16320,1,2,20,15,5,0,0,0,0,1400,717,1,12,0,0,68,0,0
2014,100,5,1,27744,1,2,34,28,6,0,0,0,0,1600,527,1,12,0,0,68,0,0
2014,100,5,4,28560,2,2,14,4,10,0,0,0,0,1200,613,1,30,0,0,68,0,0
2015,100,5,8,1260,3,1,3,2,1,0,0,0,0,1400,607,1,12,0,0,35,0,0
2015,100,5,5,1632,1,2,2,2,0,0,0,0,0,1600,529,1,12,0,0,68,0,0
2015,100,5,5,1680,1,1,4,3,1,0,0,0,0,1400,526,1,12,0,0,35,0,0
2015,100,5,9,2040,2,2,1,0,1,0,0,0,0,1800,817,2,30,0,0,68,0,0
2015,100,5,5,2100,1,1,5,4,1,0,0,0,0,1200,905,2,12,0,0,35,0,0
2015,100,5,5,2448,1,2,3,3,0,0,0,0,0,1600,722,2,12,0,0,68,0,0
2015,100,5,8,3264,3,2,4,2,2,0,0,0,0,1600,728,2,12,0,0,68,0,0
2015,100,5,5,3360,1,1,8,7,1,0,0,0,0,1600,614,1,12,0,0,35,0,0
2015,100,5,3,3780,3,1,9,2,7,0,0,0,0,1000,726,2,12,0,0,35,0,0
2015,100,5,2,4200,2,1,4,1,3,0,0,0,0,1000,621,1,30,0,0,35,0,0
2015,100,5,1,6720,1,1,16,14,2,0,0,0,0,1600,524,1,12,0,0,35,0,0
2015,100,5,4,9450,2,1,9,1,8,0,0,0,0,1000,906,2,30,0,0,35,0,0
2015,100,5,1,10920,1,1,26,15,11,0,0,0,0,1000,530,1,12,0,0,35,0,0
2015,100,5,1,11424,1,2,14,13,1,0,0,0,0,1400,804,2,12,0,0,68,0,0
2015,100,5,5,17952,1,2,22,19,3,0,0,0,0,1800,810,2,12,0,0,68,0,0
