Q29,Q1,Q10,Q17,Q17_1,Q19,Q21,Q26,Q27,Q28,Q18,Q22,Q23,Q24,Q26_1,Q27_1
What are your initials?,Agency Name,Park or Trail,Site Entrance Number,What month is it?,What day of the month is it?,What is the year?,Which timeslot best represents the time you will be onsite to conduct the count?,Is this a scheduled count? (was this count originally scheduled for the date and timeblock previously indicated?),"If not, when was it scheduled? Include date and time.","Bikes

Indicate total number of bikes, tricycles, unicycles, motorcycles. Count people, not the number of bikes. If there are 2 people on 1 bike, count it as 2.","Pedestrian/Skaters

Indicate total number of walkers, joggers, runners, baby strollers, skateboarders, inline and roller skaters, people in wheelchairs, etc.","Vehicles

Indicate total number of cars, vans, pickup trucks, and metro mobility van/buses.

Count the number of vehicles, not the number of people in them.","Buses

Indicate total number of charter, school, church group vehicles that hold more than 8 people. Be sure that the bus enters the park. Metro Transit buses on regular routes never enter parks and are NOT counted. 

Count the number of buses, not the number of people in them.","Horse Riders

Indicate total number of people on horses, not the number of horses. Two people on one horse =2 visits. Do not count mounted police or park patrols.","Boaters

Indicate total number of people arriving at the park by boat, not those towing a boat (that's counted in the vehicle category)."
VDZ,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,16,July,15,2018,2:00-4:00 PM,Yes,NA,8,3,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Above the Falls Regional Park,10,July,15,2018,10:00-12:00 PM,Yes,NA,0,3,2,0,0,0
VDZ,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,20,July,15,2018,12:00-2:00 PM,Yes,NA,0,0,18,0,0,0
VDZ,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,10,July,14,2018,10:00-12:00 PM,Yes,NA,0,0,9,0,0,0
VDZ,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,8,July,14,2018,8:00-10:00 AM,Yes,NA,2,5,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,42,July,14,2018,4:00-6:00 PM,No,7-7-2018 4-6 pm,0,2,9,0,0,0
AA,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,1,July,15,2018,12:00-2:00 PM,Yes,NA,3,4,11,0,0,0
AA,Minneapolis Park and Recreation Board,North Mississippi Regional Park,10,July,15,2018,10:00-12:00 PM,Yes,NA,4,10,0,0,0,0
AA,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,3,July,15,2018,8:00-10:00 AM,Yes,NA,3,9,0,0,0,0
AA,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,2,July,14,2018,2:00-4:00 PM,Yes,NA,17,6,0,0,0,0
AA,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,8,July,14,2018,12:00-2:00 PM,Yes,NA,11,51,26,0,0,0
DM,Minneapolis Park and Recreation Board,Ridgeway Parkway Regional Trail,2,July,15,2018,6:00-8:00 PM,Yes,NA,0,0,9,0,0,0
DM,Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,4,July,15,2018,4:00-6:00 PM,Yes,NA,0,1,0,0,0,0
DM,Minneapolis Park and Recreation Board,Minnehaha Regional Park,9,July,15,2018,2:00-4:00 PM,Yes,NA,0,0,122,0,0,0
DM,Minneapolis Park and Recreation Board,Above the Falls Regional Park,10,July,14,2018,4:00-6:00 PM,Yes,NA,9,1,4,0,0,0
DM,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,6,July,14,2018,2:00-4:00 PM,No,7/7/18 (2-4),0,0,42,0,0,0
AA,Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,1,July,22,2018,2:00-4:00 PM,Yes,NA,17,16,0,0,0,0
AA,Minneapolis Park and Recreation Board,North Mississippi Regional Park,10,July,22,2018,10:00-12:00 PM,Yes,NA,5,7,0,0,0,0
AA,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,3,July,22,2018,8:00-10:00 AM,Yes,NA,4,9,0,0,0,0
AA,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,24,July,21,2018,4:00-6:00 PM,Yes,NA,24,17,0,0,0,0
AA,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,8,July,21,2018,2:00-4:00 PM,Yes,NA,0,0,21,0,0,0
AA,Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,1,July,21,2018,12:00-2:00 PM,Yes,NA,6,11,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,2,July,22,2018,4:00-6:00 PM,Yes,NA,0,7,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,4,July,22,2018,2:00-4:00 PM,Yes,NA,264,38,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,35,July,22,2018,12:00-2:00 PM,Yes,NA,40,164,1,0,0,0
VDZ,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,6,July,21,2018,4:00-6:00 PM,Yes,NA,0,0,14,0,0,0
VDZ,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,16,July,21,2018,2:00-4:00 PM,Yes,NA,10,4,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,3,July,20,2018,12:00-2:00 PM,Yes,NA,9,9,0,0,0,0
DM,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,2,July,23,2018,6:00-8:00 PM,Yes,NA,6,4,0,0,0,0
DM,Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,10,July,23,2018,4:00-6:00 PM,Yes,NA,7,3,0,0,0,0
DM,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,1,July,22,2018,4:00-6:00 PM,Yes,NA,15,6,0,0,0,0
DM,Minneapolis Park and Recreation Board,Luce Line Regional Trail,3,July,22,2018,2:00-4:00 PM,Yes,NA,13,8,0,0,0,0
DM,Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,18,July,22,2018,10:00-12:00 PM,Yes,NA,17,68,0,0,0,0
DM,Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,13,July,21,2018,6:00-8:00 PM,Yes,NA,62,253,0,0,0,0
DM,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,31,July,21,2018,4:00-6:00 PM,Yes,NA,0,0,62,0,0,0
DM,Minneapolis Park and Recreation Board,Ridgeway Parkway Regional Trail,3,July,21,2018,2:00-4:00 PM,Yes,NA,2,2,0,0,0,0
DM,Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,3,July,24,2018,12:00-2:00 PM,Yes,NA,0,0,0,0,0,0
DM,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,5,July,30,2018,10:00-12:00 PM,Yes,NA,9,14,0,0,0,0
DM,Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,5,July,30,2018,8:00-10:00 AM,Yes,NA,24,6,0,0,0,0
DM,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,24,July,28,2018,10:00-12:00 PM,Yes,NA,6,9,0,0,0,0
DM,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,11,July,28,2018,12:00-2:00 PM,Yes,NA,59,17,0,0,0,0
DM,Minneapolis Park and Recreation Board,Ridgeway Parkway Regional Trail,3,July,27,2018,2:00-4:00 PM,Yes,NA,5,5,0,0,0,0
DM,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,3,July,27,2018,4:00-6:00 PM,Yes,NA,1,8,0,0,0,0
AA,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,29,July,29,2018,12:00-2:00 PM,Yes,NA,6,3,0,0,0,0
AA,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,11,July,29,2018,10:00-12:00 PM,Yes,NA,4,9,29,0,0,0
AA,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,13,July,28,2018,10:00-12:00 PM,Yes,NA,22,15,6,0,0,0
AA,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,29,July,28,2018,8:00-10:00 AM,Yes,NA,7,8,0,0,0,0
AA,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,4,July,27,2018,10:00-12:00 PM,Yes,NA,99,18,0,0,0,0
AA,Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,4,July,27,2018,8:00-10:00 AM,Yes,NA,33,18,0,0,0,0
AA,Minneapolis Park and Recreation Board,Ridgeway Parkway Regional Trail,3,July,26,2018,10:00-12:00 PM,Yes,NA,3,1,0,0,0,0
AA,Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,3,July,26,2018,8:00-10:00 AM,Yes,NA,0,0,0,0,0,0
AA,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,10,July,24,2018,6:00-8:00 PM,Yes,NA,31,21,4,0,0,0
VDZ,Minneapolis Park and Recreation Board,Above the Falls Regional Park,10,July,31,2018,12:00-2:00 PM,Yes,NA,7,9,1,0,0,0
VDZ,Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,2,July,29,2018,2:00-4:00 PM,Yes,NA,7,12,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Ridgeway Parkway Regional Trail,1,July,29,2018,12:00-2:00 PM,Yes,NA,4,5,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,40,July,28,2018,4:00-6:00 PM,Yes,NA,0,18,1,0,0,0
VDZ,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,4,July,28,2018,10:00-12:00 PM,Yes,NA,267,53,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,13,July,28,2018,8:00-10:00 AM,Yes,NA,128,26,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,4,July,27,2018,12:00-2:00 PM,Yes,NA,0,4,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,North Mississippi Regional Park,7,July,27,2018,10:00-12:00 PM,Yes,NA,0,0,9,0,0,0
VDZ,Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,4,July,24,2018,4:00-6:00 PM,Yes,NA,25,54,18,0,0,0
VDZ,Minneapolis Park and Recreation Board,Ridgeway Parkway Regional Trail,1,July,24,2018,10:00-12:00 PM,Yes,NA,0,17,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Above the Falls Regional Park,8,July,24,2018,8:00-10:00 AM,Yes,NA,15,16,0,0,0,0
AA,Minneapolis Park and Recreation Board,Luce Line Regional Trail,7,August,5,2018,4:00-6:00 PM,Yes,NA,7,1,0,0,0,0
AA,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,3,August,5,2018,2:00-4:00 PM,Yes,NA,39,13,0,0,0,0
AA,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,2,August,4,2018,12:00-2:00 PM,Yes,NA,1,4,2,0,0,0
AA,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,27,August,4,2018,10:00-12:00 PM,Yes,NA,0,11,0,0,0,0
AA,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,24,August,3,2018,2:00-4:00 PM,Yes,NA,10,7,0,0,0,0
AA,Minneapolis Park and Recreation Board,Luce Line Regional Trail,2,August,3,2018,12:00-2:00 PM,Yes,NA,5,6,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,North Mississippi Regional Park,4,August,4,2018,2:00-4:00 PM,No,8/11/2018.  2-4pm,3,0,14,0,0,0
VDZ,Minneapolis Park and Recreation Board,Minnehaha Regional Park,12,August,4,2018,10:00-12:00 PM,Yes,NA,22,224,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,21,August,4,2018,8:00-10:00 AM,Yes,NA,6,20,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,4,August,3,2018,4:00-6:00 PM,Yes,NA,16,0,0,0,0,0
DM,Minneapolis Park and Recreation Board,Minnehaha Regional Park,8,August,1,2018,2:00-4:00 PM,Yes,NA,6,4,4,0,0,0
DM,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,13,August,1,2018,12:00-2:00 PM,Yes,NA,1,5,0,0,0,0
DM,Minneapolis Park and Recreation Board,Above the Falls Regional Park,4,August,7,2018,10:00-12:00 PM,Yes,NA,0,3,4,0,0,0
DM,Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,6,August,4,2018,8:00-10:00 AM,No,8/11/18 2-4,0,1,0,0,0,0
DM,Minneapolis Park and Recreation Board,Above the Falls Regional Park,2,August,4,2018,6:00-8:00 PM,Yes,NA,0,2,0,0,0,0
DM,Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,10,August,4,2018,10:00-12:00 PM,No,8/11/18 2-4,0,9,0,0,0,0
DM,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,5,August,4,2018,2:00-4:00 PM,No,8/11/18 2-4,2,4,0,0,0,0
DM,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,11,August,5,2018,4:00-6:00 PM,Yes,NA,45,38,0,0,0,0
DM,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,6,August,5,2018,6:00-8:00 PM,Yes,NA,2,6,4,0,0,0
ara,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,4,August,9,2018,8:00-10:00 AM,Yes,NA,2,19,0,0,0,0
ara,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,2,August,9,2018,6:00-8:00 PM,Yes,NA,10,32,0,0,0,0
DM,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,9,August,9,2018,4:00-6:00 PM,Yes,NA,0,8,0,0,0,0
DM,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,15,August,9,2018,8:00-10:00 AM,Yes,NA,0,1,1,0,0,0
DM,Minneapolis Park and Recreation Board,Above the Falls Regional Park,10,August,10,2018,6:00-8:00 PM,Yes,NA,6,12,9,0,0,0
DM,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,5,August,10,2018,10:00-12:00 PM,Yes,NA,8,1,0,0,0,0
DM,Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,1,August,10,2018,8:00-10:00 AM,Yes,NA,3,13,0,0,0,0
DM,Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,1,August,12,2018,6:00-8:00 PM,Yes,NA,26,113,0,0,0,0
DM,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,35,August,12,2018,4:00-6:00 PM,Yes,NA,31,235,27,0,0,0
AA,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,2,August,12,2018,2:00-4:00 PM,Yes,NA,12,7,0,0,0,0
AA,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,31,August,11,2018,4:00-6:00 PM,No,8/18/2018,11,5,0,0,0,0
AA,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,7,August,11,2018,2:00-4:00 PM,No,8/18/2018,30,3,14,0,0,0
AA,Minneapolis Park and Recreation Board,Ridgeway Parkway Regional Trail,2,August,11,2018,10:00-12:00 PM,Yes,NA,0,3,0,0,0,0
AA,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,9,August,11,2018,8:00-10:00 AM,Yes,NA,4,3,0,0,0,0
AA,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,1,August,10,2018,6:00-8:00 PM,Yes,NA,12,6,5,0,0,0
AA,Minneapolis Park and Recreation Board,Minnehaha Regional Park,8,August,10,2018,10:00-12:00 PM,Yes,NA,9,25,15,0,0,0
AA,Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,4,August,9,2018,2:00-4:00 PM,Yes,NA,1,5,0,0,0,0
AA,Minneapolis Park and Recreation Board,Ridgeway Parkway Regional Trail,2,August,9,2018,12:00-2:00 PM,Yes,NA,0,3,0,0,0,0
AA,Minneapolis Park and Recreation Board,Luce Line Regional Trail,9,August,7,2018,10:00-12:00 PM,Yes,NA,5,10,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,14,August,11,2018,4:00-6:00 PM,Yes,NA,134,11,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,37,August,11,2018,12:00-2:00 PM,No,8/18/2018.  12-2,18,57,1,0,0,0
VDZ,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,23,August,10,2018,6:00-8:00 PM,Yes,NA,11,17,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,8,August,10,2018,4:00-6:00 PM,Yes,NA,0,0,9,0,0,0
VDZ,Minneapolis Park and Recreation Board,Minnehaha Regional Park,5,August,9,2018,6:00-8:00 PM,Yes,NA,91,73,20,0,0,0
VDZ,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,11,August,9,2018,4:00-6:00 PM,Yes,NA,8,17,10,0,0,0
VDZ,Minneapolis Park and Recreation Board,North Mississippi Regional Park,1,August,12,2018,8:00-10:00 AM,Yes,NA,5,1,6,0,0,0
VDZ,Minneapolis Park and Recreation Board,Above the Falls Regional Park,10,August,12,2018,2:00-4:00 PM,Yes,NA,5,1,5,0,0,0
VDZ,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,1,August,11,2018,6:00-8:00 PM,Yes,NA,72,13,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,51,August,11,2018,2:00-4:00 PM,Yes,NA,0,0,27,0,0,0
TL,Minneapolis Park and Recreation Board,Luce Line Regional Trail,3,August,4,2018,10:00-12:00 PM,Yes,NA,3,3,0,0,0,0
DM,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,45,August,14,2018,12:00-2:00 PM,Yes,NA,0,0,7,0,0,0
DM,Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,19,August,14,2018,10:00-12:00 PM,Yes,NA,8,43,0,0,0,0
AA,Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,2,August,14,2018,2:00-4:00 PM,Yes,NA,3,1,0,0,0,0
AA,Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,14,August,14,2018,12:00-2:00 PM,Yes,NA,6,2,0,0,0,0
Mh,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,11,August,18,2018,12:00-2:00 PM,Yes,NA,8,11,9,0,0,0
Mh,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,27,August,18,2018,2:00-4:00 PM,Yes,NA,4,19,0,0,0,0
KL,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,7,August,18,2018,12:00-2:00 PM,Yes,NA,6,0,0,0,0,0
ara,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,27,August,11,2018,4:00-6:00 PM,No,8/18/18 at 4,6,7,0,0,0,0
ara,Minneapolis Park and Recreation Board,Minnehaha Regional Park,13,August,11,2018,6:00-8:00 PM,No,8/18/18 at 6,1,6,0,0,0,0
AAJ,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,4,August,17,2018,6:00-8:00 PM,Yes,NA,12,7,2,0,0,0
VDZ,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,5,August,17,2018,4:00-6:00 PM,Yes,NA,17,11,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,6,August,20,2018,10:00-12:00 PM,Yes,NA,0,0,6,0,0,0
DZ,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,13,August,19,2018,10:00-12:00 PM,Yes,NA,36,28,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Minnehaha Regional Park,16,August,19,2018,8:00-10:00 AM,Yes,NA,0,0,8,0,0,0
VDZ,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,3,August,18,2018,4:00-6:00 PM,Yes,NA,37,11,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,5,August,18,2018,2:00-4:00 PM,Yes,NA,24,10,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Above the Falls Regional Park,8,August,18,2018,12:00-2:00 PM,Yes,NA,49,20,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,1,August,17,2018,2:00-4:00 PM,Yes,NA,0,4,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Luce Line Regional Trail,8,August,16,2018,10:00-12:00 PM,Yes,NA,2,4,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,2,August,14,2018,2:00-4:00 PM,Yes,NA,4,8,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,1,August,14,2018,12:00-2:00 PM,Yes,NA,3,12,0,0,0,0
Mh,Minneapolis Park and Recreation Board,Minnehaha Regional Park,1,August,22,2018,10:00-12:00 PM,Yes,NA,47,39,0,0,0,0
Cc,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,31,August,20,2018,10:00-12:00 PM,Yes,NA,1,8,0,0,0,0
mh,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,14,August,23,2018,2:00-4:00 PM,Yes,NA,0,2,9,0,0,0
KW,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,48,August,26,2018,10:00-12:00 PM,Yes,NA,89,173,0,0,0,0
KW,Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,23,August,26,2018,12:00-2:00 PM,Yes,NA,9,38,14,0,0,0
MH,Minneapolis Park and Recreation Board,Above the Falls Regional Park,8,August,26,2018,4:00-6:00 PM,Yes,NA,29,52,0,0,0,0
MH,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,19,August,28,2018,2:00-4:00 PM,Yes,NA,0,0,5,0,0,0
EK,Minneapolis Park and Recreation Board,North Mississippi Regional Park,5,August,29,2018,8:00-10:00 AM,Yes,NA,1,2,4,0,0,0
MH,Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,3,August,29,2018,6:00-8:00 PM,Yes,NA,10,141,0,0,0,0
mh,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,6,August,29,2018,4:00-6:00 PM,Yes,NA,24,95,0,0,0,0
ara,Minneapolis Park and Recreation Board,North Mississippi Regional Park,2,August,26,2018,2:00-4:00 PM,Yes,NA,3,0,0,0,0,0
ara,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,24,August,27,2018,10:00-12:00 PM,Yes,NA,0,1,0,0,0,0
ara,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,4,August,27,2018,2:00-4:00 PM,Yes,NA,0,10,1,0,0,0
ara,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,27,August,28,2018,2:00-4:00 PM,Yes,NA,2,20,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,4,August,25,2018,12:00-2:00 PM,Yes,NA,6,2,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,2,August,23,2018,4:00-6:00 PM,Yes,NA,71,13,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,5,August,23,2018,2:00-4:00 PM,Yes,NA,14,4,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,North Mississippi Regional Park,11,August,23,2018,12:00-2:00 PM,Yes,NA,13,6,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,6,August,23,2018,8:00-10:00 AM,Yes,NA,2,7,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,10,August,22,2018,10:00-12:00 PM,Yes,NA,9,14,1,0,0,0
VDZ,Minneapolis Park and Recreation Board,Minnehaha Regional Park,17,August,17,2018,6:00-8:00 PM,Yes,NA,0,0,6,0,0,0
VDZ,Minneapolis Park and Recreation Board,North Mississippi Regional Park,10,August,28,2018,12:00-2:00 PM,Yes,NA,0,2,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,1,August,28,2018,8:00-10:00 AM,Yes,NA,0,1,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,5,August,27,2018,6:00-8:00 PM,Yes,NA,6,12,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,7,August,26,2018,4:00-6:00 PM,Yes,NA,3,6,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,1,August,26,2018,2:00-4:00 PM,Yes,NA,14,0,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,2,August,26,2018,10:00-12:00 PM,Yes,NA,2,2,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,28,August,29,2018,4:00-6:00 PM,Yes,NA,3,18,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,7,August,29,2018,2:00-4:00 PM,Yes,NA,10,4,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,8,August,29,2018,12:00-2:00 PM,Yes,NA,8,13,0,0,0,0
CP,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,1,August,30,2018,4:00-6:00 PM,Yes,NA,6,2,0,0,0,0
mh,Minneapolis Park and Recreation Board,Above the Falls Regional Park,7,August,30,2018,2:00-4:00 PM,Yes,NA,18,8,0,0,0,0
DE,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,2,August,31,2018,4:00-6:00 PM,Yes,NA,5,42,11,0,0,0
TP,Minneapolis Park and Recreation Board,Luce Line Regional Trail,1,August,31,2018,10:00-12:00 PM,Yes,NA,5,0,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Ridgeway Parkway Regional Trail,2,August,25,2018,2:00-4:00 PM,Yes,NA,0,6,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,6,August,25,2018,10:00-12:00 PM,No,8-18-2018. 10-12,0,2,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Above the Falls Regional Park,10,September,3,2018,12:00-2:00 PM,Yes,NA,4,1,6,0,0,0
VDZ,Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,6,September,3,2018,4:00-6:00 PM,No,8/27/2018 at 4pm,13,7,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,1,September,2,2018,4:00-6:00 PM,Yes,NA,4,9,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,North Mississippi Regional Park,8,September,2,2018,2:00-4:00 PM,Yes,NA,6,14,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Luce Line Regional Trail,1,September,1,2018,12:00-2:00 PM,Yes,NA,2,0,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,8,September,1,2018,10:00-12:00 PM,Yes,NA,0,0,21,0,0,0
VDZ,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,6,September,1,2018,8:00-10:00 AM,Yes,NA,0,0,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,5,August,31,2018,10:00-12:00 PM,Yes,NA,0,3,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,24,August,31,2018,8:00-10:00 AM,Yes,NA,0,3,0,0,0,0
VDZ,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,24,August,30,2018,4:00-6:00 PM,Yes,NA,6,8,0,0,0,0
