Q29,Q1,Q15,Q17,Q17_1,Q21,Q19,Q26,Q27,Q28,Q18,Q22,Q23,Q24,Q26_1,Q27_1
What are your initials?,Agency Name,Park or Trail,Site Entrance Number,What month is it?,What day of the month is it?,What is the year?,Which timeslot best represents the time you will be onsite to conduct the count?,Is this a scheduled count? (was this count originally scheduled for the date and timeblock previously indicated?),"If not, when was it scheduled? Include date and time.","Bikes

Indicate total number of bikes, tricycles, unicycles, motorcycles. Count people, not the number of bikes. If there are 2 people on 1 bike, count it as 2.","Pedestrian/Skaters

Indicate total number of walkers, joggers, runners, baby strollers, skateboarders, inline and roller skaters, people in wheelchairs, etc.","Vehicles

Indicate total number of cars, vans, pickup trucks, and metro mobility van/buses.

Count the number of vehicles, not the number of people in them.","Buses

Indicate total number of charter, school, church group vehicles that hold more than 8 people. Be sure that the bus enters the park. Metro Transit buses on regular routes never enter parks and are NOT counted. 

Count the number of buses, not the number of people in them.","Horse Riders

Indicate total number of people on horses, not the number of horses. Two people on one horse =2 visits. Do not count mounted police or park patrols.","Boaters

Indicate total number of people arriving at the park by boat, not those towing a boat (that's counted in the vehicle category)."
sp,Three Rivers Park District,Rush Creek Regional Trail,9,June,9,2018,4:00-6:00 PM,Yes,NA,8,1,0,0,0,0
SS,Three Rivers Park District,Kingswood Special Recreation Feature,1,June,12,2018,10:00-12:00 PM,Yes,NA,0,0,0,0,0,0
SS,Three Rivers Park District,Gale Woods Special Recreation Feature,1,June,12,2018,12:00-2:00 PM,Yes,NA,0,0,22,0,0,0
SS,Three Rivers Park District,Lake Minnetonka LRT Regional Trail,20,June,9,2018,2:00-4:00 PM,Yes,NA,3,12,0,0,0,0
ss,Three Rivers Park District,Carver Park Reserve,8,June,9,2018,6:00-8:00 PM,Yes,NA,0,0,4,0,0,0
js,Three Rivers Park District,Murphy-Hanrehan Park Reserve (Scott County),1,June,2,2018,12:00-2:00 PM,Yes,NA,4,8,8,0,0,0
JS,Three Rivers Park District,Dakota Rail Regional Trail,1,June,4,2018,12:00-2:00 PM,Yes,NA,43,4,0,0,0,0
HB,Three Rivers Park District,Twin Lakes Regional Trail,14,June,11,2018,12:00-2:00 PM,Yes,NA,0,0,0,0,0,0
HB,Three Rivers Park District,Northeast Diagonal Regional Trail,2,June,11,2018,4:00-6:00 PM,Yes,NA,6,3,0,0,0,0
HB,Three Rivers Park District,Silverwood Special Recreation Feature,1,June,11,2018,6:00-8:00 PM,Yes,NA,0,1,22,0,0,0
HB,Three Rivers Park District,Shingle Creek Regional Trail,41,June,15,2018,8:00-10:00 AM,Yes,NA,10,7,0,0,0,0
HB,Three Rivers Park District,Coon Rapids Dam Regional Park,2,June,15,2018,10:00-12:00 PM,Yes,NA,30,2,19,0,0,0
HB,Three Rivers Park District,Shingle Creek Regional Trail,13,June,17,2018,10:00-12:00 PM,Yes,NA,3,8,0,0,0,0
HB,Three Rivers Park District,Coon Rapids Dam Regional Park,2,June,17,2018,12:00-2:00 PM,Yes,NA,42,9,51,0,0,0
HB,Three Rivers Park District,Crystal Lake Regional Trail,11,June,17,2018,4:00-6:00 PM,Yes,NA,0,0,0,0,0,0
HB,Three Rivers Park District,Medicine Lake Regional Trail,36,June,17,2018,6:00-8:00 PM,Yes,NA,0,1,0,0,0,0
HB,Three Rivers Park District,Northeast Diagonal Regional Trail,1,June,19,2018,4:00-6:00 PM,Yes,NA,13,9,0,0,0,0
HB,Three Rivers Park District,Silverwood Special Recreation Feature,1,June,19,2018,6:00-8:00 PM,Yes,NA,1,13,71,0,0,0
HB,Three Rivers Park District,Shingle Creek Regional Trail,12,June,21,2018,10:00-12:00 PM,Yes,NA,0,0,0,0,0,0
LG,Three Rivers Park District,Elm Creek Park Reserve,11,June,9,2018,8:00-10:00 AM,Yes,NA,1,2,12,0,0,0
LG,Three Rivers Park District,Eagle Lake Regional Park,4,June,8,2018,12:00-2:00 PM,Yes,NA,0,0,0,0,0,0
LG,Three Rivers Park District,Rush Creek Regional Trail,1,June,7,2018,8:00-10:00 AM,Yes,NA,11,12,0,0,0,0
LG,Three Rivers Park District,Elm Creek Park Reserve,1,June,7,2018,10:00-12:00 PM,Yes,NA,1,2,85,7,0,0
LG,Three Rivers Park District,Elm Creek Park Reserve,4,June,6,2018,4:00-6:00 PM,Yes,NA,2,5,0,0,0,0
LG,Three Rivers Park District,Elm Creek Park Reserve,7,June,6,2018,10:00-12:00 PM,Yes,NA,0,0,1,0,0,0
LG,Three Rivers Park District,Bassett Creek Regional Trail,12,June,8,2018,10:00-12:00 PM,Yes,NA,2,3,0,0,0,0
JS,Three Rivers Park District,Luce Line Regional Trail,18,June,9,2018,10:00-12:00 PM,Yes,NA,12,2,0,0,0,0
JS,Three Rivers Park District,Nine Mile Creek Regional Trail,11,June,8,2018,6:00-8:00 PM,Yes,NA,8,6,0,0,0,0
JS,Three Rivers Park District,Hyland Lake Park Reserve,1,June,8,2018,4:00-6:00 PM,Yes,NA,3,0,86,0,0,0
JS,Three Rivers Park District,Nokomis-Minnesota River Regional Trail,8,June,8,2018,10:00-12:00 PM,Yes,NA,1,6,0,0,0,0
JS,Three Rivers Park District,Lake Minnetonka LRT Regional Trail,28,June,6,2018,12:00-2:00 PM,Yes,NA,12,17,0,0,0,0
AB,Three Rivers Park District,Murphy-Hanrehan Park Reserve (Scott County),5,June,17,2018,4:00-6:00 PM,Yes,NA,0,0,0,0,0,0
AB,Three Rivers Park District,Bassett Creek Regional Trail,4,June,18,2018,6:00-8:00 PM,Yes,NA,8,13,0,0,0,0
JS,Three Rivers Park District,Nokomis-Minnesota River Regional Trail,5,June,10,2018,2:00-4:00 PM,Yes,NA,3,7,0,0,0,0
JS,Three Rivers Park District,Clifton French Regional Park,2,June,9,2018,12:00-2:00 PM,Yes,NA,0,0,0,0,0,0
