Indicate total number of people arriving at the park by boat, not those towing a boat (that's counted in the vehicle category)."
"{""ImportId"":""startDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""endDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID29_TEXT""}","{""ImportId"":""QID1""}","{""ImportId"":""QID8""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID41""}","{""ImportId"":""QID43""}","{""ImportId"":""QID45""}","{""ImportId"":""QID26""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28_TEXT""}","{""ImportId"":""QID33_TEXT""}","{""ImportId"":""QID34_TEXT""}","{""ImportId"":""QID35_TEXT""}","{""ImportId"":""QID36_TEXT""}","{""ImportId"":""QID38_TEXT""}","{""ImportId"":""QID39_TEXT""}"
7/3/2018 16:35,7/3/2018 16:36,Offline,173.17.30.75,100,0,TRUE,7/3/2018 16:39,R_npJkPZL9sLNFrpX,,,,,44.845141,-93.55605,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,8,July,2,2018,6:00-8:00 PM,Yes,,3,1,0,0,0,0
7/3/2018 16:34,7/3/2018 16:35,Offline,173.17.30.75,100,0,TRUE,7/3/2018 16:39,R_5pvB4scPgNCJRDw,,,,,44.845225,-93.555988,,EN,AW,Carver County,Southwest Regional Trail,2,July,2,2018,4:00-6:00 PM,Yes,,4,11,0,0,0,0
7/10/2018 10:59,7/10/2018 11:00,Offline,173.17.30.75,100,0,TRUE,7/10/2018 11:00,R_1Z81NYU9QT3wgmz,,,,,44.845121,-93.556035,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,1,July,7,2018,12:00-2:00 PM,Yes,,5,7,0,0,0,0
7/10/2018 10:58,7/10/2018 10:59,Offline,173.17.30.75,100,0,TRUE,7/10/2018 11:00,R_jwZZH7xN4jOpU56,,,,,44.845117,-93.556036,,EN,AW,Carver County,Southwest Regional Trail,4,July,7,2018,2:00-4:00 PM,Yes,,1,0,0,0,0,0
7/10/2018 10:58,7/10/2018 10:58,Offline,173.17.30.75,100,0,TRUE,7/10/2018 11:00,R_0xmifzfbQ7P2yfJ,,,,,44.84507,-93.556045,,EN,AW,Carver County,Lake Minnewashta Regional Park,1,July,7,2018,6:00-8:00 PM,Yes,,0,0,37,0,0,0
7/10/2018 10:57,7/10/2018 10:58,Offline,173.17.30.75,100,0,TRUE,7/10/2018 11:00,R_6bg3VENwJMllks2,,,,,44.845629,-93.555623,,EN,AW,Carver County,Lake Minnewashta Regional Park,1,July,8,2018,4:00-6:00 PM,Yes,,0,0,61,0,0,0
7/11/2018 10:27,7/11/2018 10:28,Offline,173.17.30.75,100,0,TRUE,7/11/2018 10:28,R_9I1FoeH4Yasko4h,,,,,44.845155,-93.556125,,EN,AW,Carver County,Lake Minnewashta Regional Park,1,July,11,2018,8:00-10:00 AM,Yes,,0,0,27,0,0,0
7/18/2018 10:45,7/18/2018 10:47,Offline,156.99.124.166,100,0,TRUE,7/18/2018 10:52,R_38NNHCPKs8ti7MI,,,,,44.80540466,-93.62480164,,EN,AH,Carver County,Baylor Regional Park,1,July,7,2018,10:00-12:00 PM,Yes,,0,0,8,0,0,0
7/18/2018 10:44,7/18/2018 10:45,Offline,156.99.124.166,100,0,TRUE,7/18/2018 10:52,R_2qwu49JKSZrm1wU,,,,,44.80540466,-93.62480164,,EN,AH,Carver County,Lake Waconia Regional Park,1,July,7,2018,12:00-2:00 PM,Yes,,0,2,63,0,0,0
7/18/2018 10:43,7/18/2018 10:44,Offline,156.99.124.166,100,0,TRUE,7/18/2018 10:52,R_kvGBmI8TmMqaHE3,,,,,44.80540466,-93.62480164,,EN,AH,Carver County,Dakota Rail Regional Trail,8,June,5,2018,2:00-4:00 PM,Yes,,22,2,0,0,0,0
7/18/2018 10:42,7/18/2018 10:43,Offline,156.99.124.166,100,0,TRUE,7/18/2018 10:52,R_4l2A6NsaWwtPQtu,,,,,44.80540466,-93.62480164,,EN,AH,Carver County,Southwest Regional Trail,2,May,29,2018,12:00-2:00 PM,Yes,,8,15,0,0,0,0
7/18/2018 10:40,7/18/2018 10:41,Offline,156.99.124.166,100,0,TRUE,7/18/2018 10:52,R_l2BFECxYqINA4kz,,,,,44.80540466,-93.62480164,,EN,AH,Carver County,Minnesota River Bluffs Regional Trail,2,May,29,2018,2:00-4:00 PM,Yes,,0,2,0,0,0,0
7/18/2018 10:38,7/18/2018 10:40,Offline,156.99.124.166,100,0,TRUE,7/18/2018 10:52,R_bUy1lOaTD4HmeKk,,,,,44.80540466,-93.62480164,,EN,AH,Carver County,Lake Minnewashta Regional Park,1,June,21,2018,12:00-2:00 PM,Yes,,0,0,37,0,0,0
7/18/2018 13:54,7/18/2018 13:55,Offline,173.17.30.75,100,0,TRUE,7/18/2018 13:55,R_cCkMqLlS6MIKahS,,,,,44.845143,-93.556102,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,1,July,15,2018,6:00-8:00 PM,Yes,,5,5,0,0,0,0
7/18/2018 13:53,7/18/2018 13:54,Offline,173.17.30.75,100,0,TRUE,7/18/2018 13:55,R_5T4byEL156LiFGj,,,,,44.845196,-93.556074,,EN,AW,Carver County,Southwest Regional Trail,2,July,15,2018,4:00-6:00 PM,Yes,,13,14,0,0,0,0
7/30/2018 16:56,7/30/2018 16:57,Offline,67.4.7.86,100,0,TRUE,7/30/2018 16:57,R_nrJ5RqrN8nEkqRp,,,,,44.761337,-94.141504,,EN,AH,Carver County,Lake Minnewashta Regional Park,1,July,28,2018,4:00-6:00 PM,Yes,,0,0,66,0,0,0
8/15/2018 13:14,8/15/2018 13:15,Offline,173.17.30.75,100,0,TRUE,8/15/2018 13:15,R_9pa4KNacamth35K,,,,,44.845142,-93.556064,,EN,AW,Carver County,Southwest Regional Trail,1,August,10,2018,6:00-8:00 PM,Yes,,6,2,0,0,0,0
8/15/2018 13:13,8/15/2018 13:14,Offline,173.17.30.75,100,0,TRUE,8/15/2018 13:15,R_elyiaUUfWIEs6zE,,,,,44.845132,-93.556032,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,2,August,10,2018,4:00-6:00 PM,Yes,,5,7,0,0,0,0
8/15/2018 13:11,8/15/2018 13:12,Offline,173.17.30.75,100,0,TRUE,8/15/2018 13:15,R_ma0hDnlUtWxS8cA,,,,,44.845131,-93.556032,,EN,AW,Carver County,Lake Minnewashta Regional Park,1,August,10,2018,10:00-12:00 PM,Yes,,0,0,44,0,0,0
8/15/2018 13:08,8/15/2018 13:09,Offline,173.17.30.75,100,0,TRUE,8/15/2018 13:15,R_gq4xlmNjjKBPuUG,,,,,44.845149,-93.556046,,EN,AW,Carver County,Southwest Regional Trail,4,August,9,2018,12:00-2:00 PM,Yes,,2,0,0,0,0,0
8/15/2018 13:07,8/15/2018 13:08,Offline,173.17.30.75,100,0,TRUE,8/15/2018 13:15,R_eBs6ycziJsyKzVb,,,,,44.845149,-93.556046,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,3,August,9,2018,10:00-12:00 PM,Yes,,0,2,0,0,0,0
8/15/2018 13:05,8/15/2018 13:06,Offline,173.17.30.75,100,0,TRUE,8/15/2018 13:16,R_1OMb1pv1xusxCpg,,,,,44.845127,-93.556032,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,2,August,4,2018,10:00-12:00 PM,Yes,,0,2,0,0,0,0
8/15/2018 13:04,8/15/2018 13:05,Offline,173.17.30.75,100,0,TRUE,8/15/2018 13:16,R_aEptOm491W8Bgdo,,,,,44.845129,-93.556031,,EN,AW,Carver County,Southwest Regional Trail,1,August,4,2018,8:00-10:00 AM,Yes,,0,7,0,0,0,0
8/15/2018 13:03,8/15/2018 13:04,Offline,173.17.30.75,100,0,TRUE,8/15/2018 13:16,R_lBQyQw667mir7iD,,,,,44.845146,-93.55603,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,8,August,1,2018,10:00-12:00 PM,Yes,,1,1,0,0,0,0
8/15/2018 13:00,8/15/2018 13:02,Offline,173.17.30.75,100,0,TRUE,8/15/2018 13:16,R_n0KqTTao5XiM7dg,,,,,44.845202,-93.556038,,EN,AW,Carver County,Southwest Regional Trail,1,August,1,2018,8:00-10:00 AM,Yes,,0,4,0,0,0,0
9/28/2018 19:06,9/28/2018 19:08,Offline,173.17.30.75,100,0,TRUE,9/28/2018 19:09,R_hkEgsUBHn1rsJ6B,,,,,44.845091,-93.556042,,EN,AW,Carver County,Lake Minnewashta Regional Park,1,August,31,2018,6:00-8:00 PM,Yes,,0,0,24,0,0,0
9/28/2018 19:04,9/28/2018 19:05,Offline,173.17.30.75,100,0,TRUE,9/28/2018 19:09,R_n7yOo25cKypiHVR,,,,,44.845086,-93.556049,,EN,AW,Carver County,Baylor Regional Park,1,August,29,2018,6:00-8:00 PM,Yes,,2,0,5,0,0,0
9/28/2018 19:03,9/28/2018 19:04,Offline,173.17.30.75,100,0,TRUE,9/28/2018 19:09,R_gRio1uNELQX6pTQ,,,,,44.845027,-93.556131,,EN,AW,Carver County,Southwest Regional Trail,1,September,1,2018,4:00-6:00 PM,Yes,,14,2,0,0,0,0
9/28/2018 19:03,9/28/2018 19:03,Offline,173.17.30.75,100,0,TRUE,9/28/2018 19:09,R_2Q4NHxCpWdkZGYV,,,,,44.845027,-93.556131,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,6,September,1,2018,8:00-10:00 AM,Yes,,1,9,0,0,0,0
9/28/2018 19:01,9/28/2018 19:02,Offline,173.17.30.75,100,0,TRUE,9/28/2018 19:09,R_gcDoKssMKTmsDpA,,,,,44.845008,-93.556157,,EN,AW,Carver County,Southwest Regional Trail,2,September,3,2018,8:00-10:00 AM,Yes,,19,17,0,0,0,0
9/28/2018 19:00,9/28/2018 19:01,Offline,173.17.30.75,100,0,TRUE,9/28/2018 19:09,R_7kZeDw1qsRIJGc6,,,,,44.845009,-93.556155,,EN,AW,Carver County,Lake Minnewashta Regional Park,1,September,3,2018,10:00-12:00 PM,Yes,,0,0,86,0,0,0
9/28/2018 18:54,9/28/2018 18:55,Offline,173.17.30.75,100,0,TRUE,9/28/2018 19:09,R_1leNhnfQZ8OWNOV,,,,,44.845021,-93.556104,,EN,AW,Carver County,Baylor Regional Park,1,August,30,2018,6:00-8:00 PM,Yes,,2,0,5,0,0,0
9/28/2018 18:53,9/28/2018 18:54,Offline,173.17.30.75,100,0,TRUE,9/28/2018 19:09,R_b38mmeqbbgb2zAZ,,,,,44.845024,-93.556105,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,6,August,27,2018,10:00-12:00 PM,Yes,,0,0,0,0,0,0
9/28/2018 18:51,9/28/2018 18:53,Offline,173.17.30.75,100,0,TRUE,9/28/2018 19:09,R_iTRpCD1XslSGAKU,,,,,44.845024,-93.556105,,EN,AW,Carver County,Lake Minnewashta Regional Park,1,August,26,2018,2:00-4:00 PM,Yes,,37,3,0,0,0,0
1/23/2019 18:26,1/23/2019 18:27,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_kkVqbXiXW7CvWd4,,,,,44.9980011,-93.25520325,,EN,AH,Carver County,Southwest Regional Trail,2,May,29,2018,12:00-2:00 PM,Yes,,8,15,0,0,0,0
1/23/2019 18:25,1/23/2019 18:26,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_150L2y8VT6glWjL,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,1,June,3,2018,10:00-12:00 PM,Yes,,7,10,0,0,0,0
1/23/2019 18:24,1/23/2019 18:25,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_jYxkKqSkiWq6dNS,,,,,44.9980011,-93.25520325,,EN,TA,Carver County,Southwest Regional Trail,1,June,7,2018,8:00-10:00 AM,Yes,,6,4,0,0,0,0
1/23/2019 18:23,1/23/2019 18:24,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_0e7IFzOnap4lLwE,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,3,June,8,2018,8:00-10:00 AM,Yes,,2,1,0,0,0,0
1/23/2019 18:22,1/23/2019 18:23,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_eL5iZ4DH80JNgDZ,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,2,June,23,2018,4:00-6:00 PM,Yes,,19,11,0,0,0,0
1/23/2019 18:21,1/23/2019 18:22,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_6q2DHSfsVgUTEMv,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,2,June,25,2018,12:00-2:00 PM,Yes,,12,17,0,0,0,0
1/23/2019 18:20,1/23/2019 18:21,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_71ASGWlYy5miVp5,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,2,June,30,2018,4:00-6:00 PM,Yes,,4,1,0,0,0,0
1/23/2019 18:19,1/23/2019 18:20,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_3woYspkbS8OJRv9,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,2,July,2,2018,4:00-6:00 PM,Yes,,4,11,0,0,0,0
1/23/2019 18:18,1/23/2019 18:19,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_1RHGHN7hFi7E2fW,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,4,July,7,2018,2:00-4:00 PM,Yes,,1,0,0,0,0,0
1/23/2019 18:17,1/23/2019 18:18,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_m06lRzJ3OhdqQd7,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,2,July,15,2018,4:00-6:00 PM,Yes,,13,14,0,0,0,0
1/23/2019 18:16,1/23/2019 18:17,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_cvgFCv4lWXXusdY,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,1,August,1,2018,8:00-10:00 AM,Yes,,0,4,0,0,0,0
1/23/2019 18:15,1/23/2019 18:16,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_8rxZtPKSLYe5UNB,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,1,August,4,2018,8:00-10:00 AM,Yes,,0,7,0,0,0,0
1/23/2019 18:14,1/23/2019 18:15,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_oSQiIQGhvPuVms3,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,4,August,9,2018,12:00-2:00 PM,Yes,,2,0,0,0,0,0
1/23/2019 18:13,1/23/2019 18:14,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_nUZKXVf1XFZdQSx,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Southwest Regional Trail,1,August,10,2018,6:00-8:00 PM,Yes,,6,2,0,0,0,0
1/23/2019 18:12,1/23/2019 18:13,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_lbsni4m30rCG4Ve,,,,,44.9980011,-93.25520325,,EN,TA,Carver County,Southwest Regional Trail,1,August,17,2018,8:00-10:00 AM,Yes,,12,16,0,0,0,0
1/23/2019 18:11,1/23/2019 18:12,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_hFdTbFl0fVxItMc,,,,,44.9980011,-93.25520325,,EN,TA,Carver County,Southwest Regional Trail,4,August,19,2018,2:00-4:00 PM,Yes,,37,11,0,0,0,0
1/23/2019 18:10,1/23/2019 18:11,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_0jQBmcBsQ6qWvkf,,,,,44.9980011,-93.25520325,,EN,TA,Carver County,Southwest Regional Trail,1,September,1,2018,4:00-6:00 PM,Yes,,28,7,0,0,0,0
1/23/2019 18:09,1/23/2019 18:10,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_7fHCPbvy2GID5aH,,,,,44.9980011,-93.25520325,,EN,TA,Carver County,Southwest Regional Trail,2,September,3,2018,8:00-10:00 AM,Yes,,12,5,0,0,0,0
1/23/2019 17:10,1/23/2019 18:09,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_7UdcGFCxg7AIiQs,,,,,44.9980011,-93.25520325,,EN,AH,Carver County,Minnesota River Bluffs Regional Trail,1,May,29,2018,2:00-4:00 PM,Yes,,0,2,0,0,0,0
1/23/2019 17:10,1/23/2019 17:11,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_dksKsfto6WlF4U7,,,,,44.9980011,-93.25520325,,EN,AH,Carver County,Minnesota River Bluffs Regional Trail,1,May,29,2018,2:00-4:00 PM,Yes,,0,2,0,0,0,0
1/23/2019 17:06,1/23/2019 17:07,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_kXnmTT2neON6mQX,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,1,June,3,2018,12:00-2:00 PM,Yes,,14,8,0,0,0,0
1/23/2019 17:05,1/23/2019 17:06,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_dZAovPzVK8088zE,,,,,44.9980011,-93.25520325,,EN,TA,Carver County,Minnesota River Bluffs Regional Trail,6,June,7,2018,10:00-12:00 PM,Yes,,2,10,0,0,0,0
1/23/2019 17:04,1/23/2019 17:05,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_2a7ndNcewhcKUs7,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,6,June,8,2018,10:00-12:00 PM,Yes,,0,0,0,0,0,0
1/23/2019 17:03,1/23/2019 17:04,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_fmn4Hf25ezhyr8i,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,8,June,23,2018,2:00-4:00 PM,Yes,,1,0,0,0,0,0
1/23/2019 17:02,1/23/2019 17:03,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_lq1eI4OvPU8Dye8,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,2,June,25,2018,10:00-12:00 PM,Yes,,5,2,0,0,0,0
1/23/2019 17:01,1/23/2019 17:02,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_e3EerR2oPFA4n5V,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,6,June,30,2018,6:00-8:00 PM,Yes,,0,10,0,0,0,0
1/23/2019 17:00,1/23/2019 17:01,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_1z038nKT8GBUj9A,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,8,July,2,2018,6:00-8:00 PM,Yes,,3,1,0,0,0,0
1/23/2019 16:59,1/23/2019 17:00,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_1xWDrC1Ywe9kN1G,,,,,44.9980011,-93.25520325,,EN,A2,Carver County,Minnesota River Bluffs Regional Trail,1,July,7,2018,12:00-2:00 PM,Yes,,5,7,0,0,0,0
1/23/2019 16:58,1/23/2019 16:59,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_8JY8PDQOYcwcB47,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,1,July,15,2018,6:00-8:00 PM,Yes,,5,5,0,0,0,0
1/23/2019 16:57,1/23/2019 16:58,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_kvXfWMBRBya7EZM,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,8,August,1,2018,10:00-12:00 PM,Yes,,1,1,0,0,0,0
1/23/2019 16:57,1/23/2019 16:57,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_7aBhzSCXZt3kb3H,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,2,August,4,2018,10:00-12:00 PM,Yes,,0,2,0,0,0,0
1/23/2019 16:56,1/23/2019 16:56,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_dkzkWYBiSaF9uVE,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,3,August,9,2018,10:00-12:00 PM,Yes,,0,2,0,0,0,0
1/23/2019 16:55,1/23/2019 16:56,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_aQTjZRCJDsoJce1,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,2,August,10,2018,4:00-6:00 PM,Yes,,5,7,0,0,0,0
1/23/2019 16:54,1/23/2019 16:55,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_8u2LW9p6U8ZCm79,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,1,August,17,2018,10:00-12:00 PM,Yes,,21,14,0,0,0,0
1/23/2019 16:53,1/23/2019 16:54,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_48eMBRloJFzjgtW,,,,,44.9980011,-93.25520325,,EN,AW,Carver County,Minnesota River Bluffs Regional Trail,2,August,19,2018,2:00-4:00 PM,Yes,,32,17,0,0,0,0
1/23/2019 16:52,1/23/2019 16:53,Offline,174.219.142.235,100,1,TRUE,1/24/2019 8:30,R_hNcOmLv8V9aLsD3,,,,,44.9980011,-93.25520325,,EN,TA,Carver County,Minnesota River Bluffs Regional Trail,8,September,1,2018,8:00-10:00 AM,Yes,,27,8,0,0,0,0
1/23/2019 16:51,1/23/2019 16:51,Offline,174.219.142.235,100,0,TRUE,1/24/2019 8:30,R_f2zKKuaBbnx8CnK,,,,,44.9980011,-93.25520325,,EN,TA,Carver County,Minnesota River Bluffs Regional Trail,6,September,3,2018,10:00-12:00 PM,Yes,,14,18,0,0,0,0
