Indicate total number of people arriving at the park by boat, not those towing a boat (that's counted in the vehicle category).",Q29 - Topics
"{""ImportId"":""startDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""endDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID29_TEXT""}","{""ImportId"":""QID1""}","{""ImportId"":""QID11""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID41""}","{""ImportId"":""QID43""}","{""ImportId"":""QID45""}","{""ImportId"":""QID26""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28_TEXT""}","{""ImportId"":""QID30_TEXT""}","{""ImportId"":""QID48_TEXT""}","{""ImportId"":""QID35_TEXT""}","{""ImportId"":""QID36_TEXT""}","{""ImportId"":""QID38_TEXT""}","{""ImportId"":""QID39_TEXT""}","{""ImportId"":""QID29_TEXT_77540d44a0a84b7c96d62ef5Topics""}"
7/11/2018 16:34,7/11/2018 16:35,Offline,71.34.25.151,100,0,TRUE,7/11/2018 16:48,R_kMhk3JsmPo3zWeZ,,,,,44.979947,-93.079747,,EN,GE,Ramsey County,Bald Eagle-Otter Lake Regional Park,3,July,5,2018,12:00-2:00 PM,Yes,,0,0,17,0,0,0,Unknown
7/11/2018 16:32,7/11/2018 16:34,Offline,71.34.25.151,100,0,TRUE,7/11/2018 16:48,R_otok0p4MriPbaWr,,,,,44.980017,-93.079812,,EN,GE,Ramsey County,Bruce Vento Regional Trail,16,July,1,2018,10:00-12:00 PM,Yes,,0,0,0,0,0,0,Unknown
7/11/2018 16:31,7/11/2018 16:32,Offline,71.34.25.151,100,0,TRUE,7/11/2018 16:48,R_9lf55MnF3i7w2N0,,,,,44.979946,-93.079748,,EN,GE,Ramsey County,Birch Lake Regional Park,3,June,30,,12:00-2:00 PM,Yes,,1,0,0,0,0,0,Unknown
7/11/2018 16:29,7/11/2018 16:31,Offline,71.34.25.151,100,0,TRUE,7/11/2018 16:48,R_8emcZku3OUCAWD4,,,,,44.979886,-93.079758,,EN,GE,Ramsey County,Lakes Link Regional Trail,3,June,28,2018,6:00-8:00 PM,Yes,,7,31,0,0,0,0,Unknown
7/11/2018 16:27,7/11/2018 16:29,Offline,71.34.25.151,100,0,TRUE,7/11/2018 16:48,R_0kkeOxVbymF2PhU,,,,,44.980005,-93.079783,,EN,GE,Ramsey County,Bruce Vento Regional Trail,1,June,27,2018,8:00-10:00 AM,Yes,,8,2,0,0,0,0,Unknown
7/12/2018 11:58,7/12/2018 11:59,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_2DAiuzyziLi0msf,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,2,July,10,2018,4:00-6:00 PM,Yes,,14,18,22,0,0,0,Unknown
7/12/2018 11:56,7/12/2018 11:58,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_eMxBCqpYogH6hkN,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,7,July,10,2018,2:00-4:00 PM,Yes,,12,14,16,0,0,0,Unknown
7/12/2018 11:55,7/12/2018 11:56,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_8A9AJbZA3Xhw2QI,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,1,July,8,2018,4:00-6:00 PM,Yes,,14,15,12,0,0,0,Unknown
7/12/2018 11:53,7/12/2018 11:55,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_lQtpWavZEY2v8vl,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,2,July,8,2018,2:00-4:00 PM,Yes,,14,17,10,0,0,0,Unknown
7/12/2018 11:51,7/12/2018 11:53,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_bO2S42fPHv3gdTB,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,1,July,7,2018,12:00-2:00 PM,Yes,,12,16,10,0,0,0,Unknown
7/12/2018 11:49,7/12/2018 11:51,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_hO3eejubd6Q3vxE,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Highway 96 Regional Trail,3,July,7,2018,10:00-12:00 PM,Yes,,13,16,7,0,0,0,Unknown
7/12/2018 11:48,7/12/2018 11:49,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_euw8oeUOSsxiOOA,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,5,July,5,2018,2:00-4:00 PM,Yes,,13,12,8,0,0,0,Unknown
7/12/2018 11:45,7/12/2018 11:48,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_bczL2eM28YGEfun,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Tony Schmidt Regional Park,1,July,1,2018,6:00-8:00 PM,Yes,,15,16,10,0,0,0,Unknown
7/12/2018 11:44,7/12/2018 11:45,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_dDcoW0B9exSdz5A,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Highway 96 Regional Trail,4,July,1,2018,12:00-2:00 PM,Yes,,6,9,10,0,0,0,Unknown
7/12/2018 11:41,7/12/2018 11:44,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_mtEyJScAJAzspZY,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Highway 96 Regional Trail,13,June,30,2018,2:00-4:00 PM,Yes,,13,15,6,0,0,0,Unknown
7/12/2018 11:39,7/12/2018 11:41,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_jLPdkruTIsPoGCd,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Long Lake Regional Park,1,June,28,2018,4:00-6:00 PM,Yes,,20,25,98,2,0,0,Unknown
7/12/2018 11:37,7/12/2018 11:38,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_0RxGuCXAfv1vP85,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Tony Schmidt Regional Park,1,June,26,2018,4:00-6:00 PM,Yes,,18,20,7,0,0,0,Unknown
7/11/2018 22:00,7/11/2018 22:01,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_44vpEiY0MDbPfA1,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Long Lake Regional Park,1,June,24,2018,4:00-6:00 PM,Yes,,8,12,7,0,0,0,Unknown
7/11/2018 21:58,7/11/2018 21:59,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_iZMTLvaQXAb6ncR,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,2,June,24,2018,10:00-12:00 PM,Yes,,14,8,13,0,0,0,Unknown
7/11/2018 21:56,7/11/2018 21:58,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_g5WCbPJqfraw2ob,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,2,June,23,2018,12:00-2:00 PM,Yes,,10,9,8,0,0,0,Unknown
7/11/2018 21:54,7/11/2018 21:55,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_aGH4FNldi9HOBY2,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Long Lake Regional Park,1,June,23,2018,10:00-12:00 PM,Yes,,20,15,24,0,0,0,Unknown
7/11/2018 21:51,7/11/2018 21:54,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_12qhaQIzh9LDnvD,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Tony Schmidt Regional Park,2,June,23,2018,8:00-10:00 AM,Yes,,15,18,20,0,0,0,Unknown
6/28/2018 14:33,7/11/2018 21:51,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_frAQmH06qaxZz1c,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Highway 96 Regional Trail,8,June,9,2018,10:00-12:00 PM,Yes,,10,15,20,0,0,0,Unknown
6/28/2018 14:30,6/28/2018 14:33,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_i1N1qX0kWA99G4M,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Long Lake Regional Park,1,June,24,2018,4:00-6:00 PM,No,July 1st 4-6,18,16,98,0,0,0,Unknown
6/14/2018 9:08,6/14/2018 9:09,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_cqpvoTKMHX97FnE,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,10,June,10,2018,4:00-6:00 PM,Yes,,8,9,7,0,0,0,Unknown
6/14/2018 8:57,6/14/2018 9:02,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:27,R_kfEgRZ3JH6JpZeo,,,,,45.07240295,-93.18740082,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,5,June,8,2018,10:00-12:00 PM,Yes,,5,2,3,0,0,0,Unknown
7/23/2018 9:36,7/23/2018 9:38,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:38,R_2IlpV3GNWUnbxM9,,,,,45.052736,-93.161489,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,3,July,14,2018,6:00-8:00 PM,Yes,,14,16,12,0,0,0,Unknown
7/23/2018 9:35,7/23/2018 9:36,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:38,R_2m9CyWNoo5CLWFO,,,,,45.052786,-93.161473,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,6,July,14,2018,4:00-6:00 PM,Yes,,10,12,9,0,0,0,Unknown
7/23/2018 9:32,7/23/2018 9:34,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:38,R_mHxXV8BbK4ehJUF,,,,,45.052724,-93.161493,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,1,July,14,2018,12:00-2:00 PM,Yes,,12,16,9,0,0,0,Unknown
7/23/2018 9:30,7/23/2018 9:31,Offline,24.118.212.246,100,0,TRUE,7/23/2018 9:38,R_6t13GgLDQJ7BH4w,,,,,45.052695,-93.161233,,EN,Bb,Ramsey County,Tony Schmidt Regional Park,1,July,11,2018,2:00-4:00 PM,Yes,,11,14,30,0,0,0,Unknown
7/24/2018 15:13,7/24/2018 15:14,IP Address,156.98.134.224,100,72,TRUE,7/24/2018 15:14,R_3lADy4R0OrwTaMI,,,,,44.92779541,-93.11620331,anonymous,EN,RC,Ramsey County,Battle Creek Regional Park,1,July,7,2018,10:00-12:00 PM,Yes,,0,1,107,0,0,0,
7/24/2018 15:14,7/24/2018 15:15,IP Address,156.98.134.224,100,67,TRUE,7/24/2018 15:15,R_3saI8ONLJbZCR5N,,,,,44.92779541,-93.11620331,anonymous,EN,RL,Ramsey County,Bruce Vento Regional Trail,2,July,8,2018,8:00-10:00 AM,Yes,,7,16,0,0,0,0,
7/24/2018 15:15,7/24/2018 15:16,IP Address,156.98.134.224,100,57,TRUE,7/24/2018 15:16,R_31MGqfteGNwv6Nn,,,,,44.92779541,-93.11620331,anonymous,EN,RL,Ramsey County,Highway 96 Regional Trail,3,July,7,2018,10:00-12:00 PM,Yes,,6,7,0,0,0,0,
7/24/2018 15:16,7/24/2018 15:17,IP Address,156.98.134.224,100,56,TRUE,7/24/2018 15:17,R_2QSBCkRPvtNviAE,,,,,44.94439697,-93.09329987,anonymous,EN,RL,Ramsey County,Birch Lake Regional Park,6,July,7,2018,8:00-10:00 AM,Yes,,2,21,0,0,0,0,
7/24/2018 15:20,7/24/2018 15:24,IP Address,156.98.134.224,100,243,TRUE,7/24/2018 15:24,R_2q1MNceqrDo1mWk,,,,,44.94439697,-93.09329987,anonymous,EN,RL,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,1,July,9,2018,4:00-6:00 PM,Yes,,15,10,33,0,0,0,
7/25/2018 11:23,7/25/2018 11:24,Offline,97.116.1.71,100,0,TRUE,7/25/2018 11:25,R_dqGsHC1NE1Q4IZG,,,,,44.979882,-93.079653,,EN,GE,Ramsey County,Lakes Link Regional Trail,1,July,21,2018,8:00-10:00 AM,Yes,,17,61,0,0,0,0,
7/25/2018 11:21,7/25/2018 11:23,Offline,97.116.1.71,100,0,TRUE,7/25/2018 11:25,R_1rhGRadv35k5pn8,,,,,44.979887,-93.079765,,EN,GE,Ramsey County,Bald Eagle-Otter Lake Regional Park,3,July,14,2018,2:00-4:00 PM,Yes,,0,0,28,0,0,0,
7/25/2018 11:20,7/25/2018 11:21,Offline,97.116.1.71,100,0,TRUE,7/25/2018 11:25,R_15rPrxo2y7z2pPq,,,,,44.979906,-93.079614,,EN,GE,Ramsey County,Birch Lake Regional Park,3,June,30,2018,12:00-2:00 PM,Yes,,1,0,0,0,0,0,
7/25/2018 11:18,7/25/2018 11:20,Offline,97.116.1.71,100,0,TRUE,7/25/2018 11:25,R_cCwFVIsO2lbDWBo,,,,,44.979906,-93.079614,,EN,GE,Ramsey County,Lakes Link Regional Trail,3,June,28,2018,6:00-8:00 PM,Yes,,7,31,0,0,0,0,
7/25/2018 18:38,7/25/2018 18:39,Offline,66.41.13.58,100,0,TRUE,7/25/2018 18:39,R_84c5y0t5DJZhBZq,,,,,44.99916,-93.002408,,EN,EL,Ramsey County,Battle Creek Regional Park,1,July,24,2018,6:00-8:00 PM,Yes,,4,4,120,0,0,0,
7/25/2018 18:36,7/25/2018 18:37,Offline,66.41.13.58,100,0,TRUE,7/25/2018 18:39,R_aRI5HI0keUasQM6,,,,,44.999126,-93.00232,,EN,EL,Ramsey County,Bruce Vento Regional Trail,1,July,24,2018,4:00-6:00 PM,Yes,,17,4,0,0,0,0,
7/25/2018 18:34,7/25/2018 18:36,Offline,66.41.13.58,100,0,TRUE,7/25/2018 18:39,R_9ryViqRda95isfY,,,,,44.999128,-93.002322,,EN,EL,Ramsey County,Bruce Vento Regional Trail,1,July,15,2018,6:00-8:00 PM,Yes,,5,4,0,0,0,0,
7/25/2018 18:33,7/25/2018 18:34,Offline,66.41.13.58,100,0,TRUE,7/25/2018 18:39,R_9YOnnfNPyRZgWcG,,,,,44.999195,-93.002407,,EN,EL,Ramsey County,Battle Creek Regional Park,1,July,15,2018,4:00-6:00 PM,Yes,,0,5,106,0,0,0,
7/25/2018 18:31,7/25/2018 18:33,Offline,66.41.13.58,100,0,TRUE,7/25/2018 18:39,R_df6M53emhgBzFlf,,,,,44.999125,-93.00232,,EN,EL,Ramsey County,Keller Regional Park,1,July,1,2018,6:00-8:00 PM,No,6/24/2018 18:00,4,3,30,0,0,0,
7/25/2018 18:27,7/25/2018 18:31,Offline,66.41.13.58,100,0,TRUE,7/25/2018 18:39,R_cy06NHct9xGKO91,,,,,44.999057,-93.002362,,EN,el,Ramsey County,Trout Brook Regional Trail,2,July,1,2018,4:00-6:00 PM,Yes,,3,0,0,0,0,0,
7/26/2018 12:46,7/26/2018 12:47,Offline,24.118.212.246,100,0,TRUE,7/26/2018 12:47,R_jpk1wbizxPgbq8f,,,,,45.052742,-93.161484,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,2,July,8,2018,2:00-4:00 PM,Yes,,15,13,17,0,0,0,
7/26/2018 12:45,7/26/2018 12:46,Offline,24.118.212.246,100,0,TRUE,7/26/2018 12:48,R_lxU7lATMN0GXV8K,,,,,45.052723,-93.161517,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,1,July,8,2018,4:00-6:00 PM,Yes,,12,14,9,0,0,0,
7/26/2018 12:43,7/26/2018 12:45,Offline,24.118.212.246,100,0,TRUE,7/26/2018 12:48,R_jMUbGzzp6764Fqt,,,,,45.052752,-93.16142,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,7,July,10,2018,2:00-4:00 PM,Yes,,10,9,13,0,0,0,
7/26/2018 12:41,7/26/2018 12:43,Offline,24.118.212.246,100,0,TRUE,7/26/2018 12:48,R_5G8N3g3EO7C6bPu,,,,,45.052743,-93.161475,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,1,July,10,2018,4:00-6:00 PM,Yes,,9,7,10,0,0,0,
7/26/2018 12:40,7/26/2018 12:41,Offline,24.118.212.246,100,0,TRUE,7/26/2018 12:48,R_gdAjwxlFRKDR8CF,,,,,45.052725,-93.161485,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,3,July,14,2018,6:00-8:00 PM,Yes,,6,10,7,0,0,0,
7/26/2018 12:39,7/26/2018 12:40,Offline,24.118.212.246,100,0,TRUE,7/26/2018 12:48,R_9IREne4hZeczPTj,,,,,45.052692,-93.161479,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,6,July,14,2018,4:00-6:00 PM,Yes,,8,10,6,0,0,0,
7/26/2018 12:37,7/26/2018 12:39,Offline,24.118.212.246,100,0,TRUE,7/26/2018 12:48,R_6EKTsRY5MN8YZfB,,,,,45.052632,-93.161464,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,1,July,14,2018,12:00-2:00 PM,Yes,,13,15,16,0,0,0,
7/26/2018 12:34,7/26/2018 12:37,Offline,24.118.212.246,100,0,TRUE,7/26/2018 12:48,R_35c1V85hW4SYmLe,,,,,45.052632,-93.161464,,EN,Bb,Ramsey County,Highway 96 Regional Trail,13,July,14,2018,2:00-4:00 PM,Yes,,11,13,10,4,0,0,
7/26/2018 16:29,7/26/2018 16:31,Offline,24.118.212.246,100,1,TRUE,7/26/2018 16:31,R_5W7c0d0ZxdP0z7t,,,,,45.05275,-93.161398,,EN,Bb,Ramsey County,Tony Schmidt Regional Park,3,June,12,2018,12:00-2:00 PM,Yes,,14,17,10,0,0,0,
7/26/2018 16:28,7/26/2018 16:29,Offline,24.118.212.246,100,0,TRUE,7/26/2018 16:31,R_kAHlWRrfscYcinq,,,,,45.052746,-93.161423,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,10,June,10,2018,4:00-6:00 PM,Yes,,15,13,18,0,0,0,
7/26/2018 16:26,7/26/2018 16:27,Offline,24.118.212.246,100,0,TRUE,7/26/2018 16:31,R_hVd1OFDqbz76E8y,,,,,45.052722,-93.161474,,EN, Bb,Ramsey County,Long Lake Regional Park,1,June,10,2018,10:00-12:00 PM,Yes,,14,12,20,0,0,0,
7/26/2018 16:25,7/26/2018 16:26,Offline,24.118.212.246,100,0,TRUE,7/26/2018 16:31,R_kvMsALaplf8Cy7T,,,,,45.052697,-93.161444,,EN,Bb,Ramsey County,Long Lake Regional Park,5,June,9,2018,2:00-4:00 PM,Yes,,14,17,11,0,0,0,
7/26/2018 16:24,7/26/2018 16:25,Offline,24.118.212.246,100,0,TRUE,7/26/2018 16:31,R_ccYhHnBMe52M81s,,,,,45.052758,-93.161434,,EN,Bb,Ramsey County,Highway 96 Regional Trail,8,June,9,2018,10:00-12:00 PM,Yes,,15,17,13,0,0,0,
7/26/2018 16:23,7/26/2018 16:24,Offline,24.118.212.246,100,0,TRUE,7/26/2018 16:31,R_2a25oK36yTWeko2,,,,,45.052728,-93.161527,,EN,Bb,Ramsey County,Highway 96 Regional Trail,14,June,8,2018,4:00-6:00 PM,Yes,,12,14,17,3,0,0,
7/26/2018 16:22,7/26/2018 16:23,Offline,24.118.212.246,100,0,TRUE,7/26/2018 16:31,R_2yDDKcrSjnYhE7Z,,,,,45.052746,-93.161428,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,5,June,8,2018,10:00-12:00 PM,Yes,,10,13,12,0,0,0,
7/26/2018 16:20,7/26/2018 16:22,Offline,24.118.212.246,100,0,TRUE,7/26/2018 16:31,R_i2d6W34qKIIuzzT,,,,,45.052736,-93.16149,,EN,Bb,Ramsey County,Tony Schmidt Regional Park,1,May,28,2018,4:00-6:00 PM,Yes,,15,27,30,0,0,0,
7/27/2018 14:02,7/27/2018 14:03,Offline,73.164.80.83,100,0,TRUE,7/27/2018 14:03,R_8IEIjlkW55W3cFi,,,,,45.056054,-92.952302,,EN,LM,Ramsey County,Lakes Link Regional Trail,9,July,4,2018,4:00-6:00 PM,Yes,,7,2,0,0,0,0,
7/27/2018 13:59,7/27/2018 14:02,Offline,73.164.80.83,100,0,TRUE,7/27/2018 14:03,R_5zkGWIuAtM6aXOl,,,,,45.056054,-92.952302,,EN,LM,Ramsey County,Birch Lake Regional Park,6,July,14,2018,8:00-10:00 AM,No,6/30 8:00am,0,1,0,0,0,0,
7/27/2018 13:57,7/27/2018 13:59,Offline,73.164.80.83,100,0,TRUE,7/27/2018 14:03,R_3YS7N3vqTy8hl4D,,,,,45.056184,-92.952257,,EN,LM,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,4,July,2,2018,6:00-8:00 PM,Yes,,12,8,10,0,0,0,
7/27/2018 13:56,7/27/2018 13:57,Offline,73.164.80.83,100,0,TRUE,7/27/2018 14:03,R_gv9pjomVWCwkEIx,,,,,45.056153,-92.952351,,EN,LM,Ramsey County,Highway 96 Regional Trail,8,July,2,2018,4:00-6:00 PM,Yes,,0,1,0,0,0,0,
7/27/2018 13:54,7/27/2018 13:55,Offline,73.164.80.83,100,0,TRUE,7/27/2018 14:03,R_3TyN5MKmo1NfELw,,,,,45.056315,-92.952192,,EN,LM,Ramsey County,Lakes Link Regional Trail,1,July,2,2018,2:00-4:00 PM,Yes,,5,1,84,0,0,0,
7/27/2018 13:51,7/27/2018 13:53,Offline,73.164.80.83,100,0,TRUE,7/27/2018 14:03,R_mtCydqwcEvVhKym,,,,,45.056058,-92.952439,,EN,LM,Ramsey County,Battle Creek Regional Park,10,June,27,2018,10:00-12:00 PM,Yes,,5,2,29,0,0,0,
8/7/2018 17:04,8/7/2018 17:05,Offline,97.116.1.71,100,0,TRUE,8/7/2018 17:06,R_hMDH85s4qE2i1kq,,,,,44.9799,-93.07981,,EN,GE,Ramsey County,Lakes Link Regional Trail,2,August,5,2018,10:00-12:00 PM,Yes,,2,15,0,0,0,0,
8/7/2018 17:03,8/7/2018 17:04,Offline,97.116.1.71,100,0,TRUE,8/7/2018 17:06,R_exEDy9dtTWwegSS,,,,,44.980013,-93.07978,,EN,GE,Ramsey County,Birch Lake Regional Park,7,August,4,2018,8:00-10:00 AM,Yes,,0,3,0,0,0,0,
8/7/2018 17:02,8/7/2018 17:03,Offline,97.116.1.71,100,0,TRUE,8/7/2018 17:06,R_kQXp8RFrgpR6viu,,,,,44.980013,-93.07978,,EN,GE,Ramsey County,Birch Lake Regional Park,1,August,2,2018,4:00-6:00 PM,Yes,,0,0,0,0,0,0,
8/7/2018 17:00,8/7/2018 17:01,Offline,97.116.1.71,100,0,TRUE,8/7/2018 17:06,R_e9UzJgfrF4vqmy0,,,,,44.97989,-93.079705,,EN,GE,Ramsey County,Lakes Link Regional Trail,1,August,2,2018,10:00-12:00 PM,Yes,,8,34,0,0,0,0,
8/7/2018 16:59,8/7/2018 17:00,Offline,97.116.1.71,100,0,TRUE,8/7/2018 17:06,R_i4nuCzarm1ieWKW,,,,,44.979889,-93.079685,,EN,GE,Ramsey County,Long Lake Regional Park,2,August,1,2018,10:00-12:00 PM,Yes,,4,7,14,0,0,0,
8/7/2018 16:58,8/7/2018 16:59,Offline,97.116.1.71,100,0,TRUE,8/7/2018 17:06,R_iwAVAqay4nFP0XI,,,,,44.97993,-93.079905,,EN,GE,Ramsey County,Keller Regional Park,1,August,1,2018,8:00-10:00 AM,Yes,,0,1,13,0,0,0,
8/7/2018 16:57,8/7/2018 16:58,Offline,97.116.1.71,100,0,TRUE,8/7/2018 17:06,R_e2GdGGY2KJDaRYd,,,,,44.97993,-93.079905,,EN,GE,Ramsey County,Birch Lake Regional Park,7,July,29,2018,8:00-10:00 AM,Yes,,2,11,0,0,0,0,
8/7/2018 16:55,8/7/2018 16:56,Offline,97.116.1.71,100,0,TRUE,8/7/2018 17:06,R_lwKLdk9qxEGUw7Q,,,,,44.97993,-93.079905,,EN,GE,Ramsey County,Birch Lake Regional Park,6,July,27,2018,4:00-6:00 PM,Yes,,2,3,0,0,0,0,
8/30/2018 10:51,8/30/2018 10:52,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_5bB01ugQUaooATU,,,,,44.979916,-93.079836,,EN,GE,Ramsey County,Birch Lake Regional Park,1,August,29,2018,6:00-8:00 PM,Yes,,0,2,0,0,0,0,
8/30/2018 10:49,8/30/2018 10:51,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_3KCpmMijnkOKA6Q,,,,,44.979926,-93.079872,,EN,GE,Ramsey County,Tony Schmidt Regional Park,1,August,29,2018,4:00-6:00 PM,Yes,,5,26,15,0,0,0,
8/30/2018 10:48,8/30/2018 10:49,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_kO9uKpREPYBxLJN,,,,,44.980023,-93.079895,,EN,GE,Ramsey County,Rice Creek North Regional Trail,1,August,26,2018,2:00-4:00 PM,Yes,,5,14,11,0,0,0,
8/30/2018 10:46,8/30/2018 10:47,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_5wDmEHp2CJxbuje,,,,,44.979944,-93.079785,,EN,GE,Ramsey County,Keller Regional Park,7,August,26,2018,12:00-2:00 PM,Yes,,0,0,47,0,0,0,
8/30/2018 10:45,8/30/2018 10:46,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_iq3sUNXwhKORxBX,,,,,44.980021,-93.079892,,EN,GE,Ramsey County,Bruce Vento Regional Trail,12,August,25,2018,12:00-2:00 PM,Yes,,3,2,0,0,0,0,
8/30/2018 10:43,8/30/2018 10:45,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_9JYavMMVXn6vAEV,,,,,44.979973,-93.079824,,EN,GE,Ramsey County,Trout Brook Regional Trail,1,August,24,2018,12:00-2:00 PM,No,8/31/2018,0,0,0,0,0,0,
8/30/2018 10:42,8/30/2018 10:43,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_b9LcBQHzuuf2U44,,,,,44.979942,-93.079852,,EN,GE,Ramsey County,Birch Lake Regional Park,6,August,19,2018,4:00-6:00 PM,Yes,,0,4,0,0,0,0,
8/30/2018 10:40,8/30/2018 10:41,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_8Jb6wPvf3VTwkeN,,,,,44.979942,-93.07985,,EN,Ge,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,1,August,18,2018,10:00-12:00 PM,Yes,,5,11,11,0,0,0,
8/30/2018 10:38,8/30/2018 10:39,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_fuMm5sDqTrrF6gM,,,,,44.979937,-93.079809,,EN,GE,Ramsey County,Keller Regional Park,1,August,18,2018,8:00-10:00 AM,Yes,,6,8,10,0,0,0,
8/30/2018 10:36,8/30/2018 10:38,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_0WtZ2YIIry3a7CU,,,,,44.979972,-93.079823,,EN,GE,Ramsey County,Lakes Link Regional Trail,2,August,17,2018,6:00-8:00 PM,Yes,,7,28,0,0,0,0,
