Park,Entrance,Start_time,Class
43,3,1400,2
43,3,1600,2
43,3,1800,2
43,4,800,2
43,4,1000,2
43,4,1200,1
43,4,1400,1
43,4,1600,1
43,4,1800,1
43,5,800,3
43,5,1000,3
43,5,1200,3
43,5,1400,3
43,5,1600,3
43,5,1800,3
43,6,800,2
43,6,1000,2
43,6,1200,1
43,6,1400,1
43,6,1600,1
43,6,1800,1
43,7,800,3
43,7,1000,3
43,7,1200,3
43,7,1400,3
43,7,1600,3
43,7,1800,3
43,8,800,3
43,8,1000,3
43,8,1200,3
43,8,1400,3
43,8,1600,3
43,8,1800,3
43,9,800,3
43,9,1000,3
43,9,1200,3
43,9,1400,3
43,9,1600,3
43,9,1800,3
43,10,800,2
43,10,1000,2
43,10,1200,1
43,10,1400,1
43,10,1600,1
43,10,1800,1
43,11,800,3
43,11,1000,3
43,11,1200,2
43,11,1400,2
43,11,1600,2
43,11,1800,2
43,12,800,3
43,12,1000,3
43,12,1200,3
43,12,1400,3
43,12,1600,3
43,12,1800,3
43,13,800,3
43,13,1000,3
43,13,1200,3
43,13,1400,3
43,13,1600,3
43,13,1800,3
43,14,800,3
43,14,1000,3
43,14,1200,3
43,14,1400,3
43,14,1600,3
43,14,1800,3
43,15,800,3
43,15,1000,3
43,15,1200,3
43,15,1400,3
43,15,1600,3
43,15,1800,3
43,16,800,3
43,16,1000,3
43,16,1200,3
43,16,1400,3
43,16,1600,3
43,16,1800,3
43,17,800,2
43,17,1000,2
43,17,1200,1
43,17,1400,1
43,17,1600,1
43,17,1800,1
43,18,800,3
43,18,1000,3
43,18,1200,2
43,18,1400,2
43,18,1600,2
43,18,1800,2
43,19,800,3
43,19,1000,3
43,19,1200,3
43,19,1400,3
43,19,1600,3
43,19,1800,3
43,20,800,2
43,20,1000,2
43,20,1200,1
43,20,1400,1
43,20,1600,1
43,20,1800,1
43,21,800,2
43,21,1000,2
43,21,1200,1
43,21,1400,1
43,21,1600,1
43,21,1800,1
43,22,800,3
43,22,1000,3
43,22,1200,3
43,22,1400,3
43,22,1600,3
43,22,1800,3
43,23,800,3
43,23,1000,3
43,23,1200,3
43,23,1400,3
43,23,1600,3
43,23,1800,3
43,24,800,2
43,24,1000,2
43,24,1200,1
43,24,1400,1
43,24,1600,1
43,24,1800,1
43,25,800,2
43,25,1000,2
43,25,1200,1
43,25,1400,1
43,25,1600,1
43,25,1800,1
43,26,800,3
43,26,1000,3
43,26,1200,2
43,26,1400,2
43,26,1600,2
43,26,1800,2
43,27,800,3
43,27,1000,3
43,27,1200,3
43,27,1400,3
43,27,1600,3
43,27,1800,3
43,28,800,3
43,28,1000,3
43,28,1200,3
43,28,1400,3
43,28,1600,3
43,28,1800,3
43,29,800,3
43,29,1000,3
43,29,1200,2
43,29,1400,2
43,29,1600,2
43,29,1800,2
43,30,800,2
43,30,1000,2
43,30,1200,1
43,30,1400,1
43,30,1600,1
43,30,1800,1
43,31,800,2
43,31,1000,2
43,31,1200,1
43,31,1400,1
43,31,1600,1
43,31,1800,1
43,32,800,3
43,32,1000,3
43,32,1200,3
43,32,1400,3
43,32,1600,3
43,32,1800,3
43,33,800,2
43,33,1000,2
43,33,1200,1
43,33,1400,1
43,33,1600,1
43,33,1800,1
43,34,800,3
43,34,1000,3
43,34,1200,2
43,34,1400,2
43,34,1600,2
43,34,1800,2
43,35,800,2
43,35,1000,2
43,35,1200,1
43,35,1400,1
43,35,1600,1
43,35,1800,1
43,36,800,3
43,36,1000,3
43,36,1200,3
43,36,1400,3
43,36,1600,3
43,36,1800,3
43,37,800,3
43,37,1000,3
43,37,1200,3
43,37,1400,3
43,37,1600,3
43,37,1800,3
43,38,800,3
43,38,1000,3
43,38,1200,2
43,38,1400,2
43,38,1600,2
43,38,1800,2
43,39,800,3
43,39,1000,3
43,39,1200,3
43,39,1400,3
43,39,1600,3
43,39,1800,3
43,40,800,3
43,40,1000,3
43,40,1200,3
43,40,1400,3
43,40,1600,3
43,40,1800,3
43,41,800,3
43,41,1000,3
43,41,1200,3
43,41,1400,3
43,41,1600,3
43,41,1800,3
43,42,800,3
43,42,1000,3
43,42,1200,3
43,42,1400,3
43,42,1600,3
43,42,1800,3
43,43,800,2
43,43,1000,2
43,43,1200,1
43,43,1400,1
43,43,1600,1
43,43,1800,1
43,44,800,3
43,44,1000,3
43,44,1200,2
43,44,1400,2
43,44,1600,2
43,44,1800,2
43,45,800,3
43,45,1000,3
43,45,1200,2
43,45,1400,2
43,45,1600,2
43,45,1800,2
43,46,800,2
43,46,1000,2
43,46,1200,1
43,46,1400,1
43,46,1600,1
43,46,1800,1
43,47,800,3
43,47,1000,3
43,47,1200,2
43,47,1400,2
43,47,1600,2
43,47,1800,2
43,48,800,2
43,48,1000,2
43,48,1200,1
43,48,1400,1
43,48,1600,1
43,48,1800,1
43,49,800,2
43,49,1000,2
43,49,1200,1
43,49,1400,1
43,49,1600,1
43,49,1800,1
43,50,800,3
43,50,1000,3
43,50,1200,2
43,50,1400,2
43,50,1600,2
43,50,1800,2
43,51,800,3
43,51,1000,3
43,51,1200,2
43,51,1400,2
43,51,1600,2
43,51,1800,2
43,52,800,3
43,52,1000,3
43,52,1200,2
43,52,1400,2
43,52,1600,2
43,52,1800,2
43,53,800,2
43,53,1000,2
43,53,1200,1
43,53,1400,1
43,53,1600,1
43,54,1800,1
43,54,800,1
43,54,1000,3
43,54,1200,3
43,54,1400,2
43,54,1600,1
43,54,1800,1
43,55,800,1
43,55,1000,1
43,55,1200,2
43,55,1400,2
43,55,1600,1
43,55,1800,1
43,57,800,2
43,57,1000,3
43,57,1200,3
43,57,1400,3
43,57,1600,2
43,57,1800,3
43,59,800,2
43,59,1000,3
43,59,1200,3
43,59,1400,3
43,59,1600,1
43,59,1800,1
44,1,800,2
44,1,1000,2
44,1,1200,1
44,1,1400,1
44,1,1600,1
44,1,1800,1
44,2,800,2
44,2,1000,2
44,2,1200,1
44,2,1400,1
44,2,1600,1
44,2,1800,1
44,3,800,3
44,3,1000,3
44,3,1200,3
44,3,1400,3
44,3,1600,3
44,3,1800,3
44,4,800,3
44,4,1000,3
44,4,1200,2
44,4,1400,2
44,4,1600,2
44,4,1800,2
44,5,800,3
44,5,1000,3
44,5,1200,3
44,5,1400,3
44,5,1600,3
44,5,1800,3
44,6,800,3
44,6,1000,3
44,6,1200,3
44,6,1400,3
44,6,1600,3
44,6,1800,3
44,7,800,2
44,7,1000,2
44,7,1200,1
44,7,1400,1
44,7,1600,1
44,7,1800,1
44,8,800,2
44,8,1000,2
44,8,1200,1
44,8,1400,1
44,8,1600,1
44,8,1800,1
44,9,800,3
44,9,1000,3
44,9,1200,2
44,9,1400,2
44,9,1600,2
44,9,1800,2
44,10,800,3
44,10,1000,3
44,10,1200,3
44,10,1400,3
44,10,1600,3
44,10,1800,3
44,11,800,3
44,11,1000,3
44,11,1200,3
44,11,1400,3
44,11,1600,3
44,11,1800,3
44,12,800,3
44,12,1000,3
44,12,1200,3
44,12,1400,3
44,12,1600,3
44,12,1800,3
44,13,800,3
44,13,1000,2
44,13,1200,2
44,13,1400,1
44,13,1600,1
44,13,1800,1
44,14,800,3
44,14,1000,3
44,14,1200,3
44,14,1400,3
44,14,1600,3
44,14,1800,3
44,15,800,3
44,15,1000,3
44,15,1200,2
44,15,1400,2
44,15,1600,2
44,15,1800,2
44,16,800,2
44,16,1000,2
44,16,1200,1
44,16,1400,1
44,16,1600,1
44,16,1800,1
44,17,800,3
44,17,1000,3
44,17,1200,3
44,17,1400,3
44,17,1600,3
44,17,1800,3
44,18,800,3
44,18,1000,3
44,18,1200,3
44,18,1400,3
44,18,1600,3
44,18,1800,3
44,19,800,3
44,19,1000,3
44,19,1200,3
44,19,1400,3
44,19,1600,3
44,19,1800,3
44,20,800,3
44,20,1000,3
44,20,1200,3
44,20,1400,3
44,20,1600,3
44,20,1800,3
44,21,800,2
44,21,1000,2
44,21,1200,1
44,21,1400,1
44,21,1600,1
44,21,1800,1
44,22,800,2
44,22,1000,2
44,22,1200,1
44,22,1400,1
44,22,1600,1
44,22,1800,1
44,23,800,2
44,23,1000,2
44,23,1200,1
44,23,1400,1
44,23,1600,1
44,23,1800,1
44,24,800,2
44,24,1000,2
44,24,1200,1
44,24,1400,1
44,24,1600,1
44,24,1800,1
44,27,800,2
44,27,1000,2
44,27,1200,3
44,27,1400,3
44,27,1600,2
44,27,1800,2
45,1,800,3
45,1,1000,3
45,1,1200,3
45,1,1400,3
45,1,1600,3
45,1,1800,3
45,2,800,2
45,2,1000,3
45,2,1200,3
45,2,1400,3
45,2,1600,1
45,2,1800,1
45,3,800,3
45,3,1000,2
45,3,1200,2
45,3,1400,2
45,3,1600,2
45,3,1800,2
45,4,800,2
45,4,1000,2
45,4,1200,2
45,4,1400,2
45,4,1600,2
45,4,1800,2
45,5,800,2
45,5,1000,1
45,5,1200,1
45,5,1400,1
45,5,1600,1
45,5,1800,2
45,6,800,2
45,6,1000,1
45,6,1200,1
45,6,1400,1
45,6,1600,1
45,6,1800,2
45,7,800,3
45,7,1000,3
45,7,1200,3
45,7,1400,3
45,7,1600,3
45,7,1800,3
45,8,800,2
45,8,1000,1
45,8,1200,1
45,8,1400,1
45,8,1600,1
45,8,1800,1
45,9,800,2
45,9,1000,2
45,9,1200,2
45,9,1400,1
45,9,1600,1
45,9,1800,1
45,10,800,1
45,10,1000,1
45,10,1200,1
45,10,1400,1
45,10,1600,1
45,10,1800,1
45,11,800,2
45,11,1000,2
45,11,1200,2
45,11,1400,2
45,11,1600,2
45,11,1800,2
45,12,800,2
45,12,1000,2
45,12,1200,2
45,12,1400,2
45,12,1600,2
45,12,1800,2
45,13,800,3
45,13,1000,3
45,13,1200,3
45,13,1400,3
45,13,1600,3
45,13,1800,3
45,14,800,2
45,14,1000,2
45,14,1200,2
45,14,1400,2
45,14,1600,2
45,14,1800,2
45,15,800,2
45,15,1000,1
45,15,1200,1
45,15,1400,1
45,15,1600,1
45,15,1800,2
45,16,800,2
45,16,1000,1
45,16,1200,1
45,16,1400,1
45,16,1600,1
45,16,1800,2
45,17,800,2
45,17,1000,1
45,17,1200,1
45,17,1400,1
45,17,1600,1
45,17,1800,2
46,1,800,2
46,1,1000,2
46,1,1200,1
46,1,1400,1
46,1,1600,2
46,1,1800,2
46,2,800,2
46,2,1000,2
46,2,1200,1
46,2,1400,1
46,2,1600,2
46,2,1800,2
46,3,800,2
46,3,1000,2
46,3,1200,1
46,3,1400,1
46,3,1600,2
46,3,1800,2
46,4,800,3
46,4,1000,3
46,4,1200,3
46,4,1400,3
46,4,1600,3
46,4,1800,3
46,5,800,3
46,5,1000,3
46,5,1200,3
46,5,1400,3
46,5,1600,3
46,5,1800,3
46,6,800,3
46,6,1000,3
46,6,1200,3
46,6,1400,3
46,6,1600,3
46,6,1800,3
46,7,800,2
46,7,1000,2
46,7,1200,1
46,7,1400,1
46,7,1600,2
46,7,1800,2
46,8,800,2
46,8,1000,2
46,8,1200,1
46,8,1400,1
46,8,1600,2
46,8,1800,2
46,9,800,3
46,9,1000,3
46,9,1200,3
46,9,1400,3
46,9,1600,3
46,9,1800,3
46,10,800,3
46,10,1000,3
46,10,1200,3
46,10,1400,3
46,10,1600,3
46,10,1800,3
46,11,800,3
46,11,1000,3
46,11,1200,3
46,11,1400,3
46,11,1600,3
46,11,1800,3
46,12,800,3
46,12,1000,3
46,12,1200,3
46,12,1400,3
46,12,1600,3
46,12,1800,3
46,13,800,3
46,13,1000,3
46,13,1200,3
46,13,1400,3
46,13,1600,3
46,13,1800,3
46,14,800,3
46,14,1000,3
46,14,1200,3
46,14,1400,3
46,14,1600,3
46,14,1800,3
46,15,800,3
46,15,1000,3
46,15,1200,3
46,15,1400,3
46,15,1600,3
46,15,1800,3
46,16,800,2
46,16,1000,2
46,16,1200,1
46,16,1400,1
46,16,1600,2
46,16,1800,2
46,17,800,3
46,17,1000,3
46,17,1200,3
46,17,1400,3
46,17,1600,3
46,17,1800,3
46,18,800,3
46,18,1000,3
46,18,1200,3
46,18,1400,3
46,18,1600,3
46,18,1800,3
46,19,800,2
46,19,1000,2
46,19,1200,1
46,19,1400,1
46,19,1600,2
46,19,1800,2
46,20,800,3
46,20,1000,3
46,20,1200,3
46,20,1400,3
46,20,1600,3
46,20,1800,3
46,21,800,3
46,21,1000,3
46,21,1200,3
46,21,1400,3
46,21,1600,3
46,21,1800,3
46,22,800,3
46,22,1000,3
46,22,1200,3
46,22,1400,3
46,22,1600,3
46,22,1800,3
46,23,800,2
46,23,1000,2
46,23,1200,1
46,23,1400,1
46,23,1600,2
46,23,1800,2
46,24,800,3
46,24,1000,3
46,24,1200,3
46,24,1400,3
46,24,1600,3
46,24,1800,3
46,25,800,2
46,25,1000,2
46,25,1200,1
46,25,1400,1
46,25,1600,2
46,25,1800,2
46,26,800,3
46,26,1000,3
46,26,1200,3
46,26,1400,3
46,26,1600,3
46,26,1800,3
46,27,800,2
46,27,1000,2
46,27,1200,1
46,27,1400,1
46,27,1600,2
46,27,1800,2
46,28,800,2
46,28,1000,2
46,28,1200,1
46,28,1400,1
46,28,1600,2
46,28,1800,2
46,29,800,3
46,29,1000,3
46,29,1200,3
46,29,1400,3
46,29,1600,3
46,29,1800,3
46,30,800,2
46,30,1000,2
46,30,1200,1
46,30,1400,1
46,30,1600,2
46,30,1800,2
46,31,800,2
46,31,1000,2
46,31,1200,1
46,31,1400,1
46,31,1600,2
46,31,1800,2
46,32,800,3
46,32,1000,3
46,32,1200,3
46,32,1400,3
46,32,1600,3
46,32,1800,3
46,33,800,3
46,33,1000,3
46,33,1200,3
46,33,1400,3
46,33,1600,3
46,33,1800,3
46,34,800,2
46,34,1000,2
46,34,1200,1
46,34,1400,1
46,34,1600,2
46,34,1800,2
46,35,800,2
46,35,1000,2
46,35,1200,1
46,35,1400,1
46,35,1600,2
46,35,1800,2
46,36,800,2
46,36,1000,1
46,36,1200,1
46,36,1400,1
46,36,1600,1
46,36,1800,1
46,37,800,2
46,37,1000,2
46,37,1200,1
46,37,1400,1
46,37,1600,2
46,37,1800,2
46,38,800,2
46,38,1000,2
46,38,1200,1
46,38,1400,1
46,38,1600,2
46,38,1800,2
46,35,800,2
46,40,800,2
46,40,1000,2
46,40,1200,1
46,40,1400,1
46,40,1600,2
46,40,1800,2
47,1,800,1
47,1,1000,1
47,1,1200,2
47,1,1400,2
47,1,1600,1
47,1,1800,1
47,2,800,3
47,2,1000,3
47,2,1200,2
47,2,1400,2
47,2,1600,2
47,2,1800,2
47,4,800,1
47,4,1000,1
47,4,1200,1
47,4,1400,1
47,4,1600,1
47,4,1800,1
47,5,800,1
47,5,1000,1
47,5,1200,1
47,5,1400,1
47,5,1600,1
47,5,1800,1
47,8,800,3
47,8,1000,3
47,8,1200,2
47,8,1400,2
47,8,1600,2
47,8,1800,2
47,9,800,3
47,9,1000,3
47,9,1200,2
47,9,1400,2
47,9,1600,2
47,9,1800,2
47,10,800,3
47,10,1000,3
47,10,1200,2
47,10,1400,1
47,10,1600,1
47,10,1800,1
48,1,800,3
48,1,1000,3
48,1,1200,2
48,1,1400,2
48,1,1600,3
48,1,1800,3
48,2,800,3
48,2,1000,3
48,2,1200,2
48,2,1400,2
48,2,1600,3
48,2,1800,3
48,3,800,3
48,3,1000,3
48,3,1200,2
48,3,1400,2
48,3,1600,3
48,3,1800,3
48,4,800,3
48,4,1000,3
48,4,1200,2
48,4,1400,2
48,4,1600,3
48,4,1800,3
48,5,800,3
48,5,1000,3
48,5,1200,2
48,5,1400,2
48,5,1600,2
48,5,1800,2
48,6,800,3
48,6,1000,2
48,6,1200,1
48,6,1400,1
48,6,1600,1
48,6,1800,1
48,7,800,3
48,7,1000,3
48,7,1200,2
48,7,1400,2
48,7,1600,2
48,7,1800,2
48,8,800,3
48,8,1000,2
48,8,1200,1
48,8,1400,1
48,8,1600,1
48,8,1800,2
48,9,800,3
48,9,1000,2
48,9,1200,1
48,9,1400,1
48,9,1600,1
48,9,1800,2
48,10,800,3
48,10,1000,2
48,10,1200,1
48,10,1400,1
48,10,1600,1
48,10,1800,2
48,11,800,3
48,11,1000,2
48,11,1200,1
48,11,1400,1
48,11,1600,1
48,11,1800,2
48,12,800,3
48,12,1000,3
48,12,1200,3
48,12,1400,3
48,12,1600,3
48,12,1800,3
48,13,800,3
48,13,1000,3
48,13,1200,3
48,13,1400,3
48,13,1600,3
48,13,1800,3
48,14,800,3
48,14,1000,3
48,14,1200,3
48,14,1400,3
48,14,1600,3
48,14,1800,3
48,15,800,3
48,15,1000,3
48,15,1200,3
48,15,1400,3
48,15,1600,3
48,15,1800,3
48,16,800,3
48,16,1000,3
48,16,1200,2
48,16,1400,2
48,16,1600,2
48,16,1800,2
48,17,800,2
48,17,1000,2
48,17,1200,1
48,17,1400,1
48,17,1600,1
48,17,1800,2
48,18,800,2
48,18,1000,2
48,18,1200,1
48,18,1400,1
48,18,1600,1
48,18,1800,2
48,19,800,2
48,19,1000,2
48,19,1200,1
48,19,1400,1
48,19,1600,1
48,19,1800,2
48,20,800,2
48,20,1000,2
48,20,1200,1
48,20,1400,1
48,20,1600,1
48,20,1800,2
48,21,800,3
48,21,1000,3
48,21,1200,3
48,21,1400,3
48,21,1600,3
48,21,1800,3
48,22,800,3
48,22,1000,3
48,22,1200,2
48,22,1400,2
48,22,1600,2
48,22,1800,2
48,23,800,3
48,23,1000,3
48,23,1200,3
48,23,1400,3
48,23,1600,3
48,23,1800,3
49,1,800,3
49,1,1000,3
49,1,1200,2
49,1,1400,2
49,1,1600,2
49,1,1800,2
49,2,800,3
49,2,1000,3
49,2,1200,2
49,2,1400,2
49,2,1600,2
49,2,1800,2
49,3,800,3
49,3,1000,3
49,3,1200,3
49,3,1400,3
49,3,1600,3
49,3,1800,3
49,4,800,3
49,4,1000,3
49,4,1200,3
49,4,1400,3
49,4,1600,3
49,4,1800,3
49,5,800,2
49,5,1000,2
49,5,1200,1
49,5,1400,1
49,5,1600,1
49,5,1800,1
49,6,800,3
49,6,1000,3
49,6,1200,3
49,6,1400,3
49,6,1600,3
49,6,1800,3
49,7,800,3
49,7,1000,3
49,7,1200,2
49,7,1400,2
49,7,1600,2
49,7,1800,2
49,8,800,2
49,8,1000,2
49,8,1200,1
49,8,1400,1
49,8,1600,1
49,8,1800,2
49,9,800,2
49,9,1000,2
49,9,1200,3
49,9,1400,3
49,9,1600,3
49,9,1800,3
49,10,800,3
49,10,1000,3
49,10,1200,3
49,10,1400,3
49,10,1600,3
49,10,1800,3
49,11,800,2
49,11,1000,3
49,11,1200,3
49,11,1400,2
49,11,1600,2
49,11,1800,3
50,1,800,2
50,1,1000,2
50,1,1200,1
50,1,1400,1
50,1,1600,1
50,1,1800,1
50,2,800,2
50,2,1000,3
50,2,1200,3
50,2,1400,3
50,2,1600,2
50,2,1800,2
50,3,800,2
50,3,1000,3
50,3,1200,3
50,3,1400,3
50,3,1600,2
50,3,1800,2
50,4,800,2
50,4,1000,3
50,4,1200,3
50,4,1400,3
50,4,1600,2
50,4,1800,2
50,5,800,2
50,5,1000,3
50,5,1200,3
50,5,1400,3
50,5,1600,2
50,5,1800,2
50,6,800,1
50,6,1000,2
50,6,1200,2
50,6,1400,2
50,6,1600,1
50,6,1800,1
50,7,800,2
50,7,1000,3
50,7,1200,3
50,7,1400,3
50,7,1600,2
50,7,1800,2
50,8,800,2
50,8,1000,3
50,8,1200,3
50,8,1400,3
50,8,1600,2
50,8,1800,2
50,9,800,2
50,9,1000,3
50,9,1200,3
50,9,1400,3
50,9,1600,2
50,9,1800,2
50,10,800,2
50,10,1000,3
50,10,1200,3
50,10,1400,3
50,10,1600,2
50,10,1800,2
50,11,800,1
50,11,1000,2
50,11,1200,2
50,11,1400,2
50,11,1600,1
50,11,1800,1
50,12,800,2
50,12,1000,3
50,12,1200,3
50,12,1400,3
50,12,1600,2
50,12,1800,2
50,13,800,2
50,13,1000,3
50,13,1200,3
50,13,1400,3
50,13,1600,2
50,13,1800,2
50,14,800,2
50,14,1000,3
50,14,1200,3
50,14,1400,3
50,14,1600,2
50,14,1800,2
50,15,800,2
50,15,1000,3
50,15,1200,3
50,15,1400,3
50,15,1600,2
50,15,1800,2
50,16,800,2
50,16,1000,3
50,16,1200,3
50,16,1400,3
50,16,1600,2
50,16,1800,2
50,17,800,2
50,17,1000,3
50,17,1200,3
50,17,1400,3
50,17,1600,2
50,17,1800,2
50,18,800,2
50,18,1000,3
50,18,1200,3
50,18,1400,3
50,18,1600,2
50,18,1800,2
50,19,800,2
50,19,1000,3
50,19,1200,3
50,19,1400,3
50,19,1600,2
50,19,1800,2
50,20,800,2
50,20,1000,3
50,20,1200,3
50,20,1400,3
50,20,1600,2
50,20,1800,2
50,21,800,2
50,21,1000,3
50,21,1200,3
50,21,1400,3
50,21,1600,2
50,21,1800,2
50,22,800,2
50,22,1000,3
50,22,1200,3
50,22,1400,3
50,22,1600,2
50,22,1800,2
50,23,800,1
50,23,1000,2
50,23,1200,2
50,23,1400,2
50,23,1600,1
50,23,1800,1
50,24,800,1
50,24,1000,2
50,24,1200,2
50,24,1400,2
50,24,1600,1
50,24,1800,1
50,25,800,2
50,25,1000,3
50,25,1200,3
50,25,1400,3
50,25,1600,2
50,25,1800,2
50,26,800,2
50,26,1000,3
50,26,1200,3
50,26,1400,3
50,26,1600,2
50,26,1800,2
50,27,800,2
50,27,1000,3
50,27,1200,3
50,27,1400,3
50,27,1600,2
50,27,1800,2
50,28,800,2
50,28,1000,3
50,28,1200,3
50,28,1400,3
50,28,1600,2
50,28,1800,2
50,29,800,2
50,29,1000,3
50,29,1200,3
50,29,1400,3
50,29,1600,2
50,29,1800,2
50,30,800,2
50,30,1000,3
50,30,1200,3
50,30,1400,3
50,30,1600,2
50,30,1800,2
50,31,800,2
50,31,1000,3
50,31,1200,3
50,31,1400,3
50,31,1600,2
50,31,1800,2
50,32,800,2
50,32,1000,3
50,32,1200,3
50,32,1400,3
50,32,1600,2
50,32,1800,2
62,1,800,1
62,1,1000,1
62,1,1200,1
62,1,1400,1
62,1,1600,1
62,1,1800,1
62,3,800,3
62,3,1000,3
62,3,1200,3
62,3,1400,3
62,3,1600,3
62,3,1800,3
62,5,800,2
62,5,1000,1
62,5,1200,1
62,5,1400,1
62,5,1600,1
62,5,1800,1
62,5,800,2
62,5,1000,1
62,5,1200,1
62,5,1400,1
62,5,1600,1
62,5,1800,1
62,6,800,2
62,6,1000,1
62,6,1200,1
62,6,1400,1
62,6,1600,1
62,6,1800,1
62,7,800,2
62,7,1000,3
62,7,1200,3
62,7,1400,3
62,7,1600,2
62,7,1800,2
62,8,800,2
62,8,1000,1
62,8,1200,1
62,8,1400,1
62,8,1600,1
62,8,1800,1
63,1,800,2
63,1,1000,2
63,1,1200,1
63,1,1400,1
63,1,1600,1
63,1,1800,2
63,2,800,2
63,2,1000,2
63,2,1200,1
63,2,1400,1
63,2,1600,1
63,2,1800,2
63,3,800,3
63,3,1000,3
63,3,1200,3
63,3,1400,3
63,3,1600,3
63,3,1800,3
63,4,800,2
63,4,1000,1
63,4,1200,1
63,4,1400,1
63,4,1600,1
63,4,1800,1
63,5,800,2
63,5,1000,2
63,5,1200,1
63,5,1400,1
63,5,1600,1
63,5,1800,1
64,1,800,3
64,1,1000,3
64,1,1200,2
64,1,1400,2
64,1,1600,2
64,1,1800,2
64,2,800,3
64,2,1000,3
64,2,1200,2
64,2,1400,2
64,2,1600,2
64,2,1800,2
64,3,800,3
64,3,1000,3
64,3,1200,2
64,3,1400,2
64,3,1600,2
64,3,1800,2
64,5,800,3
64,5,1000,3
64,5,1200,3
64,5,1400,3
64,5,1600,3
64,5,1800,3
64,6,800,3
64,6,1000,3
64,6,1200,2
64,6,1400,2
64,6,1600,3
64,6,1800,3
64,7,800,3
64,7,1000,3
64,7,1200,2
64,7,1400,2
64,7,1600,3
64,7,1800,3
64,8,800,2
64,8,1000,2
64,8,1200,1
64,8,1400,1
64,8,1600,2
64,8,1800,2
64,9,800,2
64,9,1000,2
64,9,1200,1
64,9,1400,1
64,9,1600,2
64,9,1800,2
64,10,800,2
64,10,1000,1
64,10,1200,1
64,10,1400,1
64,10,1600,2
64,10,1800,2
64,13,800,2
64,13,1000,2
64,13,1200,1
64,13,1400,1
64,13,1600,2
64,13,1800,2
64,14,800,2
64,14,1000,1
64,14,1200,1
64,14,1400,1
64,14,1600,2
64,14,1800,2
64,15,800,3
64,16,800,2
64,16,1000,1
64,16,1200,1
64,16,1400,1
64,16,1600,2
64,16,1800,2
64,17,800,2
64,17,1000,1
64,17,1200,1
64,17,1400,1
64,17,1600,2
64,17,1800,2
64,18,800,2
64,18,1000,2
64,18,1200,1
64,18,1400,1
64,18,1600,2
64,18,1800,2
64,19,800,2
64,19,1000,2
64,19,1200,1
64,19,1400,1
64,19,1600,2
64,19,1800,2
64,20,800,2
64,20,1000,1
64,20,1200,1
64,20,1400,1
64,20,1600,2
64,20,1800,2
64,21,800,2
64,21,1000,1
64,21,1200,1
64,21,1400,1
64,21,1600,2
64,21,1800,2
64,22,800,2
64,22,1000,1
64,22,1200,1
64,22,1400,1
64,22,1600,2
64,22,1800,2
64,23,800,2
64,23,1000,2
64,23,1200,1
64,23,1400,1
64,23,1600,1
64,23,1800,1
64,24,800,2
64,24,1000,2
64,24,1200,1
64,24,1400,1
64,24,1600,2
64,24,1800,2
64,26,800,2
64,26,1000,1
64,26,1200,1
64,26,1400,1
64,26,1600,2
64,26,1800,2
64,27,800,2
64,27,1000,1
64,27,1200,1
64,27,1400,1
64,27,1600,2
64,27,1800,2
65,1,800,3
65,1,1000,1
65,1,1200,1
65,1,1400,1
65,1,1600,1
65,1,1800,2
65,2,800,3
65,2,1000,1
65,2,1200,1
65,2,1400,1
65,2,1600,1
65,2,1800,2
65,5,800,3
65,5,1000,3
65,5,1200,2
65,5,1400,2
65,5,1600,2
65,5,1800,3
65,7,800,3
65,7,1000,3
65,7,1200,3
65,7,1400,3
65,7,1600,3
65,7,1800,3
65,8,800,3
65,8,1000,3
65,8,1200,2
65,8,1400,2
65,8,1600,2
65,8,1800,2
66,1,800,3
66,1,1000,2
66,1,1200,1
66,1,1400,1
66,1,1600,2
66,1,1800,3
66,2,800,3
66,2,1000,2
66,2,1200,1
66,2,1400,1
66,2,1600,2
66,2,1800,3
66,3,800,3
66,3,1000,2
66,3,1200,1
66,3,1400,1
66,3,1600,2
66,3,1800,3
66,4,800,2
66,4,1000,2
66,4,1200,1
66,4,1400,1
66,4,1600,1
66,4,1800,2
66,5,800,3
66,5,1000,3
66,5,1200,3
66,5,1400,3
66,5,1600,3
66,5,1800,3
67,1,800,3
67,1,1000,2
67,1,1200,1
67,1,1400,1
67,1,1600,1
67,1,1800,2
67,2,800,3
67,2,1000,3
67,2,1200,2
67,2,1400,2
67,2,1600,2
67,2,1800,3
67,3,800,3
67,3,1000,3
67,3,1200,3
67,3,1400,3
67,3,1600,3
67,3,1800,3
67,4,800,3
67,4,1000,2
67,4,1200,1
67,4,1400,1
67,4,1600,1
67,4,1800,2
68,1,800,2
68,1,1000,2
68,1,1200,1
68,1,1400,1
68,1,1600,1
68,1,1800,1
68,2,800,3
68,2,1000,3
68,2,1200,2
68,2,1400,2
68,2,1600,2
68,2,1800,2
68,3,800,3
68,3,1000,3
68,3,1200,2
68,3,1400,2
68,3,1600,2
68,3,1800,2
68,4,800,3
68,4,1000,3
68,4,1200,3
68,4,1400,3
68,4,1600,3
68,4,1800,3
68,5,800,2
68,5,1000,2
68,5,1200,1
68,5,1400,1
68,5,1600,1
68,5,1800,1
68,6,800,2
68,6,1000,2
68,6,1200,1
68,6,1400,1
68,6,1600,1
68,6,1800,1
68,10,800,3
68,10,1000,3
68,10,1200,2
68,10,1400,2
68,10,1600,2
68,10,1800,2
